Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
ScreenShot-Pro,https://gui-agent.github.io/grounding-leaderboard/,https://arxiv.org/abs/2504.07981,"ScreenShot-Pro evaluates GUI understanding and grounding from high-resolution screenshots, where the model must interpret interface elements and answer questions or identify actionable targets. It emphasizes spatially grounded perception of UIs (layout, labels, affordances) and reasoning about how a user would operate software.","L1: Visual Perception, Language Comprehension (minor)
L2: Visual Attention & Eye Movements, Scene Understanding & Visual Reasoning, Spatial Representation & Mapping, Sensorimotor Coordination (minor)
L3: ",L2
CharXiv Reasoning,https://charxiv.github.io/,https://arxiv.org/abs/2406.18521,"CharXiv Reasoning tests a model’s ability to answer questions that require reasoning over scientific paper content, especially figure- and chart-centric evidence common in arXiv-style documents. It stresses extracting structured information from visual plots and linking it to technical text to produce correct, grounded conclusions.","L1: Visual Perception, Language Production (minor)
L2: Scene Understanding & Visual Reasoning, Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory (minor)
L3: ",L2
Video-MMMU,https://videommmu.github.io/,https://arxiv.org/abs/2501.13826,"Video-MMMU evaluates multimodal understanding over video, requiring models to integrate information across frames and time to answer questions about events, actions, and causal relationships. It targets temporal coherence, event tracking, and reasoning about visually observed dynamics rather than single-image recognition.","L1: Visual Perception, Auditory Processing (minor)
L2: Scene Understanding & Visual Reasoning, Working Memory, Attention
L3: Cognitive Timing & Predictive Modeling (minor)",L2
MRCR v2 (8-needle),https://huggingface.co/datasets/openai/mrcr,https://arxiv.org/abs/2409.12640,"MRCR v2 (8-needle) is a long-context evaluation where multiple similar “needle” requests are embedded within a long, distracting “haystack,” and the model must retrieve and reproduce the correct response corresponding to the specified needle. It emphasizes long-range dependency tracking, robust retrieval under interference, and maintaining correctness as context length scales.","L1: Language Comprehension
L2: Working Memory, Episodic Memory, Attention, Semantic Understanding & Context Recognition, Adaptive Error Correction (minor)
L3: ",L2
GDPval,https://openai.com/index/gdpval/,https://arxiv.org/abs/2510.04374,"GDPval measures performance on well-specified professional knowledge-work tasks across many occupations, judged by expert humans via head-to-head comparisons against industry professionals. Tasks often require producing real work artifacts (e.g., spreadsheets, presentations, plans) and reflecting practical execution quality, not just answering questions.","L1: Language Production
L2: Planning, Decision-making, Semantic Understanding & Context Recognition, Adaptive Error Correction
L3: Self-reflection (minor), Social Reasoning & Theory of Mind (minor)",L2
SWE-Lancer,https://openai.com/index/swe-lancer/,https://arxiv.org/abs/2502.12115,"SWE-Lancer evaluates agentic software engineering in settings that reward completing engineering work reliably, often emphasizing longer-horizon task execution than isolated bug fixes. It probes whether models can navigate codebases, follow project conventions, and deliver correct patches that satisfy tests and task requirements under realistic workflows.","L1: 
L2: Planning, Logical Reasoning, Adaptive Error Correction, Working Memory, Semantic Understanding & Context Recognition, Decision-making (minor)
L3: ",L2
Graphwalks,https://huggingface.co/datasets/openai/graphwalks,,"Graphwalks tests algorithmic reasoning over graph-structured data, where the model must follow traversal rules (e.g., BFS-style walks) and answer queries that depend on multi-step navigation through nodes and edges. It emphasizes systematic state tracking and faithful execution of discrete procedures under distractors.","L1: 
L2: Spatial Representation & Mapping, Working Memory, Logical Reasoning, Attention (minor), Planning (minor)
L3: ",L2
Toolathon,https://toolathlon.xyz,https://arxiv.org/abs/2510.25726,"Toolathon evaluates tool-using agents on complex tasks that require selecting appropriate tools, composing multi-step toolchains, and recovering from tool errors to reach correct end results. It focuses on reliable orchestration (when to call which tool), argument correctness, and robust integration of tool outputs into the final solution.","L1: 
L2: Planning, Decision-making, Adaptive Error Correction, Working Memory, Semantic Understanding & Context Recognition
L3: Inhibitory Control (minor)",L2
HMMT,https://matharena.ai/?view=problem&comp=hmmt--hmmt_feb_2025,https://arxiv.org/abs/2505.23281,"HMMT problems are high-difficulty competition mathematics questions that require deep multi-step reasoning, creative insight, and careful error checking to reach exact answers. As an evaluation, it stresses sustained symbolic reasoning and robustness on non-routine math beyond standard textbook patterns.","L1: 
L2: Logical Reasoning, Working Memory, Planning, Adaptive Error Correction (minor)
L3: Cognitive Flexibility",L3
FrontierMath,https://epoch.ai/frontiermath,https://arxiv.org/abs/2411.04872,"FrontierMath is a benchmark of expert-level mathematics designed to be challenging for frontier models and more resistant to memorization, spanning multiple tiers of difficulty. It emphasizes rigorous multi-step derivations and the ability to combine advanced concepts while maintaining precision over long solution paths.","L1: 
L2: Logical Reasoning, Working Memory, Planning, Adaptive Error Correction (minor)
L3: Cognitive Flexibility",L3
