Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
MMMU-Pro,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2409.02813,"MMMU-Pro is a more challenging, expert-oriented version of MMMU for multimodal understanding, where models answer questions that require jointly reasoning over images (charts, diagrams, figures) and text across diverse disciplines. It emphasizes robust visual reasoning and domain-grounded interpretation rather than simple recognition.","L1: Visual Perception, Language Comprehension
L2: Scene Understanding & Visual Reasoning, Multisensory Integration, Visual Attention & Eye Movements (minor), Logical Reasoning, Spatial Representation & Mapping (minor)
L3: ",L2
ScreenShot-Pro,https://gui-agent.github.io/grounding-leaderboard/,https://arxiv.org/abs/2504.07981,"ScreenShot-Pro evaluates GUI understanding from screenshots, requiring models to interpret screen layouts, read UI text, and answer questions that depend on visual grounding in real interfaces. It is commonly used to measure how well agents can understand software screens as a prerequisite for reliable computer-use automation.","L1: Visual Perception, Language Comprehension
L2: Scene Understanding & Visual Reasoning, Visual Attention & Eye Movements, Spatial Representation & Mapping, Working Memory (minor), Sensorimotor Coordination (minor)
L3: ",L2
CharXiv Reasoning,https://charxiv.github.io/,https://arxiv.org/abs/2406.18521,"CharXiv Reasoning tests whether models can answer questions about scientific figures and content from arXiv-style papers, often requiring extracting quantitative/structural information from charts and linking it to textual context. It emphasizes higher-order interpretation of technical visuals rather than generic image captioning.","L1: Visual Perception, Language Comprehension
L2: Scene Understanding & Visual Reasoning, Multisensory Integration, Logical Reasoning, Visual Attention & Eye Movements (minor), Semantic Understanding & Context Recognition (minor)
L3: ",L2
Video-MMMU,https://videommmu.github.io/,https://arxiv.org/abs/2501.13826,"Video-MMMU extends multimodal understanding to videos, requiring models to integrate information across frames and time to answer questions about events, interactions, and visual evidence. It targets temporal integration and cross-modal reasoning under long-context visual inputs.","L1: Visual Perception, Language Comprehension (minor)
L2: Scene Understanding & Visual Reasoning, Multisensory Integration, Working Memory, Attention
L3: Cognitive Timing & Predictive Modeling (minor)",L2
MRCR v2 (8-needle),https://huggingface.co/datasets/openai/mrcr,https://arxiv.org/abs/2409.12640,MRCR v2 (8-needle) evaluates long-context multi-round coreference resolution by inserting multiple similar “needle” interactions into long “haystacks” and asking the model to retrieve the correct referenced response. It stresses precise attention control and retrieval over long sequences with high distractor density.,"L1: Language Comprehension
L2: Working Memory, Attention, Episodic Memory, Semantic Understanding & Context Recognition
L3: Inhibitory Control (minor)",L2
GDPval,https://openai.com/index/gdpval/,https://arxiv.org/abs/2510.04374,"GDPval measures performance on well-specified professional knowledge-work tasks across many occupations, where models produce real work artifacts such as spreadsheets, presentations, schedules, or analyses. It emphasizes end-to-end task execution quality judged against human professional outputs, often including tool use and iterative refinement.","L1: Language Production
L2: Planning, Decision-making, Semantic Understanding & Context Recognition, Adaptive Error Correction (minor), Working Memory (minor)
L3: Self-reflection (minor)",L2
SWE-Lancer,https://openai.com/index/swe-lancer/,https://arxiv.org/abs/2502.12115,"SWE-Lancer evaluates agentic software engineering on longer, more realistic engineering work that resembles “freelance” tasks, often spanning multiple files, constraints, and higher-level requirements. It is designed to better capture end-to-end engineering competence beyond narrow bug fixes.","L1: Language Comprehension (minor), Language Production (minor)
L2: Planning, Logical Reasoning, Decision-making, Working Memory, Adaptive Error Correction
L3: ",L2
Graphwalks,https://huggingface.co/datasets/openai/graphwalks,,"Graphwalks tests structured reasoning over graph-like data embedded in text, requiring models to perform multi-step traversals (e.g., BFS-style reasoning) and answer queries that depend on correct intermediate states. It targets systematic compositional reasoning and resistance to distraction over long, algorithmic contexts.","L1: 
L2: Logical Reasoning, Working Memory, Attention, Spatial Representation & Mapping, Planning (minor), Adaptive Error Correction (minor)
L3: ",L2
Toolathon,https://toolathlon.xyz,https://arxiv.org/abs/2510.25726,"Toolathon evaluates an agent’s ability to solve tasks by selecting, sequencing, and correctly calling tools across multi-step workflows, often under realistic constraints (API schemas, partial failures, or multi-turn requirements). It emphasizes reliable tool orchestration and integrating tool outputs into coherent final results.","L1: Language Comprehension (minor), Language Production (minor)
L2: Planning, Decision-making, Adaptive Error Correction, Working Memory, Attention (minor)
L3: ",L2
HMMT,https://matharena.ai/?view=problem&comp=hmmt--hmmt_feb_2025,https://arxiv.org/abs/2505.23281,"HMMT (Harvard-MIT Mathematics Tournament) problems in MathArena-style evaluations target advanced contest mathematics, typically requiring inventive multi-step reasoning, proofs or proof-like derivations, and careful handling of edge cases. Compared to easier contest sets, it is used to probe depth and robustness of mathematical reasoning.","L1: 
L2: Logical Reasoning, Working Memory, Planning, Adaptive Error Correction (minor)
L3: Cognitive Flexibility (minor)",L2
FrontierMath,https://epoch.ai/frontiermath,https://arxiv.org/abs/2411.04872,"FrontierMath is an expert-level mathematics benchmark designed to be substantially harder than standard contest math, targeting multi-step reasoning that often benefits from sustained exploration and verification. It is frequently reported with tool assistance (e.g., Python) to separate reasoning quality from arithmetic burden while still stressing correctness.","L1: 
L2: Logical Reasoning, Planning, Working Memory, Adaptive Error Correction
L3: Cognitive Flexibility (minor)",L2
