Benchmark,Website,Paper,Description,Cognitive Functions
MMMU-Pro,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2409.02813,"MMMU-Pro is a professionalized, harder variant of multimodal understanding benchmarks where models answer questions requiring joint interpretation of images and text across many disciplines. It stresses chart/diagram interpretation, visual grounding, and cross-modal reasoning under demanding prompts.","Visual Perception, Scene Understanding & Visual Reasoning, Multisensory Integration, Attention (minor), Spatial Representation & Mapping (minor)"
ScreenShot-Pro,https://gui-agent.github.io/grounding-leaderboard/,https://arxiv.org/abs/2504.07981,"ScreenShot-Pro evaluates screenshot understanding for real-world GUI and document-like images, often requiring localization of interface elements and correct interpretation of on-screen content. It targets practical vision-language grounding needed for computer-use agents and UI-based workflows.","Visual Perception, Scene Understanding & Visual Reasoning, Visual Attention & Eye Movements, Spatial Representation & Mapping (minor), Language Comprehension (minor)"
CharXiv Reasoning,https://charxiv.github.io/,https://arxiv.org/abs/2406.18521,"CharXiv Reasoning evaluates scientific-figure reasoning from arXiv-style papers, requiring models to read and interpret charts/plots and answer questions that depend on quantitative and contextual understanding. It often benefits from tool use (e.g., Python) but primarily measures robust figure comprehension and inference.","Scene Understanding & Visual Reasoning, Visual Perception, Logical Reasoning, Working Memory (minor), Attention (minor)"
Video-MMMU,https://videommmu.github.io/,https://arxiv.org/abs/2501.13826,"Video-MMMU evaluates multimodal reasoning over video, requiring models to integrate information across frames and time to answer questions about events, actions, and causal/temporal relationships. It emphasizes maintaining coherence over long visual sequences and aligning language outputs to dynamic visual evidence.","Visual Perception, Cognitive Timing & Predictive Modeling, Working Memory, Scene Understanding & Visual Reasoning, Multisensory Integration (minor), Attention (minor)"
MRCR v2 (8-needle),https://huggingface.co/datasets/openai/mrcr,https://arxiv.org/abs/2409.12640,"MRCR v2 (multi-round co-reference resolution) inserts multiple similar “needle” interactions into long “haystack” contexts and asks the model to retrieve the correct referenced response. The 8-needle setting stresses long-context robustness, resistance to distractors, and precise retrieval across many candidate mentions.","Working Memory, Attention, Episodic Memory, Inhibitory Control (minor), Language Comprehension (minor)"
GDPval,https://openai.com/index/gdpval/,https://arxiv.org/abs/2510.04374,"GDPval measures performance on well-specified professional knowledge-work tasks (e.g., producing spreadsheets, presentations, schedules, or analyses) judged against expert human outputs. It targets end-to-end task execution quality, including constraint satisfaction, structured deliverables, and iterative refinement as needed.","Planning, Decision-making, Language Production, Semantic Understanding & Context Recognition, Adaptive Error Correction (minor), Social Reasoning & Theory of Mind (minor)"
SWE-Lancer,https://openai.com/index/swe-lancer/,https://arxiv.org/abs/2502.12115,"SWE-Lancer evaluates agentic software engineering in a more end-to-end setting, focusing on producing correct patches for realistic tasks aligned with practical developer workflows. It emphasizes reliability, tool-driven iteration, and integrating repository context to deliver changes that satisfy evaluation checks.","Planning, Adaptive Error Correction, Logical Reasoning, Working Memory, Decision-making (minor)"
Graphwalks,https://huggingface.co/datasets/openai/graphwalks,,"Graphwalks tests reasoning over graph-structured data, such as following paths or performing constrained traversals with many distractors. It probes whether models can maintain and manipulate structured state across many steps without losing track of nodes, edges, or traversal constraints.","Spatial Representation & Mapping, Working Memory, Logical Reasoning, Attention (minor), Planning (minor)"
Toolathon,https://toolathlon.xyz,https://arxiv.org/abs/2510.25726,"Toolathon benchmarks multi-tool problem solving, where models must select from many tools, compose tool calls into workflows, and recover from intermediate failures. It emphasizes robust orchestration, correct parameterization, and synthesis of tool outputs into a final, user-facing answer.","Planning, Decision-making, Adaptive Error Correction, Working Memory, Inhibitory Control (minor)"
HMMT,https://matharena.ai/?view=problem&comp=hmmt--hmmt_feb_2025,https://arxiv.org/abs/2505.23281,"HMMT problems (as used in modern eval suites) draw from high-difficulty competition mathematics, often requiring creative constructions and multi-lemma reasoning. Compared to simpler contests, it typically stresses deeper insight, longer solution chains, and careful handling of edge cases.","Logical Reasoning, Working Memory, Cognitive Flexibility (minor), Planning (minor)"
FrontierMath,https://epoch.ai/frontiermath,https://arxiv.org/abs/2411.04872,"FrontierMath is an expert-level mathematics benchmark designed to be challenging for frontier models and to better reflect research-style mathematical reasoning. It emphasizes non-routine problem solving, sustained multi-step proofs/derivations, and high precision in symbolic and quantitative work (often with optional tool support).","Logical Reasoning, Working Memory, Planning, Cognitive Flexibility (minor), Adaptive Error Correction (minor)"
