Benchmark,Website,Paper,Description,Cognitive Functions
FinanceAgent,https://www.vals.ai/benchmarks/finance_agent,,"FinanceAgent assesses capabilities expected of an entry-level financial analyst, typically involving multi-step reasoning over financial documents, spreadsheet-like computations, and the production of justified conclusions. It stresses correctness, structured analysis, and maintaining assumptions and intermediate results consistently.","Logical Reasoning, Planning, Decision-making, Working Memory, Semantic Understanding & Context Recognition, Language Production (minor)"
CyberGym,https://www.cybergym.io/,https://arxiv.org/abs/2506.02548,"CyberGym evaluates cybersecurity agent skills at scale, including reproducing known vulnerabilities from descriptions and discovering previously unknown issues in real open-source codebases. It emphasizes iterative debugging, hypothesis-driven exploration, and producing concrete, verifiable exploit/fix artifacts under realistic constraints.","Logical Reasoning, Planning, Adaptive Error Correction, Working Memory, Inhibitory Control (minor), Semantic Understanding & Context Recognition (minor)"
SpreadsheetBench,https://spreadsheetbench.github.io/,https://arxiv.org/abs/2406.14991,"SpreadsheetBench evaluates an agent’s ability to navigate and manipulate complex spreadsheets to solve realistic tasks, often requiring formula edits, data cleaning, structured transformations, and verification. It probes procedural reliability and the ability to track dependencies across cells, sheets, and linked calculations.","Planning, Decision-making, Working Memory, Adaptive Error Correction, Semantic Understanding & Context Recognition (minor), Language Comprehension (minor)"
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam is a frontier, multi-domain (often multimodal) benchmark intended to stress advanced reasoning and expert knowledge across many topics and question styles. It is frequently used to compare tool-free reasoning versus tool-augmented performance (e.g., search/code), highlighting integration of evidence and robust synthesis.","Language Comprehension, Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory (minor), Planning (minor), Multisensory Integration (minor), Visual Perception (minor)"
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,"AIME 2025 measures competition-level mathematical problem solving, typically requiring multi-step derivations and careful handling of constraints. It is commonly used to gauge symbolic reasoning accuracy and the ability to avoid subtle algebraic or combinatorial errors under time/step pressure.","Logical Reasoning, Working Memory, Attention (minor), Adaptive Error Correction (minor)"
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,"GPQA Diamond is a high-quality subset of extremely difficult graduate-level science multiple-choice questions designed to be hard to answer via superficial pattern matching. It tests deep scientific reasoning and precise reading, with distractors that punish shallow heuristics.","Logical Reasoning, Semantic Understanding & Context Recognition, Language Comprehension, Working Memory (minor), Inhibitory Control (minor)"
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,"MMMLU extends broad academic knowledge and reasoning evaluation into multiple languages across many subjects, probing whether competence transfers beyond English. It is used to measure multilingual understanding, instruction following in different languages, and consistency of reasoning across linguistic contexts.","Language Comprehension, Semantic Understanding & Context Recognition, Logical Reasoning (minor), Working Memory (minor), Language Production (minor)"
MMMU,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2311.16502,"MMMU evaluates multimodal, multi-discipline understanding by requiring models to answer questions grounded in images (e.g., diagrams, charts, scientific figures) plus text. It emphasizes visual reasoning and cross-modal integration needed to interpret technical visuals and relate them to problem statements.","Visual Perception, Scene Understanding & Visual Reasoning, Multisensory Integration, Language Comprehension, Logical Reasoning (minor), Working Memory (minor)"
LAB-Bench FigQA,https://huggingface.co/datasets/futurehouse/lab-bench,https://arxiv.org/abs/2407.10362,"LAB-Bench FigQA measures whether models can correctly interpret complex scientific figures from biology papers and answer associated questions, often requiring careful extraction of evidence from plots, schematics, and multi-panel visuals. It targets figure-grounded reasoning rather than general text-only biological knowledge.","Visual Perception, Scene Understanding & Visual Reasoning, Semantic Understanding & Context Recognition, Logical Reasoning, Attention (minor), Multisensory Integration (minor)"
WebArena,https://webarena.dev/,https://arxiv.org/abs/2307.13854,"WebArena evaluates autonomous web agents completing realistic tasks across multiple web apps (e-commerce, CMS, forums, code hosting) through interactive browsing. It probes long-horizon planning, robust UI grounding from screenshots/DOM, and recovery from errors or unexpected page states while pursuing task objectives.","Planning, Decision-making, Adaptive Error Correction, Visual Perception, Scene Understanding & Visual Reasoning, Visual Attention & Eye Movements (minor), Working Memory (minor), Language Comprehension (minor), Sensorimotor Coordination (minor)"
