Benchmark,Website,Paper,Description,Cognitive Functions
FinanceAgent,https://www.vals.ai/benchmarks/finance_agent,,"FinanceAgent evaluates agents on tasks resembling entry-level financial analyst work, such as analyzing documents, extracting structured facts, performing calculations, and producing grounded write-ups. It stresses reliable multi-step quantitative reasoning, domain-specific interpretation, and consistent handling of assumptions and constraints.","Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory, Planning, Decision-making, Language Production (minor)"
CyberGym,https://www.cybergym.io/,https://arxiv.org/abs/2506.02548,"CyberGym evaluates cybersecurity agents on vulnerability discovery and exploitation-oriented tasks grounded in real-world software, including identifying known weaknesses and uncovering new ones. It emphasizes precise technical reasoning, iterative hypothesis testing, and robust debugging of attack or detection workflows.","Logical Reasoning, Planning, Decision-making, Adaptive Error Correction, Working Memory, Semantic Understanding & Context Recognition"
SpreadsheetBench,https://spreadsheetbench.github.io/,https://arxiv.org/abs/2406.14991,"SpreadsheetBench evaluates the ability to understand, edit, and compute over complex spreadsheets drawn from real-world-like tasks. It stresses structured data manipulation, formula reasoning, multi-step transformations, and producing correct artifacts under workflow constraints.","Logical Reasoning, Planning, Working Memory, Semantic Understanding & Context Recognition, Decision-making, Adaptive Error Correction (minor)"
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam is a difficult multimodal benchmark intended to probe broad expert-level knowledge and reasoning at the frontier, across many subjects and question styles. It stresses integrating information from text and, when present, images/figures, while maintaining precision on complex, multi-step questions.","Language Comprehension, Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory, Multisensory Integration, Visual Perception (minor), Scene Understanding & Visual Reasoning (minor)"
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,"AIME 2025 consists of competition-style mathematics problems that require multi-step derivations, careful algebraic manipulation, and exact numeric answers. It primarily measures mathematical reasoning and error-free symbolic thinking under tight constraints, rather than tool execution or world knowledge.","Logical Reasoning, Working Memory, Attention (minor), Planning (minor)"
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,"GPQA Diamond is a curated subset of graduate-level, “Google-proof” multiple-choice science questions designed to resist superficial retrieval and reward deep understanding. It probes precise reasoning in physics, chemistry, and biology with distractors that punish shallow pattern matching.","Language Comprehension, Logical Reasoning, Working Memory, Semantic Understanding & Context Recognition"
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,"MMMLU extends MMLU to multiple languages, testing broad academic knowledge and reasoning across many subjects in a multilingual setting. It measures both knowledge and the ability to preserve meaning and select correct answers across linguistic variation.","Language Comprehension, Semantic Understanding & Context Recognition, Working Memory (minor), Logical Reasoning (minor), Cognitive Flexibility"
MMMU,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2311.16502,"MMMU is a multidisciplinary multimodal benchmark where models answer expert-level questions that require reasoning over images (e.g., diagrams, charts, scientific visuals) alongside text. It emphasizes grounded visual understanding, cross-modal integration, and multi-step problem solving.","Multisensory Integration, Visual Perception, Scene Understanding & Visual Reasoning, Language Comprehension, Logical Reasoning, Working Memory (minor)"
LAB-Bench FigQA,https://huggingface.co/datasets/futurehouse/lab-bench,https://arxiv.org/abs/2407.10362,"LAB-Bench FigQA evaluates whether models can correctly interpret and reason about scientific figures from biology research papers, including extracting trends, comparing conditions, and mapping visual evidence to claims. It targets figure-grounded reasoning rather than general biology trivia, stressing careful reading of axes, legends, and experimental context.","Scene Understanding & Visual Reasoning, Visual Perception, Attention, Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory (minor)"
WebArena,https://webarena.dev/,https://arxiv.org/abs/2307.13854,"WebArena evaluates autonomous web agents on realistic tasks across multiple web apps (e-commerce, CMS, forums, code hosting), requiring navigation, form filling, and multi-step workflows. It stresses grounding instructions in dynamic UIs, maintaining progress toward goals across long trajectories, and recovering from mistakes during interaction.","Planning, Decision-making, Visual Perception, Scene Understanding & Visual Reasoning, Visual Attention & Eye Movements, Sensorimotor Coordination, Working Memory, Adaptive Error Correction"
