Benchmark,Website,Paper,Description,Cognitive Functions
FinanceAgent,https://www.vals.ai/benchmarks/finance_agent,,"FinanceAgent evaluates performance on tasks typical of an entry-level financial analyst, such as interpreting financial documents, performing structured analyses, and producing professional artifacts (e.g., narratives, tables, or models) with appropriate justification. It emphasizes correctness under domain constraints, multi-step reasoning, and practical decision support.","Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory, Planning (minor), Decision-making (minor), Language Production (minor)"
CyberGym,https://www.cybergym.io/,https://arxiv.org/abs/2506.02548,"CyberGym evaluates cybersecurity-capable agents on tasks including identifying known vulnerabilities in real open-source projects from descriptions and, in some settings, discovering previously unknown vulnerabilities. It emphasizes precise code reasoning, hypothesis testing through execution, and iterative debugging under realistic constraints.","Logical Reasoning, Planning, Adaptive Error Correction, Working Memory, Decision-making (minor), Inhibitory Control (minor)"
SpreadsheetBench,https://spreadsheetbench.github.io/,https://arxiv.org/abs/2406.14991,"SpreadsheetBench evaluates agents on real-world spreadsheet tasks requiring navigation, editing, formula manipulation, and structured reasoning over tabular layouts. It stresses multi-step operations with tool feedback (e.g., opening/editing files), correctness of transformations, and attention to spreadsheet structure and constraints.","Planning, Working Memory, Logical Reasoning, Attention, Adaptive Error Correction (minor), Semantic Understanding & Context Recognition (minor)"
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam is a high-difficulty benchmark spanning frontier academic and professional questions, often including multimodal items, designed to stress broad knowledge and deep reasoning. It is frequently evaluated in both tool-free and tool-enabled settings (e.g., search/code), emphasizing synthesis, rigor, and robustness against hallucination on hard queries.","Language Comprehension, Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory (minor), Multisensory Integration (minor), Scene Understanding & Visual Reasoning (minor)"
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,"AIME 2025 evaluates mathematical problem-solving on competition-style questions that require multi-step derivations, careful case analysis, and exact final answers. It targets compositional reasoning under tight correctness criteria, often distinguishing between superficial pattern-matching and faithful symbolic reasoning.","Logical Reasoning, Working Memory, Planning (minor), Cognitive Flexibility (minor)"
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,"GPQA Diamond is a difficult subset of graduate-level, “Google-proof” multiple-choice science questions curated to reduce easy lookup and reward genuine understanding. It evaluates scientific reasoning and domain comprehension across physics, chemistry, and biology, under adversarially hard distractors.","Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory (minor), Decision-making (minor)"
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,"MMMLU is the multilingual extension of MMLU, testing knowledge and reasoning across many subjects in multiple non-English languages. It evaluates whether models can maintain competence under language shifts, including understanding subtle question phrasing and selecting correct answers under culturally and linguistically varied contexts.","Language Comprehension, Semantic Understanding & Context Recognition, Logical Reasoning, Cognitive Flexibility, Working Memory (minor)"
MMMU,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2311.16502,"MMMU evaluates multimodal understanding and reasoning across diverse academic domains by requiring models to combine textual information with images (e.g., diagrams, plots, figures). It emphasizes grounded visual reasoning, cross-modal integration, and domain-aware interpretation rather than isolated captioning or OCR.","Visual Perception, Scene Understanding & Visual Reasoning, Multisensory Integration, Language Comprehension, Logical Reasoning, Attention (minor), Working Memory (minor)"
LAB-Bench FigQA,https://huggingface.co/datasets/futurehouse/lab-bench,https://arxiv.org/abs/2407.10362,"LAB-Bench FigQA tests whether models can answer questions about complex scientific figures from biology papers, requiring extraction of quantitative/qualitative relationships from plots and diagrams. It stresses accurate figure interpretation, scientific-context grounding, and multi-step reasoning over visual evidence rather than general biology recall alone.","Visual Perception, Scene Understanding & Visual Reasoning, Multisensory Integration, Semantic Understanding & Context Recognition, Logical Reasoning, Visual Attention & Eye Movements (minor)"
WebArena,https://webarena.dev/,https://arxiv.org/abs/2307.13854,"WebArena evaluates autonomous web agents performing realistic tasks across multiple web apps (e-commerce, CMS, forums, code hosting, maps) using browser interactions. It tests long-horizon navigation, form filling, information extraction, and goal completion under dynamic pages and tool/action constraints.","Visual Perception, Visual Attention & Eye Movements, Scene Understanding & Visual Reasoning, Planning, Decision-making, Working Memory, Inhibitory Control (minor), Sensorimotor Coordination (minor)"
