Benchmark,Website,Paper,Description,Cognitive Functions
FinanceAgent,https://www.vals.ai/benchmarks/finance_agent,,"FinanceAgent evaluates an agent’s ability to perform tasks resembling entry-level financial analyst work, such as extracting information, performing calculations, and producing finance-relevant analyses and artifacts. It targets accuracy, structured reasoning with domain conventions, and multi-step tool-assisted workflows when available.","Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory, Planning, Decision-making, Language Production (minor)"
CyberGym,https://www.cybergym.io/,https://arxiv.org/abs/2506.02548,"CyberGym evaluates cybersecurity agent capabilities on tasks like identifying known vulnerabilities in real open-source projects from descriptions and, in some settings, discovering new issues. It stresses code/trace comprehension, hypothesis-driven debugging, and iterative validation under realistic constraints.","Logical Reasoning, Planning, Adaptive Error Correction, Working Memory, Semantic Understanding & Context Recognition, Inhibitory Control (minor)"
SpreadsheetBench,https://spreadsheetbench.github.io/,https://arxiv.org/abs/2406.14991,"SpreadsheetBench measures an agent’s ability to navigate, edit, and compute over complex spreadsheets derived from realistic scenarios. It emphasizes procedural task execution (often via tools/libraries), maintaining consistency across many dependent cells, and producing correctly formatted outputs.","Planning, Decision-making, Working Memory, Adaptive Error Correction, Semantic Understanding & Context Recognition, Sensorimotor Coordination (minor)"
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam is a frontier, multi-domain benchmark intended to probe advanced knowledge and reasoning at or beyond typical expert difficulty, including multimodal questions. It is designed to stress robust reasoning, careful reading, and (in tool-enabled settings) effective use of external resources while avoiding hallucinations.","Language Comprehension, Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory, Scene Understanding & Visual Reasoning (minor), Multisensory Integration (minor)"
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,"AIME 2025 evaluates competition-level mathematical problem solving on the 2025 American Invitational Mathematics Examination. Problems require multi-step derivations and careful symbolic manipulation, with accuracy typically measured by exact final answers.","Logical Reasoning, Working Memory, Adaptive Error Correction (minor), Planning (minor)"
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,"GPQA Diamond is a high-quality subset of graduate-level, “Google-proof” multiple-choice science questions designed to be difficult for non-experts and resistant to simple retrieval. It targets deep scientific reasoning and precise selection among plausible distractors.","Language Comprehension, Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory (minor), Decision-making (minor)"
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,"MMMLU extends the MMLU-style subject test to multiple languages, evaluating broad academic knowledge and reasoning across many domains in non-English settings. It is commonly used to assess multilingual generalization and consistency of knowledge across languages.","Language Comprehension, Semantic Understanding & Context Recognition, Logical Reasoning, Cognitive Flexibility, Working Memory (minor), Language Production (minor)"
MMMU,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2311.16502,"MMMU is a multidisciplinary multimodal benchmark that requires combining text with images (e.g., diagrams, charts, screenshots) to answer expert-level questions across many fields. It probes integrated visual-text reasoning, not just OCR or generic captioning.","Visual Perception, Scene Understanding & Visual Reasoning, Multisensory Integration, Language Comprehension, Logical Reasoning, Visual Attention & Eye Movements (minor), Working Memory (minor)"
LAB-Bench FigQA,https://huggingface.co/datasets/futurehouse/lab-bench,https://arxiv.org/abs/2407.10362,"LAB-Bench FigQA evaluates whether models can correctly interpret and reason over complex scientific figures from biology papers, answering questions that require extracting relationships and experimental results from visuals. It stresses fine-grained figure understanding, cross-referencing labels/legends, and drawing correct inferences.","Visual Perception, Scene Understanding & Visual Reasoning, Semantic Understanding & Context Recognition, Logical Reasoning, Attention, Working Memory (minor)"
WebArena,https://webarena.dev/,https://arxiv.org/abs/2307.13854,"WebArena evaluates autonomous web agents on realistic multi-step tasks across self-hosted web apps (e-commerce, CMS, forums, repos, maps), requiring navigation, form filling, and stateful interaction. It emphasizes grounded decision-making under UI uncertainty, tool/action sequencing, and recovery from partial failures.","Planning, Decision-making, Adaptive Error Correction, Working Memory, Visual Perception, Visual Attention & Eye Movements, Sensorimotor Coordination, Language Comprehension (minor), Language Production (minor), Social Reasoning & Theory of Mind (minor)"
