Benchmark,Website,Paper,Description,Cognitive Functions
FinanceAgent,https://www.vals.ai/benchmarks/finance_agent,,"FinanceAgent evaluates tasks typical of an entry-level financial analyst, such as interpreting documents, performing calculations, and producing structured outputs with finance-specific constraints. It emphasizes applied reasoning, accuracy, and multi-step analysis that mirrors professional workflows.","Logical Reasoning, Decision-making, Planning, Working Memory, Semantic Understanding & Context Recognition, Language Production (minor)"
CyberGym,https://www.cybergym.io/,https://arxiv.org/abs/2506.02548,"CyberGym evaluates cybersecurity agents on finding known vulnerabilities from high-level descriptions and, in some settings, discovering new weaknesses in real open-source codebases. It stresses systematic investigation, hypothesis testing against code behavior, and careful validation under realistic constraints.","Planning, Logical Reasoning, Adaptive Error Correction, Inhibitory Control, Working Memory, Decision-making (minor)"
SpreadsheetBench,https://spreadsheetbench.github.io/,https://arxiv.org/abs/2406.14991,"SpreadsheetBench measures an agent’s ability to work with complex spreadsheets (navigation, editing formulas, formatting, and transforming data) to solve real-world-style tasks. It emphasizes procedural correctness and maintaining consistency across interdependent cells, sheets, and constraints.","Planning, Decision-making, Working Memory, Adaptive Error Correction, Logical Reasoning (minor), Semantic Understanding & Context Recognition (minor)"
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam (HLE) is a difficult multimodal benchmark intended to probe frontier knowledge and reasoning across many domains, often requiring integrating information from text and images. It is typically used to gauge broad expert-level problem solving, including questions where shallow pattern matching is insufficient.","Language Comprehension, Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory, Visual Perception (minor), Scene Understanding & Visual Reasoning (minor)"
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,"AIME 2025 evaluates competition-style mathematics problem solving under constraints similar to timed exams, requiring exact numeric answers. It emphasizes multi-step derivations, algebraic manipulation, and careful error avoidance rather than knowledge lookup.","Logical Reasoning, Working Memory, Planning (minor), Adaptive Error Correction (minor)"
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,"GPQA Diamond is a curated subset of very difficult graduate-level science multiple-choice questions designed to be “Google-proof” and to discriminate expert reasoning from superficial pattern matching. It targets deep conceptual understanding and multi-hop scientific reasoning across biology, chemistry, and physics.","Language Comprehension, Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory (minor), Decision-making (minor)"
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,"MMMLU extends MMLU-style academic knowledge testing to multiple languages, assessing whether models can answer subject-area questions across diverse linguistic contexts. It probes multilingual generalization, robust understanding of prompts, and consistent reasoning across languages.","Language Comprehension, Semantic Understanding & Context Recognition, Cognitive Flexibility, Logical Reasoning (minor), Working Memory (minor), Language Production (minor)"
MMMU,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2311.16502,"MMMU is a multimodal benchmark spanning many disciplines where models must answer questions that require interpreting images (diagrams, charts, figures) together with text. It emphasizes integrated visual-language reasoning and domain knowledge applied to realistic multimodal problems.","Visual Perception, Scene Understanding & Visual Reasoning, Multisensory Integration, Language Comprehension, Visual Attention & Eye Movements (minor), Logical Reasoning (minor)"
LAB-Bench FigQA,https://huggingface.co/datasets/futurehouse/lab-bench,https://arxiv.org/abs/2407.10362,"LAB-Bench FigQA tests whether models can correctly interpret complex scientific figures from biology papers and answer questions that depend on accurate visual extraction and scientific reasoning. It is designed to reflect practical research workflows where critical information is embedded in plots, schematics, and multi-panel figures.","Visual Perception, Scene Understanding & Visual Reasoning, Multisensory Integration, Attention, Semantic Understanding & Context Recognition, Logical Reasoning (minor)"
WebArena,https://webarena.dev/,https://arxiv.org/abs/2307.13854,"WebArena evaluates autonomous web agents that must complete realistic tasks across multiple websites (e.g., e-commerce, CMS, forums, code hosting) using a browser interface. It measures long-horizon navigation, form filling, state tracking, and robustness to dynamic pages and multi-step goals.","Planning, Decision-making, Visual Perception, Scene Understanding & Visual Reasoning, Sensorimotor Coordination, Adaptive Error Correction, Working Memory, Attention (minor)"
