Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
MathArena Apex,https://matharena.ai/?view=problem&comp=apex--apex_2025,https://arxiv.org/abs/2505.23281,"MathArena Apex is a hard mathematics evaluation suite designed to measure advanced problem-solving under competition-like conditions, often emphasizing complex, multi-stage derivations. It is used to compare models’ mathematical reasoning robustness across a curated set of difficult items.","L1: 
L2: Logical Reasoning, Working Memory, Planning, Adaptive Error Correction
L3: ",L2
ScreenShot-Pro,https://gui-agent.github.io/grounding-leaderboard/,https://arxiv.org/abs/2504.07981,"ScreenShot-Pro evaluates how well models understand and act on information embedded in UI screenshots, such as locating relevant widgets, interpreting interface state, and answering grounded questions. It targets vision-language grounding and spatial layout understanding common in computer-use agents.","L1: Visual Perception, Language Comprehension
L2: Scene Understanding & Visual Reasoning, Visual Attention & Eye Movements, Spatial Representation & Mapping, Working Memory
L3: ",L2
CharXiv Reasoning,https://charxiv.github.io/,https://arxiv.org/abs/2406.18521,"CharXiv Reasoning focuses on scientific figure and document-based visual reasoning, requiring models to interpret plots, equations, and structured layouts typical of research papers. Tasks emphasize extracting correct evidence from visuals and performing reasoning steps that link figure content to the question.","L1: Visual Perception, Language Comprehension
L2: Scene Understanding & Visual Reasoning, Logical Reasoning, Working Memory, Semantic Understanding & Context Recognition
L3: ",L2
OmniDocBench 1.5,https://github.com/opendatalab/OmniDocBench,https://arxiv.org/abs/2412.07626,"OmniDocBench 1.5 evaluates document understanding and OCR-style extraction across heterogeneous elements such as text blocks, formulas, tables, and reading order. It measures whether a model can accurately parse structured documents and preserve semantics when converting from visual layouts to machine-readable text.","L1: Visual Perception, Language Production, Language Comprehension
L2: Scene Understanding & Visual Reasoning, Attention, Working Memory, Semantic Understanding & Context Recognition
L3: ",L2
Video-MMMU,https://videommmu.github.io/,https://arxiv.org/abs/2501.13826,"Video-MMMU extends multimodal understanding to the temporal domain by asking questions about videos that require integrating cues across frames. It stresses tracking events, actions, and state changes over time rather than relying on a single keyframe.","L1: Visual Perception
L2: Working Memory, Scene Understanding & Visual Reasoning, Multisensory Integration, Attention
L3: Cognitive Timing & Predictive Modeling",L3
LiveCodeBench Pro,https://livecodebenchpro.com/projects/livecodebench-pro/leaderboard,https://arxiv.org/abs/2506.11928,"LiveCodeBench Pro evaluates coding ability on time-sensitive, execution-checked programming tasks intended to reduce contamination and reflect realistic development constraints. It rewards producing correct, runnable solutions and iteratively fixing errors under a single-attempt or limited-attempt evaluation regime.","L1: Language Comprehension, Language Production
L2: Logical Reasoning, Planning, Adaptive Error Correction, Working Memory
L3: ",L2
FACTS Benchmark Suite,https://deepmind.google/blog/facts-benchmark-suite-systematically-evaluating-the-factuality-of-large-language-models/,https://arxiv.org/abs/2512.10791,"FACTS Benchmark Suite systematically evaluates LLM factuality, including whether models produce statements supported by evidence and avoid hallucinations across different settings and prompt styles. It targets reliability in knowledge-intensive responses, emphasizing calibration and resisting unsupported generation.","L1: Language Comprehension, Language Production
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory
L3: Inhibitory Control",L3
SimpleQA Verified,https://www.kaggle.com/benchmarks/deepmind/simpleqa-verified,https://arxiv.org/abs/2509.07968,SimpleQA Verified measures short-form factual question answering with verification-oriented ground truth and scoring designed to penalize unsupported claims. It focuses on precision in direct answers and the ability to refrain from guessing when uncertain.,"L1: Language Comprehension, Language Production
L2: Semantic Understanding & Context Recognition, Working Memory
L3: Inhibitory Control",L3
Global PIQA,https://huggingface.co/datasets/mrlbenchmarks/global-piqa-nonparallel,https://arxiv.org/abs/2510.24081,Global PIQA evaluates commonsense physical reasoning across languages and cultural contexts by testing which actions or explanations are plausible in everyday physical situations. It probes whether models maintain practical intuitive physics and commonsense priors when the linguistic surface form varies.,"L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning
L3: Cognitive Flexibility",L3
MRCR v2 (8-needle),https://huggingface.co/datasets/openai/mrcr,https://arxiv.org/abs/2409.12640,"MRCR v2 (8-needle) is a long-context retrieval and multi-round coreference task where multiple similar “needle” requests are embedded in a large “haystack,” and the model must recover the correct referenced response. It stresses sustained attention, interference resistance, and accurate retrieval across long spans of context.","L1: Language Comprehension
L2: Working Memory, Attention, Episodic Memory
L3: Inhibitory Control",L3
