Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
MathArena Apex,https://matharena.ai/?view=problem&comp=apex--apex_2025,https://arxiv.org/abs/2505.23281,"MathArena Apex aggregates hard mathematics questions (often beyond standard contest difficulty) and evaluates correctness under strict answer checking. It is aimed at measuring sustained, multi-step mathematical reasoning ability and error-avoidance under complex algebraic or proof-like tasks.","L1: 
L2: Logical Reasoning, Working Memory, Attention, Adaptive Error Correction
L3: ",L2
ScreenShot-Pro,https://gui-agent.github.io/grounding-leaderboard/,https://arxiv.org/abs/2504.07981,"ScreenShot-Pro evaluates GUI understanding from screenshots, requiring models to correctly ground instructions or questions to specific on-screen elements and their spatial relationships. Strong performance depends on robust visual localization, layout reasoning, and translating perception into accurate selections or references.","L1: Visual Perception
L2: Visual Attention & Eye Movements, Scene Understanding & Visual Reasoning, Spatial Representation & Mapping, Decision-making, Sensorimotor Coordination
L3: ",L2
CharXiv Reasoning,https://charxiv.github.io/,https://arxiv.org/abs/2406.18521,"CharXiv Reasoning tests reasoning over figures from scientific documents (e.g., charts, plots, and diagrammatic visuals) paired with questions that demand quantitative and qualitative interpretation. It aims to measure whether models can extract evidence from visuals and integrate it with scientific context to answer correctly.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory, Attention
L3: ",L2
OmniDocBench 1.5,https://github.com/opendatalab/OmniDocBench,https://arxiv.org/abs/2412.07626,"OmniDocBench 1.5 evaluates document AI systems on OCR and structured document understanding, including text, tables, formulas, and reading order. It focuses on faithful reconstruction and organization of content from complex page layouts rather than generic image captioning.","L1: Visual Perception, Language Comprehension
L2: Attention, Semantic Understanding & Context Recognition, Working Memory
L3: ",L2
Video-MMMU,https://videommmu.github.io/,https://arxiv.org/abs/2501.13826,"Video-MMMU evaluates multimodal understanding and reasoning over videos, where answering may require integrating information across time and scenes. It probes whether models can track events, identify relevant moments, and use temporal evidence to support correct responses.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Working Memory, Attention, Logical Reasoning
L3: Cognitive Timing & Predictive Modeling",L3
LiveCodeBench Pro,https://livecodebenchpro.com/projects/livecodebench-pro/leaderboard,https://arxiv.org/abs/2506.11928,"LiveCodeBench Pro evaluates coding capability on programming tasks designed to reflect modern development workflows, typically using execution-based grading. It emphasizes producing correct programs under realistic constraints and discourages overfitting to static benchmark sets by prioritizing freshness and robustness of evaluation design.","L1: Language Comprehension
L2: Planning, Logical Reasoning, Working Memory, Adaptive Error Correction, Decision-making
L3: ",L2
FACTS Benchmark Suite,https://deepmind.google/blog/facts-benchmark-suite-systematically-evaluating-the-factuality-of-large-language-models/,https://arxiv.org/abs/2512.10791,"FACTS Benchmark Suite systematically evaluates factuality by checking whether model outputs are accurate, supported, and resistant to hallucination across varied settings and prompts. It targets reliability behaviors such as abstaining or qualifying when unsure and maintaining consistency with provided evidence.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory
L3: Inhibitory Control, Self-reflection",L3
SimpleQA Verified,https://www.kaggle.com/benchmarks/deepmind/simpleqa-verified,https://arxiv.org/abs/2509.07968,"SimpleQA Verified is a factual question-answering benchmark with verified ground truth, designed to measure whether models give correct, concise answers rather than plausible-sounding fabrications. It is often used to quantify hallucination and overconfident errors on straightforward queries.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition
L3: Inhibitory Control",L3
Global PIQA,https://huggingface.co/datasets/mrlbenchmarks/global-piqa-nonparallel,https://arxiv.org/abs/2510.24081,"Global PIQA extends physical commonsense QA across many languages and cultural contexts, focusing on what actions or affordances are plausible in the physical world. It probes whether models can reason about everyday object interactions and constraints beyond English-only datasets.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Spatial Representation & Mapping
L3: ",L2
MRCR v2 (8-needle),https://huggingface.co/datasets/openai/mrcr,https://arxiv.org/abs/2409.12640,"MRCR v2 (8-needle) tests long-context multi-round coreference and retrieval by inserting multiple similar “needle” interactions into long “haystacks” and asking the model to reproduce the correct referenced response. It stresses accurate tracking, disambiguation among near-duplicates, and faithful recall over very long contexts.","L1: Language Comprehension
L2: Working Memory, Attention, Episodic Memory, Logical Reasoning
L3: ",L2
