Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
FinanceAgent,https://www.vals.ai/benchmarks/finance_agent,,"FinanceAgent measures performance on tasks resembling entry-level financial analyst work, including interpreting financial documents, computing metrics, and producing structured outputs with justification. It emphasizes quantitative reasoning, domain knowledge retrieval, and producing decision-ready artifacts.","L1: Language Production (minor)
L2: Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory, Planning (minor)
L3: ",L2
CyberGym,https://www.cybergym.io/,https://arxiv.org/abs/2506.02548,"CyberGym evaluates cybersecurity agent capability on large-scale, real-world vulnerability tasks, including finding known vulnerabilities and discovering new ones in open-source codebases. It stresses structured problem-solving under technical constraints, careful reading of code, and iterative verification of hypotheses.","L1: 
L2: Logical Reasoning, Planning, Working Memory, Attention, Semantic Understanding & Context Recognition (minor)
L3: ",L2
SpreadsheetBench,https://spreadsheetbench.github.io/,https://arxiv.org/abs/2406.14991,"SpreadsheetBench evaluates agents on realistic spreadsheet tasks such as cleaning data, editing formulas, transforming tables, and generating correct outputs from complex workbooks. It probes multi-step manipulation with tight correctness requirements and an emphasis on structured, tool-mediated workflows.","L1: 
L2: Planning, Working Memory, Logical Reasoning, Attention, Decision-making (minor)
L3: ",L2
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam is a broad, frontier-level benchmark spanning advanced academic and professional questions, often requiring multi-step reasoning and (in some settings) multimodal understanding or tool use. It aims to stress generalization and synthesis across diverse domains at or beyond typical expert breadth.","L1: Language Comprehension (minor)
L2: Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory, Attention (minor)
L3: ",L2
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,"AIME 2025 consists of competition-style mathematics problems that demand multi-step symbolic reasoning and careful arithmetic or algebraic manipulation. Performance depends on maintaining intermediate states, selecting appropriate strategies, and avoiding subtle logical or calculation errors.","L1: 
L2: Logical Reasoning, Working Memory, Planning, Attention (minor)
L3: ",L2
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,"GPQA Diamond is a high-quality subset of graduate-level, “Google-proof” multiple-choice science questions where superficial recall is insufficient. It emphasizes deep conceptual understanding and multi-step reasoning across physics, chemistry, and biology under adversarially difficult distractors.","L1: 
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory, Decision-making (minor)
L3: ",L2
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,"MMMLU extends MMLU into multiple languages, testing broad academic knowledge and reasoning across many subjects and non-English prompts. It evaluates whether models can access and apply knowledge consistently across linguistic contexts rather than only in English.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning (minor), Working Memory (minor)
L3: ",L2
MMMU,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2311.16502,"MMMU is a multimodal benchmark where models answer questions that require integrating text with images (e.g., diagrams, charts, photos) across many disciplines. It targets visual understanding plus reasoning grounded in visual evidence rather than purely linguistic cues.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Multisensory Integration, Logical Reasoning, Attention (minor)
L3: ",L2
MMMU-Pro,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2409.02813,"MMMU-Pro is a more challenging, higher-quality variant of MMMU intended to better measure expert-level multimodal reasoning and reduce shortcuts. It emphasizes robust grounding in images and more demanding multi-step inference across scientific and technical content.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Multisensory Integration, Logical Reasoning, Working Memory (minor)
L3: ",L2
LAB-Bench FigQA,https://huggingface.co/datasets/futurehouse/lab-bench,https://arxiv.org/abs/2407.10362,"LAB-Bench FigQA evaluates whether models can correctly interpret scientific figures from biology papers and answer questions grounded in those visuals. It stresses fine-grained chart/figure understanding, linking visual elements to scientific claims, and resisting plausible-but-incorrect interpretations.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Logical Reasoning, Attention, Semantic Understanding & Context Recognition (minor)
L3: ",L2
WebArena,https://webarena.dev/,https://arxiv.org/abs/2307.13854,"WebArena evaluates autonomous web agents that must complete realistic tasks across multiple websites (e-commerce, CMS, forums, Git tools) by navigating and interacting with pages. It probes long-horizon planning under partial observability, visual grounding in UIs, and robust action selection across changing web states.","L1: Visual Perception
L2: Planning, Decision-making, Visual Attention & Eye Movements, Working Memory
L3: Inhibitory Control (minor)",L2
MathArena Apex,https://matharena.ai/?view=problem&comp=apex--apex_2025,https://arxiv.org/abs/2505.23281,MathArena Apex is a competitive math benchmark suite that aggregates difficult problems and evaluates solution accuracy under standardized settings. It emphasizes selecting correct solution strategies and executing multi-step derivations reliably under time/length constraints.,"L1: 
L2: Logical Reasoning, Planning, Working Memory, Attention (minor)
L3: ",L2
ScreenShot-Pro,https://gui-agent.github.io/grounding-leaderboard/,https://arxiv.org/abs/2504.07981,"ScreenShot-Pro evaluates GUI understanding from screenshots, asking models to interpret interface elements and answer questions or perform grounded identification relevant to real software usage. It targets spatially grounded visual reasoning over dense, high-resolution UI layouts rather than generic image captioning.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Visual Attention & Eye Movements, Spatial Representation & Mapping (minor), Working Memory (minor)
L3: ",L2
CharXiv Reasoning,https://charxiv.github.io/,https://arxiv.org/abs/2406.18521,"CharXiv Reasoning tests reasoning over scientific paper figures (often charts/plots) by requiring models to answer questions that depend on correct interpretation and quantitative/qualitative inference. It stresses visual-to-text grounding and multi-step reasoning, sometimes benefiting from tool-based calculation.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Logical Reasoning, Attention, Working Memory (minor)
L3: ",L2
OmniDocBench 1.5,https://github.com/opendatalab/OmniDocBench,https://arxiv.org/abs/2412.07626,"OmniDocBench 1.5 evaluates document understanding and OCR-like capabilities across complex layouts containing text, formulas, and tables. It targets robust extraction and ordering of content, requiring accurate perception of structure as well as faithful reproduction or normalization.","L1: Visual Perception, Language Production (minor)
L2: Attention, Scene Understanding & Visual Reasoning, Working Memory (minor)
L3: ",L2
Video-MMMU,https://videommmu.github.io/,https://arxiv.org/abs/2501.13826,"Video-MMMU extends multimodal understanding to video, requiring temporal integration of visual evidence across frames to answer questions. It probes whether models can maintain coherent situation models over time rather than relying on single-frame cues.","L1: Visual Perception
L2: Working Memory, Attention, Scene Understanding & Visual Reasoning, Multisensory Integration (minor)
L3: ",L2
LiveCodeBench Pro,https://livecodebenchpro.com/projects/livecodebench-pro/leaderboard,https://arxiv.org/abs/2506.11928,"LiveCodeBench Pro evaluates coding ability on up-to-date programming tasks, often emphasizing realistic problem statements, correctness, and robustness under modern libraries and practices. It aims to reduce training-data leakage by using recent or carefully curated problems and grading via execution-based checks.","L1: 
L2: Logical Reasoning, Planning, Working Memory, Semantic Understanding & Context Recognition (minor), Decision-making (minor)
L3: ",L2
FACTS Benchmark Suite,https://deepmind.google/blog/facts-benchmark-suite-systematically-evaluating-the-factuality-of-large-language-models/,https://arxiv.org/abs/2512.10791,"The FACTS Benchmark Suite systematically evaluates factuality, including whether models produce correct, well-supported statements and avoid confabulation under varied prompts. It probes reliability under uncertainty, sensitivity to evidence, and the ability to maintain consistency across related claims.","L1: 
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory (minor)
L3: Inhibitory Control, Self-reflection (minor)",L3
SimpleQA Verified,https://www.kaggle.com/benchmarks/deepmind/simpleqa-verified,https://arxiv.org/abs/2509.07968,"SimpleQA Verified evaluates short-form factual question answering with verified ground truth and stricter grading to reduce ambiguity. It emphasizes precision, avoiding overconfident hallucinations, and producing concise correct responses.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning (minor)
L3: Inhibitory Control",L3
Global PIQA,https://huggingface.co/datasets/mrlbenchmarks/global-piqa-nonparallel,https://arxiv.org/abs/2510.24081,"Global PIQA evaluates practical, everyday physical and commonsense reasoning across many languages and cultural contexts. It targets whether models can choose plausible actions or explanations grounded in how the physical world typically works, not merely linguistic associations in English.","L1: Language Comprehension (minor)
L2: Semantic Understanding & Context Recognition, Logical Reasoning
L3: Cognitive Flexibility (minor)",L2
MRCR v2 (8-needle),https://huggingface.co/datasets/openai/mrcr,https://arxiv.org/abs/2409.12640,MRCR v2 (8-needle) evaluates long-context retrieval and multi-round co-reference by embedding multiple similar “needle” requests across a long “haystack” and asking for the correct referenced response. It stresses maintaining and selecting the right contextually bound information despite interference from many near-duplicates.,"L1: 
L2: Working Memory, Attention, Semantic Understanding & Context Recognition
L3: Inhibitory Control (minor)",L2
GDPval,https://openai.com/index/gdpval/,https://arxiv.org/abs/2510.04374,"GDPval evaluates well-specified professional knowledge work across many occupations, where models must produce artifacts such as plans, spreadsheets, presentations, or analyses that are judged against expert outputs. It emphasizes end-to-end task execution quality, including organization, correctness, and usefulness under realistic constraints.","L1: Language Production
L2: Planning, Decision-making, Working Memory, Semantic Understanding & Context Recognition
L3: Self-reflection (minor)",L2
SWE-Lancer,https://openai.com/index/swe-lancer/,https://arxiv.org/abs/2502.12115,"SWE-Lancer evaluates software engineering agents on “realistic work” tasks that resemble freelance or contract coding, often involving multi-file changes, integration, and practical delivery requirements. It targets sustained autonomy, scoping, and reliable patch quality rather than single-function algorithmic coding alone.","L1: 
L2: Planning, Decision-making, Logical Reasoning, Working Memory
L3: Self-reflection (minor)",L2
Graphwalks,https://huggingface.co/datasets/openai/graphwalks,,"Graphwalks evaluates structured reasoning over graph-structured data presented in text, often requiring multi-hop traversal and consistent tracking of nodes and relations. It targets the ability to maintain an internal representation of a graph and compute correct paths or properties without losing state across steps.","L1: 
L2: Working Memory, Logical Reasoning, Attention, Spatial Representation & Mapping (minor), Planning (minor)
L3: ",L2
Toolathon,https://toolathlon.xyz,https://arxiv.org/abs/2510.25726,"Toolathon benchmarks tool-using agents on diverse, multi-step tasks requiring choosing, calling, and composing tools to reach an objective. It emphasizes robust orchestration, error handling, and synthesizing tool outputs into a correct final response.","L1: 
L2: Planning, Decision-making, Working Memory
L3: Inhibitory Control (minor), Self-reflection (minor)",L2
HMMT,https://matharena.ai/?view=problem&comp=hmmt--hmmt_feb_2025,https://arxiv.org/abs/2505.23281,"HMMT problems come from high-level mathematics competitions and typically require creative multi-step derivations, careful case analysis, and algebraic or combinatorial insight. The benchmark setting evaluates whether models can reliably execute long reasoning chains under competition-style constraints.","L1: 
L2: Logical Reasoning, Planning, Working Memory, Attention (minor)
L3: ",L2
FrontierMath,https://epoch.ai/frontiermath,https://arxiv.org/abs/2411.04872,"FrontierMath evaluates expert-level mathematics at the research frontier, including problems that demand deep multi-step reasoning and precise symbolic manipulation, often with tool assistance for computation. It is designed to measure advanced mathematical problem solving beyond routine contest difficulty, stressing robustness and correctness under very hard tasks.","L1: 
L2: Logical Reasoning, Planning, Working Memory
L3: Self-reflection (minor)",L2
