Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
FinanceAgent,https://www.vals.ai/benchmarks/finance_agent,,"FinanceAgent evaluates agentic performance on tasks typical of an entry-level financial analyst, such as reading financial documents, performing calculations, and producing structured deliverables (e.g., analyses or spreadsheets). It stresses numerical reasoning, domain knowledge, and multi-step work product creation.","L1: 
L2: Logical Reasoning, Planning, Decision-making, Semantic Understanding & Context Recognition, Working Memory (minor)
L3: ",L2
CyberGym,https://www.cybergym.io/,https://arxiv.org/abs/2506.02548,"CyberGym evaluates cybersecurity agents on tasks involving identifying known vulnerabilities in real open-source projects from descriptions and, in some settings, discovering new vulnerabilities. It stresses code understanding, hypothesis-driven investigation, and producing correct exploit-relevant findings or patches under evaluation harnesses.","L1: 
L2: Logical Reasoning, Planning, Decision-making, Working Memory, Semantic Understanding & Context Recognition (minor)
L3: ",L2
SpreadsheetBench,https://spreadsheetbench.github.io/,https://arxiv.org/abs/2406.14991,"SpreadsheetBench tests an agent’s ability to navigate and manipulate complex spreadsheets to solve realistic tasks (e.g., cleaning, transformation, formula editing, and report generation). It emphasizes structured reasoning over tabular data and correct execution of multi-step editing operations.","L1: 
L2: Logical Reasoning, Planning, Working Memory, Decision-making, Attention (minor)
L3: ",L2
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam is a large, difficult benchmark spanning frontier academic and professional questions, often requiring deep reasoning and, in some settings, multimodal understanding. It is designed to probe broad expert-level knowledge and the ability to synthesize across complex problem statements.","L1: Language Comprehension (minor), Visual Perception (minor)
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory
L3: ",L2
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,AIME 2025 consists of competition mathematics problems that require multi-step derivations and precise final answers. It probes mathematical problem solving under tight correctness requirements and often benefits from systematic intermediate reasoning.,"L1: 
L2: Logical Reasoning, Working Memory, Planning (minor)
L3: ",L2
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,GPQA Diamond is a high-quality subset of graduate-level science multiple-choice questions designed to be resistant to superficial web search (“Google-proof”). It probes deep scientific knowledge and careful reasoning through tricky distractors and multi-step inference.,"L1: 
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory (minor), Decision-making (minor)
L3: ",L2
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,"MMMLU extends MMLU to multiple languages, testing broad academic knowledge and reasoning across many subjects in non-English settings. It evaluates whether models can maintain performance when questions, concepts, and phrasing appear in diverse linguistic forms.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning (minor), Working Memory (minor)
L3: ",L2
MMMU,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2311.16502,"MMMU is a multimodal benchmark where models answer questions requiring combined understanding of images and text across many disciplines. It stresses visual interpretation, cross-referencing textual context, and multi-step reasoning grounded in visual evidence.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Multisensory Integration, Logical Reasoning, Visual Attention & Eye Movements (minor)
L3: ",L2
MMMU-Pro,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2409.02813,"MMMU-Pro is a more challenging variant of MMMU designed to better separate top multimodal models, often using harder questions and evaluation settings. It emphasizes robust visual grounding and complex reasoning that integrates information from diagrams, charts, and accompanying text.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Multisensory Integration, Logical Reasoning, Working Memory (minor)
L3: ",L2
LAB-Bench FigQA,https://huggingface.co/datasets/futurehouse/lab-bench,https://arxiv.org/abs/2407.10362,"LAB-Bench FigQA tests whether models can correctly interpret complex scientific figures from biology papers and answer questions that depend on the visual evidence. It probes fine-grained chart/figure reading, integrating domain context, and avoiding hallucinated claims not supported by the figure.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Semantic Understanding & Context Recognition, Logical Reasoning
L3: Inhibitory Control (minor)",L2
WebArena,https://webarena.dev/,https://arxiv.org/abs/2307.13854,"WebArena evaluates autonomous web agents on realistic tasks across multiple web apps (e-commerce, forums, code hosting, CMS) in a controlled environment. Agents must navigate pages, fill forms, and execute multi-step workflows, often requiring error recovery and long-horizon task management.","L1: Visual Perception (minor)
L2: Planning, Decision-making, Working Memory, Visual Attention & Eye Movements (minor)
L3: Cognitive Flexibility",L3
MathArena Apex,https://matharena.ai/?view=problem&comp=apex--apex_2025,https://arxiv.org/abs/2505.23281,"MathArena Apex is a curated set of difficult mathematics problems intended to benchmark advanced reasoning beyond standard contest sets. It emphasizes multi-step solution construction, precise symbolic manipulation, and robustness across problem types and difficulty levels.","L1: 
L2: Logical Reasoning, Working Memory, Planning (minor)
L3: ",L2
ScreenShot-Pro,https://gui-agent.github.io/grounding-leaderboard/,https://arxiv.org/abs/2504.07981,"ScreenShot-Pro evaluates understanding of high-resolution screenshots from software interfaces, dashboards, and professional tools, often requiring spatial and UI-specific reasoning. It probes whether models can correctly ground answers in visual layout and interface elements rather than relying on priors.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Visual Attention & Eye Movements, Semantic Understanding & Context Recognition (minor), Planning (minor)
L3: ",L2
CharXiv Reasoning,https://charxiv.github.io/,https://arxiv.org/abs/2406.18521,"CharXiv Reasoning tests figure- and chart-based reasoning over scientific paper visuals, typically requiring extraction of quantitative or relational information from plots and diagrams. It emphasizes careful visual grounding and multi-step inference, often benefiting from tool-like computation for numerical accuracy.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Logical Reasoning, Attention (minor), Working Memory (minor)
L3: ",L2
OmniDocBench 1.5,https://github.com/opendatalab/OmniDocBench,https://arxiv.org/abs/2412.07626,"OmniDocBench 1.5 evaluates document understanding and OCR across heterogeneous content such as text, formulas, tables, and reading order. It measures how accurately models can extract and structure information from complex page layouts, not just recognize characters.","L1: Visual Perception, Language Comprehension (minor)
L2: Visual Attention & Eye Movements, Scene Understanding & Visual Reasoning, Working Memory (minor)
L3: ",L2
Video-MMMU,https://videommmu.github.io/,https://arxiv.org/abs/2501.13826,"Video-MMMU extends multimodal understanding to video, requiring models to answer questions that depend on events unfolding over time as well as visual details within frames. It probes temporal integration of information, cross-modal reasoning with text prompts, and memory for earlier scene content.","L1: Visual Perception
L2: Multisensory Integration, Working Memory, Attention
L3: Cognitive Timing & Predictive Modeling (minor)",L2
LiveCodeBench Pro,https://livecodebenchpro.com/projects/livecodebench-pro/leaderboard,https://arxiv.org/abs/2506.11928,"LiveCodeBench Pro evaluates competitive coding and practical programming performance on a curated, time-aware set of coding problems, often reported with aggregate metrics such as Elo. It stresses correct algorithm selection, implementation accuracy, and robustness under single-attempt evaluation settings.","L1: 
L2: Logical Reasoning, Working Memory, Planning, Decision-making (minor)
L3: ",L2
FACTS Benchmark Suite,https://deepmind.google/blog/facts-benchmark-suite-systematically-evaluating-the-factuality-of-large-language-models/,https://arxiv.org/abs/2512.10791,"The FACTS Benchmark Suite systematically evaluates LLM factuality across multiple settings (e.g., grounded generation, attribution, and factual consistency), aiming to detect hallucinations and unsupported claims. It emphasizes whether models can stay faithful to sources and separate known facts from speculation.","L1: Language Comprehension (minor)
L2: Semantic Understanding & Context Recognition, Working Memory (minor)
L3: Inhibitory Control, Self-reflection (minor)",L3
SimpleQA Verified,https://www.kaggle.com/benchmarks/deepmind/simpleqa-verified,https://arxiv.org/abs/2509.07968,"SimpleQA Verified is a factual question answering benchmark with verified ground truth and evaluation designed to reduce ambiguity and contamination. It targets reliability on short, direct factual questions and penalizes confident but incorrect responses.","L1: Language Comprehension (minor)
L2: Semantic Understanding & Context Recognition
L3: Inhibitory Control",L3
Global PIQA,https://huggingface.co/datasets/mrlbenchmarks/global-piqa-nonparallel,https://arxiv.org/abs/2510.24081,"Global PIQA evaluates physical commonsense reasoning across many languages and cultures, often using non-parallel multilingual formulations to test robustness. It probes whether models can select plausible actions or explanations in everyday physical situations under linguistic variation.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning (minor)
L3: ",L2
MRCR v2 (8-needle),https://huggingface.co/datasets/openai/mrcr,https://arxiv.org/abs/2409.12640,"MRCR v2 is a long-context multi-round coreference/recall benchmark where multiple similar “needle” interactions are inserted into long “haystacks,” and the model must retrieve the correct referenced response. The 8-needle variant stresses tracking and discriminating among multiple near-duplicate items across extended context lengths.","L1: Language Comprehension (minor)
L2: Working Memory, Attention, Episodic Memory (minor)
L3: ",L2
GDPval,https://openai.com/index/gdpval/,https://arxiv.org/abs/2510.04374,"GDPval evaluates economically valuable, well-specified professional knowledge work across many occupations by scoring real work products (e.g., presentations, spreadsheets, plans) against expert human judgments. It emphasizes end-to-end execution quality, adherence to constraints, and producing usable artifacts rather than only answering questions.","L1: Language Production
L2: Planning, Decision-making, Semantic Understanding & Context Recognition, Working Memory (minor)
L3: ",L2
SWE-Lancer,https://openai.com/index/swe-lancer/,https://arxiv.org/abs/2502.12115,"SWE-Lancer evaluates software engineering in settings closer to real engineering workflows, emphasizing agentic execution and reliability on practical tasks beyond isolated coding puzzles. It is designed to reflect end-to-end problem solving over repositories and task specifications, often with stronger realism constraints than classic coding benchmarks.","L1: 
L2: Planning, Decision-making, Logical Reasoning, Working Memory
L3: Cognitive Flexibility (minor)",L2
Graphwalks,https://huggingface.co/datasets/openai/graphwalks,,"Graphwalks tests long-context algorithmic reasoning over graph-structured data described in text, requiring models to follow traversal or parent/neighbor relations and return correct nodes or paths. It stresses systematic step-by-step tracking of state across many hops and resistance to distraction from irrelevant edges.","L1: 
L2: Spatial Representation & Mapping, Logical Reasoning, Working Memory, Attention (minor)
L3: ",L2
Toolathon,https://toolathlon.xyz,https://arxiv.org/abs/2510.25726,"Toolathon evaluates tool-augmented agents on complex tasks that require selecting among many tools, correctly calling them, and composing outputs into a coherent solution. It emphasizes robust orchestration across heterogeneous APIs and the ability to recover when intermediate tool calls fail or return unexpected data.","L1: 
L2: Planning, Decision-making, Working Memory
L3: Cognitive Flexibility, Self-reflection (minor)",L3
HMMT,https://matharena.ai/?view=problem&comp=hmmt--hmmt_feb_2025,https://arxiv.org/abs/2505.23281,"HMMT problems (as packaged in modern evaluation suites) draw from high-school mathematics tournament questions that often require creative multi-step reasoning and careful case handling. They probe deeper contest math skill than many standard benchmarks, with strict correctness on final answers.","L1: 
L2: Logical Reasoning, Working Memory, Planning (minor)
L3: ",L2
FrontierMath,https://epoch.ai/frontiermath,https://arxiv.org/abs/2411.04872,"FrontierMath is a benchmark of expert-level mathematics designed to stress the limits of current models on research-adjacent problem solving, often requiring sustained derivations and nontrivial insights. It is used to measure progress on advanced quantitative reasoning, frequently with tool support (e.g., Python) to reduce arithmetic errors while preserving core reasoning difficulty.","L1: 
L2: Logical Reasoning, Working Memory, Planning
L3: Cognitive Flexibility (minor)",L2
