Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
FinanceAgent,https://www.vals.ai/benchmarks/finance_agent,,"FinanceAgent measures agentic performance on tasks resembling entry-level financial analyst work, such as extracting information, building analyses, and producing structured financial deliverables. It stresses domain reasoning, careful arithmetic/logic, and producing professional-grade outputs from messy inputs.","L1: Language Production (minor)
L2: Logical Reasoning, Planning, Decision-making, Working Memory, Semantic Understanding & Context Recognition (minor)
L3: ",L2
CyberGym,https://www.cybergym.io/,https://arxiv.org/abs/2506.02548,"CyberGym evaluates cybersecurity agents on vulnerability identification and, in some settings, vulnerability discovery in real open-source projects. Models must reason from descriptions and code context to locate weaknesses, propose fixes or exploits, and verify outcomes under realistic constraints.","L1: 
L2: Logical Reasoning, Planning, Working Memory, Decision-making (minor)
L3: Cognitive Flexibility (minor), Inhibitory Control (minor)",L2
SpreadsheetBench,https://spreadsheetbench.github.io/,https://arxiv.org/abs/2406.14991,"SpreadsheetBench evaluates the ability to read, manipulate, and generate spreadsheets to solve realistic business/data tasks (often via programmatic spreadsheet tools). It requires consistent bookkeeping across cells, formulas, tables, and outputs under structured constraints.","L1: 
L2: Planning, Working Memory, Logical Reasoning, Attention (minor), Decision-making (minor)
L3: ",L2
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam (HLE) is a difficult multimodal benchmark intended to probe frontier knowledge and reasoning across many subjects, often requiring synthesis and careful problem solving. Variants may allow tools (e.g., search/code), turning it into an end-to-end research-and-answering evaluation.","L1: 
L2: Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory, Multisensory Integration (minor), Scene Understanding & Visual Reasoning (minor), Planning (minor)
L3: ",L2
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,"AIME 2025 evaluates competition-style mathematics problems from the American Invitational Mathematics Examination, typically requiring multi-step derivations and careful algebra/number theory/combinatorics. Scores reflect correctness across a fixed problem set under time-agnostic LLM evaluation settings.","L1: 
L2: Logical Reasoning, Working Memory, Planning (minor)
L3: ",L2
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,"GPQA Diamond is the hardest, highest-quality subset of GPQA: graduate-level, Google-proof multiple-choice science questions (physics, chemistry, biology). It tests deep scientific reasoning and precise discrimination among plausible distractors.","L1: 
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory (minor), Decision-making (minor)
L3: ",L2
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,MMMLU (Multilingual MMLU) tests knowledge and reasoning across many academic subjects in multiple non-English languages using multiple-choice questions. It emphasizes multilingual comprehension and the ability to apply domain knowledge consistently across languages.,"L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning (minor), Working Memory (minor)
L3: Cognitive Flexibility",L3
MMMU,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2311.16502,"MMMU is a multidisciplinary multimodal benchmark where models answer questions that require interpreting images (diagrams, charts, figures) together with text. It stresses grounding and cross-modal reasoning across many expert domains.","L1: Visual Perception
L2: Multisensory Integration, Scene Understanding & Visual Reasoning, Logical Reasoning (minor), Attention (minor)
L3: ",L2
MMMU-Pro,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2409.02813,"MMMU-Pro is a more challenging, higher-signal variant of MMMU that raises difficulty and reduces shortcut artifacts, aiming to better measure expert-level multimodal understanding. It typically requires finer visual parsing (e.g., dense charts) and stronger cross-domain reasoning than MMMU.","L1: Visual Perception
L2: Multisensory Integration, Scene Understanding & Visual Reasoning, Logical Reasoning (minor), Working Memory (minor)
L3: ",L2
LAB-Bench FigQA,https://huggingface.co/datasets/futurehouse/lab-bench,https://arxiv.org/abs/2407.10362,"LAB-Bench FigQA measures the ability to answer questions about complex scientific figures from biology papers, requiring accurate interpretation of plots, microscopy panels, and multi-part figure layouts. It targets research-relevant figure understanding rather than generic image captioning.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Multisensory Integration, Attention (minor), Semantic Understanding & Context Recognition (minor)
L3: ",L2
WebArena,https://webarena.dev/,https://arxiv.org/abs/2307.13854,"WebArena evaluates autonomous web agents completing realistic tasks across multiple websites (e-commerce, forums, GitLab-like tooling, CMS) using browser interactions. It requires navigation, form filling, and multi-step planning with state tracking and error recovery.","L1: Visual Perception
L2: Planning, Decision-making, Scene Understanding & Visual Reasoning, Working Memory
L3: Cognitive Flexibility (minor)",L2
MathArena Apex,https://matharena.ai/?view=problem&comp=apex--apex_2025,https://arxiv.org/abs/2505.23281,"MathArena Apex is a competitive math benchmark suite (Apex track) designed to compare models on hard, multi-step mathematics with standardized prompting and evaluation. Problems often require chaining multiple concepts and maintaining correctness under long derivations.","L1: 
L2: Logical Reasoning, Working Memory, Planning (minor)
L3: ",L2
ScreenShot-Pro,https://gui-agent.github.io/grounding-leaderboard/,https://arxiv.org/abs/2504.07981,"ScreenShot-Pro evaluates visual grounding and reasoning over high-resolution screenshots of real software interfaces, dashboards, and professional tools. Models must locate relevant UI elements and answer questions that depend on layout, labels, and spatial relations in the screenshot.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Visual Attention & Eye Movements, Working Memory (minor), Planning (minor)
L3: ",L2
CharXiv Reasoning,https://charxiv.github.io/,https://arxiv.org/abs/2406.18521,"CharXiv Reasoning tests whether models can answer reasoning questions about scientific paper figures, often benefiting from tool use (e.g., Python) for measurement or quantitative checks. It emphasizes extracting evidence from charts/plots and performing multi-step analysis grounded in the visual content.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Logical Reasoning, Working Memory (minor), Attention (minor)
L3: ",L2
OmniDocBench 1.5,https://github.com/opendatalab/OmniDocBench,https://arxiv.org/abs/2412.07626,"OmniDocBench 1.5 evaluates document understanding and OCR across diverse page elements (text, formulas, tables, reading order), using metrics such as edit distance on extracted content. It measures robustness to complex layouts and the ability to preserve structure when transcribing or interpreting documents.","L1: Visual Perception, Language Comprehension (minor)
L2: Attention, Working Memory (minor)
L3: ",L2
Video-MMMU,https://videommmu.github.io/,https://arxiv.org/abs/2501.13826,"Video-MMMU extends multimodal understanding to the temporal domain by asking questions about videos that require integrating information across frames. It stresses event understanding, temporal consistency, and reasoning about changes over time rather than single-image recognition.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Working Memory, Attention (minor), Multisensory Integration (minor)
L3: ",L2
LiveCodeBench Pro,https://livecodebenchpro.com/projects/livecodebench-pro/leaderboard,https://arxiv.org/abs/2506.11928,LiveCodeBench Pro evaluates code generation and coding problem solving under settings intended to reduce contamination and better reflect contemporary programming tasks. It is commonly reported as an ELO-like rating derived from head-to-head comparisons or calibrated scoring across problems.,"L1: 
L2: Logical Reasoning, Planning, Working Memory
L3: Cognitive Flexibility (minor), Self-reflection (minor)",L2
FACTS Benchmark Suite,https://deepmind.google/blog/facts-benchmark-suite-systematically-evaluating-the-factuality-of-large-language-models/,https://arxiv.org/abs/2512.10791,"The FACTS Benchmark Suite systematically evaluates factuality-related behaviors, including grounding to sources, resisting hallucinations, and maintaining consistency under adversarial or confusing prompts. It aims to cover multiple failure modes of factual errors rather than a single QA format.","L1: Language Comprehension (minor)
L2: Semantic Understanding & Context Recognition, Working Memory (minor)
L3: Inhibitory Control, Self-reflection (minor)",L3
SimpleQA Verified,https://www.kaggle.com/benchmarks/deepmind/simpleqa-verified,https://arxiv.org/abs/2509.07968,"SimpleQA Verified is a short-form factual question answering benchmark with verified ground truth and standardized grading, designed to measure precision on straightforward knowledge queries. It focuses on correctness and reduces ambiguity compared with open-ended trivia sets.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition
L3: Inhibitory Control (minor)",L2
Global PIQA,https://huggingface.co/datasets/mrlbenchmarks/global-piqa-nonparallel,https://arxiv.org/abs/2510.24081,"Global PIQA evaluates pragmatic and commonsense question answering across languages and locales, emphasizing non-parallel, culturally diverse scenarios. It probes whether models can apply everyday reasoning beyond a single-language, single-culture distribution.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning (minor)
L3: Cognitive Flexibility, Social Reasoning & Theory of Mind (minor)",L3
MRCR v2 (8-needle),https://huggingface.co/datasets/openai/mrcr,https://arxiv.org/abs/2409.12640,"MRCR v2 (8-needle) is a long-context, multi-round coreference resolution evaluation where multiple similar “needle” requests are embedded in a long “haystack,” and the model must retrieve the correct referenced response. The 8-needle variant increases distractors and stresses robust context tracking over long documents.","L1: 
L2: Working Memory, Attention, Semantic Understanding & Context Recognition (minor), Episodic Memory (minor)
L3: ",L2
GDPval,https://openai.com/index/gdpval/,https://arxiv.org/abs/2510.04374,"GDPval evaluates well-specified professional knowledge-work tasks across many occupations, judged by expert humans via side-by-side comparisons of produced artifacts (e.g., spreadsheets, slides, plans). It targets economically valuable end-to-end performance, including meeting constraints, producing usable deliverables, and maintaining professional standards.","L1: Language Production
L2: Planning, Decision-making, Working Memory (minor)
L3: Cognitive Flexibility (minor), Self-reflection (minor)",L2
SWE-Lancer,https://openai.com/index/swe-lancer/,https://arxiv.org/abs/2502.12115,"SWE-Lancer evaluates agentic software engineering on tasks styled after real-world “freelance” coding work, emphasizing end-to-end completion and practical correctness rather than toy problems. It typically requires interpreting requirements, modifying repositories, and producing patches that satisfy tests and expected behavior.","L1: 
L2: Planning, Logical Reasoning, Decision-making, Working Memory
L3: Self-reflection (minor)",L2
Graphwalks,https://huggingface.co/datasets/openai/graphwalks,,"Graphwalks evaluates structured reasoning over graph-encoded inputs, such as following traversal rules, retrieving nodes/parents, or computing properties that require multi-step graph navigation. It stresses maintaining intermediate state while applying deterministic update rules across long sequences.","L1: 
L2: Logical Reasoning, Working Memory, Spatial Representation & Mapping, Attention (minor)
L3: ",L2
Toolathon,https://toolathlon.xyz,https://arxiv.org/abs/2510.25726,"Toolathon evaluates multi-tool problem solving where a model must select among many tools/APIs and orchestrate them to complete tasks, often under time/turn constraints. It targets robustness of tool selection, correct parameterization, and synthesis of outputs into a final result.","L1: 
L2: Planning, Decision-making, Working Memory
L3: Cognitive Flexibility, Self-reflection (minor)",L3
HMMT,https://matharena.ai/?view=problem&comp=hmmt--hmmt_feb_2025,https://arxiv.org/abs/2505.23281,"HMMT evaluates advanced competition mathematics problems (e.g., from Harvard-MIT Mathematics Tournament), which are typically harder and more proof-like than standard contest sets. Problems stress long derivations, careful case analysis, and combining multiple mathematical ideas.","L1: 
L2: Logical Reasoning, Working Memory, Planning (minor)
L3: ",L2
FrontierMath,https://epoch.ai/frontiermath,https://arxiv.org/abs/2411.04872,"FrontierMath is an expert-level mathematics benchmark designed to measure frontier progress on genuinely hard problems, often beyond routine contest math and closer to research-style reasoning. It emphasizes correctness under deep multi-step inference, with tiers reflecting increasing difficulty and requiring sustained internal consistency.","L1: 
L2: Logical Reasoning, Working Memory, Planning
L3: Self-reflection (minor)",L2
