Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
FinanceAgent,https://www.vals.ai/benchmarks/finance_agent,,"FinanceAgent evaluates agentic performance on tasks typical of an entry-level financial analyst, such as interpreting documents, building analyses, and producing decision-ready outputs. It stresses accurate domain reasoning, structured artifact creation, and consistent multi-step workflows under constraints.","L1: 
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Planning, Decision-making, Working Memory
L3: ",L2
CyberGym,https://www.cybergym.io/,https://arxiv.org/abs/2506.02548,"CyberGym evaluates cybersecurity capabilities on a large set of tasks spanning vulnerability identification and (in some settings) discovery, often grounded in real open-source codebases and vulnerability descriptions. It tests whether a model can reason about security properties, navigate code, and produce correct judgments or artifacts under realistic constraints.","L1: 
L2: Logical Reasoning, Planning, Working Memory, Semantic Understanding & Context Recognition (minor)
L3: Cognitive Flexibility (minor), Inhibitory Control (minor)",L2
SpreadsheetBench,https://spreadsheetbench.github.io/,https://arxiv.org/abs/2406.14991,"SpreadsheetBench tests whether models can solve realistic spreadsheet tasks, such as cleaning data, implementing formulas, manipulating sheets, and producing correct computed outputs. It emphasizes structured reasoning over semi-tabular data and correct execution of multi-step transformations.","L1: 
L2: Logical Reasoning, Working Memory, Planning, Attention (minor), Decision-making (minor)
L3: ",L2
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam (HLE) is a difficult, often multimodal benchmark intended to probe frontier academic and professional reasoning across a wide range of topics. Questions frequently require multi-step inference and careful grounding, and some evaluation settings compare tool-free vs tool-enabled performance.","L1: Visual Perception (minor)
L2: Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory, Planning (minor)
L3: ",L2
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,"AIME 2025 consists of competition-style math problems from the American Invitational Mathematics Examination, typically requiring creative multi-step solutions rather than rote computation. Performance measures the model’s ability to execute correct derivations under time/step pressure and avoid algebraic or logical slips.","L1: 
L2: Logical Reasoning, Working Memory, Planning
L3: Self-reflection (minor)",L2
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,"GPQA Diamond is a high-quality subset of graduate-level multiple-choice questions in physics, chemistry, and biology designed to be difficult to “Google” and to require genuine scientific reasoning. It stresses careful reading, domain knowledge integration, and selecting the best-supported option among distractors.","L1: 
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory, Decision-making (minor)
L3: ",L2
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,"MMMLU extends MMLU to multiple languages, testing broad academic knowledge and reasoning across many subjects in non-English settings. It is used to assess multilingual generalization, including whether a model preserves reasoning quality when language changes.","L1: Language Comprehension, Language Production (minor)
L2: Semantic Understanding & Context Recognition, Logical Reasoning (minor), Working Memory (minor)
L3: ",L2
MMMU,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2311.16502,"MMMU evaluates multimodal understanding across disciplines by requiring models to answer questions that depend on both text and images (e.g., diagrams, plots, photos). It probes whether a model can integrate visual evidence with domain reasoning to select or generate correct answers.","L1: Visual Perception
L2: Multisensory Integration, Scene Understanding & Visual Reasoning, Logical Reasoning, Working Memory (minor)
L3: ",L2
MMMU-Pro,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2409.02813,"MMMU-Pro is a harder, more modern variant of MMMU intended to better discriminate strong multimodal models with more challenging questions and curation. It emphasizes robust visual reasoning and cross-domain knowledge integration, often under stricter evaluation protocols.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Multisensory Integration, Logical Reasoning, Working Memory (minor)
L3: ",L2
LAB-Bench FigQA,https://huggingface.co/datasets/futurehouse/lab-bench,https://arxiv.org/abs/2407.10362,"LAB-Bench FigQA focuses on answering questions about scientific figures from biology papers, requiring accurate reading of charts, microscopy images, and multi-panel diagrams. It is designed to measure whether models can extract evidence from figures and perform scientific-style reasoning rather than relying on text-only priors.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Multisensory Integration (minor), Logical Reasoning, Semantic Understanding & Context Recognition (minor), Working Memory (minor)
L3: ",L2
WebArena,https://webarena.dev/,https://arxiv.org/abs/2307.13854,"WebArena evaluates autonomous web agents on realistic tasks across multiple web apps (e-commerce, CMS, forums, code hosting), requiring navigation, form filling, and multi-step execution. It stresses long-horizon planning, UI grounding, and error recovery in dynamic web environments.","L1: Visual Perception
L2: Planning, Decision-making, Scene Understanding & Visual Reasoning, Working Memory
L3: Cognitive Flexibility (minor), Inhibitory Control (minor)",L2
MathArena Apex,https://matharena.ai/?view=problem&comp=apex--apex_2025,https://arxiv.org/abs/2505.23281,MathArena Apex is an advanced math benchmark (competition/research-adjacent) that evaluates deep multi-step mathematical reasoning and solution robustness. Problems are typically harder than standard contest sets and are intended to separate frontier-level quantitative reasoning capabilities.,"L1: 
L2: Logical Reasoning, Planning, Working Memory
L3: Self-reflection (minor)",L2
ScreenShot-Pro,https://gui-agent.github.io/grounding-leaderboard/,https://arxiv.org/abs/2504.07981,"ScreenShot-Pro (GUI grounding) evaluates whether models can correctly interpret high-resolution screenshots from real software interfaces and answer questions or take actions based on the UI. It probes spatial/layout understanding, reading of on-screen text, and mapping visual evidence to precise decisions.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Visual Attention & Eye Movements (minor), Spatial Representation & Mapping (minor), Logical Reasoning (minor), Working Memory (minor)
L3: ",L2
CharXiv Reasoning,https://charxiv.github.io/,https://arxiv.org/abs/2406.18521,"CharXiv Reasoning evaluates reasoning over figures (often charts/plots) from scientific papers, requiring models to interpret visual encodings and answer questions that may involve quantitative or relational inference. It is commonly used to test whether tool-assisted or tool-free models can reliably extract and reason from scientific visuals.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Logical Reasoning, Working Memory (minor), Semantic Understanding & Context Recognition (minor)
L3: ",L2
OmniDocBench 1.5,https://github.com/opendatalab/OmniDocBench,https://arxiv.org/abs/2412.07626,"OmniDocBench 1.5 evaluates end-to-end document understanding, including OCR and structured extraction across text, formulas, tables, and reading order. It measures whether models can convert complex document layouts into faithful, machine-usable representations.","L1: Visual Perception
L2: Attention, Scene Understanding & Visual Reasoning (minor), Semantic Understanding & Context Recognition (minor), Working Memory (minor)
L3: ",L2
Video-MMMU,https://videommmu.github.io/,https://arxiv.org/abs/2501.13826,"Video-MMMU extends multimodal understanding to video, requiring models to answer questions that depend on temporal events, state changes, and visual context across frames. It probes whether models can integrate information over time rather than relying on a single image snapshot.","L1: Visual Perception
L2: Attention, Working Memory, Scene Understanding & Visual Reasoning, Multisensory Integration (minor)
L3: Cognitive Timing & Predictive Modeling (minor)",L2
LiveCodeBench Pro,https://livecodebenchpro.com/projects/livecodebench-pro/leaderboard,https://arxiv.org/abs/2506.11928,LiveCodeBench Pro evaluates competitive programming and code-generation ability with stronger anti-contamination design and more realistic “live” task curation. It focuses on producing correct programs or patches that pass hidden tests and reflects iterative problem solving under constraints.,"L1: 
L2: Logical Reasoning, Planning, Working Memory
L3: Cognitive Flexibility (minor)",L2
FACTS Benchmark Suite,https://deepmind.google/blog/facts-benchmark-suite-systematically-evaluating-the-factuality-of-large-language-models/,https://arxiv.org/abs/2512.10791,"The FACTS Benchmark Suite systematically evaluates factuality-related behaviors, including whether models make unsupported claims, maintain grounding, and appropriately express uncertainty. It is designed to go beyond single QA accuracy by probing failure modes like hallucination and confabulation across diverse settings.","L1: 
L2: Semantic Understanding & Context Recognition, Working Memory (minor)
L3: Inhibitory Control, Self-reflection (minor)",L3
SimpleQA Verified,https://www.kaggle.com/benchmarks/deepmind/simpleqa-verified,https://arxiv.org/abs/2509.07968,"SimpleQA Verified measures short-form factual question answering where answers are verified and evaluation emphasizes correctness and robustness. It is often used as a clean signal of parametric knowledge accuracy (and/or retrieval-augmented correctness, depending on the setup).","L1: Language Comprehension (minor)
L2: Semantic Understanding & Context Recognition
L3: Inhibitory Control (minor)",L2
Global PIQA,https://huggingface.co/datasets/mrlbenchmarks/global-piqa-nonparallel,https://arxiv.org/abs/2510.24081,"Global PIQA extends physical commonsense reasoning evaluation across many languages, using situations about everyday interactions with objects and the world. It tests whether models can choose plausible actions/solutions grounded in intuitive physics and affordances, without relying on English-only cues.","L1: Language Comprehension (minor)
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Spatial Representation & Mapping (minor)
L3: ",L2
MRCR v2 (8-needle),https://huggingface.co/datasets/openai/mrcr,https://arxiv.org/abs/2409.12640,"MRCR v2 (8-needle) is a long-context evaluation where multiple near-duplicate “needle” requests are embedded in a long “haystack,” and the model must retrieve the correct referenced answer for a specified needle. It primarily measures long-context integration, tracking, and resistance to interference from similar distractors.","L1: 
L2: Working Memory, Attention, Episodic Memory, Semantic Understanding & Context Recognition (minor)
L3: Inhibitory Control (minor)",L2
GDPval,https://openai.com/index/gdpval/,https://arxiv.org/abs/2510.04374,"GDPval evaluates economically valuable, well-specified knowledge-work tasks spanning many occupations, where models must produce real work products (e.g., slides, spreadsheets, plans) judged against professional baselines. It emphasizes end-to-end task execution quality, including formatting, correctness, and meeting constraints under realistic work specifications.","L1: Language Production (minor)
L2: Planning, Decision-making, Working Memory
L3: Cognitive Flexibility, Self-reflection (minor)",L3
SWE-Lancer,https://openai.com/index/swe-lancer/,https://arxiv.org/abs/2502.12115,"SWE-Lancer evaluates agentic software engineering in a “freelance ticket” style setting, where the model must understand a task, navigate a codebase, and deliver a correct patch under realistic constraints. It is intended to capture end-to-end engineering competence beyond isolated coding questions, often emphasizing robustness and practical deliverables.","L1: 
L2: Planning, Logical Reasoning, Decision-making, Working Memory
L3: Cognitive Flexibility (minor)",L2
Graphwalks,https://huggingface.co/datasets/openai/graphwalks,,"Graphwalks evaluates structured reasoning over graphs expressed in text, such as following edges, performing BFS-like traversals, or answering reachability/parent queries under long-context conditions. It stresses precise multi-step state tracking and avoidance of local confusions when many similar nodes/edges appear.","L1: 
L2: Logical Reasoning, Working Memory, Attention, Spatial Representation & Mapping (minor)
L3: Inhibitory Control (minor)",L2
Toolathon,https://toolathlon.xyz,https://arxiv.org/abs/2510.25726,"Toolathon evaluates general tool-use competence across diverse APIs and tasks, focusing on whether models can select tools, call them correctly, and stitch results into a coherent solution. It emphasizes reliability under multi-step workflows and heterogeneous tool interfaces rather than single-function demonstrations.","L1: 
L2: Planning, Decision-making, Working Memory
L3: Cognitive Flexibility (minor), Inhibitory Control (minor)",L2
HMMT,https://matharena.ai/?view=problem&comp=hmmt--hmmt_feb_2025,https://arxiv.org/abs/2505.23281,"HMMT is a competition-style mathematics benchmark drawn from Harvard-MIT Mathematics Tournament problem sets, typically requiring creative, multi-step reasoning. It is used to measure depth of mathematical problem solving under challenging combinatorics, algebra, geometry, and number theory questions.","L1: 
L2: Logical Reasoning, Planning, Working Memory
L3: Self-reflection (minor)",L2
FrontierMath,https://epoch.ai/frontiermath,https://arxiv.org/abs/2411.04872,"FrontierMath evaluates expert-level mathematics problems designed to be substantially beyond standard contests, often requiring advanced techniques and long solution chains. It is intended to probe the frontier of mathematical reasoning performance and to better separate top models under tool-assisted or tool-free regimes.","L1: 
L2: Logical Reasoning, Planning, Working Memory
L3: Cognitive Flexibility (minor), Self-reflection (minor)",L2
