Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
CharXiv Reasoning,https://charxiv.github.io/,https://arxiv.org/abs/2406.18521,"CharXiv Reasoning focuses on answering reasoning-heavy questions about figures (e.g., charts, plots, diagrams) drawn from scientific documents, typically requiring careful extraction of quantitative or relational information. It emphasizes robust figure comprehension over superficial caption matching.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Logical Reasoning, Attention, Semantic Understanding & Context Recognition (minor), Working Memory (minor)
L3: ",L2
OmniDocBench 1.5,https://github.com/opendatalab/OmniDocBench,https://arxiv.org/abs/2412.07626,"OmniDocBench 1.5 evaluates document understanding and OCR across diverse document types, including text, formulas, tables, and reading order/layout. Scores typically reflect how accurately a system reconstructs structured content from document images under varied formatting and noise conditions.","L1: Visual Perception
L2: Attention, Scene Understanding & Visual Reasoning, Semantic Understanding & Context Recognition (minor), Working Memory (minor)
L3: ",L2
Video-MMMU,https://videommmu.github.io/,https://arxiv.org/abs/2501.13826,"Video-MMMU extends multimodal understanding to video, requiring models to answer questions that depend on temporal context, events, and visual details across frames. It probes whether models can integrate information over time rather than relying on a single static image.","L1: Visual Perception, Language Comprehension (minor)
L2: Attention, Working Memory, Scene Understanding & Visual Reasoning, Multisensory Integration (minor)
L3: ",L2
LiveCodeBench Pro,https://livecodebenchpro.com/projects/livecodebench-pro/leaderboard,https://arxiv.org/abs/2506.11928,"LiveCodeBench Pro evaluates coding performance on contemporary programming tasks with automated execution-based grading, often reflecting competitive programming or real development-style problems. It aims to reduce contamination by using newer or carefully curated problems and emphasizes correctness under tests.","L1: Language Comprehension (minor), Language Production (minor)
L2: Logical Reasoning, Planning, Working Memory
L3: Cognitive Flexibility (minor)",L2
FACTS Benchmark Suite,https://deepmind.google/blog/facts-benchmark-suite-systematically-evaluating-the-factuality-of-large-language-models/,https://arxiv.org/abs/2512.10791,"The FACTS Benchmark Suite systematically evaluates factuality-related behaviors of language models across multiple subtests, such as attribution, grounding, and resistance to hallucination under prompting pressure. It targets whether models can maintain truthfulness and properly track sources and uncertainty across diverse query types.","L1: Language Comprehension, Language Production
L2: Semantic Understanding & Context Recognition, Working Memory (minor)
L3: Inhibitory Control (minor)",L2
SimpleQA Verified,https://www.kaggle.com/benchmarks/deepmind/simpleqa-verified,https://arxiv.org/abs/2509.07968,"SimpleQA Verified is a short-form factual question answering benchmark with verified ground truth, designed to measure precision on straightforward, single-hop queries. It emphasizes exactness and low hallucination rates over lengthy reasoning chains.","L1: Language Comprehension, Language Production
L2: Semantic Understanding & Context Recognition
L3: Inhibitory Control (minor)",L2
Global PIQA,https://huggingface.co/datasets/mrlbenchmarks/global-piqa-nonparallel,https://arxiv.org/abs/2510.24081,"Global PIQA evaluates physical commonsense reasoning across multiple languages, asking models to choose plausible actions or outcomes in everyday scenarios. It tests whether commonsense knowledge transfers robustly beyond English and across culturally varied linguistic contexts.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Decision-making (minor)
L3: Cognitive Flexibility (minor)",L2
MRCR v2 (8-needle),https://huggingface.co/datasets/openai/mrcr,https://arxiv.org/abs/2409.12640,"MRCR v2 (8-needle) is a long-context evaluation where multiple similar ‘needle’ interactions are embedded in long ‘haystack’ transcripts, and the model must retrieve the correct response associated with a specified needle. It stresses sustained context tracking and fine-grained reference resolution under heavy distractors.","L1: Language Comprehension
L2: Working Memory, Attention, Episodic Memory (minor), Semantic Understanding & Context Recognition (minor)
L3: ",L2
GDPval,https://openai.com/index/gdpval/,https://arxiv.org/abs/2510.04374,"GDPval measures performance on well-specified professional knowledge work tasks spanning many occupations, where models must produce real work products (e.g., spreadsheets, presentations, schedules) that are compared against expert human work by judges. It targets end-to-end task execution quality, including adhering to constraints, producing usable artifacts, and making appropriate professional decisions.","L1: Language Production
L2: Planning, Decision-making, Working Memory, Semantic Understanding & Context Recognition
L3: Cognitive Flexibility (minor), Self-reflection (minor), Social Reasoning & Theory of Mind (minor)",L2
SWE-Lancer,https://openai.com/index/swe-lancer/,https://arxiv.org/abs/2502.12115,SWE-Lancer evaluates software engineering ability on realistic repo-level tasks that often require implementing features or fixes with execution-based validation. It is designed to better capture practical developer workflows and robustness under real project structure and tests.,"L1: Language Comprehension (minor), Language Production (minor)
L2: Planning, Logical Reasoning, Working Memory
L3: Cognitive Flexibility",L3
Graphwalks,https://huggingface.co/datasets/openai/graphwalks,,"Graphwalks evaluates long-context symbolic traversal and retrieval over graph-structured data (e.g., following edges, BFS-style steps, or parent relations) embedded in text. It probes whether models can reliably execute multi-step graph reasoning and maintain correctness as path length and distractors increase.","L1: 
L2: Logical Reasoning, Working Memory, Attention, Spatial Representation & Mapping (minor), Planning (minor)
L3: ",L2
Toolathon,https://toolathlon.xyz,https://arxiv.org/abs/2510.25726,"Toolathon evaluates multi-tool agent competence across diverse APIs and environments, requiring models to select tools, chain calls, handle failures, and produce correct final outputs. It is intended to reflect practical tool-using assistants where reliability depends on orchestration rather than single-shot answering.","L1: Language Comprehension (minor)
L2: Planning, Decision-making, Working Memory
L3: Cognitive Flexibility, Inhibitory Control (minor)",L3
HMMT,https://matharena.ai/?view=problem&comp=hmmt--hmmt_feb_2025,https://arxiv.org/abs/2505.23281,"HMMT consists of high-difficulty competition mathematics problems (e.g., from Harvard–MIT Mathematics Tournament style sets) that require deep multi-step reasoning. The benchmark stresses rigorous derivations and careful error avoidance under challenging problem structures.","L1: 
L2: Logical Reasoning, Working Memory, Planning (minor)
L3: ",L2
FrontierMath,https://epoch.ai/frontiermath,https://arxiv.org/abs/2411.04872,"FrontierMath is a benchmark of expert-level mathematics problems curated to be difficult for current frontier models, with tiered difficulty and strict solution checking. It emphasizes sustained formal reasoning, creative problem decomposition, and robustness on problems where shallow heuristics fail.","L1: 
L2: Logical Reasoning, Working Memory, Planning
L3: Cognitive Flexibility (minor)",L2
