Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,MMMLU is a multilingual extension of MMLU that evaluates knowledge and reasoning across many academic subjects in multiple languages. It probes whether models can preserve competence when the same conceptual tasks are presented in different linguistic forms.,"L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory (minor)
L3: Cognitive Flexibility (minor)",L2
MMMU,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2311.16502,"MMMU is a multimodal benchmark spanning many disciplines where models must answer questions that require integrating text with images such as diagrams, tables, and scientific figures. It emphasizes visual understanding plus domain reasoning rather than pure OCR.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Multisensory Integration, Logical Reasoning, Working Memory (minor)
L3: ",L2
MMMU-Pro,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2409.02813,"MMMU-Pro is a harder, more discriminating variant of MMMU intended to better separate top frontier models on complex multimodal reasoning. Questions are designed to require deeper interpretation and multi-step inference over visual and textual evidence.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Multisensory Integration, Logical Reasoning, Working Memory, Planning (minor)
L3: ",L2
LAB-Bench FigQA,https://huggingface.co/datasets/futurehouse/lab-bench,https://arxiv.org/abs/2407.10362,"LAB-Bench FigQA tests whether models can answer questions about complex scientific figures from biology papers, often requiring interpretation of plots, experimental schematics, and multi-panel layouts. It targets practical figure understanding needed for scientific reading rather than generic image captioning.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Attention, Logical Reasoning, Working Memory (minor)
L3: ",L2
WebArena,https://webarena.dev/,https://arxiv.org/abs/2307.13854,"WebArena evaluates autonomous web agents performing realistic tasks across multiple web applications (e.g., e-commerce, GitLab, forums) using browser interactions. It stresses long-horizon planning, reliable action selection on dynamic pages, and maintaining task state across many steps.","L1: Visual Perception
L2: Planning, Decision-making, Working Memory, Visual Attention & Eye Movements
L3: Inhibitory Control (minor)",L2
MathArena Apex,https://matharena.ai/?view=problem&comp=apex--apex_2025,https://arxiv.org/abs/2505.23281,"MathArena Apex is a competitive evaluation suite of difficult math problems intended to probe high-end mathematical reasoning, often beyond standard contest sets. It is used to compare models on complex, multi-step derivations and robustness across diverse problem types.","L1: 
L2: Logical Reasoning, Working Memory, Planning
L3: Cognitive Flexibility (minor)",L2
ScreenShot-Pro,https://gui-agent.github.io/grounding-leaderboard/,https://arxiv.org/abs/2504.07981,"ScreenShot-Pro evaluates GUI grounding and understanding from screenshots of real software interfaces, typically requiring identification of UI elements, interpreting layout, and selecting or describing correct interactions. It measures how well a model can map visual structures to actionable semantics in professional UI contexts.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Visual Attention & Eye Movements, Spatial Representation & Mapping (minor), Sensorimotor Coordination (minor)
L3: ",L2
CharXiv Reasoning,https://charxiv.github.io/,https://arxiv.org/abs/2406.18521,"CharXiv Reasoning evaluates reasoning over figures and visual content from scientific papers, typically requiring extracting quantitative or relational information from plots and diagrams. It emphasizes multi-step visual reasoning and domain-aware interpretation, often benefiting from tool-assisted computation.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Logical Reasoning, Working Memory (minor), Semantic Understanding & Context Recognition (minor)
L3: ",L2
OmniDocBench 1.5,https://github.com/opendatalab/OmniDocBench,https://arxiv.org/abs/2412.07626,"OmniDocBench 1.5 evaluates document understanding across diverse formats, including text, formulas, tables, and reading order, often in OCR-like settings. It measures whether models can faithfully recover and structure content from complex page layouts rather than only recognizing isolated text lines.","L1: Visual Perception, Language Comprehension (minor)
L2: Attention, Scene Understanding & Visual Reasoning, Working Memory (minor)
L3: ",L2
Video-MMMU,https://videommmu.github.io/,https://arxiv.org/abs/2501.13826,"Video-MMMU extends multimodal understanding to video, requiring models to answer questions that depend on temporal events, state changes, and multi-frame context. It probes whether models can integrate information across time and maintain coherent representations of scenes and actions.","L1: Visual Perception
L2: Visual Attention & Eye Movements, Working Memory, Scene Understanding & Visual Reasoning, Multisensory Integration (minor)
L3: ",L2
LiveCodeBench Pro,https://livecodebenchpro.com/projects/livecodebench-pro/leaderboard,https://arxiv.org/abs/2506.11928,"LiveCodeBench Pro evaluates coding ability in settings closer to real programming workflows, emphasizing producing correct solutions under practical constraints and often interactive iteration. It aims to reduce training leakage and better capture competence on contemporary programming tasks.","L1: 
L2: Planning, Logical Reasoning, Working Memory, Adaptive Error Correction (minor)
L3: Self-reflection (minor)",L2
FACTS Benchmark Suite,https://deepmind.google/blog/facts-benchmark-suite-systematically-evaluating-the-factuality-of-large-language-models/,https://arxiv.org/abs/2512.10791,"The FACTS Benchmark Suite systematically evaluates factuality by testing whether models produce claims that are supported by available evidence and avoid hallucinations across multiple settings. It focuses on reliability of generated content, including attribution and consistency, rather than task completion alone.","L1: 
L2: Semantic Understanding & Context Recognition, Working Memory (minor)
L3: Inhibitory Control, Self-reflection",L3
SimpleQA Verified,https://www.kaggle.com/benchmarks/deepmind/simpleqa-verified,https://arxiv.org/abs/2509.07968,"SimpleQA Verified is a factual question-answering benchmark with verified ground truth intended to measure whether models can answer short, direct queries accurately. It is often used as a sanity check for factual recall and precision under minimal prompting.","L1: Language Comprehension (minor), Language Production (minor)
L2: Semantic Understanding & Context Recognition
L3: Inhibitory Control (minor)",L2
Global PIQA,https://huggingface.co/datasets/mrlbenchmarks/global-piqa-nonparallel,https://arxiv.org/abs/2510.24081,"Global PIQA evaluates physical commonsense reasoning across many languages and locales, targeting whether models understand everyday causality and affordances beyond English-centric datasets. It emphasizes robust commonsense inference under linguistic variation.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning
L3: Cognitive Flexibility (minor)",L2
MRCR v2 (8-needle),https://huggingface.co/datasets/openai/mrcr,https://arxiv.org/abs/2409.12640,"MRCR v2 (8-needle) is a long-context evaluation where multiple similar “needle” interactions are embedded in long “haystack” conversations or documents, and the model must retrieve the correct referenced response. The 8-needle variant stresses interference resistance and precise retrieval across many competing candidates.","L1: 
L2: Working Memory, Attention, Episodic Memory, Semantic Understanding & Context Recognition (minor)
L3: ",L2
GDPval,https://openai.com/index/gdpval/,https://arxiv.org/abs/2510.04374,"GDPval evaluates economically valuable, well-specified knowledge-work tasks across many occupations, typically judged by expert humans via side-by-side comparisons of produced artifacts (e.g., spreadsheets, presentations, plans). It measures end-to-end professional task execution quality rather than isolated subskills.","L1: Language Production
L2: Planning, Decision-making, Working Memory, Semantic Understanding & Context Recognition (minor)
L3: Self-reflection (minor)",L2
SWE-Lancer,https://openai.com/index/swe-lancer/,https://arxiv.org/abs/2502.12115,"SWE-Lancer evaluates software engineering skill on realistic, tool-using coding tasks that resemble professional ticket workflows, often requiring broader repo understanding and practical patching decisions. It targets agentic coding competence under constraints closer to real developer environments than small coding puzzles.","L1: 
L2: Planning, Decision-making, Logical Reasoning, Working Memory, Adaptive Error Correction (minor)
L3: ",L2
Graphwalks,https://huggingface.co/datasets/openai/graphwalks,,"Graphwalks evaluates a model’s ability to perform algorithmic reasoning over graph-structured data presented in text, such as following edges, answering reachability/parent queries, or simulating traversals. It stresses maintaining and manipulating a structured representation over long contexts with many distractors.","L1: 
L2: Logical Reasoning, Working Memory, Spatial Representation & Mapping, Attention (minor)
L3: ",L2
Toolathon,https://toolathlon.xyz,https://arxiv.org/abs/2510.25726,"Toolathon evaluates tool-using agents on multi-step tasks that require selecting, sequencing, and validating calls across heterogeneous tools and APIs. It emphasizes robust orchestration, error handling, and synthesizing tool outputs into a coherent final deliverable.","L1: 
L2: Planning, Decision-making, Working Memory, Adaptive Error Correction (minor)
L3: Inhibitory Control (minor)",L2
HMMT,https://matharena.ai/?view=problem&comp=hmmt--hmmt_feb_2025,https://arxiv.org/abs/2505.23281,HMMT is a competition-style mathematics benchmark (from Harvard-MIT Mathematics Tournament problem sets) used to test multi-step quantitative reasoning under challenging but well-posed problems. It emphasizes derivation accuracy and robustness across diverse contest topics.,"L1: 
L2: Logical Reasoning, Working Memory, Planning
L3: ",L2
FrontierMath,https://epoch.ai/frontiermath,https://arxiv.org/abs/2411.04872,"FrontierMath is an expert-level mathematics evaluation designed to probe advanced problem-solving beyond typical contest benchmarks, often requiring deeper insight, longer chains of reasoning, and tool-assisted computation. It is intended to be difficult even for frontier models and informative about progress on research-grade math.","L1: 
L2: Logical Reasoning, Working Memory, Planning
L3: Cognitive Flexibility (minor)",L2
