Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
WebArena,https://webarena.dev/,https://arxiv.org/abs/2307.13854,"WebArena evaluates autonomous web agents in a realistic, self-hosted set of web applications (e-commerce, forums, GitLab, CMS), requiring multi-step navigation and form interactions. It tests whether agents can plan, execute, and adapt tool actions while tracking goals over long trajectories.","L1: Visual Perception (minor)
L2: Planning, Decision-making, Working Memory, Scene Understanding & Visual Reasoning (minor), Sensorimotor Coordination (minor)
L3: Inhibitory Control (minor)",L2
MathArena Apex,https://matharena.ai/?view=problem&comp=apex--apex_2025,https://arxiv.org/abs/2505.23281,"MathArena Apex is a competition-style mathematics evaluation intended to measure advanced problem solving under rigorous grading, often aggregating hard problems into a single leaderboard setting. It emphasizes multi-step reasoning, robust algebraic manipulation, and careful handling of edge cases.","L1: 
L2: Logical Reasoning, Planning, Working Memory, Attention (minor)
L3: ",L2
ScreenShot-Pro,https://gui-agent.github.io/grounding-leaderboard/,https://arxiv.org/abs/2504.07981,"ScreenShot-Pro evaluates vision-based GUI understanding by asking models to answer questions or take actions grounded in high-resolution screenshots from professional software interfaces. It targets accurate perception of UI elements, spatial relationships, and task-relevant layout cues under realistic visual noise.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Visual Attention & Eye Movements, Spatial Representation & Mapping (minor), Planning (minor)
L3: ",L2
CharXiv Reasoning,https://charxiv.github.io/,https://arxiv.org/abs/2406.18521,"CharXiv Reasoning tests scientific figure understanding and reasoning using charts and visuals from arXiv-style papers, often requiring quantitative extraction and interpretation of trends. Many settings benefit from tool-augmented analysis (e.g., Python) to compute values or validate interpretations.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Logical Reasoning, Semantic Understanding & Context Recognition (minor), Working Memory (minor), Attention (minor)
L3: ",L2
OmniDocBench 1.5,https://github.com/opendatalab/OmniDocBench,https://arxiv.org/abs/2412.07626,"OmniDocBench 1.5 evaluates document understanding and OCR robustness across mixed-format inputs (text, formulas, tables, and reading order). It measures whether models can faithfully extract and structure information from complex page layouts rather than only recognizing plain text.","L1: Visual Perception, Language Comprehension (minor)
L2: Attention, Scene Understanding & Visual Reasoning, Working Memory (minor)
L3: ",L2
Video-MMMU,https://videommmu.github.io/,https://arxiv.org/abs/2501.13826,"Video-MMMU extends multimodal reasoning to video by requiring models to answer questions that depend on events and context unfolding over time. It probes temporal integration, tracking entities/actions across frames, and combining visual evidence with textual instructions and world knowledge.","L1: Visual Perception
L2: Working Memory, Attention, Scene Understanding & Visual Reasoning, Multisensory Integration (minor)
L3: ",L2
LiveCodeBench Pro,https://livecodebenchpro.com/projects/livecodebench-pro/leaderboard,https://arxiv.org/abs/2506.11928,"LiveCodeBench Pro evaluates code-generation and debugging under competitive programming–style or practical coding prompts, reporting performance via an Elo-style rating. It targets correctness under hidden tests, requiring structured solution design rather than surface-level code synthesis.","L1: 
L2: Logical Reasoning, Planning, Working Memory
L3: Self-reflection (minor), Cognitive Flexibility (minor)",L2
FACTS Benchmark Suite,https://deepmind.google/blog/facts-benchmark-suite-systematically-evaluating-the-factuality-of-large-language-models/,https://arxiv.org/abs/2512.10791,"The FACTS Benchmark Suite systematically evaluates factuality and hallucination-related failure modes across multiple tasks and domains, emphasizing whether generated claims are supported and correct. It is designed to provide a more robust, multi-faceted view than single-dataset factuality tests.","L1: Language Comprehension (minor), Language Production (minor)
L2: Semantic Understanding & Context Recognition, Attention (minor)
L3: Self-reflection, Inhibitory Control",L3
SimpleQA Verified,https://www.kaggle.com/benchmarks/deepmind/simpleqa-verified,https://arxiv.org/abs/2509.07968,"SimpleQA Verified evaluates short-form factual question answering with human-verified ground truth and an emphasis on reliability. It focuses on whether a model can provide correct, concise answers and avoid confident fabrication when uncertain.","L1: Language Comprehension (minor)
L2: Semantic Understanding & Context Recognition
L3: Inhibitory Control, Self-reflection (minor)",L3
Global PIQA,https://huggingface.co/datasets/mrlbenchmarks/global-piqa-nonparallel,https://arxiv.org/abs/2510.24081,"Global PIQA is a multilingual, non-parallel benchmark for practical commonsense reasoning about physical interactions and everyday situations across languages and locales. It probes whether models can apply intuitive, grounded knowledge (not just English memorization) to choose plausible actions or outcomes.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Spatial Representation & Mapping (minor)
L3: Cognitive Flexibility (minor)",L2
MRCR v2 (8-needle),https://huggingface.co/datasets/openai/mrcr,https://arxiv.org/abs/2409.12640,"MRCR v2 is a long-context, multi-round coreference/retrieval evaluation where multiple similar “needle” interactions are embedded in a large “haystack” of text, and the model must reproduce the correct response for a specified needle. The 8-needle variant stresses interference resistance and precise retrieval over very long contexts.","L1: Language Comprehension
L2: Working Memory, Attention, Semantic Understanding & Context Recognition (minor)
L3: Inhibitory Control (minor)",L2
GDPval,https://openai.com/index/gdpval/,https://arxiv.org/abs/2510.04374,"GDPval measures performance on well-specified, economically relevant knowledge-work tasks across many occupations (e.g., producing spreadsheets, presentations, schedules, and analyses) and is judged by expert human raters. It emphasizes end-to-end artifact quality, instruction-following under constraints, and professional decision quality.","L1: Language Production
L2: Planning, Decision-making, Working Memory, Semantic Understanding & Context Recognition
L3: Inhibitory Control (minor), Social Reasoning & Theory of Mind (minor)",L2
SWE-Lancer,https://openai.com/index/swe-lancer/,https://arxiv.org/abs/2502.12115,"SWE-Lancer evaluates agentic software engineering on longer-horizon, realistic development work, often involving more extensive codebase understanding and iterative patching than short issue-fix tasks. It targets reliability in end-to-end engineering workflows, including integrating changes cleanly with existing project structure.","L1: 
L2: Planning, Logical Reasoning, Working Memory, Decision-making (minor), Semantic Understanding & Context Recognition (minor)
L3: Self-reflection (minor)",L2
Graphwalks,https://huggingface.co/datasets/openai/graphwalks,,"Graphwalks evaluates structured reasoning over graphs described in text, such as following edges, computing parents/paths, or performing traversal-like operations with many distractors. It tests whether models can reliably maintain and update an internal representation of a graph while executing stepwise queries.","L1: 
L2: Spatial Representation & Mapping, Working Memory, Logical Reasoning, Attention (minor), Planning (minor)
L3: ",L2
Toolathon,https://toolathlon.xyz,https://arxiv.org/abs/2510.25726,"Toolathon measures general tool-use competence across diverse APIs and task types, focusing on whether models can select appropriate tools, call them correctly, and compose results into a coherent solution. It emphasizes robust orchestration under multi-step dependencies and varied tool schemas.","L1: 
L2: Planning, Decision-making, Working Memory, Attention (minor)
L3: Inhibitory Control (minor), Self-reflection (minor)",L2
HMMT,https://matharena.ai/?view=problem&comp=hmmt--hmmt_feb_2025,https://arxiv.org/abs/2505.23281,HMMT consists of high-difficulty competition math problems (here tracked via MathArena) that often require creative multi-step reasoning and careful proof-style decomposition. It is intended to stress advanced mathematical problem solving beyond routine textbook exercises.,"L1: 
L2: Logical Reasoning, Planning, Working Memory, Attention (minor)
L3: ",L2
FrontierMath,https://epoch.ai/frontiermath,https://arxiv.org/abs/2411.04872,"FrontierMath is an expert-level mathematics benchmark designed to probe the frontier of model mathematical capability, including problems that require deep insight and extended reasoning. It is typically used to measure progress on difficult formal reasoning, sometimes with tool assistance for computation.","L1: 
L2: Logical Reasoning, Planning, Working Memory, Attention (minor)
L3: Self-reflection (minor)",L2
