Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
MMMU,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2311.16502,"MMMU is a multimodal benchmark spanning many disciplines where answering requires integrating text with images (e.g., diagrams, charts, figures) to solve problems. It evaluates multimodal grounding and reasoning, often under multiple-choice formats.","L1: Visual Perception
L2: Multisensory Integration, Scene Understanding & Visual Reasoning, Logical Reasoning (minor), Attention (minor)
L3: ",L2
MMMU-Pro,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2409.02813,"MMMU-Pro is an updated, more challenging variant of MMMU designed to better measure expert-level multimodal understanding and reasoning. It typically increases difficulty via harder questions, stronger distractors, and/or more demanding visual interpretation requirements.","L1: 
L2: Scene Understanding & Visual Reasoning, Multisensory Integration, Attention, Logical Reasoning (minor), Working Memory (minor)
L3: ",L2
LAB-Bench FigQA,https://huggingface.co/datasets/futurehouse/lab-bench,https://arxiv.org/abs/2407.10362,"LAB-Bench FigQA evaluates whether models can correctly interpret scientific figures from biology papers and answer questions grounded in those figures. It stresses accurate visual reading (plots, panels, annotations) and scientific context integration rather than general image captioning.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Semantic Understanding & Context Recognition, Attention, Logical Reasoning (minor)
L3: ",L2
WebArena,https://webarena.dev/,https://arxiv.org/abs/2307.13854,"WebArena benchmarks autonomous web agents performing realistic tasks across multiple web apps (e-commerce, forums, GitLab-like tools, CMS) using a browser interface. Success depends on navigating dynamic pages, filling forms correctly, and planning multi-step workflows end-to-end.","L1: Visual Perception
L2: Planning, Decision-making, Visual Attention & Eye Movements, Working Memory (minor)
L3: ",L2
MathArena Apex,https://matharena.ai/?view=problem&comp=apex--apex_2025,https://arxiv.org/abs/2505.23281,"MathArena Apex is a competition-style math benchmark collection intended to be difficult and discriminative at the frontier, often aggregating harder problem sets and reporting accuracy and/or rating-based metrics. It emphasizes multi-step mathematical reasoning, careful bookkeeping, and solution robustness under time/attempt constraints.","L1: 
L2: Logical Reasoning, Working Memory, Planning (minor), Attention (minor)
L3: ",L2
ScreenShot-Pro,https://gui-agent.github.io/grounding-leaderboard/,https://arxiv.org/abs/2504.07981,"ScreenShot-Pro evaluates models on understanding and reasoning over high-resolution screenshots of software interfaces from professional contexts. Tasks often require identifying UI elements, interpreting layout, and extracting correct answers grounded in visual interface details.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Visual Attention & Eye Movements, Spatial Representation & Mapping (minor), Working Memory (minor)
L3: ",L2
CharXiv Reasoning,https://charxiv.github.io/,https://arxiv.org/abs/2406.18521,"CharXiv Reasoning tests scientific figure and chart understanding by asking questions grounded in figures from research papers, often requiring quantitative interpretation. It rewards precise extraction of visual evidence, mapping figure semantics to text, and multi-step reasoning (sometimes with code tools).","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Multisensory Integration, Logical Reasoning, Attention (minor)
L3: ",L2
OmniDocBench 1.5,https://github.com/opendatalab/OmniDocBench,https://arxiv.org/abs/2412.07626,"OmniDocBench 1.5 evaluates document understanding and OCR-like capabilities across heterogeneous elements such as text blocks, formulas, tables, and reading order. It measures whether models can faithfully recover structured content and layout-sensitive information from document images.","L1: Visual Perception, Language Comprehension (minor)
L2: Attention, Scene Understanding & Visual Reasoning, Working Memory (minor)
L3: ",L2
Video-MMMU,https://videommmu.github.io/,https://arxiv.org/abs/2501.13826,"Video-MMMU extends multimodal understanding to the video setting, requiring models to answer questions that depend on temporal visual information across frames. It stresses integrating events over time, tracking salient details, and combining visual cues with language prompts.","L1: Visual Perception
L2: Multisensory Integration, Attention, Working Memory
L3: Cognitive Timing & Predictive Modeling (minor)",L2
LiveCodeBench Pro,https://livecodebenchpro.com/projects/livecodebench-pro/leaderboard,https://arxiv.org/abs/2506.11928,"LiveCodeBench Pro evaluates coding performance on timed/competitive programming-style tasks with strong anti-contamination intent, often summarized via an ELO-like rating. It measures algorithmic problem solving, code correctness, and the ability to produce working solutions under single-attempt constraints.","L1: 
L2: Logical Reasoning, Working Memory, Planning, Attention (minor)
L3: Self-reflection (minor)",L2
FACTS Benchmark Suite,https://deepmind.google/blog/facts-benchmark-suite-systematically-evaluating-the-factuality-of-large-language-models/,https://arxiv.org/abs/2512.10791,"FACTS Benchmark Suite systematically evaluates factuality by testing whether model outputs remain grounded, accurate, and resistant to common hallucination modes across diverse factuality tasks. It is designed to probe truthfulness under realistic prompting rather than only simple trivia recall.","L1: 
L2: Semantic Understanding & Context Recognition, Attention (minor), Logical Reasoning (minor)
L3: Self-reflection, Inhibitory Control",L3
SimpleQA Verified,https://www.kaggle.com/benchmarks/deepmind/simpleqa-verified,https://arxiv.org/abs/2509.07968,"SimpleQA Verified is a short-form factual QA benchmark with verified answers, typically used to assess precision on straightforward information-seeking questions. It focuses on correctness and calibration in single-turn responses rather than long multi-step reasoning.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition
L3: Inhibitory Control (minor), Self-reflection (minor)",L2
Global PIQA,https://huggingface.co/datasets/mrlbenchmarks/global-piqa-nonparallel,https://arxiv.org/abs/2510.24081,"Global PIQA evaluates practical physical commonsense reasoning across languages and cultures, often via questions about everyday interactions with objects and environments. It emphasizes selecting plausible actions or outcomes grounded in implicit physics and affordances rather than specialized technical knowledge.","L1: Language Comprehension (minor)
L2: Scene Understanding & Visual Reasoning, Semantic Understanding & Context Recognition, Logical Reasoning (minor)
L3: ",L2
MRCR v2 (8-needle),https://huggingface.co/datasets/openai/mrcr,https://arxiv.org/abs/2409.12640,"MRCR v2 (8-needle) is a long-context evaluation where multiple similar “needle” requests are embedded in long multi-round conversational “haystacks,” and the model must retrieve and reproduce the correct referenced content. It stresses robust coreference tracking and resistance to distractors across long contexts.","L1: Language Comprehension
L2: Working Memory, Attention
L3: Inhibitory Control (minor)",L2
GDPval,https://openai.com/index/gdpval/,https://arxiv.org/abs/2510.04374,"GDPval evaluates economically valuable, well-specified professional tasks across many occupations by judging the quality of produced work artifacts (e.g., slides, spreadsheets, schedules) against expert baselines. It is intended to measure end-to-end knowledge-work performance, not just question answering.","L1: Language Production
L2: Planning, Decision-making, Working Memory (minor)
L3: Self-reflection (minor)",L2
SWE-Lancer,https://openai.com/index/swe-lancer/,https://arxiv.org/abs/2502.12115,"SWE-Lancer evaluates agentic software engineering on realistic repository tasks that go beyond isolated bug fixes, emphasizing end-to-end patch delivery under constraints and potentially broader task formats. It is used to characterize real-world coding competence and robustness in applied development workflows.","L1: 
L2: Planning, Logical Reasoning, Working Memory, Decision-making (minor)
L3: Self-reflection (minor)",L2
Graphwalks,https://huggingface.co/datasets/openai/graphwalks,,"Graphwalks tests long-context structured reasoning by embedding graph descriptions and requiring models to perform multi-step traversal tasks (e.g., BFS-like procedures or parent tracking) from text. It probes whether a model can maintain and manipulate a consistent internal representation of a combinatorial structure across many tokens.","L1: 
L2: Spatial Representation & Mapping, Working Memory, Logical Reasoning, Attention (minor)
L3: ",L2
Toolathon,https://toolathlon.xyz,https://arxiv.org/abs/2510.25726,"Toolathon evaluates how reliably models can use multiple tools (APIs, retrieval, code execution, or other utilities) to solve tasks that require correct call sequencing and integration of results. It emphasizes robustness to tool errors, correct parameterization, and coherent multi-step execution rather than purely linguistic answers.","L1: 
L2: Planning, Decision-making, Working Memory
L3: Inhibitory Control (minor), Self-reflection (minor)",L2
HMMT,https://matharena.ai/?view=problem&comp=hmmt--hmmt_feb_2025,https://arxiv.org/abs/2505.23281,"HMMT (Harvard-MIT Mathematics Tournament) benchmark sets consist of high-difficulty contest math problems that often require creative multi-step derivations and careful case analysis. As an evaluation set, it measures advanced mathematical reasoning and solution precision under no-tools or limited-tools settings.","L1: 
L2: Logical Reasoning, Working Memory, Planning (minor), Attention (minor)
L3: ",L2
FrontierMath,https://epoch.ai/frontiermath,https://arxiv.org/abs/2411.04872,"FrontierMath is a benchmark of expert-level mathematics designed to be highly challenging at the frontier, with tiered difficulty and an emphasis on problems that resist shallow heuristics. It evaluates deep multi-step reasoning, formal manipulation, and, in tool-enabled settings, correct use of computation to support proofs or derivations.","L1: 
L2: Logical Reasoning, Working Memory, Planning, Attention (minor)
L3: Self-reflection (minor)",L2
