Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
CyberGym,https://www.cybergym.io/,https://arxiv.org/abs/2506.02548,"CyberGym evaluates cybersecurity agents on identifying known vulnerabilities from descriptions and, in some tasks, discovering new vulnerabilities in real open-source projects. It stresses investigative reasoning, hypothesis testing, and careful interpretation of code and system behavior under adversarial conditions.","L1: Language Comprehension (minor)
L2: Logical Reasoning, Planning, Decision-making (minor), Working Memory, Attention (minor)
L3: Self-reflection (minor)",L2
SpreadsheetBench,https://spreadsheetbench.github.io/,https://arxiv.org/abs/2406.14991,"SpreadsheetBench evaluates the ability to navigate, edit, and compute with complex spreadsheets using realistic tasks derived from practical workflows. It probes whether a model can maintain structured state (tables, formulas, dependencies) and produce correct edits and computed outputs.","L1: 
L2: Working Memory, Planning, Logical Reasoning, Attention, Semantic Understanding & Context Recognition (minor), Spatial Representation & Mapping (minor)
L3: ",L2
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam (HLE) is a frontier, multi-domain benchmark intended to measure advanced reasoning and knowledge, including questions at or beyond typical expert level across many subjects (often with multimodal items). It emphasizes integrating diverse information and producing high-precision answers under hard distribution shifts.","L1: Visual Perception (minor)
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory, Planning (minor), Multisensory Integration (minor)
L3: ",L2
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,"AIME 2025 consists of competition math problems that require multi-step derivations, creative transformations, and careful symbolic manipulation. Evaluation typically uses exact-answer scoring, so success depends on correctness across long reasoning chains rather than plausibility.","L1: 
L2: Logical Reasoning, Working Memory, Planning (minor), Attention (minor)
L3: ",L2
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,"GPQA Diamond is a high-quality subset of GPQA, composed of extremely challenging multiple-choice questions in physics, chemistry, and biology designed to be difficult to answer via superficial pattern matching. It targets deep scientific understanding and multi-step reasoning under strong distractors.","L1: 
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory (minor), Decision-making (minor)
L3: ",L2
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,"MMMLU extends MMLU to many languages, evaluating breadth of academic knowledge and reasoning across subjects in multilingual settings. It probes whether models can maintain performance when comprehension and domain knowledge must transfer across linguistic contexts.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning (minor), Working Memory (minor)
L3: Cognitive Flexibility (minor)",L2
MMMU,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2311.16502,"MMMU evaluates multimodal understanding and reasoning over questions that combine images (diagrams, charts, scenes) with text across many disciplines. Models must extract visual evidence and integrate it with language to answer expert-level problems.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Multisensory Integration, Logical Reasoning, Working Memory (minor), Attention (minor)
L3: ",L2
MMMU-Pro,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2409.02813,MMMU-Pro is a more challenging variant of MMMU with refined tasks and evaluation intended to better discriminate frontier multimodal reasoning performance. It emphasizes accurate extraction of visual information and robust cross-domain reasoning with reduced shortcut opportunities.,"L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Multisensory Integration, Logical Reasoning, Attention, Working Memory (minor)
L3: ",L2
LAB-Bench FigQA,https://huggingface.co/datasets/futurehouse/lab-bench,https://arxiv.org/abs/2407.10362,"LAB-Bench FigQA tests whether models can correctly interpret complex scientific figures from biology papers (plots, microscopy panels, schematic diagrams) and answer questions that require extracting evidence from the figure. It measures visual grounding for scientific content, including careful reading of axes, labels, and experimental context.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Multisensory Integration, Semantic Understanding & Context Recognition, Logical Reasoning, Attention, Working Memory (minor)
L3: ",L2
WebArena,https://webarena.dev/,https://arxiv.org/abs/2307.13854,"WebArena evaluates autonomous web agents completing realistic multi-step tasks across several web apps (e-commerce, CMS, GitLab, forums, maps) using browser interactions. It probes whether an agent can plan, navigate dynamic interfaces, and recover from errors while maintaining goal coherence over long action sequences.","L1: Visual Perception
L2: Planning, Decision-making, Working Memory, Visual Attention & Eye Movements
L3: Inhibitory Control (minor), Self-reflection (minor)",L2
MathArena Apex,https://matharena.ai/?view=problem&comp=apex--apex_2025,https://arxiv.org/abs/2505.23281,MathArena Apex is a curated advanced-mathematics evaluation (often aggregating competition and research-adjacent problems) designed to stress long-horizon derivations and precise final answers. It is intended to separate models by depth of reasoning and robustness under difficult algebraic and combinatorial structures.,"L1: 
L2: Logical Reasoning, Working Memory, Planning (minor), Attention (minor)
L3: ",L2
ScreenShot-Pro,https://gui-agent.github.io/grounding-leaderboard/,https://arxiv.org/abs/2504.07981,"ScreenShot-Pro (grounding leaderboard) evaluates models on understanding and acting on high-resolution GUI screenshots, often requiring identifying UI elements and reasoning about layout to answer questions or take actions. It emphasizes robust visual grounding in real software interfaces rather than natural-image recognition.","L1: Visual Perception
L2: Visual Attention & Eye Movements, Scene Understanding & Visual Reasoning, Spatial Representation & Mapping (minor), Planning (minor), Working Memory (minor)
L3: ",L2
CharXiv Reasoning,https://charxiv.github.io/,https://arxiv.org/abs/2406.18521,"CharXiv Reasoning evaluates reasoning over scientific charts and figures from arXiv-style papers, requiring models to read plotted data, legends, and annotations to answer questions. It targets faithful extraction and quantitative/relational reasoning grounded in visual scientific evidence.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Logical Reasoning, Semantic Understanding & Context Recognition (minor), Attention, Working Memory (minor)
L3: ",L2
OmniDocBench 1.5,https://github.com/opendatalab/OmniDocBench,https://arxiv.org/abs/2412.07626,"OmniDocBench 1.5 evaluates document understanding and OCR across diverse document types, including text, tables, formulas, and reading order, emphasizing end-to-end document parsing quality. It stresses robust visual-to-structured extraction and faithful reconstruction under layout complexity.","L1: Visual Perception
L2: Attention, Scene Understanding & Visual Reasoning (minor), Semantic Understanding & Context Recognition (minor), Working Memory (minor)
L3: ",L2
Video-MMMU,https://videommmu.github.io/,https://arxiv.org/abs/2501.13826,"Video-MMMU extends multimodal reasoning to video, requiring models to integrate information across time (and sometimes multiple modalities) to answer questions about events, actions, and causal relations. It tests temporal integration and sustained attention over sequences rather than single frames.","L1: Visual Perception
L2: Attention, Working Memory, Scene Understanding & Visual Reasoning, Multisensory Integration (minor), Planning (minor)
L3: ",L2
LiveCodeBench Pro,https://livecodebenchpro.com/projects/livecodebench-pro/leaderboard,https://arxiv.org/abs/2506.11928,"LiveCodeBench Pro evaluates coding skill on competitive-programming and software tasks with strong controls aimed at reducing training-set leakage, often reported with ELO-style ratings. It emphasizes writing correct, executable solutions under time/space constraints and diverse problem styles.","L1: Language Production, Language Comprehension (minor)
L2: Logical Reasoning, Planning, Working Memory
L3: Self-reflection (minor)",L2
FACTS Benchmark Suite,https://deepmind.google/blog/facts-benchmark-suite-systematically-evaluating-the-factuality-of-large-language-models/,https://arxiv.org/abs/2512.10791,The FACTS Benchmark Suite systematically evaluates factuality by testing whether model outputs remain supported by evidence and avoid introducing unsupported claims across a range of factuality-related tasks. It is designed to be a more comprehensive measure than single QA sets by covering multiple failure modes of hallucination and misgrounding.,"L1: 
L2: Semantic Understanding & Context Recognition, Attention (minor), Decision-making (minor)
L3: Inhibitory Control, Self-reflection",L3
SimpleQA Verified,https://www.kaggle.com/benchmarks/deepmind/simpleqa-verified,https://arxiv.org/abs/2509.07968,SimpleQA Verified evaluates short-form factual question answering with an emphasis on verified ground truth and clean evaluation to measure hallucination-resistant correctness. It targets whether models can retrieve or recall precise facts and avoid overconfident guessing when uncertain.,"L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Working Memory (minor)
L3: Inhibitory Control, Self-reflection (minor)",L3
Global PIQA,https://huggingface.co/datasets/mrlbenchmarks/global-piqa-nonparallel,https://arxiv.org/abs/2510.24081,"Global PIQA is a multilingual, non-parallel commonsense benchmark focused on physical interaction and everyday procedural reasoning across languages and cultures. It tests whether models can select or generate plausible actions/outcomes in physical-world scenarios when expressed in diverse languages.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Spatial Representation & Mapping (minor)
L3: Cognitive Flexibility (minor)",L2
MRCR v2 (8-needle),https://huggingface.co/datasets/openai/mrcr,https://arxiv.org/abs/2409.12640,"MRCR v2 (8-needle) is a long-context evaluation where multiple similar “needle” requests are embedded in long conversations/documents, and the model must retrieve the correct referenced response for a specified needle. It probes robust context tracking, disambiguation among near-duplicates, and faithful reproduction under very long inputs.","L1: 
L2: Working Memory, Attention, Semantic Understanding & Context Recognition, Planning (minor)
L3: Inhibitory Control (minor)",L2
GDPval,https://openai.com/index/gdpval/,https://arxiv.org/abs/2510.04374,"GDPval evaluates economically valuable, well-specified knowledge-work tasks spanning many occupations, where models must produce real work products (e.g., spreadsheets, presentations, schedules) judged against professional baselines. It targets end-to-end task execution quality, not just question answering, emphasizing artifact correctness, formatting, and usefulness.","L1: Language Production
L2: Planning, Decision-making, Semantic Understanding & Context Recognition, Working Memory, Attention (minor)
L3: Self-reflection (minor)",L2
SWE-Lancer,https://openai.com/index/swe-lancer/,https://arxiv.org/abs/2502.12115,"SWE-Lancer evaluates agentic software engineering on longer, more realistic “contractor-style” tasks that resemble freelance or ticket-based development, often requiring multi-file changes, debugging, and integration. It emphasizes sustained autonomy, correct patching, and reliable completion of end-to-end engineering objectives.","L1: Language Comprehension (minor), Language Production (minor)
L2: Planning, Decision-making, Logical Reasoning, Working Memory
L3: Self-reflection (minor)",L2
Graphwalks,https://huggingface.co/datasets/openai/graphwalks,,"Graphwalks evaluates long-context reasoning over graph-structured data described in text, requiring multi-step traversal, path finding, and relational queries under context-length pressure. It targets whether models can maintain and manipulate structured relations reliably across many hops.","L1: 
L2: Logical Reasoning, Working Memory, Attention, Spatial Representation & Mapping, Planning (minor)
L3: ",L2
Toolathon,https://toolathlon.xyz,https://arxiv.org/abs/2510.25726,"Toolathon benchmarks tool-using agents on completing tasks that require selecting among tools, calling them correctly, and composing results across multiple steps. It emphasizes robustness under tool errors and the ability to coordinate tool outputs into coherent final solutions.","L1: Language Comprehension (minor)
L2: Planning, Decision-making, Working Memory, Attention (minor)
L3: Self-reflection (minor)",L2
HMMT,https://matharena.ai/?view=problem&comp=hmmt--hmmt_feb_2025,https://arxiv.org/abs/2505.23281,"HMMT (Harvard-MIT Mathematics Tournament) problems are high-difficulty competition math questions that typically require creative insights, careful case analysis, and multi-step derivations. As an evaluation set, it probes mathematical reasoning depth and error-free symbolic manipulation through long solution chains.","L1: 
L2: Logical Reasoning, Working Memory, Planning (minor), Attention (minor)
L3: ",L2
FrontierMath,https://epoch.ai/frontiermath,https://arxiv.org/abs/2411.04872,"FrontierMath is an expert-level mathematics benchmark intended to measure progress on problems approaching research and top-tier contest difficulty, often evaluated with tool assistance (e.g., Python) in some settings. It stresses deep multi-step reasoning, rigorous verification, and robustness to subtle errors that derail long proofs or computations.","L1: 
L2: Logical Reasoning, Working Memory, Planning, Attention (minor)
L3: Self-reflection (minor)",L2
