Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
FinanceAgent,https://www.vals.ai/benchmarks/finance_agent,,"FinanceAgent benchmarks tasks typical of an entry-level financial analyst, such as interpreting filings, performing calculations, building structured analyses, and producing justified recommendations. It stresses correctness, numerical reasoning, and the ability to assemble professional-grade financial outputs.","L1: 
L2: Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory, Decision-making (minor), Planning (minor)
L3: ",L2
CyberGym,https://www.cybergym.io/,https://arxiv.org/abs/2506.02548,"CyberGym evaluates cybersecurity agent capability on real vulnerabilities at scale, including locating known bugs from descriptions and, in some settings, discovering new issues. It rewards systematic code understanding, hypothesis-driven debugging, and careful exploitation reasoning while staying within task constraints.","L1: 
L2: Logical Reasoning, Planning, Working Memory, Semantic Understanding & Context Recognition (minor)
L3: Inhibitory Control (minor)",L2
SpreadsheetBench,https://spreadsheetbench.github.io/,https://arxiv.org/abs/2406.14991,"SpreadsheetBench tests whether models can navigate, edit, and compute within complex spreadsheets derived from real-world scenarios. Tasks often require reading structured tables, applying formulas or transformations, and maintaining consistent formatting and references across a multi-step workflow.","L1: 
L2: Working Memory, Planning, Logical Reasoning, Attention (minor), Decision-making (minor)
L3: ",L2
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam (HLE) is a challenging multimodal benchmark intended to probe frontier knowledge and reasoning across many domains, with questions that may require synthesis and careful justification. It is often evaluated in configurations with and without tools (e.g., search, code) to separate recall from grounded problem solving.","L1: Language Comprehension
L2: Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory, Multisensory Integration (minor)
L3: ",L2
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,"AIME 2025 uses problems from the American Invitational Mathematics Examination, featuring multi-step contest-style math requiring precise reasoning and careful computation. Performance reflects the ability to plan solution paths, manage intermediate results, and avoid algebraic or arithmetic errors.","L1: 
L2: Logical Reasoning, Working Memory, Planning (minor)
L3: ",L2
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,"GPQA Diamond is a high-quality subset of difficult graduate-level science multiple-choice questions designed to be resistant to superficial pattern matching. It emphasizes deep conceptual understanding and multi-step scientific reasoning across biology, chemistry, and physics.","L1: 
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory (minor), Decision-making (minor)
L3: ",L2
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,"MMMLU is a multilingual extension of broad academic QA covering many subjects, evaluating knowledge and reasoning across multiple non-English languages. It measures how well models transfer subject-matter competence through language variation and localized phrasing.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning (minor), Working Memory (minor)
L3: ",L2
MMMU,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2311.16502,"MMMU is a multimodal benchmark spanning multiple disciplines where questions require integrating images (diagrams, charts, photos) with text to answer. It stresses interpreting visual evidence, mapping it into semantic structures, and performing domain reasoning over the combined information.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Multisensory Integration, Logical Reasoning (minor), Working Memory (minor)
L3: ",L2
MMMU-Pro,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2409.02813,"MMMU-Pro is a more challenging variant of MMMU intended to better separate frontier multimodal reasoning ability, often with tougher questions and stricter evaluation. It emphasizes robust visual grounding, higher-level inference, and reduced reliance on shallow shortcuts.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Multisensory Integration, Working Memory (minor), Attention (minor)
L3: ",L2
LAB-Bench FigQA,https://huggingface.co/datasets/futurehouse/lab-bench,https://arxiv.org/abs/2407.10362,"LAB-Bench FigQA evaluates whether models can answer questions about scientific figures from biology papers, requiring accurate reading of plots, labels, and experimental visuals. It targets figure-grounded scientific reasoning rather than purely textual recall.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Semantic Understanding & Context Recognition, Logical Reasoning (minor), Attention (minor)
L3: ",L2
WebArena,https://webarena.dev/,https://arxiv.org/abs/2307.13854,"WebArena benchmarks autonomous web agents on realistic tasks across multiple web applications (e-commerce, CMS, forums, collaboration tools). Success requires navigating dynamic pages, filling forms, managing accounts/state, and completing multi-step objectives under an interaction budget.","L1: 
L2: Planning, Decision-making, Working Memory, Visual Attention & Eye Movements, Scene Understanding & Visual Reasoning (minor)
L3: Inhibitory Control (minor), Cognitive Flexibility (minor)",L2
MathArena Apex,https://matharena.ai/?view=problem&comp=apex--apex_2025,https://arxiv.org/abs/2505.23281,"MathArena Apex aggregates high-difficulty mathematics problems (often beyond standard contest level), emphasizing robust multi-step derivations and proof-like reasoning. It is used to distinguish advanced mathematical competence, sometimes with tool-enabled settings for verification or computation.","L1: 
L2: Logical Reasoning, Working Memory, Planning
L3: ",L2
ScreenShot-Pro,https://gui-agent.github.io/grounding-leaderboard/,https://arxiv.org/abs/2504.07981,"ScreenShot-Pro evaluates understanding and grounding in high-resolution screenshots of software interfaces, where models must answer questions or identify UI elements based on visual layout. It stresses reliable interpretation of text-in-image, icons, and spatial relationships typical of professional GUIs.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Visual Attention & Eye Movements, Spatial Representation & Mapping (minor), Working Memory (minor)
L3: ",L2
CharXiv Reasoning,https://charxiv.github.io/,https://arxiv.org/abs/2406.18521,"CharXiv Reasoning tests chart and figure reasoning (often from scientific documents), requiring models to interpret plotted data, axes, legends, and annotations to answer questions. It emphasizes quantitative and relational inference grounded in visual evidence rather than free-form description.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Logical Reasoning, Working Memory (minor), Attention (minor)
L3: ",L2
OmniDocBench 1.5,https://github.com/opendatalab/OmniDocBench,https://arxiv.org/abs/2412.07626,"OmniDocBench 1.5 evaluates document understanding and OCR across heterogeneous content such as text blocks, formulas, tables, and reading order. It measures whether models can faithfully extract and structure information from complex page layouts.","L1: Visual Perception, Language Comprehension (minor)
L2: Attention, Scene Understanding & Visual Reasoning, Working Memory (minor)
L3: ",L2
Video-MMMU,https://videommmu.github.io/,https://arxiv.org/abs/2501.13826,"Video-MMMU extends multimodal reasoning to the temporal domain by asking questions about videos that require integrating events over time. It probes whether models can track evolving scenes, infer actions and causality, and answer with grounded references to specific moments.","L1: Visual Perception
L2: Working Memory, Scene Understanding & Visual Reasoning, Visual Attention & Eye Movements (minor), Multisensory Integration (minor)
L3: Cognitive Timing & Predictive Modeling (minor)",L2
LiveCodeBench Pro,https://livecodebenchpro.com/projects/livecodebench-pro/leaderboard,https://arxiv.org/abs/2506.11928,"LiveCodeBench Pro measures code generation for competitive programming-style problems under a controlled, time-aware evaluation regime. It emphasizes algorithm selection, implementation correctness, and handling edge cases without multi-sample voting.","L1: 
L2: Logical Reasoning, Planning, Working Memory, Decision-making (minor)
L3: ",L2
FACTS Benchmark Suite,https://deepmind.google/blog/facts-benchmark-suite-systematically-evaluating-the-factuality-of-large-language-models/,https://arxiv.org/abs/2512.10791,"The FACTS Benchmark Suite systematically evaluates factuality and grounding across multiple settings, including verifying whether generated claims are supported by sources or known facts. It targets hallucination-like failures by measuring correctness at the claim level and robustness across domains.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Working Memory (minor)
L3: Inhibitory Control, Self-reflection (minor)",L3
SimpleQA Verified,https://www.kaggle.com/benchmarks/deepmind/simpleqa-verified,https://arxiv.org/abs/2509.07968,"SimpleQA Verified is a short-form factual question answering benchmark with verified ground truth and a focus on precision. It tests whether a model can return correct, concise answers without drifting into unsupported elaboration.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition
L3: Inhibitory Control (minor)",L2
Global PIQA,https://huggingface.co/datasets/mrlbenchmarks/global-piqa-nonparallel,https://arxiv.org/abs/2510.24081,"Global PIQA evaluates practical and physical commonsense reasoning across languages and cultures, focusing on whether models can pick plausible actions or explanations in everyday scenarios. It emphasizes grounded plausibility judgments rather than specialized academic knowledge.","L1: Language Comprehension (minor)
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Spatial Representation & Mapping (minor)
L3: ",L2
MRCR v2 (8-needle),https://huggingface.co/datasets/openai/mrcr,https://arxiv.org/abs/2409.12640,"MRCR v2 (8-needle) tests multi-round co-reference resolution in long contexts by inserting many similar “needle” requests into a large “haystack” and asking for a specific referenced response. It evaluates long-context integration, interference resistance, and accurate retrieval of the correct target among distractors.","L1: Language Comprehension
L2: Working Memory, Attention, Episodic Memory (minor)
L3: Inhibitory Control (minor)",L2
GDPval,https://openai.com/index/gdpval/,https://arxiv.org/abs/2510.04374,"GDPval evaluates well-specified professional knowledge-work tasks across many occupations, scored via expert human comparisons and win/tie criteria. Tasks often require producing polished artifacts (e.g., plans, spreadsheets, presentations) and following constraints to deliver usable work products.","L1: Language Production
L2: Planning, Decision-making, Working Memory (minor), Semantic Understanding & Context Recognition (minor)
L3: ",L2
SWE-Lancer,https://openai.com/index/swe-lancer/,https://arxiv.org/abs/2502.12115,"SWE-Lancer evaluates software engineering work in settings that more closely resemble “contractor-style” development, emphasizing practical fixes and deliverables over isolated toy problems. It stresses selecting high-impact changes, integrating with existing codebases, and producing patches that satisfy real constraints.","L1: 
L2: Planning, Decision-making, Logical Reasoning, Working Memory
L3: Cognitive Flexibility (minor)",L2
Graphwalks,https://huggingface.co/datasets/openai/graphwalks,,"Graphwalks tests whether models can perform structured traversal and query answering over graph-like data, often embedded in long contexts with many distractors. It probes the ability to maintain a consistent internal representation of nodes/edges and execute multi-step symbolic navigation.","L1: 
L2: Spatial Representation & Mapping, Logical Reasoning, Working Memory, Attention (minor)
L3: ",L2
Toolathon,https://toolathlon.xyz,https://arxiv.org/abs/2510.25726,"Toolathon measures general tool-use competence across heterogeneous tasks that require selecting tools, composing multi-step calls, and recovering from errors. It emphasizes end-to-end execution reliability, correct argument construction, and synthesizing tool outputs into a final response.","L1: Language Comprehension (minor)
L2: Planning, Decision-making, Working Memory
L3: Inhibitory Control (minor)",L2
HMMT,https://matharena.ai/?view=problem&comp=hmmt--hmmt_feb_2025,https://arxiv.org/abs/2505.23281,"HMMT uses problems from the Harvard–MIT Mathematics Tournament, typically requiring deeper multi-step reasoning than standard exams and careful handling of edge cases. It evaluates contest-style problem solving where solution strategy selection matters as much as computation.","L1: 
L2: Logical Reasoning, Working Memory, Planning (minor)
L3: ",L2
FrontierMath,https://epoch.ai/frontiermath,https://arxiv.org/abs/2411.04872,"FrontierMath is an expert-level mathematics benchmark targeting problems that remain challenging for frontier models, often requiring creative multi-step reasoning and rigorous derivations. It is intended to track progress near the boundary of advanced mathematical capability, including tool-assisted settings in some reports.","L1: 
L2: Logical Reasoning, Working Memory, Planning
L3: Cognitive Flexibility (minor)",L2
