Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
MMMU,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2311.16502,"MMMU is a broad multimodal benchmark where models answer questions that require combining images (e.g., diagrams, charts, screenshots) with text across many disciplines. It tests visual understanding plus higher-level reasoning about what is depicted, rather than pure OCR.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Multisensory Integration, Logical Reasoning (minor), Working Memory (minor)
L3: ",L2
MMMU-Pro,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2409.02813,"MMMU-Pro is a more challenging variant of MMMU intended to better separate strong multimodal models, often by increasing difficulty, reasoning depth, or evaluation rigor. It stresses robust cross-modal reasoning under more adversarial or expert-level question design.","L1: 
L2: Scene Understanding & Visual Reasoning, Multisensory Integration, Logical Reasoning, Working Memory (minor)
L3: ",L2
LAB-Bench FigQA,https://huggingface.co/datasets/futurehouse/lab-bench,https://arxiv.org/abs/2407.10362,"LAB-Bench FigQA evaluates whether models can answer questions about complex scientific figures drawn from biology papers, requiring interpretation of plots, diagrams, and experimental schematics. It targets the ability to extract evidence from figures and reason about scientific claims grounded in visual data.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Logical Reasoning, Attention (minor), Semantic Understanding & Context Recognition (minor)
L3: ",L2
WebArena,https://webarena.dev/,https://arxiv.org/abs/2307.13854,"WebArena evaluates autonomous web agents on realistic tasks across multiple web apps (e-commerce, CMS, forums, code hosting), requiring navigation, form filling, and multi-step workflows. It stresses long-horizon planning, robust UI interaction, and maintaining task state across many actions.","L1: Visual Perception
L2: Planning, Decision-making, Working Memory, Visual Attention & Eye Movements (minor)
L3: ",L2
MathArena Apex,https://matharena.ai/?view=problem&comp=apex--apex_2025,https://arxiv.org/abs/2505.23281,"MathArena Apex is a competitive mathematics evaluation composed of difficult problems intended to probe advanced reasoning beyond standard contest sets. It emphasizes multi-step derivations, careful verification, and often benefits from structured solution planning.","L1: 
L2: Logical Reasoning, Working Memory, Planning (minor)
L3: ",L2
ScreenShot-Pro,https://gui-agent.github.io/grounding-leaderboard/,https://arxiv.org/abs/2504.07981,"ScreenShot-Pro evaluates GUI understanding and grounding from high-resolution screenshots, where the model must identify relevant interface elements and/or propose correct actions based on visual context. It stresses spatial and layout understanding in real software interfaces rather than generic image captioning.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Visual Attention & Eye Movements, Planning (minor), Sensorimotor Coordination (minor)
L3: ",L2
CharXiv Reasoning,https://charxiv.github.io/,https://arxiv.org/abs/2406.18521,"CharXiv Reasoning evaluates reasoning over charts and scientific visualizations associated with papers (e.g., interpreting axes, trends, and quantitative relationships). It emphasizes extracting structured information from visual figures and using it to answer targeted questions that require computation or inference.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Logical Reasoning, Attention (minor), Working Memory (minor)
L3: ",L2
OmniDocBench 1.5,https://github.com/opendatalab/OmniDocBench,https://arxiv.org/abs/2412.07626,"OmniDocBench 1.5 evaluates document understanding across heterogeneous content such as text, formulas, tables, and reading order, typically in OCR-style settings. It targets faithful extraction and structural parsing, where small layout errors can propagate into major semantic mistakes.","L1: Visual Perception
L2: Attention, Scene Understanding & Visual Reasoning, Working Memory (minor)
L3: ",L2
Video-MMMU,https://videommmu.github.io/,https://arxiv.org/abs/2501.13826,"Video-MMMU extends multimodal understanding to the temporal domain by asking questions about videos that require integrating information across frames and events. It emphasizes tracking visual state changes, temporal dependencies, and combining narrative context with what is seen over time.","L1: Visual Perception
L2: Attention, Working Memory, Episodic Memory (minor), Multisensory Integration (minor)
L3: ",L2
LiveCodeBench Pro,https://livecodebenchpro.com/projects/livecodebench-pro/leaderboard,https://arxiv.org/abs/2506.11928,"LiveCodeBench Pro evaluates code generation on competitive-programming-style tasks with an emphasis on up-to-date, contamination-resistant evaluation and strong test-based scoring. Problems typically require algorithm selection, edge-case handling, and producing executable solutions that pass hidden tests.","L1: 
L2: Logical Reasoning, Planning, Working Memory, Adaptive Error Correction (minor)
L3: ",L2
FACTS Benchmark Suite,https://deepmind.google/blog/facts-benchmark-suite-systematically-evaluating-the-factuality-of-large-language-models/,https://arxiv.org/abs/2512.10791,"FACTS Benchmark Suite evaluates factuality and grounding behavior across a collection of tasks designed to systematically probe when models state incorrect claims, overgeneralize, or fail to attribute uncertainty. It emphasizes reliability in knowledge recall and calibration under diverse prompts and domains.","L1: 
L2: Semantic Understanding & Context Recognition, Attention (minor)
L3: Inhibitory Control (minor), Self-reflection (minor)",L2
SimpleQA Verified,https://www.kaggle.com/benchmarks/deepmind/simpleqa-verified,https://arxiv.org/abs/2509.07968,"SimpleQA Verified is a short-form factual question answering benchmark with verified ground truth, intended to measure whether models can provide correct, concise answers without confabulation. It is often used as a clean signal of factual accuracy on simple queries.","L1: Language Comprehension (minor)
L2: Semantic Understanding & Context Recognition
L3: Inhibitory Control (minor)",L2
Global PIQA,https://huggingface.co/datasets/mrlbenchmarks/global-piqa-nonparallel,https://arxiv.org/abs/2510.24081,Global PIQA evaluates practical physical commonsense reasoning across many languages by asking questions about plausible interactions with everyday objects and environments. It targets whether models can infer sensible actions/outcomes and avoid physically implausible choices under multilingual presentation.,"L1: 
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Spatial Representation & Mapping (minor)
L3: Cognitive Flexibility (minor)",L2
MRCR v2 (8-needle),https://huggingface.co/datasets/openai/mrcr,https://arxiv.org/abs/2409.12640,MRCR v2 (8-needle) tests long-context multi-round co-reference resolution by embedding multiple similar “needle” interactions inside a long “haystack” conversation and asking the model to reproduce the correct referenced response. It probes whether models can maintain and retrieve the correct referent under heavy interference and long-range dependencies.,"L1: Language Comprehension (minor)
L2: Working Memory, Attention, Episodic Memory
L3: ",L2
GDPval,https://openai.com/index/gdpval/,https://arxiv.org/abs/2510.04374,"GDPval evaluates economically relevant knowledge work by having models produce real work artifacts (e.g., slides, spreadsheets, schedules) across many occupations and comparing outputs against professional baselines with expert judging. It stresses end-to-end task completion quality, including correctness, formatting, and adherence to specifications.","L1: Language Production
L2: Planning, Decision-making, Working Memory
L3: Self-reflection (minor)",L2
SWE-Lancer,https://openai.com/index/swe-lancer/,https://arxiv.org/abs/2502.12115,"SWE-Lancer evaluates software engineering work aligned with realistic contractor/freelance tasks, where agents must produce patches and changes that satisfy requirements under test-based and/or reviewer-style evaluation. It emphasizes robustness to ambiguous requirements and the ability to carry an implementation through to completion.","L1: 
L2: Planning, Logical Reasoning, Decision-making, Working Memory
L3: Cognitive Flexibility (minor)",L2
Graphwalks,https://huggingface.co/datasets/openai/graphwalks,,"Graphwalks evaluates multi-step reasoning over graph-structured data represented in text, such as following edges, parents, or BFS-style traversals across large inputs. It stresses accurate stepwise state tracking and resistance to distractors as paths grow long.","L1: 
L2: Spatial Representation & Mapping, Working Memory, Logical Reasoning, Attention (minor)
L3: ",L2
Toolathon,https://toolathlon.xyz,https://arxiv.org/abs/2510.25726,"Toolathon evaluates general tool-using agents across many heterogeneous tasks that require selecting tools, composing multi-step calls, and integrating results into a final response. It emphasizes reliability under tool errors, correct API usage, and coherent orchestration across diverse domains.","L1: 
L2: Planning, Decision-making, Working Memory, Attention (minor), Adaptive Error Correction (minor)
L3: ",L2
HMMT,https://matharena.ai/?view=problem&comp=hmmt--hmmt_feb_2025,https://arxiv.org/abs/2505.23281,HMMT is an advanced mathematics competition benchmark (via MathArena) composed of difficult contest problems that require deep multi-step reasoning and careful algebraic or combinatorial argumentation. It is typically scored by exact answers or strict correctness criteria.,"L1: 
L2: Logical Reasoning, Working Memory, Planning (minor)
L3: ",L2
FrontierMath,https://epoch.ai/frontiermath,https://arxiv.org/abs/2411.04872,"FrontierMath is a benchmark of expert-level mathematics problems intended to be challenging even for top models and to better reflect research-adjacent quantitative reasoning. It emphasizes long derivations, precise symbolic manipulation, and rigorous multi-stage problem decomposition, often benefiting from tool-assisted calculation depending on protocol.","L1: 
L2: Logical Reasoning, Working Memory, Planning
L3: ",L2
