Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
FinanceAgent,https://www.vals.ai/benchmarks/finance_agent,,"FinanceAgent assesses whether a model can perform tasks typical of an entry-level financial analyst, such as interpreting financial documents, building analyses, and producing grounded recommendations. It rewards accurate quantitative and qualitative reasoning under realistic business constraints.","L1: 
L2: Logical Reasoning, Planning, Decision-making, Working Memory, Semantic Understanding & Context Recognition, Attention (minor)
L3: ",L2
CyberGym,https://www.cybergym.io/,https://arxiv.org/abs/2506.02548,"CyberGym evaluates cybersecurity agents on tasks involving vulnerability identification in real software projects and, in some settings, discovery of previously unknown vulnerabilities. It stresses adversarial thinking, careful code inspection, and correct exploitation/patch reasoning under a pass@1 regime.","L1: 
L2: Logical Reasoning, Planning, Decision-making, Working Memory, Attention
L3: Inhibitory Control (minor)",L2
SpreadsheetBench,https://spreadsheetbench.github.io/,https://arxiv.org/abs/2406.14991,"SpreadsheetBench tests an agent’s ability to solve realistic spreadsheet tasks (e.g., auditing, transformation, formula editing, and structured modeling) using programmatic or tool-based spreadsheet manipulation. It emphasizes multi-step execution with careful checking of intermediate states and outputs.","L1: 
L2: Planning, Working Memory, Logical Reasoning, Decision-making (minor), Attention
L3: Self-reflection (minor)",L2
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam (HLE) is a difficult, broad, and often multimodal benchmark intended to probe frontier-level knowledge and reasoning across many domains. Questions may require synthesis, technical problem solving, and in some setups the use of tools like search or code execution.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory, Multisensory Integration (minor), Planning (minor)
L3: ",L2
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,"AIME 2025 consists of competition math problems from the American Invitational Mathematics Examination, typically requiring multi-step symbolic reasoning and exact answers. It tests whether models can reliably carry out structured derivations under tight correctness criteria.","L1: 
L2: Logical Reasoning, Working Memory, Planning (minor), Attention (minor)
L3: ",L2
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,"GPQA Diamond is a high-quality subset of GPQA with extremely challenging multiple-choice questions in biology, chemistry, and physics designed to be “Google-proof.” It emphasizes deep scientific understanding and careful multi-step reasoning rather than surface recall.","L1: 
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory, Decision-making (minor), Attention (minor)
L3: ",L2
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,"MMMLU extends MMLU-style academic questions across many subjects and multiple non-English languages, assessing multilingual knowledge and reasoning. It focuses on language understanding and retrieval of learned concepts under varied linguistic contexts.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning (minor), Working Memory (minor)
L3: ",L2
MMMU,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2311.16502,"MMMU is a multimodal benchmark spanning many disciplines where models must answer questions grounded in images (e.g., diagrams, charts, scenes) plus text. It probes visual understanding, multimodal grounding, and reasoning over combined inputs.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Multisensory Integration, Logical Reasoning, Working Memory (minor), Attention (minor)
L3: ",L2
MMMU-Pro,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2409.02813,"MMMU-Pro is a more challenging or refined variant of MMMU intended to better discriminate frontier models on expert-level multimodal reasoning. It increases difficulty through harder questions and/or evaluation settings, emphasizing robust visual–text reasoning rather than guesswork.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Multisensory Integration, Logical Reasoning, Working Memory (minor), Attention (minor)
L3: ",L2
LAB-Bench FigQA,https://huggingface.co/datasets/futurehouse/lab-bench,https://arxiv.org/abs/2407.10362,LAB-Bench FigQA evaluates whether models can correctly interpret complex scientific figures from biology papers and answer associated questions. It emphasizes extracting quantitative/relational information from visuals and integrating it with domain knowledge.,"L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Multisensory Integration, Logical Reasoning, Attention, Semantic Understanding & Context Recognition (minor)
L3: ",L2
WebArena,https://webarena.dev/,https://arxiv.org/abs/2307.13854,"WebArena evaluates autonomous web agents on realistic tasks across multiple web apps (e-commerce, CMS, forums, code hosting, maps), requiring navigation and interaction with dynamic pages. Performance depends on grounding actions in page state and maintaining coherent multi-step plans until task completion.","L1: Visual Perception
L2: Planning, Decision-making, Working Memory, Scene Understanding & Visual Reasoning, Visual Attention & Eye Movements (minor)
L3: Inhibitory Control (minor)",L2
MathArena Apex,https://matharena.ai/?view=problem&comp=apex--apex_2025,https://arxiv.org/abs/2505.23281,"MathArena Apex is a competitive mathematics evaluation suite that aggregates difficult problems and reports performance in a standardized setting. It targets advanced multi-step mathematical reasoning and precision in final answers, often across diverse topic areas.","L1: 
L2: Logical Reasoning, Working Memory, Planning (minor), Attention (minor)
L3: ",L2
ScreenShot-Pro,https://gui-agent.github.io/grounding-leaderboard/,https://arxiv.org/abs/2504.07981,"ScreenShot-Pro evaluates screenshot understanding and GUI grounding, where models must interpret high-resolution interface images and answer questions or take actions based on layout and visual cues. It stresses robust perception of UI elements and spatial relationships under realistic screen conditions.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Spatial Representation & Mapping, Visual Attention & Eye Movements, Working Memory (minor), Sensorimotor Coordination (minor)
L3: ",L2
CharXiv Reasoning,https://charxiv.github.io/,https://arxiv.org/abs/2406.18521,"CharXiv Reasoning evaluates reasoning over scientific paper figures (often charts/plots) and accompanying context, sometimes with optional tool support like Python. It focuses on extracting structured information from visuals and performing multi-step inference to answer questions reliably.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Multisensory Integration, Logical Reasoning, Working Memory (minor), Attention (minor)
L3: ",L2
OmniDocBench 1.5,https://github.com/opendatalab/OmniDocBench,https://arxiv.org/abs/2412.07626,"OmniDocBench 1.5 evaluates document understanding across mixed content such as text, formulas, tables, and reading order, often framed as OCR plus layout recovery. It stresses faithful extraction and structural reconstruction rather than free-form generation.","L1: Visual Perception, Language Comprehension (minor)
L2: Attention, Scene Understanding & Visual Reasoning, Working Memory (minor)
L3: ",L2
Video-MMMU,https://videommmu.github.io/,https://arxiv.org/abs/2501.13826,"Video-MMMU is a multimodal benchmark where models answer questions grounded in video clips, requiring integration of information across frames and time. It evaluates whether models can track events, actions, and visual details and combine them with textual prompts to reason to an answer.","L1: Visual Perception
L2: Multisensory Integration, Working Memory, Attention, Scene Understanding & Visual Reasoning
L3: Cognitive Timing & Predictive Modeling (minor)",L2
LiveCodeBench Pro,https://livecodebenchpro.com/projects/livecodebench-pro/leaderboard,https://arxiv.org/abs/2506.11928,"LiveCodeBench Pro evaluates coding ability on competitive-programming-style and software tasks with strong emphasis on contamination resistance and realistic evaluation protocols (often reporting an ELO-like rating). It measures whether models can generate correct, efficient programs and iterate under constraints.","L1: 
L2: Logical Reasoning, Planning, Working Memory, Decision-making (minor), Attention (minor)
L3: ",L2
FACTS Benchmark Suite,https://deepmind.google/blog/facts-benchmark-suite-systematically-evaluating-the-factuality-of-large-language-models/,https://arxiv.org/abs/2512.10791,"The FACTS Benchmark Suite systematically evaluates factuality and grounding, measuring whether model outputs remain faithful to provided sources or to verifiable facts across diverse settings. It targets hallucination reduction and calibrated, evidence-consistent generation rather than only task completion.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Attention (minor)
L3: Inhibitory Control, Self-reflection (minor)",L3
SimpleQA Verified,https://www.kaggle.com/benchmarks/deepmind/simpleqa-verified,https://arxiv.org/abs/2509.07968,SimpleQA Verified is a short-form factual QA benchmark with verified answers intended to measure straightforward factual recall and reduce ambiguity in evaluation. It emphasizes accuracy on concise questions and penalizes hallucinated or overconfident incorrect responses.,"L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Working Memory (minor)
L3: Inhibitory Control (minor)",L2
Global PIQA,https://huggingface.co/datasets/mrlbenchmarks/global-piqa-nonparallel,https://arxiv.org/abs/2510.24081,"Global PIQA targets physical commonsense and everyday practical reasoning across languages, focusing on whether models can select or generate plausible actions/outcomes in real-world scenarios. It stresses grounding in intuitive physics and common human affordances rather than domain-specific trivia.","L1: Language Comprehension
L2: Logical Reasoning, Semantic Understanding & Context Recognition, Spatial Representation & Mapping (minor), Decision-making (minor)
L3: ",L2
MRCR v2 (8-needle),https://huggingface.co/datasets/openai/mrcr,https://arxiv.org/abs/2409.12640,"MRCR v2 (8-needle) evaluates long-context retrieval and multi-round coreference by placing multiple similar “needle” interactions within long “haystack” transcripts and asking the model to reproduce the correct referenced content. It stresses sustained context tracking, discriminating among similar mentions, and robustness at long sequence lengths.","L1: Language Comprehension
L2: Working Memory, Attention, Episodic Memory (minor), Planning (minor)
L3: ",L2
GDPval,https://openai.com/index/gdpval/,https://arxiv.org/abs/2510.04374,"GDPval evaluates economically meaningful professional knowledge work across many occupations by having models produce real work artifacts (e.g., slides, spreadsheets, schedules) judged against expert or professional baselines. It emphasizes end-to-end task execution quality, adherence to constraints, and usefulness in realistic workflows.","L1: Language Production
L2: Planning, Decision-making, Semantic Understanding & Context Recognition, Working Memory
L3: Self-reflection (minor)",L2
SWE-Lancer,https://openai.com/index/swe-lancer/,https://arxiv.org/abs/2502.12115,"SWE-Lancer evaluates agentic software engineering on tasks modeled after real freelancing/contract-style development work, often emphasizing practical end-to-end delivery rather than isolated coding puzzles. It probes whether an agent can scope, implement, and validate changes in a realistic engineering workflow.","L1: 
L2: Planning, Decision-making, Logical Reasoning, Working Memory, Attention (minor)
L3: Self-reflection (minor)",L2
Graphwalks,https://huggingface.co/datasets/openai/graphwalks,,"Graphwalks evaluates whether models can follow and execute graph traversal or relational reasoning tasks specified in text, requiring consistent step-by-step tracking of nodes, edges, and constraints. It is designed to stress algorithmic reasoning and state tracking rather than surface-level language completion.","L1: 
L2: Working Memory, Logical Reasoning, Attention, Planning, Spatial Representation & Mapping (minor)
L3: ",L2
Toolathon,https://toolathlon.xyz,https://arxiv.org/abs/2510.25726,"Toolathon evaluates general tool-use competence across diverse APIs and multi-step workflows, emphasizing reliability in selecting tools, formatting calls, handling tool errors, and composing results into correct outputs. It targets agentic robustness under realistic orchestration and interface variability.","L1: 
L2: Planning, Decision-making, Working Memory, Logical Reasoning, Attention (minor)
L3: Inhibitory Control (minor)",L2
HMMT,https://matharena.ai/?view=problem&comp=hmmt--hmmt_feb_2025,https://arxiv.org/abs/2505.23281,HMMT (as used in MathArena) consists of high-difficulty competition mathematics problems that require careful multi-step derivations and exact numeric answers. It stresses reliability on advanced contest-style reasoning under strict correctness grading.,"L1: 
L2: Logical Reasoning, Working Memory, Attention (minor), Planning (minor)
L3: ",L2
FrontierMath,https://epoch.ai/frontiermath,https://arxiv.org/abs/2411.04872,"FrontierMath is an expert-level mathematics benchmark designed to measure progress on problems near the research frontier, often requiring deep multi-step reasoning and tool-assisted computation in some settings. It aims to separate models that can execute routine math from those that can solve novel, difficult problems robustly.","L1: 
L2: Logical Reasoning, Working Memory, Planning, Attention (minor)
L3: Self-reflection (minor)",L2
