Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
FinanceAgent,https://www.vals.ai/benchmarks/finance_agent,,"FinanceAgent assesses tasks typical of an entry-level financial analyst, such as analysis, modeling, and producing finance-relevant deliverables using tools and documents. It emphasizes multi-step quantitative/qualitative reasoning, correct interpretation of financial context, and structured outputs.","L1: Language Production (minor)
L2: Logical Reasoning, Decision-making, Planning, Working Memory, Semantic Understanding & Context Recognition (minor)
L3: ",L2
CyberGym,https://www.cybergym.io/,https://arxiv.org/abs/2506.02548,"CyberGym evaluates cybersecurity agent skills on real-world vulnerability tasks, including identifying known issues from descriptions and discovering new vulnerabilities in open-source projects. It probes systematic reasoning about code behavior, adversarial thinking about exploitability, and tool-driven investigation workflows.","L1: 
L2: Logical Reasoning, Planning, Decision-making, Working Memory
L3: Inhibitory Control (minor)",L2
SpreadsheetBench,https://spreadsheetbench.github.io/,https://arxiv.org/abs/2406.14991,"SpreadsheetBench measures an agent’s ability to understand, edit, and compute over complex spreadsheets derived from real-world use cases. It tests accurate cell-level manipulation, formula reasoning, and producing correct artifacts through tool-assisted execution.","L1: 
L2: Logical Reasoning, Working Memory, Planning, Attention (minor)
L3: Inhibitory Control (minor)",L2
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam is a broad, frontier-level benchmark spanning difficult questions across domains (often multimodal), intended to stress advanced reasoning and knowledge integration. It rewards careful problem decomposition, robust use of tools where allowed, and accurate synthesis rather than shallow pattern matching.","L1: 
L2: Logical Reasoning, Working Memory, Semantic Understanding & Context Recognition, Planning (minor), Multisensory Integration (minor)
L3: ",L2
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,"AIME 2025 evaluates competition-style mathematics problem solving, typically requiring multi-step derivations, clever transformations, and exact final answers. It stresses algebraic and combinatorial reasoning under tight ambiguity and with minimal context.","L1: 
L2: Logical Reasoning, Working Memory, Planning (minor)
L3: ",L2
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,"GPQA Diamond is a high-quality subset of graduate-level, “Google-proof” science multiple-choice questions, designed so that superficial retrieval is less effective than deep understanding. It probes scientific reasoning, careful reading, and selecting the best-supported answer among plausible distractors.","L1: 
L2: Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory (minor)
L3: Inhibitory Control (minor)",L2
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,"MMMLU is a multilingual extension of broad academic knowledge testing across many subjects and languages, typically in multiple-choice format. It evaluates whether models can comprehend questions in diverse languages and apply domain knowledge and reasoning consistently across them.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning (minor), Working Memory (minor)
L3: ",L2
MMMU,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2311.16502,"MMMU is a multimodal benchmark covering many disciplines where models must answer questions using both images and text (e.g., charts, diagrams, photos). It emphasizes visual understanding combined with domain reasoning and grounded language responses.","L1: Visual Perception
L2: Multisensory Integration, Scene Understanding & Visual Reasoning, Logical Reasoning (minor), Working Memory (minor)
L3: ",L2
MMMU-Pro,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2409.02813,"MMMU-Pro is a more challenging, professional-grade variant of MMMU intended to better discriminate frontier multimodal reasoning ability. It emphasizes harder questions and settings that stress robust visual grounding, disciplined reasoning, and reduced reliance on shortcuts.","L1: 
L2: Multisensory Integration, Scene Understanding & Visual Reasoning, Visual Attention & Eye Movements (minor), Logical Reasoning (minor), Working Memory (minor)
L3: ",L2
LAB-Bench FigQA,https://huggingface.co/datasets/futurehouse/lab-bench,https://arxiv.org/abs/2407.10362,"LAB-Bench FigQA tests whether models can answer questions about scientific figures from biology papers, requiring careful extraction of information from plots, microscopy images, and schematic diagrams. It focuses on figure-grounded reasoning and accurate mapping between visual evidence and textual answers.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Multisensory Integration, Working Memory (minor), Logical Reasoning (minor)
L3: ",L2
WebArena,https://webarena.dev/,https://arxiv.org/abs/2307.13854,"WebArena evaluates autonomous web agents on realistic multi-step tasks across several self-hosted web applications (e-commerce, CMS, forums, code hosting, maps). It probes navigation, form filling, planning over long action sequences, and recovering from errors in dynamic interfaces.","L1: 
L2: Planning, Decision-making, Scene Understanding & Visual Reasoning, Visual Attention & Eye Movements (minor), Working Memory (minor)
L3: Inhibitory Control (minor)",L2
MathArena Apex,https://matharena.ai/?view=problem&comp=apex--apex_2025,https://arxiv.org/abs/2505.23281,"MathArena Apex is a difficult mathematics evaluation designed to compare frontier models on advanced problem sets that require extended multi-step reasoning and high precision. It emphasizes robust solution planning and execution, often benefiting from verification via computation when permitted.","L1: 
L2: Logical Reasoning, Planning, Working Memory
L3: ",L2
ScreenShot-Pro,https://gui-agent.github.io/grounding-leaderboard/,https://arxiv.org/abs/2504.07981,"ScreenShot-Pro evaluates models on understanding and reasoning over high-resolution screenshots of graphical user interfaces from professional settings. It stresses reading visual layout, identifying relevant UI elements, and answering questions that depend on spatial relationships and interface semantics.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Visual Attention & Eye Movements, Multisensory Integration (minor), Working Memory (minor)
L3: ",L2
CharXiv Reasoning,https://charxiv.github.io/,https://arxiv.org/abs/2406.18521,"CharXiv Reasoning focuses on reasoning over scientific figures (often from papers) and accompanying questions that require interpreting charts, plots, and diagrammatic evidence. It emphasizes precise visual extraction and multi-step inference grounded in the figure content.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Logical Reasoning, Working Memory (minor), Multisensory Integration (minor)
L3: ",L2
OmniDocBench 1.5,https://github.com/opendatalab/OmniDocBench,https://arxiv.org/abs/2412.07626,"OmniDocBench 1.5 evaluates document understanding and OCR-like capabilities across diverse document elements such as text, tables, formulas, and reading order. It probes whether models can accurately transcribe and structurally interpret complex documents rather than only free-form summarization.","L1: Visual Perception, Language Comprehension
L2: Visual Attention & Eye Movements, Working Memory (minor), Scene Understanding & Visual Reasoning (minor)
L3: ",L2
Video-MMMU,https://videommmu.github.io/,https://arxiv.org/abs/2501.13826,"Video-MMMU extends multimodal understanding to video, requiring models to answer questions that depend on temporal visual information and associated text. It stresses integrating cues across frames, maintaining coherence over time, and grounding answers in dynamic scenes.","L1: Visual Perception
L2: Multisensory Integration, Scene Understanding & Visual Reasoning, Working Memory, Attention (minor)
L3: ",L2
LiveCodeBench Pro,https://livecodebenchpro.com/projects/livecodebench-pro/leaderboard,https://arxiv.org/abs/2506.11928,"LiveCodeBench Pro evaluates coding ability on curated programming tasks with strong emphasis on realistic constraints and reliable grading, often reported with an Elo-style rating. It focuses on generating correct, executable solutions and adapting to varied problem types under time-like pressure.","L1: 
L2: Logical Reasoning, Working Memory, Planning
L3: Cognitive Flexibility (minor)",L2
FACTS Benchmark Suite,https://deepmind.google/blog/facts-benchmark-suite-systematically-evaluating-the-factuality-of-large-language-models/,https://arxiv.org/abs/2512.10791,"The FACTS Benchmark Suite systematically evaluates factuality, including whether models make unsupported claims, correctly attribute sources when provided, and avoid hallucinations across varied settings. It emphasizes faithful grounding to evidence and calibrated language when uncertain.","L1: 
L2: Semantic Understanding & Context Recognition, Logical Reasoning (minor)
L3: Inhibitory Control, Self-reflection (minor)",L3
SimpleQA Verified,https://www.kaggle.com/benchmarks/deepmind/simpleqa-verified,https://arxiv.org/abs/2509.07968,"SimpleQA Verified is a factual question-answering benchmark with verified ground truth, designed to measure accuracy on straightforward information-seeking queries. It emphasizes precision, avoiding fabrication, and producing concise correct answers.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition
L3: Inhibitory Control (minor)",L2
Global PIQA,https://huggingface.co/datasets/mrlbenchmarks/global-piqa-nonparallel,https://arxiv.org/abs/2510.24081,"Global PIQA evaluates physical commonsense and practical reasoning across many languages, focusing on whether models can choose plausible actions or explanations grounded in everyday physics and affordances. It stresses cross-lingual robustness and commonsense inference rather than specialized knowledge.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning (minor)
L3: Cognitive Flexibility (minor)",L2
MRCR v2 (8-needle),https://huggingface.co/datasets/openai/mrcr,https://arxiv.org/abs/2409.12640,"MRCR v2 (8-needle) is a long-context evaluation where multiple similar “needle” requests are embedded in long conversational or document “haystacks,” and the model must retrieve the correct response corresponding to a specified needle. It stresses maintaining and selecting the right context amidst distractors over very long inputs.","L1: 
L2: Working Memory, Attention, Semantic Understanding & Context Recognition (minor)
L3: Inhibitory Control",L3
GDPval,https://openai.com/index/gdpval/,https://arxiv.org/abs/2510.04374,"GDPval evaluates economically valuable, well-specified professional knowledge work across many occupations, with outputs judged against industry professionals (often via win/tie comparisons). Tasks typically require producing real work artifacts (e.g., spreadsheets, plans, presentations) and following detailed requirements reliably.","L1: Language Production
L2: Planning, Decision-making, Working Memory
L3: Inhibitory Control (minor), Self-reflection (minor)",L2
SWE-Lancer,https://openai.com/index/swe-lancer/,https://arxiv.org/abs/2502.12115,"SWE-Lancer evaluates software engineering agents on repository-level tasks that resemble professional development workflows, aiming to measure stronger end-to-end coding competence than simpler coding problems. It stresses understanding large codebases, making appropriate changes, and producing patches that integrate cleanly with project constraints.","L1: 
L2: Planning, Logical Reasoning, Working Memory, Decision-making (minor)
L3: Cognitive Flexibility (minor)",L2
Graphwalks,https://huggingface.co/datasets/openai/graphwalks,,"Graphwalks evaluates reasoning over graph-structured data, such as following specified traversals or answering queries that require multi-step movement through a graph. It emphasizes maintaining intermediate state over many steps and resisting distractor structure in long, procedural reasoning.","L1: 
L2: Logical Reasoning, Working Memory, Attention, Spatial Representation & Mapping (minor)
L3: ",L2
Toolathon,https://toolathlon.xyz,https://arxiv.org/abs/2510.25726,"Toolathon evaluates an agent’s ability to solve tasks by selecting and composing many tools across multi-step workflows, often under time/step budgets and with realistic failure modes. It stresses tool discovery, correct parameterization, error recovery, and producing a final user-facing solution.","L1: 
L2: Planning, Decision-making, Working Memory
L3: Cognitive Flexibility, Inhibitory Control (minor), Self-reflection (minor)",L3
HMMT,https://matharena.ai/?view=problem&comp=hmmt--hmmt_feb_2025,https://arxiv.org/abs/2505.23281,"HMMT (as used in MathArena-style reporting) evaluates high-end competition mathematics problems that require deep multi-step reasoning and careful algebraic or combinatorial technique. It emphasizes correctness under complexity, where small logical slips can invalidate a solution.","L1: 
L2: Logical Reasoning, Working Memory, Planning (minor)
L3: ",L2
FrontierMath,https://epoch.ai/frontiermath,https://arxiv.org/abs/2411.04872,"FrontierMath evaluates expert-level mathematics problems at the research frontier, often requiring advanced techniques and extended derivations; performance is typically reported by tier difficulty. It stresses sustained logical control, precise symbolic manipulation, and effective decomposition of very hard problems (sometimes with computational assistance when allowed).","L1: 
L2: Logical Reasoning, Working Memory, Planning
L3: Cognitive Flexibility (minor)",L2
