Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
FinanceAgent,https://www.vals.ai/benchmarks/finance_agent,,"FinanceAgent measures performance on tasks typical of an entry-level financial analyst, such as extracting and transforming financial data, performing calculations, and producing analyst-style written outputs. It emphasizes structured reasoning, numeracy, and producing correct, defensible work products from provided materials and tools.","L1: 
L2: Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory, Planning (minor), Decision-making (minor)
L3: ",L2
CyberGym,https://www.cybergym.io/,https://arxiv.org/abs/2506.02548,"CyberGym evaluates cybersecurity agents on tasks involving identifying known vulnerabilities from descriptions and, in some settings, discovering new vulnerabilities in real open-source projects. Success requires reading code, reasoning about attack surfaces, and producing correct proofs-of-concept or fixes under realistic constraints.","L1: 
L2: Logical Reasoning, Planning, Working Memory, Attention (minor)
L3: Inhibitory Control (minor)",L2
SpreadsheetBench,https://spreadsheetbench.github.io/,https://arxiv.org/abs/2406.14991,"SpreadsheetBench evaluates an agent’s ability to manipulate complex spreadsheets to solve realistic problems (e.g., cleaning, computation, formatting, and multi-sheet reasoning). It stresses structured tool use and maintaining consistency across cells, formulas, and tabular layouts.","L1: 
L2: Logical Reasoning, Working Memory, Planning, Attention (minor)
L3: ",L2
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam (HLE) is a broad, frontier-style benchmark spanning difficult academic and professional questions, often multimodal, intended to probe advanced reasoning and knowledge integration. It frequently benefits from tool use (search/code) and careful evidence-based synthesis for high accuracy.","L1: 
L2: Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory, Planning (minor), Multisensory Integration (minor)
L3: ",L2
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,"AIME 2025 evaluates competition-style mathematics problem solving drawn from the 2025 American Invitational Mathematics Examination. Problems demand multi-step derivations, algebraic manipulation, and careful handling of edge cases, with answers typically being integers.","L1: 
L2: Logical Reasoning, Working Memory, Attention (minor)
L3: ",L2
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,"GPQA Diamond is a high-quality subset of GPQA consisting of very challenging, graduate-level multiple-choice science questions curated to be difficult for non-experts. It probes deep scientific understanding and multi-step reasoning under constraints that reduce the usefulness of superficial pattern matching.","L1: 
L2: Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory (minor), Attention (minor)
L3: ",L2
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,MMMLU extends broad knowledge-and-reasoning evaluation to many non-English languages across diverse subjects. It stresses multilingual language understanding plus the ability to answer domain questions accurately across languages and cultural/linguistic contexts.,"L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning (minor), Working Memory (minor)
L3: ",L2
MMMU,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2311.16502,"MMMU evaluates multimodal understanding and reasoning across many disciplines, requiring models to answer questions grounded in images (diagrams, charts, figures) paired with text. It emphasizes extracting relevant visual evidence and integrating it with textual context to reach correct conclusions.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Multisensory Integration, Working Memory (minor), Attention (minor)
L3: ",L2
MMMU-Pro,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2409.02813,"MMMU-Pro is a harder, more rigorous variant of MMMU aimed at professional-level multimodal reasoning, often with more challenging distractors and longer contexts. It pushes robust visual-text grounding and multi-step inference rather than surface-level image captioning.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Multisensory Integration, Logical Reasoning (minor), Working Memory (minor)
L3: ",L2
LAB-Bench FigQA,https://huggingface.co/datasets/futurehouse/lab-bench,https://arxiv.org/abs/2407.10362,"LAB-Bench FigQA tests whether models can answer questions about complex scientific figures (commonly from biology papers), such as interpreting plots, panels, and experimental diagrams. It emphasizes precise visual extraction, scientific context understanding, and avoiding overconfident hallucinations about what a figure shows.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Semantic Understanding & Context Recognition, Attention (minor)
L3: Inhibitory Control (minor)",L2
WebArena,https://webarena.dev/,https://arxiv.org/abs/2307.13854,"WebArena evaluates autonomous web agents performing realistic tasks across multiple web apps (e-commerce, CMS, forums, code hosting), requiring navigation and interaction with dynamic pages. It stresses planning across many steps, grounding actions in perceived UI state, and recovering from mistakes or partial progress.","L1: 
L2: Planning, Decision-making, Visual Attention & Eye Movements, Scene Understanding & Visual Reasoning, Working Memory (minor)
L3: Inhibitory Control (minor)",L2
MathArena Apex,https://matharena.ai/?view=problem&comp=apex--apex_2025,https://arxiv.org/abs/2505.23281,"MathArena Apex is a high-difficulty math benchmark aggregating challenging problems intended to separate frontier models on advanced mathematical reasoning. It emphasizes long derivations, careful symbolic manipulation, and robustness to tricky problem structure.","L1: 
L2: Logical Reasoning, Working Memory, Attention (minor)
L3: ",L2
ScreenShot-Pro,https://gui-agent.github.io/grounding-leaderboard/,https://arxiv.org/abs/2504.07981,"ScreenShot-Pro evaluates understanding of high-resolution GUI screenshots from professional contexts, where models must answer questions that depend on reading and reasoning about interface layout and on-screen information. It stresses visually grounded reasoning about spatial relationships, UI semantics, and fine-grained details.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Visual Attention & Eye Movements, Working Memory (minor)
L3: ",L2
CharXiv Reasoning,https://charxiv.github.io/,https://arxiv.org/abs/2406.18521,"CharXiv Reasoning evaluates reasoning over scientific charts and figures (often from research papers), typically requiring quantitative reading of plots and structured interpretation of visual evidence. It often benefits from tool-assisted computation but fundamentally measures robust chart/figure understanding and inference.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Logical Reasoning, Attention (minor)
L3: ",L2
OmniDocBench 1.5,https://github.com/opendatalab/OmniDocBench,https://arxiv.org/abs/2412.07626,"OmniDocBench 1.5 evaluates document understanding and OCR-style extraction across heterogeneous content such as text, formulas, tables, and reading order. It probes whether models can preserve structure and faithfully transcribe or reconstruct documents rather than producing paraphrased summaries.","L1: Visual Perception
L2: Attention, Semantic Understanding & Context Recognition (minor), Working Memory (minor)
L3: ",L2
Video-MMMU,https://videommmu.github.io/,https://arxiv.org/abs/2501.13826,"Video-MMMU extends multimodal understanding to video, requiring models to answer questions that depend on temporal events, actions, and visual details across frames. It tests integrating information over time, maintaining relevant context, and performing video-grounded reasoning.","L1: Visual Perception
L2: Working Memory, Attention, Scene Understanding & Visual Reasoning
L3: Cognitive Timing & Predictive Modeling (minor)",L2
LiveCodeBench Pro,https://livecodebenchpro.com/projects/livecodebench-pro/leaderboard,https://arxiv.org/abs/2506.11928,"LiveCodeBench Pro measures coding ability on contemporary programming tasks designed to reduce contamination, typically emphasizing problem solving and correct code generation under realistic constraints. Scores are often reported via reliability metrics (e.g., pass@1) or skill-style ratings such as ELO.","L1: 
L2: Logical Reasoning, Working Memory, Planning (minor), Attention (minor)
L3: ",L2
FACTS Benchmark Suite,https://deepmind.google/blog/facts-benchmark-suite-systematically-evaluating-the-factuality-of-large-language-models/,https://arxiv.org/abs/2512.10791,"The FACTS Benchmark Suite systematically evaluates factuality and grounding behaviors across multiple factuality-related tasks, focusing on whether model outputs are supported and correct. It targets hallucination resistance, correct attribution, and disciplined uncertainty expression when evidence is missing.","L1: 
L2: Semantic Understanding & Context Recognition, Attention (minor)
L3: Inhibitory Control, Self-reflection",L3
SimpleQA Verified,https://www.kaggle.com/benchmarks/deepmind/simpleqa-verified,https://arxiv.org/abs/2509.07968,"SimpleQA Verified is a factual question-answering benchmark with verified answers and evaluation designed to reduce ambiguity and noise. It measures whether models can provide concise, correct answers reliably rather than fluent but unsupported responses.","L1: 
L2: Semantic Understanding & Context Recognition
L3: Inhibitory Control (minor), Self-reflection (minor)",L2
Global PIQA,https://huggingface.co/datasets/mrlbenchmarks/global-piqa-nonparallel,https://arxiv.org/abs/2510.24081,"Global PIQA evaluates commonsense and practical reasoning across many languages and locales, aiming to test whether models can generalize physical and everyday-intuition questions beyond English-centric distributions. It emphasizes robust reasoning under linguistic variation and culturally diverse phrasing.","L1: Language Comprehension
L2: Logical Reasoning, Semantic Understanding & Context Recognition (minor)
L3: Cognitive Flexibility (minor)",L2
MRCR v2 (8-needle),https://huggingface.co/datasets/openai/mrcr,https://arxiv.org/abs/2409.12640,MRCR v2 (8-needle) is a long-context multi-round co-reference/needle-in-a-haystack benchmark where multiple similar requests are embedded in lengthy conversations or documents and the model must retrieve the correct referenced response. It stresses maintaining and selectively retrieving the right piece of information amid strong distractors over very long contexts.,"L1: 
L2: Working Memory, Attention, Semantic Understanding & Context Recognition (minor), Episodic Memory (minor)
L3: ",L2
GDPval,https://openai.com/index/gdpval/,https://arxiv.org/abs/2510.04374,"GDPval evaluates well-specified professional knowledge-work tasks across many occupations, judged against industry-professional outputs (often via pairwise comparisons). It emphasizes producing real work artifacts (e.g., plans, analyses, slides/spreadsheets) with correct structure, clarity, and task adherence.","L1: Language Production
L2: Planning, Decision-making, Semantic Understanding & Context Recognition, Working Memory (minor)
L3: ",L2
SWE-Lancer,https://openai.com/index/swe-lancer/,https://arxiv.org/abs/2502.12115,"SWE-Lancer evaluates agentic software engineering in a setting closer to professional contracting, emphasizing end-to-end delivery quality and robustness under realistic constraints. It targets higher-level engineering competence beyond isolated bug fixes, including scoping, implementation, and producing acceptable patches for downstream use.","L1: 
L2: Planning, Decision-making, Logical Reasoning, Working Memory
L3: Inhibitory Control (minor)",L2
Graphwalks,https://huggingface.co/datasets/openai/graphwalks,,"Graphwalks evaluates long-context reasoning over graph-structured data, where models must follow paths, perform multi-step traversals, and answer queries that require consistent graph navigation. It stresses systematic state tracking over many steps and resistance to distraction from near-miss nodes or edges.","L1: 
L2: Logical Reasoning, Working Memory, Attention, Spatial Representation & Mapping (minor)
L3: ",L2
Toolathon,https://toolathlon.xyz,https://arxiv.org/abs/2510.25726,"Toolathon evaluates tool-using agents across diverse tool ecosystems, focusing on selecting the right tools, calling them correctly, and composing multi-step workflows. It emphasizes robustness to tool errors, correct parameterization, and coherent integration of intermediate results into a final answer.","L1: 
L2: Planning, Decision-making, Working Memory
L3: Inhibitory Control (minor), Self-reflection (minor)",L2
HMMT,https://matharena.ai/?view=problem&comp=hmmt--hmmt_feb_2025,https://arxiv.org/abs/2505.23281,"HMMT is a competition-math benchmark derived from Harvard-MIT Mathematics Tournament problems, designed to be challenging and reasoning-heavy. It emphasizes multi-step proof-like thinking, careful algebra/number theory/combinatorics reasoning, and precise final answers.","L1: 
L2: Logical Reasoning, Working Memory, Attention (minor)
L3: ",L2
FrontierMath,https://epoch.ai/frontiermath,https://arxiv.org/abs/2411.04872,"FrontierMath is an expert-level mathematics benchmark aimed at measuring progress near the frontier of formal and informal mathematical problem solving. It emphasizes difficult, multi-step reasoning, often benefiting from tool-assisted computation while still requiring correct problem decomposition and mathematical insight.","L1: 
L2: Logical Reasoning, Working Memory, Planning (minor), Attention (minor)
L3: ",L2
