Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
FinanceAgent,https://www.vals.ai/benchmarks/finance_agent,,"FinanceAgent assesses agentic competence on tasks typical of an entry-level financial analyst, such as analysis, modeling, and producing finance artifacts with appropriate assumptions and structure. It emphasizes multi-step reasoning over numbers and documents, and reliable execution of domain workflows rather than isolated Q&A.","L1: 
L2: Logical Reasoning, Planning, Decision-making, Working Memory, Semantic Understanding & Context Recognition (minor)
L3: ",L2
CyberGym,https://www.cybergym.io/,https://arxiv.org/abs/2506.02548,"CyberGym evaluates cybersecurity agents on real vulnerability discovery and vulnerability reproduction tasks in open-source projects, often requiring codebase navigation and exploit reasoning. It measures whether models can translate high-level vulnerability descriptions into concrete findings or patches and can operate reliably across many diverse targets.","L1: 
L2: Logical Reasoning, Planning, Working Memory, Attention (minor)
L3: Cognitive Flexibility (minor)",L2
SpreadsheetBench,https://spreadsheetbench.github.io/,https://arxiv.org/abs/2406.14991,"SpreadsheetBench evaluates the ability to understand, edit, and compute over complex spreadsheets derived from realistic use cases. Tasks require locating relevant cells/tables, applying formulas or transformations, and maintaining consistency across interconnected spreadsheet structures.","L1: 
L2: Planning, Working Memory, Logical Reasoning, Attention, Semantic Understanding & Context Recognition (minor)
L3: ",L2
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam (HLE) is a large, frontier-level benchmark intended to probe broad expert knowledge and multi-step reasoning across domains, often with multimodal components. It is designed to be difficult to solve via shallow pattern matching, rewarding careful reasoning and (in tool-enabled settings) evidence-based problem solving.","L1: 
L2: Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory, Multisensory Integration (minor), Planning (minor)
L3: ",L2
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,"AIME 2025 is a set of contest mathematics problems drawn from the American Invitational Mathematics Examination, emphasizing structured problem solving under competition-style constraints. It primarily measures multi-step symbolic reasoning, algebraic manipulation, and careful handling of edge cases.","L1: 
L2: Logical Reasoning, Working Memory, Planning (minor), Attention (minor)
L3: ",L2
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,"GPQA Diamond is a high-quality subset of GPQA consisting of difficult graduate-level multiple-choice questions in biology, chemistry, and physics that are designed to be resistant to simple web search. It emphasizes deep conceptual understanding and multi-step scientific reasoning rather than memorized trivia.","L1: 
L2: Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory (minor), Decision-making (minor)
L3: ",L2
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,"MMMLU extends MMLU-style broad academic evaluation to multiple languages, measuring knowledge and reasoning across many subjects under multilingual prompting. It emphasizes robust language understanding plus consistent subject-matter reasoning across linguistic contexts.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning (minor)
L3: Cognitive Flexibility (minor)",L2
MMMU,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2311.16502,"MMMU is a multidisciplinary multimodal benchmark requiring models to answer questions that combine text with images (e.g., diagrams, charts, figures) across many expert domains. It tests whether a model can integrate visual evidence with domain knowledge to produce correct, grounded answers.","L1: Visual Perception
L2: Multisensory Integration, Scene Understanding & Visual Reasoning, Semantic Understanding & Context Recognition (minor), Working Memory (minor)
L3: ",L2
MMMU-Pro,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2409.02813,"MMMU-Pro is a more challenging variant of MMMU intended to better differentiate frontier multimodal models, typically using harder questions and/or more demanding evaluation protocols. It stresses fine-grained visual reasoning, cross-domain knowledge, and robustness to misleading distractors in multimodal settings.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Multisensory Integration, Attention (minor), Logical Reasoning (minor)
L3: ",L2
LAB-Bench FigQA,https://huggingface.co/datasets/futurehouse/lab-bench,https://arxiv.org/abs/2407.10362,"LAB-Bench FigQA tests whether models can correctly interpret scientific figures from biology papers, often requiring reading plots, panels, and legends and connecting them to scientific questions. It emphasizes visual evidence extraction plus domain reasoning about experimental context and conclusions.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Semantic Understanding & Context Recognition, Logical Reasoning (minor), Attention (minor)
L3: ",L2
WebArena,https://webarena.dev/,https://arxiv.org/abs/2307.13854,"WebArena evaluates autonomous web agents performing realistic tasks across multiple web applications (shopping, CMS, forums, code hosting, maps). It stresses multi-step navigation, form filling, and robust action sequencing under dynamic web state and partial observability.","L1: 
L2: Planning, Decision-making, Visual Attention & Eye Movements, Scene Understanding & Visual Reasoning (minor), Working Memory (minor)
L3: Cognitive Flexibility",L3
MathArena Apex,https://matharena.ai/?view=problem&comp=apex--apex_2025,https://arxiv.org/abs/2505.23281,"MathArena Apex is a competitive mathematics benchmark and evaluation platform that aggregates difficult problems and reports model performance under standardized settings. It emphasizes advanced multi-step reasoning, precise calculation, and disciplined solution construction across diverse math topics.","L1: 
L2: Logical Reasoning, Working Memory, Planning (minor), Attention (minor)
L3: ",L2
ScreenShot-Pro,https://gui-agent.github.io/grounding-leaderboard/,https://arxiv.org/abs/2504.07981,"ScreenShot-Pro evaluates GUI understanding from high-resolution screenshots, asking models to interpret interfaces and answer questions or identify actionable elements. It emphasizes spatial/layout understanding, recognizing UI affordances, and mapping visual evidence to correct, grounded outputs.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Visual Attention & Eye Movements, Decision-making (minor), Sensorimotor Coordination (minor)
L3: ",L2
CharXiv Reasoning,https://charxiv.github.io/,https://arxiv.org/abs/2406.18521,"CharXiv Reasoning evaluates understanding and reasoning over scientific paper figures and associated context, often requiring extracting quantitative or relational information from charts and diagrams. It stresses combining visual interpretation with structured reasoning to answer questions that go beyond surface caption reading.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Logical Reasoning, Multisensory Integration (minor), Working Memory (minor)
L3: ",L2
OmniDocBench 1.5,https://github.com/opendatalab/OmniDocBench,https://arxiv.org/abs/2412.07626,"OmniDocBench 1.5 evaluates document understanding and OCR across diverse layouts, including text blocks, formulas, tables, and reading order. It measures whether models can recover accurate content and structure from complex documents rather than plain images or clean text.","L1: Visual Perception, Language Comprehension
L2: Attention, Working Memory (minor), Scene Understanding & Visual Reasoning (minor)
L3: ",L2
Video-MMMU,https://videommmu.github.io/,https://arxiv.org/abs/2501.13826,"Video-MMMU extends multimodal understanding to video, requiring temporal integration of visual information and text to answer questions about events, actions, and context. It stresses reasoning over sequences, maintaining coherence across frames, and using evidence distributed across time.","L1: Visual Perception
L2: Multisensory Integration, Scene Understanding & Visual Reasoning, Working Memory, Attention (minor)
L3: Cognitive Timing & Predictive Modeling (minor)",L2
LiveCodeBench Pro,https://livecodebenchpro.com/projects/livecodebench-pro/leaderboard,https://arxiv.org/abs/2506.11928,"LiveCodeBench Pro evaluates competitive-programming and practical coding tasks under controlled, contamination-aware splits and modern problem sets. It measures whether models can produce correct programs (often under hidden tests), requiring algorithm selection, implementation, and debugging discipline.","L1: 
L2: Logical Reasoning, Planning, Working Memory
L3: Cognitive Flexibility (minor), Inhibitory Control (minor)",L2
FACTS Benchmark Suite,https://deepmind.google/blog/facts-benchmark-suite-systematically-evaluating-the-factuality-of-large-language-models/,https://arxiv.org/abs/2512.10791,"The FACTS Benchmark Suite is a collection designed to systematically evaluate factuality-related behavior in language models, including truthfulness, attribution, and susceptibility to generating unsupported claims. It emphasizes maintaining factual consistency and appropriately handling uncertainty or missing information.","L1: Language Comprehension (minor)
L2: Semantic Understanding & Context Recognition
L3: Inhibitory Control, Self-reflection (minor)",L3
SimpleQA Verified,https://www.kaggle.com/benchmarks/deepmind/simpleqa-verified,https://arxiv.org/abs/2509.07968,"SimpleQA Verified evaluates factual question answering with an emphasis on verifiable, objectively checkable answers and reliable grading. It measures whether models can produce concise correct responses and resist hallucinating when uncertain.","L1: Language Comprehension (minor)
L2: Semantic Understanding & Context Recognition
L3: Inhibitory Control, Self-reflection (minor)",L3
Global PIQA,https://huggingface.co/datasets/mrlbenchmarks/global-piqa-nonparallel,https://arxiv.org/abs/2510.24081,"Global PIQA evaluates practical physical commonsense and procedural reasoning across languages and cultures, typically framed as choosing plausible solutions/actions in everyday situations. It probes whether models have robust intuitive physics and action-outcome understanding rather than narrow academic knowledge.","L1: 
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Decision-making (minor)
L3: Cognitive Flexibility (minor)",L2
MRCR v2 (8-needle),https://huggingface.co/datasets/openai/mrcr,https://arxiv.org/abs/2409.12640,"MRCR v2 (8-needle) is a long-context evaluation where multiple similar “needle” items are embedded within lengthy “haystack” conversations or documents, and the model must retrieve and reproduce the correct referenced content. It stresses accurate integration and retrieval over long spans with many confusable distractors.","L1: 
L2: Working Memory, Attention, Semantic Understanding & Context Recognition (minor), Episodic Memory (minor)
L3: ",L2
GDPval,https://openai.com/index/gdpval/,https://arxiv.org/abs/2510.04374,"GDPval evaluates economically valuable, well-specified knowledge work across many occupations by judging the quality of produced work artifacts (e.g., spreadsheets, presentations, schedules, analyses) against professional standards. It emphasizes end-to-end execution quality, including structure, correctness, and adherence to requirements rather than only answering questions.","L1: Language Production
L2: Planning, Decision-making, Working Memory (minor)
L3: Self-reflection (minor)",L2
SWE-Lancer,https://openai.com/index/swe-lancer/,https://arxiv.org/abs/2502.12115,"SWE-Lancer evaluates software engineering capability on tasks meant to reflect realistic engineering work and longer-horizon repository modifications, often emphasizing robustness, specification-following, and practical patch quality. It aims to capture aspects of professional SWE beyond short coding puzzles, such as integrating changes cleanly and handling project constraints.","L1: 
L2: Planning, Logical Reasoning, Working Memory, Decision-making (minor)
L3: Cognitive Flexibility (minor)",L2
Graphwalks,https://huggingface.co/datasets/openai/graphwalks,,"Graphwalks evaluates reasoning over graph-structured data, such as following edges, answering reachability or parent/neighbor queries, and executing algorithmic traversals from textual descriptions. It stresses precise multi-step state tracking across many nodes/relations, especially under long-context or distractor-heavy setups.","L1: 
L2: Working Memory, Logical Reasoning, Attention (minor), Spatial Representation & Mapping (minor)
L3: ",L2
Toolathon,https://toolathlon.xyz,https://arxiv.org/abs/2510.25726,"Toolathon evaluates multi-tool agent competence on tasks requiring selecting appropriate tools, calling them with correct parameters, and composing results into a final answer. It emphasizes tool-use reliability across heterogeneous APIs, including handling errors, retries, and dependency ordering among tool calls.","L1: 
L2: Planning, Decision-making, Working Memory, Attention (minor)
L3: Cognitive Flexibility",L3
HMMT,https://matharena.ai/?view=problem&comp=hmmt--hmmt_feb_2025,https://arxiv.org/abs/2505.23281,HMMT (Harvard-MIT Mathematics Tournament) problems in this setting provide challenging competition math questions that stress inventive multi-step reasoning and careful symbolic manipulation. Performance depends on constructing correct solution plans and maintaining precision through many dependent steps.,"L1: 
L2: Logical Reasoning, Working Memory, Planning (minor), Attention (minor)
L3: ",L2
FrontierMath,https://epoch.ai/frontiermath,https://arxiv.org/abs/2411.04872,"FrontierMath is an expert-level mathematics evaluation intended to probe the limits of advanced reasoning on difficult problems, often beyond standard contest difficulty. It stresses deep multi-step derivations, precise quantitative reasoning, and the ability to avoid subtle logical or algebraic errors over long solution chains.","L1: 
L2: Logical Reasoning, Working Memory, Planning
L3: Inhibitory Control (minor)",L2
