Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
FinanceAgent,https://www.vals.ai/benchmarks/finance_agent,,"FinanceAgent evaluates capabilities expected of an entry-level financial analyst, such as interpreting financial documents, performing calculations, building analyses, and producing professional narratives or artifacts. It typically stresses multi-step quantitative reasoning, attention to constraints, and producing decision-relevant outputs.","L1: Language Production (minor)
L2: Logical Reasoning, Planning, Decision-making, Working Memory, Semantic Understanding & Context Recognition
L3: ",L2
CyberGym,https://www.cybergym.io/,https://arxiv.org/abs/2506.02548,"CyberGym evaluates cybersecurity agent skills on real software vulnerability tasks, including identifying known issues from descriptions and, in some settings, discovering new vulnerabilities. It probes the ability to reason about codebases, reproduce exploitation conditions, and iteratively test hypotheses using tooling and feedback.","L1: 
L2: Logical Reasoning, Planning, Working Memory, Adaptive Error Correction, Decision-making (minor), Attention (minor)
L3: ",L2
SpreadsheetBench,https://spreadsheetbench.github.io/,https://arxiv.org/abs/2406.14991,"SpreadsheetBench tests whether models can navigate and manipulate complex spreadsheets (often using tools such as Python libraries or office software) to answer questions or produce correct transformed files. It stresses structured operations, careful referencing across cells/sheets, and error-free execution of multi-step transformations.","L1: Language Comprehension (minor)
L2: Working Memory, Planning, Logical Reasoning, Attention, Adaptive Error Correction (minor)
L3: ",L2
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam (HLE) is a broad, frontier-knowledge benchmark with many difficult questions spanning disciplines, often including multimodal inputs. It aims to test advanced reasoning and knowledge synthesis, sometimes with optional tool use (e.g., search or code) depending on the evaluation setting.","L1: 
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory, Multisensory Integration (minor), Scene Understanding & Visual Reasoning (minor), Planning (minor)
L3: ",L2
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,"AIME 2025 evaluates competition-style mathematics problem solving using questions from the American Invitational Mathematics Examination. It emphasizes multi-step derivations, algebraic manipulation, and careful handling of constraints under a limited-output answer format.","L1: 
L2: Logical Reasoning, Working Memory, Planning (minor)
L3: Inhibitory Control (minor)",L2
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,"GPQA Diamond is a challenging multiple-choice science benchmark designed to be “Google-proof,” with questions that are hard for non-experts but answerable by domain experts. The Diamond subset is curated for quality and difficulty, testing deep scientific reasoning rather than superficial recall.","L1: 
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory (minor), Decision-making (minor)
L3: ",L2
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,"MMMLU is the multilingual extension of MMLU, evaluating knowledge and reasoning across many subjects and multiple non-English languages. It stresses cross-lingual understanding of academic content and the ability to select correct answers consistently across languages.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning (minor), Working Memory (minor)
L3: ",L2
MMMU,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2311.16502,"MMMU is a multimodal benchmark spanning many disciplines where models must answer questions that require integrating text with images (charts, diagrams, photos, screenshots). It focuses on expert-level multimodal reasoning, including extracting relevant visual details and combining them with domain knowledge.","L1: Visual Perception
L2: Multisensory Integration, Scene Understanding & Visual Reasoning, Logical Reasoning, Working Memory (minor)
L3: ",L2
MMMU-Pro,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2409.02813,"MMMU-Pro is a more difficult, more reliable variant of MMMU intended to better separate top multimodal models by using harder questions and improved curation/grading. It increases demands on fine-grained visual understanding and multi-step reasoning over technical images and diagrams.","L1: Visual Perception
L2: Multisensory Integration, Scene Understanding & Visual Reasoning, Logical Reasoning, Attention (minor), Working Memory (minor)
L3: ",L2
LAB-Bench FigQA,https://huggingface.co/datasets/futurehouse/lab-bench,https://arxiv.org/abs/2407.10362,LAB-Bench FigQA evaluates whether models can correctly interpret complex scientific figures from biology papers and answer questions grounded in those figures. It stresses extracting quantitative and categorical information from plots and schematics and aligning answers with scientific context.,"L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Semantic Understanding & Context Recognition, Logical Reasoning, Attention
L3: ",L2
WebArena,https://webarena.dev/,https://arxiv.org/abs/2307.13854,"WebArena evaluates autonomous web agents completing realistic tasks across several web applications (e-commerce, content management, collaboration) using browser interactions. Tasks require multi-step navigation, form filling, and state tracking, often under partial observability and dynamic page changes.","L1: Visual Perception
L2: Planning, Decision-making, Visual Attention & Eye Movements, Working Memory
L3: Inhibitory Control (minor)",L2
MathArena Apex,https://matharena.ai/?view=problem&comp=apex--apex_2025,https://arxiv.org/abs/2505.23281,"MathArena Apex is a high-difficulty math evaluation collecting advanced problems intended to stress deep multi-step reasoning and accuracy, often beyond standard competition levels. It is commonly used to compare frontier models’ mathematical problem-solving, sometimes with tool-optional tracks depending on the platform setup.","L1: 
L2: Logical Reasoning, Working Memory, Planning
L3: Cognitive Flexibility (minor)",L2
ScreenShot-Pro,https://gui-agent.github.io/grounding-leaderboard/,https://arxiv.org/abs/2504.07981,"ScreenShot-Pro evaluates visual grounding and GUI understanding from high-resolution screenshots, requiring models to identify interface elements, interpret layouts, and answer questions or take actions based on the screen. It targets real-world UI reasoning where small visual details and spatial relations are critical.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Visual Attention & Eye Movements, Working Memory (minor), Spatial Representation & Mapping (minor)
L3: ",L2
CharXiv Reasoning,https://charxiv.github.io/,https://arxiv.org/abs/2406.18521,"CharXiv Reasoning tests reasoning over figures (often charts/plots) from scientific papers, requiring models to extract visual evidence and answer questions that may involve quantitative interpretation. Many evaluation settings allow a Python tool, emphasizing rigorous analysis rather than purely verbal interpretation.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Logical Reasoning, Working Memory (minor), Semantic Understanding & Context Recognition (minor)
L3: ",L2
OmniDocBench 1.5,https://github.com/opendatalab/OmniDocBench,https://arxiv.org/abs/2412.07626,"OmniDocBench 1.5 evaluates document understanding and OCR-style extraction across varied document content such as text, formulas, tables, and reading order. It stresses faithful transcription/structuring and robustness to diverse layouts, requiring models to maintain consistent outputs under complex formatting.","L1: Visual Perception, Language Production (minor)
L2: Attention, Scene Understanding & Visual Reasoning, Working Memory (minor)
L3: ",L2
Video-MMMU,https://videommmu.github.io/,https://arxiv.org/abs/2501.13826,"Video-MMMU extends multimodal understanding to video, requiring models to answer questions about events, actions, and temporal relationships across frames. It probes whether models can integrate information over time and connect visual evidence with text-based reasoning and knowledge.","L1: Visual Perception
L2: Attention, Working Memory, Scene Understanding & Visual Reasoning, Multisensory Integration (minor), Planning (minor)
L3: ",L2
LiveCodeBench Pro,https://livecodebenchpro.com/projects/livecodebench-pro/leaderboard,https://arxiv.org/abs/2506.11928,LiveCodeBench Pro evaluates coding ability on competitive-programming-style tasks curated to reduce contamination and reflect current difficulty. Models must generate correct programs (often under strict time/memory constraints) and are typically scored by automated test suites and leaderboard-style ratings.,"L1: Language Production (minor)
L2: Logical Reasoning, Planning, Working Memory, Adaptive Error Correction (minor)
L3: ",L2
FACTS Benchmark Suite,https://deepmind.google/blog/facts-benchmark-suite-systematically-evaluating-the-factuality-of-large-language-models/,https://arxiv.org/abs/2512.10791,"FACTS Benchmark Suite systematically evaluates factuality, including whether model outputs are correct, appropriately grounded, and resistant to hallucination across multiple tasks. It emphasizes calibrated truthfulness under uncertainty and faithful use of provided sources when applicable.","L1: 
L2: Semantic Understanding & Context Recognition, Working Memory (minor), Logical Reasoning (minor)
L3: Inhibitory Control, Self-reflection",L3
SimpleQA Verified,https://www.kaggle.com/benchmarks/deepmind/simpleqa-verified,https://arxiv.org/abs/2509.07968,"SimpleQA Verified is a short-form factual QA benchmark with verified answers, designed to measure precision on straightforward knowledge questions with minimal ambiguity. It focuses on correctness and robustness to common hallucination patterns rather than long reasoning chains.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Working Memory (minor)
L3: Inhibitory Control (minor)",L2
Global PIQA,https://huggingface.co/datasets/mrlbenchmarks/global-piqa-nonparallel,https://arxiv.org/abs/2510.24081,"Global PIQA evaluates grounded commonsense and physical reasoning across many languages and culturally diverse contexts, typically framed as selecting or generating plausible actions/solutions. It targets generalization of “practical intelligence” beyond English-centric datasets.","L1: Language Comprehension
L2: Logical Reasoning, Semantic Understanding & Context Recognition, Spatial Representation & Mapping (minor), Working Memory (minor)
L3: ",L2
MRCR v2 (8-needle),https://huggingface.co/datasets/openai/mrcr,https://arxiv.org/abs/2409.12640,"MRCR v2 (8-needle) is a long-context evaluation for multi-round coreference resolution where repeated, similar “needle” requests are embedded in large “haystack” dialogues or documents. The model must retrieve and reproduce the correct earlier response corresponding to a specific needle, stressing precise long-range dependency tracking.","L1: Language Comprehension
L2: Working Memory, Attention, Semantic Understanding & Context Recognition
L3: Inhibitory Control (minor)",L2
GDPval,https://openai.com/index/gdpval/,https://arxiv.org/abs/2510.04374,"GDPval measures performance on well-specified professional knowledge-work tasks spanning many occupations, judged by expert humans via pairwise comparisons (win/tie/loss). Tasks often require producing real work artifacts (e.g., plans, analyses, presentations/spreadsheets), emphasizing end-to-end usefulness and execution quality.","L1: Language Production
L2: Planning, Decision-making, Working Memory, Semantic Understanding & Context Recognition
L3: Self-reflection (minor)",L2
SWE-Lancer,https://openai.com/index/swe-lancer/,https://arxiv.org/abs/2502.12115,"SWE-Lancer evaluates agentic software engineering in a more open-ended, “contractor-like” setting where models must complete realistic coding tasks and deliver working changes under practical constraints. It targets end-to-end development competence, including reading repos, making correct edits, and validating outcomes.","L1: Language Comprehension (minor)
L2: Planning, Decision-making, Logical Reasoning, Working Memory, Adaptive Error Correction (minor)
L3: ",L2
Graphwalks,https://huggingface.co/datasets/openai/graphwalks,,"Graphwalks tests structured reasoning over graph-structured data presented in text form, such as walking edges, tracking parent/neighbor relations, or executing traversal-like queries at scale. It is designed to stress multi-step symbolic-style computation over long contexts where small mistakes cascade.","L1: 
L2: Logical Reasoning, Working Memory, Attention, Spatial Representation & Mapping, Planning (minor)
L3: ",L2
Toolathon,https://toolathlon.xyz,https://arxiv.org/abs/2510.25726,"Toolathon evaluates tool-using agents on diverse tasks requiring correct tool selection, parameterization, sequencing, and synthesis of results into a final answer. It is intended to measure practical orchestration competence across heterogeneous tools rather than single-domain expertise.","L1: 
L2: Planning, Decision-making, Working Memory, Logical Reasoning (minor)
L3: Self-reflection (minor), Inhibitory Control (minor)",L2
HMMT,https://matharena.ai/?view=problem&comp=hmmt--hmmt_feb_2025,https://arxiv.org/abs/2505.23281,"HMMT evaluates high-school/early-undergraduate competition mathematics problem solving using contest questions (e.g., Harvard-MIT Mathematics Tournament). It emphasizes inventive multi-step reasoning, tight constraint handling, and producing exact final answers under time-like difficulty pressure.","L1: 
L2: Logical Reasoning, Working Memory, Planning
L3: Cognitive Flexibility (minor)",L2
FrontierMath,https://epoch.ai/frontiermath,https://arxiv.org/abs/2411.04872,"FrontierMath is a research-grade mathematics benchmark targeting advanced problem solving beyond typical competition sets, with tiered difficulty that includes problems near the frontier of current model capability. It is used to evaluate whether models can sustain long, correct derivations and, in tool-enabled settings, correctly integrate computation with proof-level reasoning.","L1: 
L2: Logical Reasoning, Planning, Working Memory
L3: Cognitive Flexibility, Inhibitory Control (minor)",L3
