Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,"GPQA Diamond is a high-quality subset of the GPQA science benchmark consisting of difficult multiple-choice questions intended to be “Google-proof” and to require expert-level reasoning. It targets deep understanding across physics, chemistry, and biology rather than rote recall.","L1: 
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory, Attention (minor)
L3: ",L2
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,MMMLU is a multilingual extension of MMLU that measures broad academic knowledge and reasoning across many subjects and multiple non-English languages. It primarily assesses whether models can comprehend questions in diverse languages and select correct answers consistently.,"L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning (minor), Working Memory (minor)
L3: ",L2
MMMU,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2311.16502,"MMMU is a multimodal benchmark spanning many disciplines where models must answer questions that combine images (diagrams, charts, photos) with text. It emphasizes grounding, visual understanding, and cross-domain reasoning under multimodal inputs.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Multisensory Integration, Logical Reasoning, Visual Attention & Eye Movements (minor)
L3: ",L2
MMMU-Pro,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2409.02813,"MMMU-Pro is a harder, more discriminative variant of MMMU intended to better separate frontier models on challenging multimodal reasoning. It typically increases difficulty via more complex visuals, stronger distractors, or more demanding reasoning chains compared with the original benchmark.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Multisensory Integration, Logical Reasoning, Working Memory (minor)
L3: ",L2
LAB-Bench FigQA,https://huggingface.co/datasets/futurehouse/lab-bench,https://arxiv.org/abs/2407.10362,"LAB-Bench FigQA evaluates whether models can interpret and answer questions about complex scientific figures from biology papers, often requiring reading plots, legends, and experimental schematics. It targets practical scientific visual reasoning rather than generic image captioning.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Semantic Understanding & Context Recognition, Attention (minor), Working Memory (minor)
L3: ",L2
WebArena,https://webarena.dev/,https://arxiv.org/abs/2307.13854,"WebArena evaluates autonomous web agents performing realistic tasks across multiple websites (e-commerce, forums, CMS, code hosting) using interactive browsing actions. Success requires navigating dynamic interfaces, tracking subgoals, and executing long action sequences reliably.","L1: Visual Perception
L2: Visual Attention & Eye Movements, Planning, Decision-making, Working Memory
L3: Inhibitory Control (minor)",L2
MathArena Apex,https://matharena.ai/?view=problem&comp=apex--apex_2025,https://arxiv.org/abs/2505.23281,"MathArena Apex is a competition-style mathematics evaluation designed to stress advanced problem solving beyond standard exam difficulty, often using curated sets and rigorous grading. It focuses on deep multi-step reasoning, careful case handling, and exactness.","L1: 
L2: Logical Reasoning, Working Memory, Attention (minor), Planning (minor)
L3: ",L2
ScreenShot-Pro,https://gui-agent.github.io/grounding-leaderboard/,https://arxiv.org/abs/2504.07981,"ScreenShot-Pro evaluates models on understanding and acting on high-resolution GUI screenshots from professional software contexts, often involving interpreting controls, layout, and embedded text. It emphasizes visual grounding and accurate reasoning about interface state and affordances.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Visual Attention & Eye Movements, Multisensory Integration (minor), Working Memory (minor)
L3: ",L2
CharXiv Reasoning,https://charxiv.github.io/,https://arxiv.org/abs/2406.18521,"CharXiv Reasoning tests reasoning over scientific figures and charts from papers, emphasizing quantitative and relational interpretation (e.g., trends, comparisons, experimental conditions). It evaluates whether models can extract evidence from visuals and integrate it into correct answers.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Logical Reasoning, Attention (minor), Working Memory (minor)
L3: ",L2
OmniDocBench 1.5,https://github.com/opendatalab/OmniDocBench,https://arxiv.org/abs/2412.07626,"OmniDocBench 1.5 evaluates document understanding and OCR-like extraction across heterogeneous content such as text, tables, formulas, and reading order. It stresses robust parsing of structured layouts and faithful reproduction of document content.","L1: Visual Perception, Language Production (minor)
L2: Scene Understanding & Visual Reasoning, Attention, Working Memory (minor)
L3: ",L2
Video-MMMU,https://videommmu.github.io/,https://arxiv.org/abs/2501.13826,"Video-MMMU extends multimodal understanding to the video domain, requiring models to answer questions that depend on temporal context, events, and visual details across frames. It tests whether models can integrate evolving visual information with text-based reasoning.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Multisensory Integration, Working Memory, Attention (minor)
L3: ",L2
LiveCodeBench Pro,https://livecodebenchpro.com/projects/livecodebench-pro/leaderboard,https://arxiv.org/abs/2506.11928,"LiveCodeBench Pro evaluates coding ability on up-to-date programming problems with competitive-style scoring (often reported as an ELO), designed to reduce leakage and better reflect current coding performance. It emphasizes writing correct, efficient code under test-driven evaluation.","L1: 
L2: Logical Reasoning, Working Memory, Planning, Attention (minor)
L3: ",L2
FACTS Benchmark Suite,https://deepmind.google/blog/facts-benchmark-suite-systematically-evaluating-the-factuality-of-large-language-models/,https://arxiv.org/abs/2512.10791,"The FACTS Benchmark Suite systematically evaluates factuality and grounding across multiple factuality-related tasks, aiming to measure whether model outputs are accurate, supported, and appropriately calibrated. It targets hallucination reduction and faithful use of provided evidence when applicable.","L1: 
L2: Semantic Understanding & Context Recognition, Attention (minor)
L3: Inhibitory Control, Self-reflection",L3
SimpleQA Verified,https://www.kaggle.com/benchmarks/deepmind/simpleqa-verified,https://arxiv.org/abs/2509.07968,"SimpleQA Verified is a factual question answering benchmark with verification procedures intended to ensure reliable ground truth and reduce ambiguous or disputed items. It is used to measure how often models give correct, concise factual answers and avoid confident errors.","L1: Language Comprehension (minor)
L2: Semantic Understanding & Context Recognition
L3: Inhibitory Control, Self-reflection (minor)",L3
Global PIQA,https://huggingface.co/datasets/mrlbenchmarks/global-piqa-nonparallel,https://arxiv.org/abs/2510.24081,"Global PIQA evaluates physical commonsense and practical reasoning across many languages and cultural contexts, often focusing on everyday situations and plausible actions. It tests whether models maintain commonsense robustness beyond English-centric distributions.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning
L3: Cognitive Flexibility (minor)",L2
MRCR v2 (8-needle),https://huggingface.co/datasets/openai/mrcr,https://arxiv.org/abs/2409.12640,"MRCR v2 (8-needle) is a long-context evaluation where multiple similar “needle” requests are embedded across long conversations or documents, and models must retrieve and reproduce the correct response associated with a particular needle. The 8-needle setting increases interference, stressing robust context tracking and retrieval across length.","L1: Language Comprehension
L2: Working Memory, Attention
L3: Inhibitory Control (minor)",L2
GDPval,https://openai.com/index/gdpval/,https://arxiv.org/abs/2510.04374,"GDPval evaluates economically valuable professional knowledge work by having models produce real work artifacts (e.g., slides, spreadsheets, plans) judged by expert humans across many occupations. It emphasizes end-to-end task execution quality, including structure, correctness, and usefulness under realistic constraints.","L1: Language Production
L2: Planning, Decision-making, Working Memory, Attention (minor)
L3: Self-reflection (minor)",L2
SWE-Lancer,https://openai.com/index/swe-lancer/,https://arxiv.org/abs/2502.12115,"SWE-Lancer evaluates software-engineering work in a more end-to-end, professional style, often including tasks like implementing features, fixing bugs, and producing changes consistent with repo norms and tests. It aims to reflect the kind of sustained engineering contribution expected in real development workflows.","L1: 
L2: Planning, Logical Reasoning, Decision-making, Working Memory
L3: Inhibitory Control (minor)",L2
Graphwalks,https://huggingface.co/datasets/openai/graphwalks,,"Graphwalks tests reasoning over graph-structured data, such as following edges, answering reachability or parent/ancestor queries, and maintaining correctness over long sequences. It stresses systematic traversal-like reasoning that can be viewed as a structured analogue of navigation in abstract spaces.","L1: 
L2: Spatial Representation & Mapping, Logical Reasoning, Working Memory, Attention (minor)
L3: ",L2
Toolathon,https://toolathlon.xyz,https://arxiv.org/abs/2510.25726,"Toolathon evaluates general tool-use competence across diverse tools and tasks, emphasizing selecting the right tool, calling it correctly, and composing multi-step tool chains to reach a goal. It is intended to measure robustness of agentic tool use beyond single-API demonstrations.","L1: 
L2: Planning, Decision-making, Working Memory
L3: Cognitive Flexibility, Inhibitory Control (minor)",L3
HMMT,https://matharena.ai/?view=problem&comp=hmmt--hmmt_feb_2025,https://arxiv.org/abs/2505.23281,"HMMT evaluates high-end contest mathematics problems (e.g., from Harvard-MIT Mathematics Tournament settings), typically requiring nontrivial insight and multi-step derivations. It stresses careful symbolic reasoning and resilience to traps or misleading heuristics.","L1: 
L2: Logical Reasoning, Working Memory, Attention (minor)
L3: ",L2
FrontierMath,https://epoch.ai/frontiermath,https://arxiv.org/abs/2411.04872,"FrontierMath is an expert-level mathematics benchmark designed to probe the boundary of current model capability on advanced problems, often requiring long, precise reasoning and (in tool-enabled settings) correct computational assistance. It aims to be challenging, diverse, and resistant to superficial pattern matching.","L1: 
L2: Logical Reasoning, Working Memory, Planning (minor), Attention (minor)
L3: ",L2
