Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
LAB-Bench FigQA,https://huggingface.co/datasets/futurehouse/lab-bench,https://arxiv.org/abs/2407.10362,"LAB-Bench FigQA evaluates whether models can interpret and reason over scientific figures from biology papers, answering questions that require reading plots, legends, and visual encodings. It stresses grounded analysis of experimental evidence presented visually, often benefiting from careful step-by-step inspection.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Attention, Logical Reasoning, Semantic Understanding & Context Recognition (minor)
L3: ",L2
WebArena,https://webarena.dev/,https://arxiv.org/abs/2307.13854,"WebArena evaluates autonomous web agents completing realistic tasks across multiple web apps (e-commerce, CMS, forums, GitLab, etc.), requiring navigation, form filling, and multi-step goal completion. It emphasizes robust interaction policies under partial observability of dynamic pages and long action horizons.","L1: Visual Perception
L2: Planning, Decision-making, Working Memory, Visual Attention & Eye Movements
L3: Cognitive Flexibility (minor)",L2
MathArena Apex,https://matharena.ai/?view=problem&comp=apex--apex_2025,https://arxiv.org/abs/2505.23281,MathArena Apex is a competition-grade mathematics evaluation focusing on difficult problems that require nontrivial multi-step reasoning and careful verification. It is used to compare frontier models on advanced mathematical problem solving under standardized conditions.,"L1: 
L2: Logical Reasoning, Working Memory, Planning (minor)
L3: ",L2
ScreenShot-Pro,https://gui-agent.github.io/grounding-leaderboard/,https://arxiv.org/abs/2504.07981,"ScreenShot-Pro evaluates understanding of high-resolution GUI screenshots, asking models to answer questions about interface state, layout, and actionable elements. It targets visually grounded reasoning over professional software UIs, often benefiting from precise spatial localization and structured interpretation of screen elements.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Visual Attention & Eye Movements, Spatial Representation & Mapping (minor), Working Memory (minor)
L3: ",L2
CharXiv Reasoning,https://charxiv.github.io/,https://arxiv.org/abs/2406.18521,"CharXiv Reasoning evaluates reasoning over figures (often charts/diagrams) sourced from scientific papers, requiring models to extract quantitative or relational information from visual encodings. It stresses faithful interpretation of plotted trends and labels rather than generic description of images.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Logical Reasoning, Attention (minor), Semantic Understanding & Context Recognition (minor)
L3: ",L2
OmniDocBench 1.5,https://github.com/opendatalab/OmniDocBench,https://arxiv.org/abs/2412.07626,"OmniDocBench 1.5 evaluates document understanding and OCR quality across complex page elements such as paragraphs, formulas, tables, and reading order. Metrics often reflect extraction fidelity, so success depends on accurate perception of layout and reconstruction of structured content.","L1: Visual Perception, Language Comprehension (minor)
L2: Attention, Scene Understanding & Visual Reasoning (minor), Working Memory (minor)
L3: ",L2
Video-MMMU,https://videommmu.github.io/,https://arxiv.org/abs/2501.13826,"Video-MMMU extends multimodal understanding to video, requiring models to answer questions using temporal visual information (and accompanying text) across diverse domains. It stresses integrating cues across frames, tracking events, and reasoning about actions or causal structure over time.","L1: Visual Perception
L2: Working Memory, Attention, Scene Understanding & Visual Reasoning, Multisensory Integration (minor)
L3: Cognitive Timing & Predictive Modeling (minor)",L2
LiveCodeBench Pro,https://livecodebenchpro.com/projects/livecodebench-pro/leaderboard,https://arxiv.org/abs/2506.11928,"LiveCodeBench Pro evaluates coding performance on time-recent and competitively curated programming problems, typically scored by correctness against hidden tests and sometimes summarized via Elo. It targets code synthesis under realistic constraints, emphasizing algorithmic reasoning and iterative debugging behavior even in single-attempt settings.","L1: 
L2: Logical Reasoning, Planning, Working Memory, Adaptive Error Correction (minor)
L3: Cognitive Flexibility (minor)",L2
FACTS Benchmark Suite,https://deepmind.google/blog/facts-benchmark-suite-systematically-evaluating-the-factuality-of-large-language-models/,https://arxiv.org/abs/2512.10791,"FACTS Benchmark Suite measures factuality and groundedness across a collection of tasks designed to detect hallucinations, unsupported claims, and citation/attribution failures. It emphasizes reliable truth-tracking and calibration across diverse factuality stressors rather than raw generation fluency.","L1: Language Comprehension (minor)
L2: Semantic Understanding & Context Recognition
L3: Inhibitory Control, Self-reflection (minor)",L3
SimpleQA Verified,https://www.kaggle.com/benchmarks/deepmind/simpleqa-verified,https://arxiv.org/abs/2509.07968,"SimpleQA Verified is a short-form factual QA benchmark with verified answers, intended to measure whether models can respond correctly and avoid confident hallucinations on straightforward queries. It focuses on precision and abstention/uncertainty behavior when appropriate, depending on the evaluation protocol.","L1: Language Comprehension (minor)
L2: Semantic Understanding & Context Recognition
L3: Inhibitory Control, Self-reflection (minor)",L3
Global PIQA,https://huggingface.co/datasets/mrlbenchmarks/global-piqa-nonparallel,https://arxiv.org/abs/2510.24081,"Global PIQA evaluates physical commonsense reasoning across many languages, asking models to choose plausible actions or explanations in everyday physical situations. It stresses cross-lingual robustness of intuitive physics/affordance knowledge and the ability to apply it in context.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning
L3: Cognitive Flexibility (minor)",L2
MRCR v2 (8-needle),https://huggingface.co/datasets/openai/mrcr,https://arxiv.org/abs/2409.12640,"MRCR v2 (8-needle) is a long-context co-reference/retrieval evaluation where multiple similar ‘needle’ requests are embedded in long ‘haystack’ transcripts, and the model must reproduce the response corresponding to a specified needle. It stresses robust attention control and accurate retrieval over very long contexts with distractors.","L1: 
L2: Working Memory, Attention, Episodic Memory (minor), Semantic Understanding & Context Recognition (minor)
L3: ",L2
GDPval,https://openai.com/index/gdpval/,https://arxiv.org/abs/2510.04374,"GDPval evaluates economically valuable, well-specified professional knowledge work across many occupations, using expert human judging of produced artifacts (e.g., plans, spreadsheets, presentations). It stresses end-to-end task execution quality: interpreting requirements, producing structured deliverables, and making sensible professional decisions.","L1: Language Production
L2: Planning, Decision-making, Semantic Understanding & Context Recognition, Working Memory
L3: Self-reflection (minor)",L2
SWE-Lancer,https://openai.com/index/swe-lancer/,https://arxiv.org/abs/2502.12115,"SWE-Lancer evaluates software engineering work that more closely resembles freelance/contractor tasks, often emphasizing end-to-end delivery, code quality, and integration constraints beyond a single unit test fix. It targets practical engineering competence: understanding requirements, implementing changes safely, and validating outcomes.","L1: Language Comprehension (minor)
L2: Planning, Decision-making, Logical Reasoning, Working Memory
L3: Cognitive Flexibility (minor)",L2
Graphwalks,https://huggingface.co/datasets/openai/graphwalks,,"Graphwalks evaluates long-context reasoning over graph-structured data described in text, requiring models to perform traversals (e.g., BFS-like steps) and answer queries about relationships or paths. It stresses maintaining and manipulating structured state over many hops while resisting distractors.","L1: 
L2: Logical Reasoning, Working Memory, Attention, Spatial Representation & Mapping (minor), Planning (minor)
L3: ",L2
Toolathon,https://toolathlon.xyz,https://arxiv.org/abs/2510.25726,"Toolathon evaluates general tool-using agents across diverse tasks that require selecting the right tool, calling it correctly, and composing multi-step workflows to reach a final answer. It targets robustness to tool errors, schema constraints, and the need to iteratively refine plans based on intermediate results.","L1: 
L2: Planning, Decision-making, Working Memory
L3: Cognitive Flexibility, Inhibitory Control (minor)",L3
HMMT,https://matharena.ai/?view=problem&comp=hmmt--hmmt_feb_2025,https://arxiv.org/abs/2505.23281,"HMMT problems (as used in MathArena) come from high-difficulty contest mathematics settings and probe advanced multi-step reasoning under tight problem statements. They stress careful abstraction, construction, and verification rather than memorized formulas.","L1: 
L2: Logical Reasoning, Working Memory, Planning (minor)
L3: ",L2
FrontierMath,https://epoch.ai/frontiermath,https://arxiv.org/abs/2411.04872,"FrontierMath is an expert-level mathematics benchmark aimed at measuring performance near the frontier of current automated reasoning, with tiered difficulty and strong emphasis on correctness. It targets deep multi-step derivations and often benefits from tool-assisted checking in some reported settings.","L1: 
L2: Logical Reasoning, Working Memory, Planning
L3: Cognitive Flexibility (minor)",L2
