Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
FinanceAgent,https://www.vals.ai/benchmarks/finance_agent,,"FinanceAgent benchmarks agentic performance on tasks resembling entry-level financial analysis, including data gathering, spreadsheet-like reasoning, and producing justified recommendations. It typically stresses numeracy, document-grounded analysis, and producing professional artifacts under realistic constraints.","L1: Language Production (minor)
L2: Logical Reasoning, Planning, Decision-making, Working Memory, Semantic Understanding & Context Recognition
L3: ",L2
CyberGym,https://www.cybergym.io/,https://arxiv.org/abs/2506.02548,"CyberGym evaluates cybersecurity capabilities on real-world vulnerability tasks, including identifying known vulnerabilities from descriptions and discovering new issues in open-source code. It probes structured reasoning over code, adversarial thinking, and disciplined workflow execution to avoid false positives and unsafe actions.","L1: 
L2: Logical Reasoning, Planning, Attention (minor), Working Memory, Semantic Understanding & Context Recognition (minor)
L3: Inhibitory Control (minor)",L2
SpreadsheetBench,https://spreadsheetbench.github.io/,https://arxiv.org/abs/2406.14991,"SpreadsheetBench tests an agent’s ability to understand and manipulate complex spreadsheets derived from real-world scenarios, often requiring multi-step edits, formula reasoning, and validation against expected outputs. It emphasizes careful state tracking, error avoidance, and transforming requirements into correct spreadsheet operations.","L1: 
L2: Working Memory, Logical Reasoning, Planning, Decision-making (minor), Attention (minor)
L3: Inhibitory Control (minor)",L2
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam (HLE) is a large, frontier-oriented benchmark spanning difficult questions across many domains and often including multimodal items. It is intended to probe advanced reasoning, broad knowledge, and (in tool-enabled settings) the ability to integrate external evidence and computation into correct answers.","L1: 
L2: Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory (minor), Multisensory Integration (minor), Planning (minor)
L3: ",L2
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,"AIME 2025 consists of competition-style mathematics problems drawn from the American Invitational Mathematics Examination, requiring multi-step derivations and careful symbolic manipulation. It primarily tests deliberate mathematical reasoning rather than retrieval of factual knowledge.","L1: 
L2: Logical Reasoning, Working Memory, Planning (minor), Attention (minor)
L3: ",L2
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,"GPQA Diamond is a high-quality subset of graduate-level multiple-choice science questions designed to be resistant to simple web search and superficial pattern matching. It emphasizes deep scientific understanding, multi-step reasoning, and careful discrimination among plausible distractors.","L1: 
L2: Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory (minor)
L3: Inhibitory Control (minor)",L2
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,"MMMLU extends MMLU-style academic knowledge and reasoning evaluation to many languages, testing both multilingual understanding and cross-lingual robustness. It measures whether a model can apply subject knowledge and reasoning consistently across diverse linguistic contexts.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning (minor), Working Memory (minor)
L3: Cognitive Flexibility (minor)",L2
MMMU,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2311.16502,"MMMU (Massive Multi-discipline Multimodal Understanding) evaluates expert-level problems that require jointly reasoning over images and text across many disciplines. It probes visual understanding, cross-modal grounding, and multi-step inference from figures, diagrams, and embedded textual context.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Multisensory Integration, Logical Reasoning (minor), Visual Attention & Eye Movements (minor)
L3: ",L2
MMMU-Pro,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2409.02813,"MMMU-Pro is a more challenging and/or more carefully curated variant of MMMU intended to better separate top models on multimodal expert reasoning. It typically increases difficulty via more complex visual inputs, more demanding reasoning chains, and stricter evaluation protocols.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Multisensory Integration, Logical Reasoning, Working Memory (minor)
L3: ",L2
LAB-Bench FigQA,https://huggingface.co/datasets/futurehouse/lab-bench,https://arxiv.org/abs/2407.10362,"LAB-Bench FigQA tests whether a model can correctly interpret scientific figures from biology papers and answer questions that require reading plots, labels, and visual experimental evidence. It emphasizes precise figure parsing, avoiding hallucinated claims, and mapping visual cues to correct scientific conclusions.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Attention (minor), Logical Reasoning (minor)
L3: Inhibitory Control (minor)",L2
WebArena,https://webarena.dev/,https://arxiv.org/abs/2307.13854,"WebArena evaluates autonomous web agents on realistic tasks across multiple self-hosted websites (e-commerce, CMS, forums, code hosting, maps), requiring navigation and form-filling over many steps. It probes robust planning, UI understanding, and recovery from partial failures in dynamic web interfaces.","L1: Visual Perception
L2: Planning, Decision-making, Working Memory, Scene Understanding & Visual Reasoning
L3: Inhibitory Control (minor)",L2
MathArena Apex,https://matharena.ai/?view=problem&comp=apex--apex_2025,https://arxiv.org/abs/2505.23281,MathArena Apex is a collection of high-difficulty competition-style math problems used to compare advanced mathematical reasoning across models under consistent evaluation. It stresses long chains of symbolic inference and careful constraint management rather than domain trivia.,"L1: 
L2: Logical Reasoning, Working Memory, Planning (minor)
L3: ",L2
ScreenShot-Pro,https://gui-agent.github.io/grounding-leaderboard/,https://arxiv.org/abs/2504.07981,"ScreenShot-Pro evaluates GUI understanding from high-resolution screenshots, asking models to answer questions or take actions that depend on accurately interpreting interface elements. It emphasizes spatial layout reasoning, text-in-image understanding, and selecting the correct interaction targets under ambiguity.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Visual Attention & Eye Movements (minor), Working Memory (minor), Decision-making (minor)
L3: ",L2
CharXiv Reasoning,https://charxiv.github.io/,https://arxiv.org/abs/2406.18521,CharXiv Reasoning evaluates scientific-figure reasoning (often from arXiv-style papers) where models must interpret charts/plots and answer questions that may benefit from calculation tools. It probes faithful extraction of quantitative relationships from figures and multi-step inference grounded in visual evidence.,"L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Logical Reasoning, Working Memory (minor)
L3: Inhibitory Control (minor)",L2
OmniDocBench 1.5,https://github.com/opendatalab/OmniDocBench,https://arxiv.org/abs/2412.07626,"OmniDocBench 1.5 evaluates document understanding and OCR across mixed-content pages containing text, tables, formulas, and reading-order structure. It measures whether a model can faithfully recover structured content and layout-aware semantics from document images.","L1: Visual Perception, Language Comprehension (minor)
L2: Attention, Scene Understanding & Visual Reasoning, Working Memory (minor)
L3: ",L2
Video-MMMU,https://videommmu.github.io/,https://arxiv.org/abs/2501.13826,"Video-MMMU extends multimodal understanding to the temporal domain, requiring reasoning over sequences of frames and associated text questions. It probes event understanding, temporal integration, and maintaining coherent situation models across video context.","L1: Visual Perception
L2: Multisensory Integration, Working Memory, Scene Understanding & Visual Reasoning, Attention (minor)
L3: ",L2
LiveCodeBench Pro,https://livecodebenchpro.com/projects/livecodebench-pro/leaderboard,https://arxiv.org/abs/2506.11928,"LiveCodeBench Pro evaluates competitive programming and practical coding problems under conditions intended to reduce training-set leakage, often using up-to-date problems and standardized scoring such as Elo. It emphasizes algorithmic reasoning, writing correct executable code, and handling edge cases under time-like constraints.","L1: 
L2: Logical Reasoning, Working Memory, Planning, Semantic Understanding & Context Recognition (minor)
L3: Inhibitory Control (minor)",L2
FACTS Benchmark Suite,https://deepmind.google/blog/facts-benchmark-suite-systematically-evaluating-the-factuality-of-large-language-models/,https://arxiv.org/abs/2512.10791,"FACTS Benchmark Suite systematically evaluates factuality-related behaviors, including producing correct claims, grounding responses in sources when available, and resisting hallucinations under adversarial or underspecified prompts. It aims to separate “fluent” generation from truth-tracking and calibrated responding.","L1: 
L2: Semantic Understanding & Context Recognition, Logical Reasoning (minor), Attention (minor)
L3: Inhibitory Control, Self-reflection (minor)",L3
SimpleQA Verified,https://www.kaggle.com/benchmarks/deepmind/simpleqa-verified,https://arxiv.org/abs/2509.07968,"SimpleQA Verified is a short-form factual question answering benchmark with verified ground truth, intended to measure precision on straightforward queries. It emphasizes correctness and abstaining from confident fabrication when the answer is unknown or ambiguous.","L1: Language Comprehension (minor)
L2: Semantic Understanding & Context Recognition
L3: Inhibitory Control (minor), Self-reflection (minor)",L2
Global PIQA,https://huggingface.co/datasets/mrlbenchmarks/global-piqa-nonparallel,https://arxiv.org/abs/2510.24081,"Global PIQA extends physical commonsense question answering across languages, testing whether models can choose the more plausible physical interaction outcome or procedure. It emphasizes robust commonsense reasoning under linguistic variation, rather than narrow cultural memorization.","L1: Language Comprehension (minor)
L2: Semantic Understanding & Context Recognition, Logical Reasoning
L3: Cognitive Flexibility (minor)",L2
MRCR v2 (8-needle),https://huggingface.co/datasets/openai/mrcr,https://arxiv.org/abs/2409.12640,"MRCR v2 (8-needle) is a long-context coreference/retrieval stress test where multiple similar “needle” requests are embedded within long distractor-heavy transcripts, and the model must reproduce the correct response for a specified needle. The 8-needle setting increases interference and demands robust retrieval under heavy similarity and context length.","L1: 
L2: Working Memory, Attention, Semantic Understanding & Context Recognition (minor)
L3: Inhibitory Control (minor)",L2
GDPval,https://openai.com/index/gdpval/,https://arxiv.org/abs/2510.04374,"GDPval evaluates economically valuable, well-specified knowledge-work tasks across many occupations by having models produce real work artifacts (e.g., spreadsheets, presentations, plans) judged against professional baselines. It emphasizes end-to-end task execution quality, formatting and clarity, and translating requirements into complete deliverables.","L1: Language Production
L2: Planning, Decision-making, Working Memory, Semantic Understanding & Context Recognition
L3: Cognitive Flexibility (minor)",L2
SWE-Lancer,https://openai.com/index/swe-lancer/,https://arxiv.org/abs/2502.12115,"SWE-Lancer evaluates software-engineering agents on repository-level tasks requiring producing patches that satisfy specified objectives, often with strong realism and integration into development workflows. It emphasizes reliable debugging and implementation under constraints similar to professional engineering support work.","L1: 
L2: Planning, Logical Reasoning, Working Memory, Decision-making (minor)
L3: Inhibitory Control (minor)",L2
Graphwalks,https://huggingface.co/datasets/openai/graphwalks,,"Graphwalks evaluates multi-step relational reasoning over graph-structured inputs, often requiring following edges, tracking visited nodes, and answering queries about paths or parent relationships. It stresses systematic multi-hop computation and resisting distraction from near-miss graph structures.","L1: 
L2: Working Memory, Logical Reasoning, Planning, Spatial Representation & Mapping (minor), Attention (minor)
L3: ",L2
Toolathon,https://toolathlon.xyz,https://arxiv.org/abs/2510.25726,"Toolathon evaluates general tool-using agents across diverse APIs and tasks that require selecting appropriate tools, chaining calls, and synthesizing outputs into a final response. It probes reliability under tool errors, schema mismatches, and multi-step workflows that resemble real agent deployments.","L1: 
L2: Planning, Decision-making, Working Memory
L3: Inhibitory Control (minor), Self-reflection (minor)",L2
HMMT,https://matharena.ai/?view=problem&comp=hmmt--hmmt_feb_2025,https://arxiv.org/abs/2505.23281,"HMMT benchmarks competition-level mathematics problems (e.g., from Harvard-MIT Mathematics Tournament sets), emphasizing creative problem solving and long derivations. It stresses robust multi-step reasoning and careful bookkeeping over complex constraints.","L1: 
L2: Logical Reasoning, Working Memory, Planning (minor), Attention (minor)
L3: ",L2
FrontierMath,https://epoch.ai/frontiermath,https://arxiv.org/abs/2411.04872,"FrontierMath evaluates expert-level mathematics across difficulty tiers, aiming to measure progress on problems closer to research-grade reasoning than standard competitions. It emphasizes deep multi-step inference, rigorous consistency, and (in tool-enabled settings) correct integration of computation into proof-like reasoning.","L1: 
L2: Logical Reasoning, Working Memory, Planning
L3: Inhibitory Control (minor), Self-reflection (minor)",L2
