Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
FinanceAgent,https://www.vals.ai/benchmarks/finance_agent,,"FinanceAgent evaluates agent performance on tasks characteristic of entry-level financial analysts, such as retrieving information, building analyses, and producing justified recommendations. It emphasizes structured reasoning with domain constraints, numerical consistency, and artifact-quality outputs (e.g., reports or models).","L1: Language Production (minor)
L2: Logical Reasoning, Planning, Decision-making, Working Memory, Semantic Understanding & Context Recognition (minor)
L3: ",L2
CyberGym,https://www.cybergym.io/,https://arxiv.org/abs/2506.02548,"CyberGym evaluates cybersecurity capability on real vulnerability tasks, including identifying known weaknesses from descriptions and discovering new vulnerabilities in real codebases. It rewards correct technical reasoning, systematic exploration of code, and safe, precise reporting of issues.","L1: 
L2: Logical Reasoning, Planning, Decision-making, Working Memory, Attention (minor)
L3: Inhibitory Control (minor)",L2
SpreadsheetBench,https://spreadsheetbench.github.io/,https://arxiv.org/abs/2406.14991,"SpreadsheetBench tests whether models can navigate, edit, and compute within complex spreadsheets derived from real-world scenarios. Tasks often require understanding formulas, referencing structure, and producing correct transformations or outputs under tool-based execution constraints.","L1: 
L2: Logical Reasoning, Working Memory, Planning, Attention, Decision-making (minor)
L3: Self-reflection (minor)",L2
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam is a broad, frontier-difficulty benchmark spanning many disciplines and often including multimodal questions, designed to probe advanced reasoning and expert knowledge. It typically stresses synthesis, careful reading, and robustness against shallow pattern matching.","L1: Language Comprehension, Visual Perception (minor)
L2: Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory, Multisensory Integration (minor)
L3: ",L2
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,"AIME 2025 uses problems from the American Invitational Mathematics Examination to evaluate competition-style mathematical problem solving. Questions require multi-step derivations, precise symbolic manipulation, and careful verification to avoid subtle errors.","L1: 
L2: Logical Reasoning, Working Memory, Planning, Attention (minor)
L3: Self-reflection (minor)",L2
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,"GPQA Diamond is a high-quality subset of graduate-level, Google-resistant multiple-choice science questions where non-experts tend to fail but experts succeed. It emphasizes deep domain understanding and multi-step scientific reasoning rather than surface-level recall.","L1: Language Comprehension (minor)
L2: Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory (minor), Decision-making (minor)
L3: ",L2
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,"MMMLU extends MMLU into multiple languages, testing knowledge and reasoning across many subjects under multilingual prompts. It probes whether a model can preserve competence across linguistic variation, translation ambiguity, and culturally specific phrasing.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory (minor)
L3: Cognitive Flexibility (minor)",L2
MMMU,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2311.16502,"MMMU is a multimodal benchmark that combines text and images across many disciplines, requiring models to answer questions grounded in visual content (e.g., diagrams, plots, photos) with expert-level reasoning. It stresses robust visual grounding and cross-domain problem solving.","L1: Visual Perception
L2: Multisensory Integration, Scene Understanding & Visual Reasoning, Logical Reasoning, Attention (minor), Working Memory (minor)
L3: ",L2
MMMU-Pro,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2409.02813,"MMMU-Pro is a harder, more evaluation-focused variant of MMMU intended to better discriminate frontier multimodal reasoning and reduce spurious shortcuts. It emphasizes faithful grounding in images and stronger reasoning requirements across expert domains.","L1: Visual Perception
L2: Multisensory Integration, Scene Understanding & Visual Reasoning, Logical Reasoning, Attention (minor), Working Memory (minor)
L3: ",L2
LAB-Bench FigQA,https://huggingface.co/datasets/futurehouse/lab-bench,https://arxiv.org/abs/2407.10362,"LAB-Bench FigQA evaluates whether models can interpret and reason over scientific figures from biology papers, such as plots, microscopy images, and complex multi-panel figures. It targets visually grounded scientific inference, including extracting trends, comparing conditions, and drawing correct conclusions from visuals.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Multisensory Integration, Logical Reasoning, Attention (minor), Semantic Understanding & Context Recognition (minor)
L3: ",L2
WebArena,https://webarena.dev/,https://arxiv.org/abs/2307.13854,"WebArena evaluates autonomous web agents that must complete realistic tasks across multiple web applications (e-commerce, forums, GitLab, CMS) using browser interactions. It stresses long action sequences, state tracking, and robustness to dynamic interfaces and partial observability.","L1: Visual Perception
L2: Planning, Decision-making, Visual Attention & Eye Movements, Working Memory
L3: Inhibitory Control (minor)",L2
MathArena Apex,https://matharena.ai/?view=problem&comp=apex--apex_2025,https://arxiv.org/abs/2505.23281,"MathArena Apex is a difficult mathematics evaluation suite that aggregates high-challenge problems to measure advanced mathematical reasoning beyond standard contest sets. It emphasizes multi-step proofs or derivations, careful constraint management, and error-sensitive calculation.","L1: 
L2: Logical Reasoning, Working Memory, Planning, Attention (minor)
L3: Self-reflection (minor)",L2
ScreenShot-Pro,https://gui-agent.github.io/grounding-leaderboard/,https://arxiv.org/abs/2504.07981,"ScreenShot-Pro evaluates vision-based understanding of professional software interfaces from screenshots, often requiring models to locate UI elements, read text, and answer task-relevant questions. It measures fine-grained visual grounding and layout reasoning in complex GUIs.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Visual Attention & Eye Movements, Multisensory Integration, Working Memory (minor), Attention (minor)
L3: ",L2
CharXiv Reasoning,https://charxiv.github.io/,https://arxiv.org/abs/2406.18521,"CharXiv Reasoning tests reasoning over figures (especially charts and plots) drawn from scientific papers, requiring models to interpret axes, trends, and experimental comparisons. It emphasizes grounded quantitative/relational inference from visuals rather than generic captioning.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Logical Reasoning, Multisensory Integration, Attention (minor), Working Memory (minor)
L3: ",L2
OmniDocBench 1.5,https://github.com/opendatalab/OmniDocBench,https://arxiv.org/abs/2412.07626,"OmniDocBench 1.5 evaluates document understanding and OCR across heterogeneous layouts, including running text, formulas, tables, and reading order. It measures whether models can faithfully extract and structure information from visually complex documents.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Attention, Multisensory Integration (minor), Working Memory (minor)
L3: ",L2
Video-MMMU,https://videommmu.github.io/,https://arxiv.org/abs/2501.13826,"Video-MMMU extends multimodal understanding to videos, requiring models to answer questions that depend on events unfolding over time as well as accompanying text. It stresses temporal integration of visual evidence and maintaining coherent representations across multiple frames or segments.","L1: Visual Perception
L2: Working Memory, Multisensory Integration, Attention (minor), Scene Understanding & Visual Reasoning (minor)
L3: Cognitive Timing & Predictive Modeling (minor)",L2
LiveCodeBench Pro,https://livecodebenchpro.com/projects/livecodebench-pro/leaderboard,https://arxiv.org/abs/2506.11928,"LiveCodeBench Pro evaluates coding performance on recent, competition-style programming problems with an emphasis on contamination resistance and realistic coding workflows. Models must design correct algorithms, implement them, and often pass hidden tests under strict constraints.","L1: 
L2: Logical Reasoning, Planning, Working Memory, Attention (minor)
L3: Self-reflection (minor)",L2
FACTS Benchmark Suite,https://deepmind.google/blog/facts-benchmark-suite-systematically-evaluating-the-factuality-of-large-language-models/,https://arxiv.org/abs/2512.10791,"The FACTS Benchmark Suite systematically evaluates factuality by testing whether models produce accurate, well-grounded statements across a range of factuality-focused tasks and domains. It emphasizes calibration, avoiding hallucinations, and maintaining consistency with provided evidence or widely verifiable facts.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning (minor)
L3: Inhibitory Control, Self-reflection (minor)",L3
SimpleQA Verified,https://www.kaggle.com/benchmarks/deepmind/simpleqa-verified,https://arxiv.org/abs/2509.07968,SimpleQA Verified is a short-form factual question answering benchmark with verified answers intended to measure basic factual accuracy and hallucination avoidance. It focuses on precision in concise responses rather than long-form reasoning or tool-augmented research.,"L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Working Memory (minor)
L3: Inhibitory Control (minor)",L2
Global PIQA,https://huggingface.co/datasets/mrlbenchmarks/global-piqa-nonparallel,https://arxiv.org/abs/2510.24081,"Global PIQA is a multilingual, non-parallel extension of commonsense/pragmatic question answering designed to test whether models can handle everyday reasoning across languages and locales. It emphasizes robust commonsense inference under linguistic and cultural variation rather than domain-specific expertise.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning
L3: Cognitive Flexibility (minor), Social Reasoning & Theory of Mind (minor)",L2
MRCR v2 (8-needle),https://huggingface.co/datasets/openai/mrcr,https://arxiv.org/abs/2409.12640,"MRCR v2 (8-needle) is a long-context co-reference/retrieval-style evaluation where multiple similar “needle” interactions are embedded in a long “haystack,” and the model must reproduce the correct response tied to a specified needle. It tests whether models can maintain and use dispersed context without losing track of entities and references.","L1: Language Comprehension
L2: Working Memory, Attention, Semantic Understanding & Context Recognition, Episodic Memory (minor)
L3: ",L2
GDPval,https://openai.com/index/gdpval/,https://arxiv.org/abs/2510.04374,"GDPval evaluates well-specified professional knowledge work across many occupations by comparing model-produced work artifacts (e.g., spreadsheets, presentations, plans) against expert judgments. It targets end-to-end task execution quality, including following constraints, producing usable deliverables, and making sound professional decisions.","L1: Language Production
L2: Planning, Decision-making, Working Memory, Semantic Understanding & Context Recognition (minor)
L3: Self-reflection (minor)",L2
SWE-Lancer,https://openai.com/index/swe-lancer/,https://arxiv.org/abs/2502.12115,"SWE-Lancer evaluates agentic software engineering on longer, more product-like tasks (often framed as freelance-style work), requiring models to implement changes, fix bugs, and align outputs with user requirements. It emphasizes realistic ambiguity, end-to-end delivery, and selecting good implementation trade-offs rather than only passing a small fixed test.","L1: Language Comprehension (minor)
L2: Planning, Decision-making, Logical Reasoning, Working Memory
L3: Self-reflection (minor)",L2
Graphwalks,https://huggingface.co/datasets/openai/graphwalks,,"Graphwalks tests structured reasoning over graph-like data embedded in text, such as following edges or parent pointers to compute reachable nodes or properties. It emphasizes faithful multi-step traversal and resisting distraction from superficially similar paths.","L1: 
L2: Logical Reasoning, Working Memory, Attention, Planning (minor), Spatial Representation & Mapping (minor)
L3: ",L2
Toolathon,https://toolathlon.xyz,https://arxiv.org/abs/2510.25726,"Toolathon evaluates general tool-use competence across diverse APIs and multi-step tasks, focusing on whether a model can choose tools, call them correctly, and integrate results into a correct final output. It targets robust agent behavior under execution feedback and heterogeneous tool interfaces.","L1: Language Comprehension (minor)
L2: Planning, Decision-making, Working Memory, Attention (minor)
L3: Self-reflection (minor)",L2
HMMT,https://matharena.ai/?view=problem&comp=hmmt--hmmt_feb_2025,https://arxiv.org/abs/2505.23281,"HMMT uses problems inspired by the Harvard-MIT Mathematics Tournament to evaluate high-difficulty contest math reasoning. It emphasizes multi-step solution construction, tight constraint handling, and careful verification under complex algebraic or combinatorial structures.","L1: 
L2: Logical Reasoning, Working Memory, Planning, Attention (minor)
L3: Self-reflection (minor)",L2
FrontierMath,https://epoch.ai/frontiermath,https://arxiv.org/abs/2411.04872,"FrontierMath is an expert-level mathematics benchmark designed to measure progress on research-adjacent or very challenging math problems, often requiring deeper reasoning than typical contests. It emphasizes sustained multi-step inference, correctness under subtle edge cases, and rigorous solution validation.","L1: 
L2: Logical Reasoning, Working Memory, Planning, Attention (minor)
L3: Self-reflection (minor)",L2
