Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
SpreadsheetBench,https://spreadsheetbench.github.io/,https://arxiv.org/abs/2406.14991,"SpreadsheetBench measures an agent’s ability to navigate and manipulate complex spreadsheets, often requiring editing formulas, restructuring tables, and generating correct computed outputs. It emphasizes structured data understanding and accurate multi-step transformations rather than open-ended text generation.","L1: 
L2: Logical Reasoning, Planning, Working Memory, Attention (minor), Semantic Understanding & Context Recognition (minor)
L3: ",L2
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam is a large, frontier-oriented benchmark spanning difficult questions across disciplines, often requiring expert-level reasoning and, in some settings, multimodal understanding. It is designed to stress broad academic competence, compositional problem solving, and (when enabled) effective tool use and verification.","L1: Language Comprehension (minor)
L2: Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory, Scene Understanding & Visual Reasoning (minor), Planning (minor)
L3: ",L2
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,"AIME 2025 evaluates competition-style mathematics problem solving, typically requiring multi-step symbolic reasoning and careful handling of edge cases. Scoring is based on exact answers, making it sensitive to both reasoning quality and arithmetic precision.","L1: 
L2: Logical Reasoning, Working Memory, Planning (minor), Attention (minor)
L3: ",L2
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,"GPQA Diamond is a hard multiple-choice science benchmark intended to be “Google-proof,” focusing on graduate-level questions that require genuine understanding and reasoning rather than surface recall. The Diamond subset emphasizes question quality and discriminative difficulty.","L1: 
L2: Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory (minor)
L3: Inhibitory Control (minor)",L2
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,"MMMLU extends MMLU-style academic evaluation across many subjects and multiple non-English languages, typically in multiple-choice format. It measures multilingual knowledge access and reasoning consistency across languages and domains.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning (minor), Working Memory (minor)
L3: ",L2
MMMU,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2311.16502,"MMMU is a multimodal benchmark spanning many disciplines where models must answer questions grounded in images (e.g., diagrams, charts, scenes) combined with text. It emphasizes integrating visual evidence with domain knowledge to perform expert-like reasoning.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Multisensory Integration, Logical Reasoning (minor), Attention (minor)
L3: ",L2
MMMU-Pro,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2409.02813,"MMMU-Pro is an enhanced variant of MMMU that targets stronger evaluation of multimodal expert reasoning, typically with harder questions and improved protocols. It aims to better separate top-tier models on complex image-grounded reasoning tasks.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Multisensory Integration, Logical Reasoning (minor), Working Memory (minor)
L3: ",L2
LAB-Bench FigQA,https://huggingface.co/datasets/futurehouse/lab-bench,https://arxiv.org/abs/2407.10362,"LAB-Bench FigQA tests whether models can interpret scientific figures from biology papers and answer questions that depend on correctly reading plots, panels, annotations, and experimental context. It stresses visual evidence extraction plus scientific reasoning about what the figure implies.","L1: 
L2: Scene Understanding & Visual Reasoning, Visual Attention & Eye Movements, Semantic Understanding & Context Recognition, Logical Reasoning (minor), Working Memory (minor)
L3: ",L2
WebArena,https://webarena.dev/,https://arxiv.org/abs/2307.13854,"WebArena evaluates autonomous web agents performing realistic tasks across multiple web apps (shopping, forums, Git repos, CMS, maps) requiring navigation, form-filling, and multi-step workflows. It stresses robust action selection in dynamic interfaces, remembering subgoals, and recovering from mistakes.","L1: 
L2: Planning, Decision-making, Visual Attention & Eye Movements, Scene Understanding & Visual Reasoning, Working Memory, Sensorimotor Coordination (minor)
L3: Inhibitory Control (minor)",L2
MathArena Apex,https://matharena.ai/?view=problem&comp=apex--apex_2025,https://arxiv.org/abs/2505.23281,"MathArena Apex is a curated set of difficult math problems used to compare advanced mathematical reasoning across models, often aggregating problems from high-level competitions and research-style sources. It emphasizes multi-step derivations, proof-like thinking, and robustness to tricky constructions.","L1: 
L2: Logical Reasoning, Working Memory, Planning (minor)
L3: Cognitive Flexibility (minor)",L2
ScreenShot-Pro,https://gui-agent.github.io/grounding-leaderboard/,https://arxiv.org/abs/2504.07981,"ScreenShot-Pro evaluates whether models can understand and reason over high-resolution screenshots of professional software interfaces, often requiring reading small text, interpreting UI layouts, and extracting relevant values. It targets visually grounded understanding of GUIs rather than general natural images.","L1: Visual Perception
L2: Visual Attention & Eye Movements, Scene Understanding & Visual Reasoning, Attention (minor), Working Memory (minor)
L3: ",L2
CharXiv Reasoning,https://charxiv.github.io/,https://arxiv.org/abs/2406.18521,"CharXiv Reasoning evaluates reasoning over charts and figures from scientific papers, often requiring quantitative interpretation and multi-step analysis grounded in the visual. Many setups allow tools (e.g., Python) to support precise computation, emphasizing correct extraction and reasoning over plotted data.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Logical Reasoning, Working Memory (minor), Attention (minor)
L3: ",L2
OmniDocBench 1.5,https://github.com/opendatalab/OmniDocBench,https://arxiv.org/abs/2412.07626,"OmniDocBench 1.5 benchmarks document understanding and OCR across diverse document elements such as text blocks, formulas, tables, and reading order. It measures robust visual-to-structured extraction and layout-aware reconstruction rather than conversational ability.","L1: Visual Perception, Language Production (minor)
L2: Scene Understanding & Visual Reasoning, Attention, Working Memory (minor)
L3: ",L2
Video-MMMU,https://videommmu.github.io/,https://arxiv.org/abs/2501.13826,"Video-MMMU extends multimodal reasoning to video, requiring models to integrate information across multiple frames (and often accompanying text) to answer questions about events, objects, and temporal relationships. It stresses temporal integration and maintaining cross-frame context for reasoning.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Working Memory, Attention (minor), Multisensory Integration (minor)
L3: ",L2
LiveCodeBench Pro,https://livecodebenchpro.com/projects/livecodebench-pro/leaderboard,https://arxiv.org/abs/2506.11928,"LiveCodeBench Pro evaluates coding performance on time-sensitive, competition-like programming problems intended to reduce contamination and better reflect contemporary coding difficulty. It typically emphasizes writing correct solutions under constraints and can be summarized via leaderboard-style ratings (e.g., ELO).","L1: 
L2: Logical Reasoning, Working Memory, Planning (minor), Attention (minor)
L3: ",L2
FACTS Benchmark Suite,https://deepmind.google/blog/facts-benchmark-suite-systematically-evaluating-the-factuality-of-large-language-models/,https://arxiv.org/abs/2512.10791,"The FACTS Benchmark Suite systematically evaluates factuality and grounding across a collection of tasks that probe whether model outputs remain consistent with provided sources or established facts. It is designed to characterize error modes like hallucination, unsupported claims, and overconfident confabulation across scenarios.","L1: 
L2: Semantic Understanding & Context Recognition, Working Memory (minor), Attention (minor)
L3: Inhibitory Control, Self-reflection (minor)",L3
SimpleQA Verified,https://www.kaggle.com/benchmarks/deepmind/simpleqa-verified,https://arxiv.org/abs/2509.07968,"SimpleQA Verified is a short-form factual QA benchmark with verified answers, intended to measure whether models can produce correct, concise responses for straightforward queries. It is commonly used to probe factual recall and the tendency to hallucinate on simple questions.","L1: Language Production (minor)
L2: Semantic Understanding & Context Recognition
L3: Inhibitory Control (minor)",L2
Global PIQA,https://huggingface.co/datasets/mrlbenchmarks/global-piqa-nonparallel,https://arxiv.org/abs/2510.24081,"Global PIQA evaluates physical commonsense and practical reasoning across diverse languages and locales, focusing on whether models choose plausible actions or explanations grounded in everyday physical interactions. It targets generalizable commonsense rather than domain-specific textbook knowledge.","L1: Language Comprehension (minor)
L2: Semantic Understanding & Context Recognition, Logical Reasoning
L3: Cognitive Flexibility (minor)",L2
MRCR v2 (8-needle),https://huggingface.co/datasets/openai/mrcr,https://arxiv.org/abs/2409.12640,"MRCR v2 (8-needle) is a long-context evaluation where many similar “needle” requests are embedded in a long “haystack,” and the model must retrieve the correct referenced response for a particular needle across multiple rounds. It stresses robust long-context coreference and precision under heavy distractors.","L1: 
L2: Working Memory, Attention, Semantic Understanding & Context Recognition
L3: Inhibitory Control (minor)",L2
GDPval,https://openai.com/index/gdpval/,https://arxiv.org/abs/2510.04374,"GDPval measures economically relevant, well-specified knowledge-work performance across many occupations by having models produce real work products (e.g., presentations, spreadsheets, plans) that are judged against professional standards. It emphasizes end-to-end task execution quality rather than isolated question answering.","L1: Language Production
L2: Planning, Decision-making, Semantic Understanding & Context Recognition, Working Memory (minor)
L3: Self-reflection (minor)",L2
SWE-Lancer,https://openai.com/index/swe-lancer/,https://arxiv.org/abs/2502.12115,"SWE-Lancer evaluates software engineering agents on realistic engineering tasks intended to reflect how developers work in practice, including producing patches and handling longer workflows than single-function coding problems. It emphasizes agentic competence over repositories, with evaluation designed to reward correct, production-relevant changes.","L1: 
L2: Planning, Logical Reasoning, Working Memory, Decision-making (minor)
L3: Cognitive Flexibility (minor), Self-reflection (minor)",L2
Graphwalks,https://huggingface.co/datasets/openai/graphwalks,,"Graphwalks evaluates whether models can perform algorithmic reasoning over graph-structured data described in text, such as following edges, tracking parent pointers, or executing BFS-like traversals. It targets systematic multi-step state tracking under distractors and long contexts.","L1: 
L2: Logical Reasoning, Working Memory, Attention, Spatial Representation & Mapping (minor), Planning (minor)
L3: ",L2
Toolathon,https://toolathlon.xyz,https://arxiv.org/abs/2510.25726,"Toolathon benchmarks general tool-using ability across many tools and tasks, emphasizing correct tool selection, parameterization, and multi-step coordination to reach a goal. It targets robustness of agentic workflows rather than knowledge-only question answering.","L1: 
L2: Planning, Decision-making, Working Memory
L3: Cognitive Flexibility, Inhibitory Control (minor), Self-reflection (minor)",L3
HMMT,https://matharena.ai/?view=problem&comp=hmmt--hmmt_feb_2025,https://arxiv.org/abs/2505.23281,"HMMT evaluates competition mathematics (from Harvard-MIT Math Tournament style problems) that often require creative multi-step reasoning, careful case analysis, and precise final answers. It is used to differentiate models on challenging, non-routine problem-solving patterns.","L1: 
L2: Logical Reasoning, Working Memory, Attention (minor)
L3: Cognitive Flexibility (minor)",L2
FrontierMath,https://epoch.ai/frontiermath,https://arxiv.org/abs/2411.04872,"FrontierMath targets expert-level mathematics beyond typical contest difficulty, including problems that resemble research or advanced olympiad tiers and may require significant derivation depth. It is intended to probe the boundary of mathematical reasoning where sustained multi-step inference and error checking are critical.","L1: 
L2: Logical Reasoning, Working Memory, Planning (minor)
L3: Cognitive Flexibility (minor), Self-reflection (minor)",L2
