Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
FinanceAgent,https://www.vals.ai/benchmarks/finance_agent,,"FinanceAgent assesses whether a model can complete tasks typical of an entry-level financial analyst, such as interpreting financial documents, building analyses, and producing structured recommendations. It emphasizes quantitative reasoning, domain knowledge, and producing decision-relevant outputs.","L1: Language Production (minor)
L2: Logical Reasoning, Decision-making, Semantic Understanding & Context Recognition, Working Memory, Planning (minor)
L3: ",L2
CyberGym,https://www.cybergym.io/,https://arxiv.org/abs/2506.02548,"CyberGym evaluates cybersecurity agent capability on large suites of tasks involving vulnerability identification and, in some settings, vulnerability discovery in real open-source projects. It tests whether models can reason about code, systems behavior, and exploit-relevant conditions under realistic constraints.","L1: 
L2: Logical Reasoning, Planning, Working Memory, Semantic Understanding & Context Recognition (minor)
L3: Cognitive Flexibility (minor), Inhibitory Control (minor)",L2
SpreadsheetBench,https://spreadsheetbench.github.io/,https://arxiv.org/abs/2406.14991,"SpreadsheetBench evaluates the ability to understand, edit, and compute with complex spreadsheets, often requiring multi-step transformations and correct use of formulas and formatting. It targets practical productivity skills where small mistakes can cascade into incorrect final artifacts.","L1: 
L2: Planning, Working Memory, Logical Reasoning, Attention (minor), Decision-making (minor), Semantic Understanding & Context Recognition (minor)
L3: ",L2
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam (HLE) is a frontier-difficulty benchmark spanning many disciplines (often including multimodal questions), intended to probe expert-level reasoning and knowledge integration. It is frequently evaluated both with and without tools (e.g., web search, code execution) to separate base competence from tool-augmented performance.","L1: 
L2: Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory, Planning (minor), Multisensory Integration (minor), Decision-making (minor)
L3: ",L2
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,"AIME 2025 consists of competition mathematics problems from the American Invitational Mathematics Examination, requiring exact answers and multi-step derivations. It is commonly used to measure mathematical reasoning robustness and error-avoidance under pressure for correctness.","L1: 
L2: Logical Reasoning, Working Memory, Planning (minor)
L3: Inhibitory Control (minor)",L2
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,GPQA Diamond is a high-quality subset of GPQA composed of very difficult graduate-level science multiple-choice questions designed to be resistant to simple web lookup. It measures scientific reasoning and knowledge where distractors are strong and shallow pattern-matching tends to fail.,"L1: 
L2: Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory (minor), Decision-making (minor)
L3: ",L2
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,"MMMLU extends MMLU to multiple languages, testing broad academic knowledge and reasoning across many subjects and non-English settings. It is used to assess multilingual generalization and whether reasoning performance transfers across languages rather than being English-centric.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory (minor)
L3: Cognitive Flexibility (minor)",L2
MMMU,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2311.16502,"MMMU is a multimodal benchmark requiring models to answer questions that combine images and text across diverse disciplines (e.g., science, engineering, charts, diagrams). It targets integrated visual understanding and reasoning rather than standalone OCR or captioning.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Multisensory Integration, Logical Reasoning (minor), Visual Attention & Eye Movements (minor)
L3: ",L2
MMMU-Pro,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2409.02813,"MMMU-Pro is a harder, more rigorously constructed variant of MMMU aimed at reducing shortcut solutions and better differentiating frontier multimodal models. It typically increases reasoning depth demands on diagrams, charts, and scientific imagery with more challenging questions and evaluation practices.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Multisensory Integration, Logical Reasoning, Working Memory (minor)
L3: ",L2
LAB-Bench FigQA,https://huggingface.co/datasets/futurehouse/lab-bench,https://arxiv.org/abs/2407.10362,"LAB-Bench FigQA evaluates whether models can interpret and reason about scientific figures from biology papers, including plots, microscopy images, and schematic diagrams. It focuses on extracting the correct scientific meaning from visual evidence and linking it to the question context.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Semantic Understanding & Context Recognition, Multisensory Integration (minor), Attention (minor)
L3: ",L2
WebArena,https://webarena.dev/,https://arxiv.org/abs/2307.13854,"WebArena evaluates autonomous web agents completing realistic tasks across multiple websites (e-commerce, forums, code hosting, maps) using browser interactions. It emphasizes robust navigation, form filling, state tracking, and recovery from mistakes in dynamic interfaces.","L1: Visual Perception
L2: Visual Attention & Eye Movements, Planning, Decision-making, Working Memory
L3: Inhibitory Control (minor)",L2
MathArena Apex,https://matharena.ai/?view=problem&comp=apex--apex_2025,https://arxiv.org/abs/2505.23281,"MathArena Apex is a curated set of high-difficulty math problems used to compare frontier models’ mathematical reasoning, often with strict grading and competition-style questions. It is designed to stress deep multi-step derivations and consistency across diverse math topics.","L1: 
L2: Logical Reasoning, Working Memory, Planning (minor)
L3: Inhibitory Control (minor)",L2
ScreenShot-Pro,https://gui-agent.github.io/grounding-leaderboard/,https://arxiv.org/abs/2504.07981,"ScreenShot-Pro evaluates understanding of high-resolution GUI screenshots from professional software contexts, requiring models to answer questions grounded in the interface layout and visual details. It probes fine-grained visual grounding and spatially aware interpretation rather than generic image captioning.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Visual Attention & Eye Movements, Spatial Representation & Mapping (minor), Working Memory (minor)
L3: ",L2
CharXiv Reasoning,https://charxiv.github.io/,https://arxiv.org/abs/2406.18521,"CharXiv Reasoning asks models to answer questions about charts and figures (often from scientific papers), requiring extraction of quantitative/relational information and correct interpretation of axes, legends, and plotted trends. Tool-augmented settings (e.g., Python) can further test whether models can externalize computation while staying grounded in the figure.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Logical Reasoning, Working Memory (minor), Attention (minor)
L3: ",L2
OmniDocBench 1.5,https://github.com/opendatalab/OmniDocBench,https://arxiv.org/abs/2412.07626,"OmniDocBench 1.5 evaluates document understanding across text, formulas, tables, and reading order, measuring how accurately models can reconstruct structured content from documents. It goes beyond plain OCR by emphasizing layout-aware extraction and correct sequencing.","L1: Visual Perception, Language Comprehension
L2: Scene Understanding & Visual Reasoning, Attention (minor), Working Memory (minor)
L3: ",L2
Video-MMMU,https://videommmu.github.io/,https://arxiv.org/abs/2501.13826,"Video-MMMU extends multimodal understanding to video, requiring models to integrate information over time (frames) together with text to answer questions. It tests whether models can maintain temporal coherence and use visual evidence distributed across the clip.","L1: Visual Perception
L2: Multisensory Integration, Working Memory, Attention, Scene Understanding & Visual Reasoning (minor)
L3: Cognitive Timing & Predictive Modeling (minor)",L2
LiveCodeBench Pro,https://livecodebenchpro.com/projects/livecodebench-pro/leaderboard,https://arxiv.org/abs/2506.11928,"LiveCodeBench Pro evaluates coding ability on competitive-programming-style tasks with careful leakage controls, often scoring via pass@1 or Elo-style ratings. It emphasizes algorithmic problem solving under time/complexity constraints rather than repository-specific patching.","L1: 
L2: Logical Reasoning, Planning, Working Memory, Semantic Understanding & Context Recognition (minor)
L3: Inhibitory Control (minor)",L2
FACTS Benchmark Suite,https://deepmind.google/blog/facts-benchmark-suite-systematically-evaluating-the-factuality-of-large-language-models/,https://arxiv.org/abs/2512.10791,The FACTS Benchmark Suite systematically evaluates factuality and grounding by measuring whether model outputs are supported by given sources and whether they avoid hallucinated details. It targets reliability in information-sensitive settings rather than pure task completion.,"L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Attention (minor)
L3: Inhibitory Control, Self-reflection (minor)",L3
SimpleQA Verified,https://www.kaggle.com/benchmarks/deepmind/simpleqa-verified,https://arxiv.org/abs/2509.07968,"SimpleQA Verified is a factual question answering benchmark with verification procedures intended to improve label quality and reduce ambiguous items. It is used to test whether models can give correct, concise answers without confabulation.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning (minor)
L3: Inhibitory Control (minor)",L2
Global PIQA,https://huggingface.co/datasets/mrlbenchmarks/global-piqa-nonparallel,https://arxiv.org/abs/2510.24081,"Global PIQA evaluates physical commonsense reasoning across many languages and cultural contexts, focusing on which actions or outcomes are physically plausible in everyday situations. It probes whether models generalize intuitive physics-like constraints beyond English-only benchmarks.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Spatial Representation & Mapping (minor)
L3: Cognitive Flexibility (minor)",L2
MRCR v2 (8-needle),https://huggingface.co/datasets/openai/mrcr,https://arxiv.org/abs/2409.12640,MRCR v2 (8-needle) tests long-context retrieval and multi-round co-reference by inserting multiple similar “needle” requests into long “haystacks” and asking the model to reproduce the correct response for a specified needle. It stresses sustained context integration and resistance to interference from distractor-similar content.,"L1: 
L2: Working Memory, Attention, Semantic Understanding & Context Recognition, Episodic Memory (minor)
L3: Inhibitory Control (minor)",L2
GDPval,https://openai.com/index/gdpval/,https://arxiv.org/abs/2510.04374,"GDPval evaluates well-specified professional knowledge work across many occupations by having models produce real work artifacts (e.g., spreadsheets, presentations, plans) that are judged against expert performance. It is designed to measure economically valuable task execution, often under tool-augmented workflows.","L1: Language Production
L2: Planning, Decision-making, Working Memory, Semantic Understanding & Context Recognition
L3: Self-reflection (minor)",L2
SWE-Lancer,https://openai.com/index/swe-lancer/,https://arxiv.org/abs/2502.12115,"SWE-Lancer evaluates end-to-end software engineering skill on realistic tasks that resemble contracted engineering work, typically requiring understanding requirements, making code changes, and validating behavior. It aims to measure practical engineering competence beyond narrow algorithm problems.","L1: 
L2: Planning, Logical Reasoning, Decision-making, Working Memory, Semantic Understanding & Context Recognition (minor)
L3: ",L2
Graphwalks,https://huggingface.co/datasets/openai/graphwalks,,"Graphwalks evaluates multi-step reasoning over graph-structured data, where solving requires following edges, tracking visited nodes, and answering queries about paths or relationships. It is often used to probe whether models can reliably execute long symbolic-like traversals without losing state.","L1: 
L2: Working Memory, Logical Reasoning, Planning, Spatial Representation & Mapping (minor), Attention (minor)
L3: ",L2
Toolathon,https://toolathlon.xyz,https://arxiv.org/abs/2510.25726,"Toolathon benchmarks tool-using agents across diverse APIs and tasks, emphasizing selecting the right tools, calling them correctly, and composing results into a final solution. It tests robustness to multi-step workflows and to tool errors or partial information.","L1: 
L2: Planning, Decision-making, Working Memory
L3: Cognitive Flexibility, Inhibitory Control (minor), Self-reflection (minor)",L3
HMMT,https://matharena.ai/?view=problem&comp=hmmt--hmmt_feb_2025,https://arxiv.org/abs/2505.23281,"HMMT (as used in MathArena) consists of high-difficulty competition mathematics problems that require careful multi-step reasoning and exactness. It is used to evaluate rigorous problem solving and consistency under challenging combinatorics, algebra, geometry, and number theory tasks.","L1: 
L2: Logical Reasoning, Working Memory, Planning (minor)
L3: Inhibitory Control (minor)",L2
FrontierMath,https://epoch.ai/frontiermath,https://arxiv.org/abs/2411.04872,"FrontierMath is an expert-level mathematics benchmark intended to stress models at the research frontier, with tiered difficulty and an emphasis on problems that are hard to solve by pattern matching. It measures deep reasoning, persistence across long solution chains, and correctness on advanced math domains.","L1: 
L2: Logical Reasoning, Working Memory, Planning
L3: Inhibitory Control (minor), Self-reflection (minor)",L2
