Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
ScreenShot-Pro,https://gui-agent.github.io/grounding-leaderboard/,https://arxiv.org/abs/2504.07981,ScreenShot-Pro evaluates models on understanding and reasoning over high-resolution screenshots of software interfaces and professional GUIs. Tasks often require locating relevant UI elements and interpreting layout-dependent information to answer correctly.,"L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Visual Attention & Eye Movements, Working Memory (minor)
L3: ",L2
CharXiv Reasoning,https://charxiv.github.io/,https://arxiv.org/abs/2406.18521,"CharXiv Reasoning evaluates reasoning over scientific paper figures (often charts/plots) where correct answers require careful quantitative and structural interpretation rather than surface caption matching. It probes the ability to connect visual evidence to formal/technical questions, sometimes with tool support (e.g., Python) in certain setups.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Logical Reasoning, Working Memory (minor), Attention (minor)
L3: ",L2
OmniDocBench 1.5,https://github.com/opendatalab/OmniDocBench,https://arxiv.org/abs/2412.07626,"OmniDocBench 1.5 evaluates document understanding and OCR-centric capabilities across varied document elements such as text blocks, formulas, tables, and reading order. It measures robustness to layout complexity and the ability to output structured reconstructions from document images.","L1: Visual Perception, Language Production (minor)
L2: Scene Understanding & Visual Reasoning, Attention, Working Memory (minor)
L3: ",L2
Video-MMMU,https://videommmu.github.io/,https://arxiv.org/abs/2501.13826,"Video-MMMU extends multimodal understanding to videos, requiring temporal integration across frames to answer questions about events, procedures, and visual evidence. It tests whether models can accumulate and reason over information distributed across time rather than a single image.","L1: Visual Perception (minor)
L2: Scene Understanding & Visual Reasoning, Working Memory, Attention
L3: Cognitive Timing & Predictive Modeling (minor)",L2
LiveCodeBench Pro,https://livecodebenchpro.com/projects/livecodebench-pro/leaderboard,https://arxiv.org/abs/2506.11928,"LiveCodeBench Pro evaluates coding performance on competitive-programming-like tasks and practical coding problems, often emphasizing correctness, efficiency, and robustness under a standardized evaluation harness. It is intended to be harder and more resistant to overfitting than many earlier public coding sets.","L1: 
L2: Logical Reasoning, Planning, Working Memory, Adaptive Error Correction (minor)
L3: ",L2
FACTS Benchmark Suite,https://deepmind.google/blog/facts-benchmark-suite-systematically-evaluating-the-factuality-of-large-language-models/,https://arxiv.org/abs/2512.10791,"FACTS Benchmark Suite systematically evaluates factuality and grounding behaviors across a collection of tests targeting hallucinations, attribution errors, and unsupported claims. It focuses on whether models can maintain truthfulness and appropriately qualify uncertainty across diverse prompts and domains.","L1: 
L2: Semantic Understanding & Context Recognition, Logical Reasoning (minor)
L3: Inhibitory Control, Self-reflection",L3
SimpleQA Verified,https://www.kaggle.com/benchmarks/deepmind/simpleqa-verified,https://arxiv.org/abs/2509.07968,SimpleQA Verified is a factual question answering benchmark with verification procedures aimed at ensuring reliable ground truth and evaluation integrity. It measures whether models can answer short factual questions accurately without fabrication.,"L1: 
L2: Semantic Understanding & Context Recognition
L3: Inhibitory Control, Self-reflection (minor)",L3
Global PIQA,https://huggingface.co/datasets/mrlbenchmarks/global-piqa-nonparallel,https://arxiv.org/abs/2510.24081,"Global PIQA evaluates practical physical and everyday reasoning across many languages and cultural contexts, emphasizing robust commonsense/problem-solving beyond English-only settings. It tests whether models can generalize intuitive reasoning about actions and outcomes across diverse linguistic inputs.","L1: Language Comprehension
L2: Logical Reasoning, Semantic Understanding & Context Recognition
L3: Cognitive Flexibility (minor)",L2
MRCR v2 (8-needle),https://huggingface.co/datasets/openai/mrcr,https://arxiv.org/abs/2409.12640,MRCR v2 (8-needle) tests long-context multi-round co-reference resolution by embedding multiple similar “needle” interactions inside long “haystack” conversations and asking models to reproduce the response tied to a specific needle. It measures precise retrieval and integration under heavy interference from distractors.,"L1: 
L2: Working Memory, Attention, Episodic Memory (minor)
L3: Inhibitory Control (minor)",L2
GDPval,https://openai.com/index/gdpval/,https://arxiv.org/abs/2510.04374,"GDPval measures economically valuable knowledge work by having models produce real work artifacts (e.g., presentations, spreadsheets, schedules) across many occupations, with expert human judging in comparative setups. It emphasizes end-to-end task completion quality, adherence to instructions, and practical decision-making in professional contexts.","L1: 
L2: Planning, Decision-making, Working Memory, Semantic Understanding & Context Recognition
L3: Self-reflection (minor)",L2
SWE-Lancer,https://openai.com/index/swe-lancer/,https://arxiv.org/abs/2502.12115,"SWE-Lancer evaluates software engineering work framed around “freelance” style tasks, emphasizing shipping useful patches and changes in realistic repo contexts, often including ambiguous requirements and iterative refinement. It targets agentic coding competence closer to real developer workflows than isolated problems.","L1: 
L2: Planning, Decision-making, Logical Reasoning, Working Memory
L3: Inhibitory Control (minor)",L2
Graphwalks,https://huggingface.co/datasets/openai/graphwalks,,"Graphwalks evaluates long-context reasoning over graph-structured data expressed in text, such as multi-step traversal, parent tracking, and path-based queries that stress algorithmic consistency. It measures whether models can maintain correct state over many dependent steps without drifting.","L1: 
L2: Logical Reasoning, Working Memory, Planning (minor), Attention (minor)
L3: ",L2
Toolathon,https://toolathlon.xyz,https://arxiv.org/abs/2510.25726,"Toolathon evaluates general tool-using competence across varied tools and tasks, emphasizing selecting the right tools, composing multi-step tool sequences, and integrating results into correct final outputs. It targets reliability under tool errors, ambiguity, and multi-turn execution.","L1: 
L2: Planning, Decision-making, Working Memory
L3: Inhibitory Control (minor), Self-reflection (minor)",L2
HMMT,https://matharena.ai/?view=problem&comp=hmmt--hmmt_feb_2025,https://arxiv.org/abs/2505.23281,HMMT evaluates high-difficulty competition mathematics problems (from Harvard-MIT Mathematics Tournament contexts) that typically require creative problem decomposition and rigorous multi-step derivations. It targets mathematical reasoning depth and reliability under challenging constraints.,"L1: 
L2: Logical Reasoning, Working Memory, Planning (minor)
L3: ",L2
FrontierMath,https://epoch.ai/frontiermath,https://arxiv.org/abs/2411.04872,"FrontierMath evaluates expert-level mathematics with problems intended to reflect frontier difficulty, often benefiting from tool assistance (e.g., symbolic/numeric computation) in some evaluation settings. It focuses on deep multi-step reasoning, proof-like thinking, and error-avoidant calculation across hard problem distributions.","L1: 
L2: Logical Reasoning, Planning, Working Memory
L3: Self-reflection (minor), Inhibitory Control (minor)",L2
