Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
FinanceAgent,https://www.vals.ai/benchmarks/finance_agent,,"FinanceAgent assesses tasks expected of an entry-level financial analyst, such as interpreting financial documents, performing calculations, and producing justified conclusions or artifacts. It emphasizes applied quantitative reasoning, domain knowledge, and structured analysis under realistic professional constraints.","L1: Language Production (minor)
L2: Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory, Planning (minor), Decision-making (minor)
L3: ",L2
CyberGym,https://www.cybergym.io/,https://arxiv.org/abs/2506.02548,"CyberGym evaluates cybersecurity-capable agents on finding known vulnerabilities and discovering new ones in real open-source software, often given high-level vulnerability descriptions. It stresses code reasoning, hypothesis-driven debugging, and careful interaction with tooling and constraints in security workflows.","L1: 
L2: Logical Reasoning, Planning, Working Memory, Semantic Understanding & Context Recognition (minor)
L3: Cognitive Flexibility, Inhibitory Control (minor)",L3
SpreadsheetBench,https://spreadsheetbench.github.io/,https://arxiv.org/abs/2406.14991,"SpreadsheetBench measures an agent’s ability to solve realistic spreadsheet tasks, including navigating complex workbooks, editing formulas, and producing correct structured outputs. It tests multi-step manipulation of tabular data and error-prone bookkeeping under tool-based execution.","L1: 
L2: Working Memory, Attention, Logical Reasoning, Planning, Decision-making (minor)
L3: ",L2
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam (HLE) is a difficult, multimodal benchmark intended to probe frontier reasoning and knowledge at (and beyond) typical expert levels across many subjects. Questions can require deep domain understanding, multi-step inference, and sometimes the integration of text with images or other modalities.","L1: Language Comprehension, Visual Perception (minor)
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory, Multisensory Integration (minor)
L3: ",L2
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,"AIME 2025 consists of competition-style mathematics problems drawn from the 2025 American Invitational Mathematics Examination. It emphasizes exact reasoning, symbolic manipulation, and multi-step problem solving with minimal reliance on external knowledge.","L1: 
L2: Logical Reasoning, Working Memory, Planning (minor)
L3: ",L2
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,GPQA Diamond is a high-quality subset of GPQA containing very challenging graduate-level science multiple-choice questions designed to be “Google-proof.” It targets deep conceptual understanding and multi-step scientific reasoning rather than surface-level recall.,"L1: Language Comprehension (minor)
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory (minor)
L3: ",L2
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,MMMLU is a multilingual version of MMLU that tests broad academic knowledge and reasoning across many subjects and languages. It measures whether models can maintain performance when the same types of tasks are expressed in diverse linguistic forms.,"L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning (minor)
L3: Cognitive Flexibility (minor)",L2
MMMU,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2311.16502,"MMMU evaluates multimodal understanding and reasoning across many disciplines by requiring models to answer questions grounded in images (diagrams, charts, photos) plus text. It emphasizes extracting relevant visual evidence and integrating it with linguistic instructions and domain knowledge.","L1: Visual Perception, Language Comprehension
L2: Scene Understanding & Visual Reasoning, Multisensory Integration, Logical Reasoning (minor), Attention (minor)
L3: ",L2
MMMU-Pro,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2409.02813,"MMMU-Pro is a more challenging and carefully curated extension of MMMU aimed at stronger evaluation of expert-level multimodal reasoning. It typically increases difficulty via harder questions, improved filtering, and evaluation design that better separates shallow recognition from true reasoning.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Multisensory Integration, Working Memory, Logical Reasoning, Attention (minor)
L3: ",L2
LAB-Bench FigQA,https://huggingface.co/datasets/futurehouse/lab-bench,https://arxiv.org/abs/2407.10362,"LAB-Bench FigQA tests whether models can answer questions about complex scientific figures from biology papers, including plots, microscopy images, and multi-panel diagrams. It targets figure-grounded reasoning that requires extracting quantitative/relational information from visuals and mapping it to scientific concepts.","L1: Visual Perception, Language Comprehension (minor)
L2: Scene Understanding & Visual Reasoning, Attention, Semantic Understanding & Context Recognition, Logical Reasoning (minor)
L3: ",L2
WebArena,https://webarena.dev/,https://arxiv.org/abs/2307.13854,"WebArena evaluates autonomous web agents on completing realistic tasks across multiple web apps (e-commerce, CMS, forums, maps) by interacting with dynamic pages. Success requires robust navigation, form filling, and multi-step decision making under noisy UI feedback and long action sequences.","L1: Visual Perception
L2: Planning, Decision-making, Working Memory, Visual Attention & Eye Movements
L3: Inhibitory Control (minor)",L2
MathArena Apex,https://matharena.ai/?view=problem&comp=apex--apex_2025,https://arxiv.org/abs/2505.23281,MathArena Apex is a competition-style math benchmark that aggregates hard problems intended to differentiate top-tier mathematical reasoning systems. It emphasizes correctness under multi-step derivations and discourages shortcutting via superficial pattern matching.,"L1: 
L2: Logical Reasoning, Working Memory, Planning (minor)
L3: Cognitive Flexibility (minor)",L2
ScreenShot-Pro,https://gui-agent.github.io/grounding-leaderboard/,https://arxiv.org/abs/2504.07981,"ScreenShot-Pro evaluates models on understanding and acting on high-resolution screenshots of graphical user interfaces from professional software settings. Tasks often require grounding language instructions to specific UI elements, interpreting layout, and sometimes producing action-relevant outputs (e.g., what to click or where information is located).","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Visual Attention & Eye Movements, Planning (minor), Sensorimotor Coordination (minor)
L3: ",L2
CharXiv Reasoning,https://charxiv.github.io/,https://arxiv.org/abs/2406.18521,"CharXiv Reasoning tests figure and chart reasoning on questions associated with scientific papers, often requiring interpretation of plotted data and visual conventions. The benchmark emphasizes quantitative and relational inference from visuals rather than OCR alone.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Attention, Logical Reasoning, Semantic Understanding & Context Recognition (minor)
L3: ",L2
OmniDocBench 1.5,https://github.com/opendatalab/OmniDocBench,https://arxiv.org/abs/2412.07626,"OmniDocBench 1.5 evaluates document understanding and OCR across heterogeneous content such as text blocks, formulas, tables, and reading order. It emphasizes faithful extraction/structuring from visually complex documents where layout is part of the meaning.","L1: Visual Perception, Language Comprehension
L2: Attention, Scene Understanding & Visual Reasoning, Working Memory (minor)
L3: ",L2
Video-MMMU,https://videommmu.github.io/,https://arxiv.org/abs/2501.13826,"Video-MMMU extends multimodal understanding to videos, requiring models to answer questions that depend on events, actions, and temporal relationships across frames. It stresses integrating visual evidence over time and maintaining coherence about evolving scenes.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Working Memory, Attention, Multisensory Integration (minor)
L3: Cognitive Timing & Predictive Modeling (minor)",L2
LiveCodeBench Pro,https://livecodebenchpro.com/projects/livecodebench-pro/leaderboard,https://arxiv.org/abs/2506.11928,"LiveCodeBench Pro evaluates coding ability on contemporary programming problems with an emphasis on realistic, up-to-date tasks and robust scoring. Models must generate correct solutions (often under time/interaction constraints) and benefit from strong algorithmic reasoning and debugging discipline.","L1: Language Comprehension (minor)
L2: Logical Reasoning, Working Memory, Planning
L3: Cognitive Flexibility (minor)",L2
FACTS Benchmark Suite,https://deepmind.google/blog/facts-benchmark-suite-systematically-evaluating-the-factuality-of-large-language-models/,https://arxiv.org/abs/2512.10791,"The FACTS Benchmark Suite systematically evaluates LLM factuality across multiple settings (e.g., grounded generation, attribution, and error modes), aiming to measure truthfulness more robustly than single QA datasets. It targets a model’s ability to avoid hallucinations and maintain verifiable claims under realistic prompting and retrieval conditions.","L1: Language Comprehension (minor)
L2: Semantic Understanding & Context Recognition, Working Memory (minor)
L3: Inhibitory Control, Self-reflection (minor)",L3
SimpleQA Verified,https://www.kaggle.com/benchmarks/deepmind/simpleqa-verified,https://arxiv.org/abs/2509.07968,SimpleQA Verified is a factual question-answering benchmark with verified ground truth intended to measure whether models can answer short questions accurately. It is designed to reduce ambiguity and evaluation noise so that errors more clearly reflect hallucination or knowledge failures.,"L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Working Memory (minor)
L3: Inhibitory Control (minor)",L2
Global PIQA,https://huggingface.co/datasets/mrlbenchmarks/global-piqa-nonparallel,https://arxiv.org/abs/2510.24081,"Global PIQA is a multilingual, non-parallel commonsense benchmark focused on physical and everyday reasoning across languages and cultures. It evaluates whether models can select plausible actions/solutions in situations where implicit physical intuition and contextual commonsense matter.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Spatial Representation & Mapping (minor)
L3: Cognitive Flexibility (minor)",L2
MRCR v2 (8-needle),https://huggingface.co/datasets/openai/mrcr,https://arxiv.org/abs/2409.12640,"MRCR v2 (8-needle) is a long-context evaluation where multiple similar “needle” requests are embedded in a long conversational “haystack,” and the model must recover the correct referenced answer. It stresses reliable coreference, retrieval within long contexts, and resistance to confusion from distractor-similar segments.","L1: Language Comprehension
L2: Working Memory, Attention, Semantic Understanding & Context Recognition
L3: Inhibitory Control (minor)",L2
GDPval,https://openai.com/index/gdpval/,https://arxiv.org/abs/2510.04374,"GDPval evaluates economically valuable, well-specified knowledge work across many occupations by comparing model outputs to professional-quality work products (e.g., presentations, spreadsheets, schedules, diagrams). It emphasizes end-to-end task execution quality, instruction following, and producing usable artifacts rather than only answering questions.","L1: Language Production
L2: Planning, Decision-making, Semantic Understanding & Context Recognition, Working Memory (minor)
L3: Self-reflection (minor), Social Reasoning & Theory of Mind (minor)",L2
SWE-Lancer,https://openai.com/index/swe-lancer/,https://arxiv.org/abs/2502.12115,"SWE-Lancer evaluates agentic software engineering in a more “contractor-like” setting, where tasks resemble real work tickets and require producing correct changes end-to-end. It targets practical coding competence, including interpreting requirements, coordinating multiple steps, and delivering patches that meet acceptance criteria.","L1: Language Comprehension (minor), Language Production (minor)
L2: Planning, Logical Reasoning, Decision-making, Working Memory
L3: ",L2
Graphwalks,https://huggingface.co/datasets/openai/graphwalks,,"Graphwalks tests whether models can follow and reason about graph-structured relationships, often requiring multi-step traversal or aggregation over edges. It is designed to probe systematic reasoning over discrete structures where local decisions must remain consistent with a global walk/path constraint.","L1: 
L2: Logical Reasoning, Working Memory, Attention, Spatial Representation & Mapping (minor), Planning (minor)
L3: ",L2
Toolathon,https://toolathlon.xyz,https://arxiv.org/abs/2510.25726,"Toolathon benchmarks tool-using agents on diverse tasks that require selecting appropriate tools, calling them correctly, and integrating results into a final answer. It emphasizes reliability across heterogeneous APIs and the ability to recover from tool errors or partial results during multi-step workflows.","L1: Language Comprehension (minor)
L2: Planning, Decision-making, Working Memory
L3: Cognitive Flexibility, Inhibitory Control (minor)",L3
HMMT,https://matharena.ai/?view=problem&comp=hmmt--hmmt_feb_2025,https://arxiv.org/abs/2505.23281,"HMMT problems (as used in MathArena) are advanced competition math questions from the Harvard-MIT Mathematics Tournament, targeting high-difficulty algebra, geometry, combinatorics, and number theory. Performance depends on sustained multi-step derivations and precise symbolic reasoning.","L1: 
L2: Logical Reasoning, Working Memory, Planning (minor)
L3: ",L2
FrontierMath,https://epoch.ai/frontiermath,https://arxiv.org/abs/2411.04872,"FrontierMath is a benchmark of very challenging, research-adjacent mathematics problems intended to test the limits of machine mathematical reasoning. Higher tiers require deeper insight, longer proofs/derivations, and greater robustness against subtle errors than typical competition math datasets.","L1: 
L2: Logical Reasoning, Working Memory, Planning
L3: Cognitive Flexibility (minor), Inhibitory Control (minor)",L2
