Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,"MMMLU extends broad academic knowledge testing across many languages, assessing whether models can answer subject-matter questions beyond English. It emphasizes multilingual comprehension, culturally robust knowledge retrieval, and consistent reasoning across language settings.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning (minor), Working Memory (minor)
L3: ",L2
MMMU,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2311.16502,MMMU is a multimodal benchmark requiring models to answer expert-level questions that combine images and text across many disciplines. It emphasizes grounded interpretation of diagrams/figures alongside textual reasoning and domain knowledge.,"L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Multisensory Integration, Logical Reasoning, Working Memory (minor)
L3: ",L2
MMMU-Pro,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2409.02813,"MMMU-Pro is a more challenging and carefully constructed variant of MMMU aimed at better measuring expert multimodal reasoning and reducing shortcut solutions. It stresses higher difficulty visual-text integration, finer-grained figure understanding, and stronger reasoning under ambiguity.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Multisensory Integration, Logical Reasoning, Attention (minor)
L3: ",L2
LAB-Bench FigQA,https://huggingface.co/datasets/futurehouse/lab-bench,https://arxiv.org/abs/2407.10362,"LAB-Bench FigQA tests whether models can correctly interpret scientific figures from biology papers and answer questions that require reading plots, labels, and experimental context. It emphasizes extracting information from complex visuals and connecting them to biological concepts.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Semantic Understanding & Context Recognition, Logical Reasoning (minor), Visual Attention & Eye Movements (minor)
L3: ",L2
WebArena,https://webarena.dev/,https://arxiv.org/abs/2307.13854,"WebArena evaluates autonomous web agents performing realistic tasks across multiple web applications (e-commerce, CMS, forums, code hosting) using browser interactions. It emphasizes long-horizon planning, robust navigation, and adapting actions to dynamic web states.","L1: Visual Perception (minor)
L2: Planning, Decision-making, Working Memory
L3: Cognitive Flexibility (minor)",L2
MathArena Apex,https://matharena.ai/?view=problem&comp=apex--apex_2025,https://arxiv.org/abs/2505.23281,"MathArena Apex aggregates hard mathematics problems intended to measure frontier math reasoning, often beyond standard competition difficulty. It emphasizes multi-step proof-like reasoning, careful case handling, and high precision in intermediate computations.","L1: 
L2: Logical Reasoning, Planning, Working Memory
L3: Cognitive Flexibility (minor)",L2
ScreenShot-Pro,https://gui-agent.github.io/grounding-leaderboard/,https://arxiv.org/abs/2504.07981,"ScreenShot-Pro evaluates how well models understand and act on information contained in screenshots of professional software interfaces, focusing on UI grounding and interpretation. It typically requires locating relevant visual elements and reasoning about their meaning in context.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Visual Attention & Eye Movements, Working Memory (minor), Decision-making (minor)
L3: ",L2
CharXiv Reasoning,https://charxiv.github.io/,https://arxiv.org/abs/2406.18521,"CharXiv Reasoning evaluates reasoning over scientific paper figures and associated questions, often benefiting from structured analysis and sometimes code-assisted computation. It emphasizes connecting visual evidence to scientific claims and performing multi-step quantitative or logical inference.","L1: 
L2: Scene Understanding & Visual Reasoning, Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory (minor), Attention (minor)
L3: ",L2
OmniDocBench 1.5,https://github.com/opendatalab/OmniDocBench,https://arxiv.org/abs/2412.07626,"OmniDocBench 1.5 benchmarks document understanding and OCR across heterogeneous layouts, including text, tables, formulas, and reading order. It emphasizes accurate extraction from visually complex documents and faithful reconstruction of structured content.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Visual Attention & Eye Movements (minor), Working Memory (minor)
L3: ",L2
Video-MMMU,https://videommmu.github.io/,https://arxiv.org/abs/2501.13826,Video-MMMU extends multimodal understanding to the temporal domain by requiring models to answer questions about videos across diverse topics. It emphasizes integrating information across frames and linking visual events with textual prompts and world knowledge.,"L1: Visual Perception
L2: Multisensory Integration, Scene Understanding & Visual Reasoning, Working Memory, Attention (minor)
L3: ",L2
LiveCodeBench Pro,https://livecodebenchpro.com/projects/livecodebench-pro/leaderboard,https://arxiv.org/abs/2506.11928,"LiveCodeBench Pro evaluates competitive coding ability on fresh, time-split programming problems, often reported via an ELO-style rating. It emphasizes algorithmic reasoning, correct implementation, and robustness under realistic contest constraints.","L1: 
L2: Logical Reasoning, Planning, Working Memory
L3: Cognitive Flexibility (minor)",L2
FACTS Benchmark Suite,https://deepmind.google/blog/facts-benchmark-suite-systematically-evaluating-the-factuality-of-large-language-models/,https://arxiv.org/abs/2512.10791,"The FACTS Benchmark Suite systematically evaluates LLM factuality across multiple settings, including groundedness to sources and resistance to unsupported claims. It emphasizes producing accurate statements, calibrating uncertainty, and avoiding hallucinations in diverse QA and summarization tasks.","L1: Language Production (minor)
L2: Semantic Understanding & Context Recognition
L3: Self-reflection, Inhibitory Control (minor)",L3
SimpleQA Verified,https://www.kaggle.com/benchmarks/deepmind/simpleqa-verified,https://arxiv.org/abs/2509.07968,"SimpleQA Verified is a short-form factual question answering benchmark with verified answers and controlled evaluation, aimed at measuring precision on simple queries. It emphasizes factual recall, concise responding, and minimizing ungrounded elaboration.","L1: Language Comprehension (minor)
L2: Semantic Understanding & Context Recognition
L3: Inhibitory Control (minor)",L2
Global PIQA,https://huggingface.co/datasets/mrlbenchmarks/global-piqa-nonparallel,https://arxiv.org/abs/2510.24081,"Global PIQA evaluates physical commonsense reasoning across languages, focusing on whether models can infer plausible interactions and outcomes in everyday physical scenarios. It emphasizes robust commonsense generalization rather than narrow linguistic pattern matching.","L1: 
L2: Logical Reasoning, Semantic Understanding & Context Recognition, Spatial Representation & Mapping (minor)
L3: Cognitive Flexibility (minor)",L2
MRCR v2 (8-needle),https://huggingface.co/datasets/openai/mrcr,https://arxiv.org/abs/2409.12640,"MRCR v2 (8-needle) is a long-context multi-round coreference resolution benchmark where identical “needle” requests are embedded in long, confusable conversations, and the model must retrieve the correct referenced response. It emphasizes maintaining and selecting the correct referent under heavy interference across very long contexts.","L1: 
L2: Working Memory, Attention, Semantic Understanding & Context Recognition
L3: Inhibitory Control (minor)",L2
GDPval,https://openai.com/index/gdpval/,https://arxiv.org/abs/2510.04374,"GDPval evaluates economically valuable, well-specified professional tasks across many occupations, judged by expert humans via head-to-head comparisons against professional outputs. Tasks often require producing real artifacts (e.g., slides, spreadsheets, plans) with correct structure and actionable content.","L1: Language Production
L2: Planning, Decision-making, Working Memory (minor)
L3: Cognitive Flexibility (minor)",L2
SWE-Lancer,https://openai.com/index/swe-lancer/,https://arxiv.org/abs/2502.12115,"SWE-Lancer evaluates agentic software engineering where models must complete realistic development tasks in repositories, often emphasizing autonomy, iteration, and end-to-end delivery quality. It is designed to better reflect longer-horizon engineering workflows than single-patch tasks alone.","L1: 
L2: Planning, Decision-making, Logical Reasoning, Working Memory
L3: Self-reflection (minor)",L2
Graphwalks,https://huggingface.co/datasets/openai/graphwalks,,"Graphwalks evaluates long-context graph reasoning, where models must follow paths, parent pointers, or traversal rules described in text and produce correct node-level outputs. It emphasizes accurate multi-step symbolic traversal under high distractor load and long-range dependencies.","L1: 
L2: Logical Reasoning, Working Memory, Attention, Spatial Representation & Mapping (minor)
L3: ",L2
Toolathon,https://toolathlon.xyz,https://arxiv.org/abs/2510.25726,"Toolathon benchmarks general tool-use competence across diverse APIs and multi-step tasks, often emphasizing correct function selection, argument construction, and compositional workflows. It measures reliability of agentic execution rather than purely linguistic competence.","L1: 
L2: Planning, Decision-making, Working Memory
L3: Cognitive Flexibility (minor)",L2
HMMT,https://matharena.ai/?view=problem&comp=hmmt--hmmt_feb_2025,https://arxiv.org/abs/2505.23281,"HMMT evaluates high-level contest mathematics (Harvard-MIT Mathematics Tournament style), typically requiring deeper reasoning and more complex constructions than standard high school competitions. It emphasizes sustained multi-step problem solving and correctness on challenging, sometimes proof-adjacent tasks.","L1: 
L2: Logical Reasoning, Working Memory, Planning
L3: Cognitive Flexibility (minor)",L2
FrontierMath,https://epoch.ai/frontiermath,https://arxiv.org/abs/2411.04872,"FrontierMath measures expert-level mathematics, including problems intended to be at or beyond the edge of typical competition math and closer to research-style reasoning in places. It emphasizes rigorous multi-step derivations, careful abstraction, and high precision across long solution chains.","L1: 
L2: Logical Reasoning, Planning, Working Memory
L3: Cognitive Flexibility (minor)",L2
