Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
FinanceAgent,https://www.vals.ai/benchmarks/finance_agent,,"FinanceAgent evaluates whether models can perform tasks typical of an entry-level financial analyst, such as interpreting financial documents, performing calculations, and producing structured analyses. It emphasizes correctness, grounded reasoning with numeric/financial concepts, and producing decision-support outputs.","L1: Language Production (minor)
L2: Logical Reasoning, Decision-making, Working Memory, Semantic Understanding & Context Recognition, Planning (minor)
L3: ",L2
CyberGym,https://www.cybergym.io/,https://arxiv.org/abs/2506.02548,"CyberGym evaluates cybersecurity agents on finding known vulnerabilities from descriptions and discovering previously unknown issues in real open-source projects at scale. It stresses code understanding, hypothesis-driven exploration, and producing correct exploit or patch-relevant reasoning under time/attempt constraints.","L1: 
L2: Logical Reasoning, Planning, Decision-making, Working Memory
L3: Cognitive Flexibility, Inhibitory Control (minor)",L3
SpreadsheetBench,https://spreadsheetbench.github.io/,https://arxiv.org/abs/2406.14991,"SpreadsheetBench measures an agent’s ability to navigate, edit, and compute with complex spreadsheets derived from real-world tasks. Models must understand spreadsheet structure, perform multi-step transformations, and produce correct formulas or outputs while tracking many interdependent cells and constraints.","L1: 
L2: Working Memory, Attention, Planning, Decision-making, Logical Reasoning
L3: Cognitive Flexibility (minor)",L2
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam is a difficult, broad, multimodal benchmark at the frontier of expert knowledge, intended to probe reasoning and synthesis beyond routine textbook questions. Items often require multi-step inference, careful reading of provided materials, and sometimes tool-assisted analysis depending on the evaluation setting.","L1: 
L2: Logical Reasoning, Working Memory, Semantic Understanding & Context Recognition, Attention (minor), Planning (minor), Multisensory Integration (minor)
L3: ",L2
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,"AIME 2025 evaluates competition-style mathematics problem solving using the 2025 American Invitational Mathematics Examination set. It tests multi-step symbolic reasoning, careful constraint handling, and robustness to tricky problem formulations under no-tools or tool-enabled variants.","L1: 
L2: Logical Reasoning, Working Memory, Planning (minor), Attention (minor)
L3: ",L2
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,"GPQA Diamond is a high-quality subset of graduate-level science multiple-choice questions constructed to be difficult for non-experts and resistant to shallow pattern matching. It emphasizes deep domain understanding and multi-step reasoning across biology, chemistry, and physics.","L1: 
L2: Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory (minor), Attention (minor)
L3: ",L2
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,"MMMLU extends MMLU-style broad academic evaluation into multiple non-English languages, testing subject knowledge and reasoning across many domains and languages. It probes multilingual generalization, cross-lingual robustness, and the ability to answer consistently despite linguistic variation.","L1: Language Comprehension, Language Production (minor)
L2: Semantic Understanding & Context Recognition, Logical Reasoning (minor), Working Memory (minor)
L3: ",L2
MMMU,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2311.16502,"MMMU is a multimodal benchmark spanning many disciplines where questions require joint reasoning over images and text (e.g., diagrams, charts, scientific figures). It evaluates whether models can extract relevant visual evidence and integrate it with contextual and domain knowledge to answer correctly.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Multisensory Integration, Logical Reasoning, Visual Attention & Eye Movements (minor), Working Memory (minor)
L3: ",L2
MMMU-Pro,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2409.02813,"MMMU-Pro is a harder variant of MMMU designed to better separate strong multimodal reasoning systems, often emphasizing more complex visual understanding and longer reasoning chains. It aims to reduce shortcut solutions and better test expert-level multimodal comprehension.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Multisensory Integration, Logical Reasoning, Working Memory (minor), Attention (minor)
L3: ",L2
LAB-Bench FigQA,https://huggingface.co/datasets/futurehouse/lab-bench,https://arxiv.org/abs/2407.10362,"LAB-Bench FigQA evaluates scientific figure question answering, focusing on whether models can interpret complex biology figures and extract correct experimental/quantitative conclusions. It targets research-relevant visual analysis, including reading plots, labels, and multi-panel figure structure.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Multisensory Integration, Logical Reasoning, Attention (minor)
L3: ",L2
WebArena,https://webarena.dev/,https://arxiv.org/abs/2307.13854,"WebArena evaluates autonomous web agents performing realistic tasks across multiple web apps (e-commerce, CMS, forums, code hosting, maps) using browser interactions. It tests multi-step navigation, form filling, information retrieval, and robust goal completion under dynamic UI conditions.","L1: Visual Perception
L2: Visual Attention & Eye Movements, Planning, Decision-making, Working Memory
L3: Cognitive Flexibility (minor), Inhibitory Control (minor)",L2
MathArena Apex,https://matharena.ai/?view=problem&comp=apex--apex_2025,https://arxiv.org/abs/2505.23281,"MathArena Apex is an advanced mathematics evaluation suite designed to stress high-end reasoning with difficult, multi-step problems beyond standard competition sets. It is used to compare frontier models on rigorous quantitative inference and proof-like problem decomposition.","L1: 
L2: Logical Reasoning, Working Memory, Planning (minor), Attention (minor)
L3: ",L2
ScreenShot-Pro,https://gui-agent.github.io/grounding-leaderboard/,https://arxiv.org/abs/2504.07981,"ScreenShot-Pro evaluates screenshot understanding for professional GUI settings, requiring models to interpret high-resolution interface images and answer questions or identify UI elements. It targets visual grounding, layout reasoning, and extracting task-relevant information from dense screens.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Visual Attention & Eye Movements, Working Memory (minor), Attention (minor)
L3: ",L2
CharXiv Reasoning,https://charxiv.github.io/,https://arxiv.org/abs/2406.18521,"CharXiv Reasoning focuses on reasoning over figures and charts drawn from scientific papers, asking questions that require careful interpretation of plotted data and figure context. It is often used with optional tool assistance (e.g., Python) to test quantitative extraction and analysis workflows.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Logical Reasoning, Working Memory (minor), Attention (minor)
L3: ",L2
OmniDocBench 1.5,https://github.com/opendatalab/OmniDocBench,https://arxiv.org/abs/2412.07626,"OmniDocBench 1.5 evaluates document understanding and OCR-style extraction across heterogeneous document elements such as text blocks, formulas, tables, and reading order. It probes whether models can faithfully transcribe and structure information from complex page layouts.","L1: Visual Perception
L2: Visual Attention & Eye Movements, Scene Understanding & Visual Reasoning, Multisensory Integration (minor), Working Memory (minor)
L3: ",L2
Video-MMMU,https://videommmu.github.io/,https://arxiv.org/abs/2501.13826,"Video-MMMU extends multimodal understanding to video, requiring models to answer questions that depend on temporal visual information and narrative/causal context. It evaluates integration of evidence across frames, handling of temporal dependencies, and robust multimodal reasoning.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Working Memory, Attention, Multisensory Integration (minor)
L3: ",L2
LiveCodeBench Pro,https://livecodebenchpro.com/projects/livecodebench-pro/leaderboard,https://arxiv.org/abs/2506.11928,"LiveCodeBench Pro measures competitive programming and code-generation ability under evaluation conditions intended to reflect contemporary coding tasks and reduce leakage. It emphasizes producing correct, executable solutions and often reports performance with metrics such as Elo ratings derived from problem outcomes.","L1: 
L2: Logical Reasoning, Planning, Working Memory, Attention (minor)
L3: Cognitive Flexibility (minor)",L2
FACTS Benchmark Suite,https://deepmind.google/blog/facts-benchmark-suite-systematically-evaluating-the-factuality-of-large-language-models/,https://arxiv.org/abs/2512.10791,"FACTS Benchmark Suite systematically evaluates factuality, covering diverse failure modes such as hallucination, citation/grounding errors, and robustness of factual claims across contexts. It targets whether models can maintain truthful, supported statements rather than producing plausible but incorrect content.","L1: 
L2: Semantic Understanding & Context Recognition, Attention (minor), Working Memory (minor)
L3: Inhibitory Control, Self-reflection (minor)",L3
SimpleQA Verified,https://www.kaggle.com/benchmarks/deepmind/simpleqa-verified,https://arxiv.org/abs/2509.07968,"SimpleQA Verified is a factual question answering benchmark with verification procedures intended to ensure reliable ground truth labels. It measures whether models can provide concise, correct answers to straightforward fact queries without drifting into hallucination.","L1: Language Comprehension (minor), Language Production (minor)
L2: Semantic Understanding & Context Recognition
L3: Inhibitory Control (minor)",L2
Global PIQA,https://huggingface.co/datasets/mrlbenchmarks/global-piqa-nonparallel,https://arxiv.org/abs/2510.24081,"Global PIQA evaluates pragmatic/physical commonsense reasoning across many languages, probing whether models can choose sensible actions or explanations in everyday scenarios outside English. It emphasizes robust commonsense inference and cross-lingual transfer of practical knowledge.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning
L3: Cognitive Flexibility (minor)",L2
MRCR v2 (8-needle),https://huggingface.co/datasets/openai/mrcr,https://arxiv.org/abs/2409.12640,"MRCR v2 (8-needle) tests long-context multi-round coreference resolution by embedding multiple similar “needle” requests and responses within long “haystacks,” then asking the model to reproduce the correct response for a specified needle. It stresses accurate retrieval and discrimination under heavy distractor interference over long contexts.","L1: 
L2: Working Memory, Attention, Episodic Memory, Semantic Understanding & Context Recognition (minor)
L3: Inhibitory Control (minor)",L2
GDPval,https://openai.com/index/gdpval/,https://arxiv.org/abs/2510.04374,"GDPval evaluates well-specified professional knowledge-work tasks across many occupations, often requiring creation of realistic work products (e.g., presentations, spreadsheets, schedules) judged by experts. It emphasizes end-to-end task completion quality, adherence to constraints, and producing usable artifacts rather than only answering questions.","L1: Language Production
L2: Planning, Decision-making, Working Memory, Attention (minor)
L3: Cognitive Flexibility, Social Reasoning & Theory of Mind (minor)",L3
SWE-Lancer,https://openai.com/index/swe-lancer/,https://arxiv.org/abs/2502.12115,SWE-Lancer evaluates software engineering in a more agentic/realistic setting where models must handle larger-scoped engineering tasks and produce patches or solutions aligned with task requirements. It is designed to reflect professional development workflows and measure robust end-to-end engineering performance.,"L1: 
L2: Planning, Decision-making, Logical Reasoning, Working Memory
L3: Cognitive Flexibility, Self-reflection (minor)",L3
Graphwalks,https://huggingface.co/datasets/openai/graphwalks,,"Graphwalks tests long-context structured reasoning over graph-structured data by asking models to follow paths, perform traversals, or answer queries that require maintaining state across steps. It emphasizes accurate multi-hop navigation through symbolic structure under distractors and long inputs.","L1: 
L2: Spatial Representation & Mapping, Working Memory, Logical Reasoning, Attention (minor)
L3: ",L2
Toolathon,https://toolathlon.xyz,https://arxiv.org/abs/2510.25726,"Toolathon evaluates general tool-use and tool-selection ability across heterogeneous tasks where models must decide when to call tools, choose the right tool, and integrate results into final answers. It targets robustness of agentic workflows, including error handling and compositional multi-tool strategies.","L1: 
L2: Planning, Decision-making, Working Memory
L3: Cognitive Flexibility, Inhibitory Control (minor), Self-reflection (minor)",L3
HMMT,https://matharena.ai/?view=problem&comp=hmmt--hmmt_feb_2025,https://arxiv.org/abs/2505.23281,"HMMT evaluates high-difficulty contest mathematics problems (e.g., Harvard-MIT Mathematics Tournament sets) that typically require creative multi-step reasoning and careful algebraic/combinatorial manipulation. It is used to probe robustness on challenging problems beyond standard high-school competitions.","L1: 
L2: Logical Reasoning, Working Memory, Attention (minor), Planning (minor)
L3: ",L2
FrontierMath,https://epoch.ai/frontiermath,https://arxiv.org/abs/2411.04872,"FrontierMath evaluates expert-level mathematics, including problems that approach research-level difficulty tiers, often benefiting from tool-assisted verification or computation. It aims to measure genuine progress on hard mathematical reasoning rather than pattern recall, with performance reported by difficulty tier.","L1: 
L2: Logical Reasoning, Working Memory, Planning, Attention (minor)
L3: Cognitive Flexibility (minor)",L2
