Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
FinanceAgent,https://www.vals.ai/benchmarks/finance_agent,,"FinanceAgent assesses performance on tasks representative of entry-level financial analysis, such as interpreting financial documents, performing calculations, and producing analyst-style outputs. It stresses numerical and document reasoning as well as structured, auditable reporting.","L1: Language Production (minor)
L2: Logical Reasoning, Semantic Understanding & Context Recognition, Planning, Decision-making, Working Memory
L3: ",L2
CyberGym,https://www.cybergym.io/,https://arxiv.org/abs/2506.02548,"CyberGym evaluates cybersecurity agent skill on vulnerability identification and discovery tasks grounded in real software projects. It requires understanding vulnerability descriptions, navigating code, and proposing correct exploit-relevant reasoning or fixes under pass@1 constraints.","L1: 
L2: Logical Reasoning, Planning, Working Memory, Decision-making (minor)
L3: Self-reflection (minor), Inhibitory Control (minor)",L2
SpreadsheetBench,https://spreadsheetbench.github.io/,https://arxiv.org/abs/2406.14991,"SpreadsheetBench measures an agent’s ability to read, edit, and compute with complex spreadsheets that mirror real-world workflows. Tasks typically require locating relevant cells/ranges, applying correct formulas or transformations, and validating results programmatically.","L1: 
L2: Planning, Working Memory, Logical Reasoning, Attention (minor), Decision-making (minor)
L3: Self-reflection (minor)",L2
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam (HLE) is a large, frontier-difficulty benchmark spanning advanced academic and professional questions, often including multimodal items. It probes broad knowledge, difficult reasoning, and the ability to synthesize across domains under strict grading.","L1: Language Comprehension (minor), Visual Perception (minor)
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory, Multisensory Integration (minor)
L3: ",L2
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,"AIME 2025 evaluates competition-style mathematical problem solving with nontrivial algebra, geometry, counting, and number theory. It emphasizes multi-step derivations, careful constraint handling, and producing a single exact numeric answer.","L1: 
L2: Logical Reasoning, Working Memory, Planning (minor)
L3: Self-reflection (minor)",L2
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,GPQA Diamond is a high-quality subset of GPQA consisting of difficult graduate-level multiple-choice science questions designed to be resistant to simple web lookup. It tests deep scientific knowledge and reasoning under distractor-rich options.,"L1: 
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory (minor), Decision-making (minor)
L3: ",L2
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,"MMMLU extends MMLU-style breadth testing to many non-English languages, covering dozens of academic subjects with multiple-choice questions. It probes whether models retain and apply world knowledge and reasoning reliably across multilingual settings.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning (minor), Working Memory (minor)
L3: ",L2
MMMU,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2311.16502,"MMMU tests multidisciplinary reasoning over both text and images, spanning charts, diagrams, UI screenshots, and scientific/technical visuals. It requires extracting relevant visual evidence and combining it with textual context to answer expert-level questions.","L1: Visual Perception
L2: Multisensory Integration, Scene Understanding & Visual Reasoning, Logical Reasoning, Working Memory (minor), Attention (minor)
L3: ",L2
MMMU-Pro,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2409.02813,"MMMU-Pro is a more challenging and carefully curated variant of MMMU, intended to better measure high-end multimodal understanding and reasoning. It increases difficulty and reduces shortcut solutions, pushing models to integrate complex visual details with domain knowledge.","L1: Visual Perception
L2: Multisensory Integration, Scene Understanding & Visual Reasoning, Logical Reasoning, Working Memory (minor), Attention (minor)
L3: ",L2
LAB-Bench FigQA,https://huggingface.co/datasets/futurehouse/lab-bench,https://arxiv.org/abs/2407.10362,"LAB-Bench FigQA evaluates the ability to answer questions about scientific figures from biology papers, such as plots, microscopy panels, and multi-part diagrams. It stresses fine-grained figure parsing, scientific context linking, and robust visual-to-text reasoning.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Semantic Understanding & Context Recognition, Logical Reasoning, Attention (minor), Working Memory (minor)
L3: ",L2
WebArena,https://webarena.dev/,https://arxiv.org/abs/2307.13854,"WebArena evaluates autonomous web agents completing realistic tasks across multiple web apps (e-commerce, CMS, Git hosting, forums) using browser actions. Success requires planning multi-step navigation, interpreting dynamic pages, and reliably executing form fills and clicks to satisfy task constraints.","L1: Visual Perception
L2: Planning, Decision-making, Visual Attention & Eye Movements, Working Memory
L3: Inhibitory Control (minor), Self-reflection (minor)",L2
MathArena Apex,https://matharena.ai/?view=problem&comp=apex--apex_2025,https://arxiv.org/abs/2505.23281,"MathArena Apex is a very hard mathematics benchmark drawn from high-end contest and olympiad-style problems, typically requiring long multi-step reasoning. It is designed to stress advanced mathematical creativity and rigor beyond standard exam-like question sets.","L1: 
L2: Logical Reasoning, Working Memory, Planning
L3: Cognitive Flexibility (minor), Self-reflection (minor)",L2
ScreenShot-Pro,https://gui-agent.github.io/grounding-leaderboard/,https://arxiv.org/abs/2504.07981,"ScreenShot-Pro evaluates visual grounding and reasoning over high-resolution screenshots of software interfaces, asking models to interpret UI layout and answer questions or identify elements. It emphasizes robust spatial and semantic understanding of complex GUIs rather than generic image captioning.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Visual Attention & Eye Movements, Spatial Representation & Mapping, Working Memory (minor), Sensorimotor Coordination (minor)
L3: ",L2
CharXiv Reasoning,https://charxiv.github.io/,https://arxiv.org/abs/2406.18521,"CharXiv Reasoning tests reasoning over scientific charts and figures (often from arXiv-style papers), requiring models to extract quantitative/relational information from plots and associated text. It rewards careful visual interpretation, numerical consistency, and multi-step inference from visual evidence.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory (minor), Attention (minor)
L3: ",L2
OmniDocBench 1.5,https://github.com/opendatalab/OmniDocBench,https://arxiv.org/abs/2412.07626,"OmniDocBench 1.5 evaluates document understanding and OCR across mixed-content pages, including text, tables, formulas, and reading order. It measures whether models can faithfully transcribe and structure documents, not merely recognize isolated characters.","L1: Visual Perception
L2: Attention, Scene Understanding & Visual Reasoning, Semantic Understanding & Context Recognition (minor), Working Memory (minor)
L3: ",L2
Video-MMMU,https://videommmu.github.io/,https://arxiv.org/abs/2501.13826,"Video-MMMU extends MMMU-style multimodal reasoning to videos, requiring models to integrate information across time as well as accompanying text. Tasks often depend on tracking events, recognizing temporal relationships, and answering questions that require aggregating multiple moments.","L1: Visual Perception
L2: Attention, Working Memory, Scene Understanding & Visual Reasoning, Multisensory Integration (minor)
L3: Cognitive Timing & Predictive Modeling",L3
LiveCodeBench Pro,https://livecodebenchpro.com/projects/livecodebench-pro/leaderboard,https://arxiv.org/abs/2506.11928,"LiveCodeBench Pro evaluates coding ability on contemporary programming problems with rigorous, leaderboard-style scoring (reported as an ELO rating). It is designed to better reflect real coding performance under realistic constraints than static, easily contaminated code benchmarks.","L1: 
L2: Logical Reasoning, Planning, Working Memory, Decision-making (minor)
L3: Self-reflection (minor)",L2
FACTS Benchmark Suite,https://deepmind.google/blog/facts-benchmark-suite-systematically-evaluating-the-factuality-of-large-language-models/,https://arxiv.org/abs/2512.10791,"FACTS Benchmark Suite systematically evaluates factuality and grounding, aiming to detect hallucinations, unsupported claims, and failures to properly cite or rely on evidence. It focuses on whether a model’s outputs remain faithful to available information and real-world facts across diverse settings.","L1: 
L2: Semantic Understanding & Context Recognition, Working Memory (minor), Decision-making (minor)
L3: Inhibitory Control, Self-reflection (minor)",L3
SimpleQA Verified,https://www.kaggle.com/benchmarks/deepmind/simpleqa-verified,https://arxiv.org/abs/2509.07968,SimpleQA Verified is a short-form factual question answering benchmark with verification to reduce ambiguous or poorly specified items. It emphasizes precise retrieval of widely agreed-upon facts and penalizes confident but incorrect responses.,"L1: Language Comprehension (minor), Language Production (minor)
L2: Semantic Understanding & Context Recognition
L3: Inhibitory Control (minor)",L2
Global PIQA,https://huggingface.co/datasets/mrlbenchmarks/global-piqa-nonparallel,https://arxiv.org/abs/2510.24081,"Global PIQA evaluates commonsense physical reasoning across many languages and locales, focusing on whether models understand everyday interactions with objects and environments. It tests robustness of practical reasoning under multilingual phrasing and culturally varied contexts.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Spatial Representation & Mapping (minor), Working Memory (minor)
L3: ",L2
MRCR v2 (8-needle),https://huggingface.co/datasets/openai/mrcr,https://arxiv.org/abs/2409.12640,"MRCR v2 (8-needle) is a long-context evaluation where multiple similar “needle” mentions are embedded in a long multi-turn “haystack,” and the model must retrieve the correct referenced content for a specified needle. It stresses robust coreference resolution and faithful recall under heavy distractors and large contexts.","L1: Language Comprehension
L2: Working Memory, Attention, Semantic Understanding & Context Recognition
L3: Inhibitory Control (minor)",L2
GDPval,https://openai.com/index/gdpval/,https://arxiv.org/abs/2510.04374,"GDPval evaluates well-specified professional knowledge-work tasks across many occupations, judged by expert humans via comparisons to professional outputs. Tasks often require producing artifacts (e.g., spreadsheets, plans, slides, analyses) with correct structure, justification, and attention to constraints.","L1: Language Production
L2: Planning, Decision-making, Working Memory, Semantic Understanding & Context Recognition (minor)
L3: Self-reflection (minor)",L2
SWE-Lancer,https://openai.com/index/swe-lancer/,https://arxiv.org/abs/2502.12115,"SWE-Lancer evaluates agentic software engineering on realistic tasks that resemble professional development work, often involving multi-step debugging and codebase modification. It aims to capture end-to-end effectiveness rather than isolated coding trivia.","L1: 
L2: Planning, Logical Reasoning, Working Memory, Decision-making
L3: Self-reflection (minor), Inhibitory Control (minor)",L2
Graphwalks,https://huggingface.co/datasets/openai/graphwalks,,"Graphwalks measures structured reasoning over graph-encoded data, where models must follow traversal rules (e.g., BFS-like procedures) and answer queries about reachability or relationships. It probes whether models can reliably perform discrete multi-step reasoning over symbolic structures without losing track of intermediate states.","L1: 
L2: Logical Reasoning, Working Memory, Spatial Representation & Mapping (minor), Attention (minor)
L3: ",L2
Toolathon,https://toolathlon.xyz,https://arxiv.org/abs/2510.25726,"Toolathon evaluates generalized tool-use competence across heterogeneous APIs and task types, emphasizing correct tool selection, argument construction, and multi-call workflows. It targets failures common in agentic systems such as incorrect sequencing, poor error recovery, and brittle execution plans.","L1: 
L2: Planning, Decision-making, Working Memory
L3: Self-reflection (minor), Inhibitory Control (minor)",L2
HMMT,https://matharena.ai/?view=problem&comp=hmmt--hmmt_feb_2025,https://arxiv.org/abs/2505.23281,"HMMT is a competition mathematics benchmark drawn from Harvard-MIT Mathematics Tournament style problems, typically requiring deeper multi-step solutions than standard tests. It emphasizes symbolic manipulation, proof-like reasoning, and careful case analysis.","L1: 
L2: Logical Reasoning, Working Memory, Planning (minor)
L3: Self-reflection (minor)",L2
FrontierMath,https://epoch.ai/frontiermath,https://arxiv.org/abs/2411.04872,"FrontierMath evaluates expert-level mathematical reasoning at the research frontier, with tiered difficulty intended to separate very strong models from merely competent ones. It stresses long-horizon derivations, maintaining correctness across many steps, and avoiding subtle logical errors.","L1: 
L2: Logical Reasoning, Working Memory, Planning
L3: Cognitive Flexibility (minor), Self-reflection (minor)",L2
