Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
FinanceAgent,https://www.vals.ai/benchmarks/finance_agent,,"FinanceAgent measures performance on tasks resembling entry-level financial analyst work, such as analyzing financial statements, creating summaries, and producing decision-relevant outputs. It rewards correct quantitative/qualitative reasoning, structured reporting, and appropriate assumptions and citations when tools are available.","L1: Language Production (minor)
L2: Logical Reasoning, Decision-making, Semantic Understanding & Context Recognition, Working Memory (minor)
L3: ",L2
CyberGym,https://www.cybergym.io/,https://arxiv.org/abs/2506.02548,"CyberGym evaluates cybersecurity agent capability on real-world vulnerability tasks at scale, including identifying known vulnerabilities from descriptions and discovering new ones in codebases. It stresses precise technical reasoning, safe exploration of attack surfaces, and correct use of developer/security tooling and artifacts.","L1: 
L2: Logical Reasoning, Planning, Working Memory, Attention (minor)
L3: Inhibitory Control (minor)",L2
SpreadsheetBench,https://spreadsheetbench.github.io/,https://arxiv.org/abs/2406.14991,"SpreadsheetBench evaluates the ability to read, manipulate, and generate complex spreadsheets, often requiring formulas, multi-sheet consistency, and correct formatting. The benchmark targets practical office-work skills: data transformation, structured reasoning over tables, and producing correct workbook outputs via tool use.","L1: 
L2: Logical Reasoning, Working Memory, Planning, Attention, Decision-making (minor)
L3: ",L2
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam (HLE) is a broad, frontier-difficulty benchmark spanning many expert-level questions, often including multimodal inputs and benefiting from tools such as search and code execution. It aims to test deep reasoning, synthesis, and robustness on questions that are hard to answer via shallow pattern matching.","L1: 
L2: Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory, Planning (minor), Multisensory Integration (minor)
L3: ",L2
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,"AIME 2025 is a competition-math evaluation based on the American Invitational Mathematics Examination, with problems requiring multi-step symbolic reasoning and careful constraint handling. It is commonly used to assess mathematical problem solving with and without tools (e.g., Python), where correctness is highly sensitive to small errors.","L1: 
L2: Logical Reasoning, Working Memory, Planning (minor), Attention (minor)
L3: ",L2
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,GPQA Diamond is a high-quality subset of GPQA composed of challenging graduate-level science multiple-choice questions designed to be difficult to answer via simple web lookup. It tests domain understanding plus multi-step scientific reasoning under tight distractor pressure.,"L1: 
L2: Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory (minor)
L3: Inhibitory Control (minor)",L2
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,"MMMLU extends MMLU to multiple languages, measuring broad academic knowledge and reasoning across many subjects in non-English settings. It probes cross-lingual generalization: whether models can maintain performance when questions, options, and subtle cues are expressed in different languages.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning (minor)
L3: Cognitive Flexibility (minor)",L2
MMMU,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2311.16502,"MMMU is a multimodal benchmark covering many disciplines where questions require combining text with images such as diagrams, charts, and figures. It tests whether models can ground language in visual evidence and perform reasoning over visual structure and scientific/technical content.","L1: Visual Perception
L2: Multisensory Integration, Scene Understanding & Visual Reasoning, Logical Reasoning, Visual Attention & Eye Movements (minor)
L3: ",L2
MMMU-Pro,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2409.02813,"MMMU-Pro is a more challenging, carefully curated extension of MMMU intended to better separate strong multimodal reasoning systems, often using harder questions and stricter evaluation. It emphasizes robust visual grounding and higher-order reasoning (e.g., technical diagrams and complex charts) rather than surface image captioning.","L1: Visual Perception
L2: Multisensory Integration, Scene Understanding & Visual Reasoning, Logical Reasoning, Attention (minor)
L3: ",L2
LAB-Bench FigQA,https://huggingface.co/datasets/futurehouse/lab-bench,https://arxiv.org/abs/2407.10362,"LAB-Bench FigQA evaluates scientific figure understanding for biology research, requiring models to answer questions using complex figures from papers (plots, microscopy panels, multi-part diagrams). It stresses extracting quantitative/relational information from figures and integrating it with domain context in the question.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Multisensory Integration, Semantic Understanding & Context Recognition (minor), Attention (minor)
L3: ",L2
WebArena,https://webarena.dev/,https://arxiv.org/abs/2307.13854,"WebArena evaluates autonomous web agents performing multi-step tasks across realistic web apps (e-commerce, forums, CMS, code hosting) in a controlled environment. Agents must navigate dynamic pages, fill forms, and execute workflows, where success depends on both UI grounding and long-horizon planning.","L1: Visual Perception
L2: Planning, Decision-making, Scene Understanding & Visual Reasoning
L3: Inhibitory Control (minor)",L2
MathArena Apex,https://matharena.ai/?view=problem&comp=apex--apex_2025,https://arxiv.org/abs/2505.23281,"MathArena Apex is a difficult competition-style math evaluation drawn from curated contests, intended to measure high-end mathematical reasoning and solution reliability. It typically emphasizes multi-step derivations, careful case analysis, and resistance to plausible-but-wrong shortcuts.","L1: 
L2: Logical Reasoning, Working Memory, Planning (minor), Attention (minor)
L3: ",L2
ScreenShot-Pro,https://gui-agent.github.io/grounding-leaderboard/,https://arxiv.org/abs/2504.07981,"ScreenShot-Pro evaluates understanding of high-resolution screenshots of graphical user interfaces, asking models to answer questions or identify UI elements based on visual evidence. It measures fine-grained visual grounding (text, icons, layout) and reasoning about interface structure and user intent.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Visual Attention & Eye Movements, Multisensory Integration (minor), Working Memory (minor)
L3: ",L2
CharXiv Reasoning,https://charxiv.github.io/,https://arxiv.org/abs/2406.18521,"CharXiv Reasoning tests the ability to answer questions about scientific charts and figures (often from papers), frequently benefiting from tool use like Python for quantitative extraction or plotting. It emphasizes chart comprehension, numerical reasoning, and faithful use of visual evidence to justify answers.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Logical Reasoning, Multisensory Integration (minor), Attention (minor)
L3: ",L2
OmniDocBench 1.5,https://github.com/opendatalab/OmniDocBench,https://arxiv.org/abs/2412.07626,"OmniDocBench 1.5 evaluates document understanding and OCR across heterogeneous elements such as text blocks, formulas, tables, and reading order. It measures whether models can accurately extract structured content from complex page layouts and preserve relationships among document elements.","L1: Visual Perception, Language Comprehension (minor)
L2: Scene Understanding & Visual Reasoning, Attention, Working Memory (minor)
L3: ",L2
Video-MMMU,https://videommmu.github.io/,https://arxiv.org/abs/2501.13826,"Video-MMMU extends multimodal understanding to video, requiring models to answer questions that depend on temporal events, actions, and scene changes. It probes whether models can integrate information across frames and align it with the question’s constraints, rather than relying on a single salient image.","L1: Visual Perception
L2: Multisensory Integration, Scene Understanding & Visual Reasoning, Working Memory, Attention (minor)
L3: ",L2
LiveCodeBench Pro,https://livecodebenchpro.com/projects/livecodebench-pro/leaderboard,https://arxiv.org/abs/2506.11928,"LiveCodeBench Pro evaluates competitive coding ability on fresh, difficult programming problems with rigorous test-based grading, aiming to reduce contamination and better reflect real coding performance. It focuses on generating correct algorithms and robust implementations under time/complexity constraints.","L1: 
L2: Logical Reasoning, Planning, Working Memory
L3: Cognitive Flexibility (minor), Inhibitory Control (minor)",L2
FACTS Benchmark Suite,https://deepmind.google/blog/facts-benchmark-suite-systematically-evaluating-the-factuality-of-large-language-models/,https://arxiv.org/abs/2512.10791,"The FACTS Benchmark Suite systematically evaluates factuality and grounding, measuring whether model outputs remain faithful to provided sources and whether unsupported claims are avoided. It targets failure modes like hallucinations, citation errors, and confident fabrication across multiple factuality subtests.","L1: 
L2: Semantic Understanding & Context Recognition, Attention (minor)
L3: Inhibitory Control, Self-reflection (minor)",L3
SimpleQA Verified,https://www.kaggle.com/benchmarks/deepmind/simpleqa-verified,https://arxiv.org/abs/2509.07968,"SimpleQA Verified is a factual question answering benchmark with verified answers and standardized evaluation, intended to measure reliability on short, unambiguous queries. It stresses correctness and calibration, penalizing confident wrong answers that resemble hallucinations.","L1: Language Comprehension (minor)
L2: Semantic Understanding & Context Recognition
L3: Inhibitory Control, Self-reflection (minor)",L3
Global PIQA,https://huggingface.co/datasets/mrlbenchmarks/global-piqa-nonparallel,https://arxiv.org/abs/2510.24081,"Global PIQA evaluates physical commonsense reasoning across many languages, focusing on everyday interactions with objects and plausible outcomes. It measures whether models can generalize intuitive physics and practical knowledge beyond English-only phrasing and culture-specific cues.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning (minor), Spatial Representation & Mapping (minor)
L3: Cognitive Flexibility (minor)",L2
MRCR v2 (8-needle),https://huggingface.co/datasets/openai/mrcr,https://arxiv.org/abs/2409.12640,"MRCR v2 (8-needle) is a long-context evaluation where multiple similar “needle” items are embedded in a long “haystack,” and the model must retrieve and reproduce the correct response associated with a specified needle. It tests robustness to distraction and interference when relevant information is sparsely distributed across long documents.","L1: 
L2: Working Memory, Attention, Episodic Memory (minor)
L3: Inhibitory Control (minor)",L2
GDPval,https://openai.com/index/gdpval/,https://arxiv.org/abs/2510.04374,"GDPval evaluates economically valuable professional knowledge work across many occupations by asking models to produce real work products (e.g., spreadsheets, presentations, schedules) judged against industry professionals. It targets end-to-end task execution quality, including following constraints, producing usable artifacts, and making appropriate domain decisions.","L1: Language Production
L2: Planning, Decision-making, Semantic Understanding & Context Recognition
L3: Inhibitory Control (minor)",L2
SWE-Lancer,https://openai.com/index/swe-lancer/,https://arxiv.org/abs/2502.12115,"SWE-Lancer evaluates software engineering in a more agentic, real-world setting where models must complete programming tasks resembling freelance or contractor work, often requiring broader repository understanding and higher autonomy. It emphasizes robust execution: interpreting requirements, implementing changes, and meeting evaluation criteria under realistic constraints.","L1: 
L2: Planning, Decision-making, Logical Reasoning, Working Memory
L3: Self-reflection (minor)",L2
Graphwalks,https://huggingface.co/datasets/openai/graphwalks,,"Graphwalks is a long-context reasoning benchmark where models must perform algorithmic traversals or queries over graphs described in text, often requiring many-step state tracking. It stresses consistent multi-hop computation and resistance to losing track of intermediate nodes or constraints as context grows.","L1: 
L2: Working Memory, Logical Reasoning, Attention (minor), Planning (minor)
L3: ",L2
Toolathon,https://toolathlon.xyz,https://arxiv.org/abs/2510.25726,"Toolathon evaluates general tool-use competence across diverse APIs and tasks, emphasizing correct tool selection, argument construction, and chaining of tool calls to reach a final answer. It measures whether models can reliably orchestrate multi-step workflows instead of merely describing what should be done.","L1: 
L2: Planning, Decision-making, Working Memory
L3: Inhibitory Control (minor)",L2
HMMT,https://matharena.ai/?view=problem&comp=hmmt--hmmt_feb_2025,https://arxiv.org/abs/2505.23281,"HMMT is a competition-math evaluation based on the Harvard-MIT Mathematics Tournament, featuring problems that typically require deeper insight and careful multi-step reasoning. It is used to assess reliability on challenging math that often demands structured decomposition and error checking.","L1: 
L2: Logical Reasoning, Working Memory, Attention (minor), Planning (minor)
L3: ",L2
FrontierMath,https://epoch.ai/frontiermath,https://arxiv.org/abs/2411.04872,"FrontierMath is an expert-level mathematics benchmark targeting problems at or beyond the frontier of typical model competence, often requiring substantial derivation and, in some settings, tool-assisted computation. It aims to measure progress toward research-grade mathematical reasoning rather than routine contest tricks.","L1: 
L2: Logical Reasoning, Working Memory, Planning
L3: Cognitive Flexibility (minor), Self-reflection (minor)",L2
