Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
FinanceAgent,https://www.vals.ai/benchmarks/finance_agent,,"FinanceAgent benchmarks agent performance on tasks typical of an entry-level financial analyst, such as analyzing documents, applying accounting/finance concepts, and producing structured outputs. It stresses correct interpretation of financial context and multi-step analytical workflows.","L1: Language Production (minor)
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Planning (minor), Working Memory (minor)
L3: ",L2
CyberGym,https://www.cybergym.io/,https://arxiv.org/abs/2506.02548,"CyberGym evaluates AI agents on real-world cybersecurity tasks, including locating known vulnerabilities in open-source projects and, in some settings, discovering new issues. It stresses code understanding, hypothesis-driven investigation, and correct exploitation/patch reasoning under constraints.","L1: 
L2: Logical Reasoning, Planning, Working Memory
L3: Cognitive Flexibility, Inhibitory Control (minor)",L3
SpreadsheetBench,https://spreadsheetbench.github.io/,https://arxiv.org/abs/2406.14991,"SpreadsheetBench tests whether models can navigate and manipulate complex spreadsheets to solve realistic business and data tasks (e.g., cleaning, formulas, transformations, summarization). It stresses structured reasoning over tabular data plus careful multi-step execution that preserves spreadsheet integrity.","L1: 
L2: Logical Reasoning, Working Memory, Planning, Attention (minor), Semantic Understanding & Context Recognition (minor)
L3: ",L2
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam is a frontier “expert-level” benchmark spanning challenging questions across many domains (often multimodal), intended to probe limits of general reasoning and knowledge. It rewards careful synthesis, reduction of hallucinations, and (when enabled) effective tool-based research.","L1: 
L2: Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory, Planning (minor), Multisensory Integration (minor)
L3: ",L2
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,"AIME 2025 evaluates mathematical problem-solving on a high-school competition set that typically requires multi-step derivations and careful symbolic manipulation. It is sensitive to reasoning quality, arithmetic accuracy, and maintaining intermediate constraints.","L1: 
L2: Logical Reasoning, Working Memory, Attention (minor)
L3: ",L2
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,"GPQA Diamond is a high-quality subset of GPQA consisting of very difficult graduate-level multiple-choice questions in physics, chemistry, and biology that are designed to be “Google-proof.” It tests deep scientific understanding and rigorous reasoning under distractor-heavy options.","L1: Language Comprehension (minor)
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory (minor)
L3: ",L2
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,"MMMLU extends MMLU to multiple languages, testing broad academic knowledge and reasoning across many subjects in non-English settings. It probes cross-lingual understanding, subject-matter generalization, and robustness to linguistic variation.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning (minor)
L3: Cognitive Flexibility (minor)",L2
MMMU,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2311.16502,"MMMU is a multimodal benchmark covering many disciplines where models must answer questions requiring both text and image understanding (e.g., diagrams, charts, scientific figures). It emphasizes grounded visual reasoning integrated with domain knowledge and multi-step inference.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Multisensory Integration, Logical Reasoning (minor), Working Memory (minor)
L3: ",L2
MMMU-Pro,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2409.02813,"MMMU-Pro is a more challenging, refined variant of MMMU intended to better separate strong multimodal reasoning from superficial pattern matching. It increases difficulty and often demands deeper cross-modal inference and stronger domain grounding.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Multisensory Integration, Logical Reasoning (minor), Working Memory (minor)
L3: ",L2
LAB-Bench FigQA,https://huggingface.co/datasets/futurehouse/lab-bench,https://arxiv.org/abs/2407.10362,"LAB-Bench FigQA evaluates whether models can correctly interpret and reason about complex scientific figures from biology papers, answering questions that require extracting information from plots, microscopy images, and multi-panel diagrams. It stresses precise visual grounding and disciplined scientific inference.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Logical Reasoning, Attention (minor), Working Memory (minor)
L3: ",L2
WebArena,https://webarena.dev/,https://arxiv.org/abs/2307.13854,"WebArena evaluates autonomous web agents on realistic tasks across several web applications (e-commerce, forums, CMS, Git workflows), requiring navigation and interaction with dynamic interfaces. It stresses long-horizon action sequencing, state tracking, and robust recovery from UI or policy pitfalls.","L1: Visual Perception (minor)
L2: Planning, Decision-making, Working Memory
L3: Cognitive Flexibility (minor)",L2
MathArena Apex,https://matharena.ai/?view=problem&comp=apex--apex_2025,https://arxiv.org/abs/2505.23281,"MathArena Apex is a difficult competition-math evaluation set intended to probe advanced problem-solving skill under time/attempt constraints. It emphasizes multi-step reasoning, clever transformations, and consistent correctness on challenging items.","L1: 
L2: Logical Reasoning, Working Memory, Planning (minor)
L3: ",L2
ScreenShot-Pro,https://gui-agent.github.io/grounding-leaderboard/,https://arxiv.org/abs/2504.07981,"ScreenShot-Pro evaluates models on understanding high-resolution screenshots of software interfaces and answering questions or taking grounded actions based on what is visually present. It probes fine-grained UI perception, spatial/layout reasoning, and mapping visual evidence to correct decisions.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Visual Attention & Eye Movements, Spatial Representation & Mapping (minor), Decision-making (minor)
L3: ",L2
CharXiv Reasoning,https://charxiv.github.io/,https://arxiv.org/abs/2406.18521,"CharXiv Reasoning tests whether models can answer questions about figures (especially charts/plots) from scientific papers, often benefiting from tool-assisted quantitative analysis. It emphasizes careful extraction of visual signals and coherent reasoning that connects visual evidence to conclusions.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Logical Reasoning, Working Memory (minor), Attention (minor)
L3: ",L2
OmniDocBench 1.5,https://github.com/opendatalab/OmniDocBench,https://arxiv.org/abs/2412.07626,"OmniDocBench 1.5 evaluates document understanding and OCR-like capabilities across mixed layouts containing text, tables, formulas, and reading order constraints. It stresses faithful reconstruction and structured extraction from complex page images rather than free-form generation.","L1: Visual Perception
L2: Attention, Semantic Understanding & Context Recognition (minor), Working Memory (minor)
L3: ",L2
Video-MMMU,https://videommmu.github.io/,https://arxiv.org/abs/2501.13826,"Video-MMMU extends multimodal understanding to videos, requiring models to answer questions that depend on temporal events, visual context, and sometimes audio/text overlays. It probes reasoning over sequences, maintaining coherence across frames, and integrating evidence over time.","L1: Visual Perception
L2: Working Memory, Scene Understanding & Visual Reasoning, Multisensory Integration (minor), Attention (minor)
L3: ",L2
LiveCodeBench Pro,https://livecodebenchpro.com/projects/livecodebench-pro/leaderboard,https://arxiv.org/abs/2506.11928,"LiveCodeBench Pro evaluates coding skill on fresh, competition-style programming problems with a focus on robustness to contamination and realistic constraints. It measures the ability to design algorithms, implement correctly, and handle edge cases under single-attempt evaluation settings.","L1: 
L2: Logical Reasoning, Planning, Working Memory
L3: Cognitive Flexibility (minor)",L2
FACTS Benchmark Suite,https://deepmind.google/blog/facts-benchmark-suite-systematically-evaluating-the-factuality-of-large-language-models/,https://arxiv.org/abs/2512.10791,"FACTS Benchmark Suite systematically evaluates factuality and grounding across a collection of factuality-related tasks, targeting hallucination and unsupported claims. It stresses distinguishing known facts from uncertainty and maintaining consistency with provided evidence or trusted sources.","L1: 
L2: Semantic Understanding & Context Recognition, Working Memory (minor)
L3: Inhibitory Control, Self-reflection (minor)",L3
SimpleQA Verified,https://www.kaggle.com/benchmarks/deepmind/simpleqa-verified,https://arxiv.org/abs/2509.07968,"SimpleQA Verified is a short-answer factual QA benchmark with verification aimed at measuring whether models can give concise, correct answers to straightforward questions without drifting into speculation. It emphasizes precision, abstention when unsure, and low hallucination rates.","L1: Language Comprehension (minor)
L2: Semantic Understanding & Context Recognition
L3: Inhibitory Control",L3
Global PIQA,https://huggingface.co/datasets/mrlbenchmarks/global-piqa-nonparallel,https://arxiv.org/abs/2510.24081,Global PIQA evaluates practical/common-sense reasoning across many languages and cultural contexts using non-parallel (not direct translations) items. It stresses robust everyday inference and the ability to generalize practical knowledge beyond English-centric training distributions.,"L1: Language Comprehension (minor)
L2: Logical Reasoning, Semantic Understanding & Context Recognition
L3: Cognitive Flexibility (minor)",L2
MRCR v2 (8-needle),https://huggingface.co/datasets/openai/mrcr,https://arxiv.org/abs/2409.12640,"MRCR v2 (8-needle) is a long-context co-reference/retrieval evaluation where multiple similar “needle” requests are embedded in a long “haystack,” and the model must reproduce the correct response for a specified needle. It stresses accurate retention and discrimination of highly confusable context elements over long sequences.","L1: 
L2: Working Memory, Attention, Episodic Memory
L3: Inhibitory Control (minor)",L2
GDPval,https://openai.com/index/gdpval/,https://arxiv.org/abs/2510.04374,"GDPval evaluates well-specified professional knowledge-work tasks across many occupations, scored by expert human judges via comparative judgments of real work products (e.g., decks, spreadsheets, plans). It probes whether models can produce high-quality, goal-directed artifacts that satisfy constraints and professional norms.","L1: Language Production
L2: Planning, Decision-making, Working Memory (minor)
L3: Self-reflection (minor)",L2
SWE-Lancer,https://openai.com/index/swe-lancer/,https://arxiv.org/abs/2502.12115,"SWE-Lancer evaluates higher-end software engineering work that more closely resembles contractor-style tasks on real codebases, often emphasizing end-to-end delivery quality. Compared with narrower bug-fix benchmarks, it stresses scoping, implementation choices, and robustness of the final patch.","L1: 
L2: Planning, Decision-making, Logical Reasoning, Working Memory (minor)
L3: ",L2
Graphwalks,https://huggingface.co/datasets/openai/graphwalks,,"Graphwalks evaluates reasoning over graph-structured problems, commonly requiring a model to follow or infer traversal logic and produce correct outputs based on graph relationships. It stresses structured, multi-step computation over relational representations rather than surface text similarity.","L1: 
L2: Logical Reasoning, Working Memory, Spatial Representation & Mapping (minor), Planning (minor)
L3: ",L2
Toolathon,https://toolathlon.xyz,https://arxiv.org/abs/2510.25726,"Toolathon benchmarks tool-using agents on multi-step tasks requiring selecting, chaining, and validating calls to external tools/APIs under realistic constraints. It emphasizes reliability of action selection, error handling, and integrating tool outputs into coherent final answers.","L1: 
L2: Planning, Decision-making, Working Memory
L3: Cognitive Flexibility (minor), Inhibitory Control (minor)",L2
HMMT,https://matharena.ai/?view=problem&comp=hmmt--hmmt_feb_2025,https://arxiv.org/abs/2505.23281,HMMT evaluates mathematical reasoning on high-school competition problems that often require creative multi-step derivations and careful handling of edge cases. It is sensitive to both conceptual insight and disciplined symbolic manipulation.,"L1: 
L2: Logical Reasoning, Working Memory, Attention (minor)
L3: ",L2
FrontierMath,https://epoch.ai/frontiermath,https://arxiv.org/abs/2411.04872,"FrontierMath evaluates expert-level mathematics, including problems intended to be difficult for both humans and models, with tiers reflecting increasing difficulty. It probes long multi-step derivations, rigorous constraint tracking, and the ability to avoid subtle logical and algebraic errors.","L1: 
L2: Logical Reasoning, Working Memory, Planning, Attention (minor)
L3: ",L2
