Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
FinanceAgent,https://www.vals.ai/benchmarks/finance_agent,,"FinanceAgent evaluates an agent’s ability to perform tasks typical of entry-level financial analysis, often requiring multi-step reasoning, spreadsheet-like computation, and tool use. It stresses producing grounded, decision-relevant outputs (e.g., analyses, summaries, and calculations) under realistic professional constraints.","L1: 
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Planning, Decision-making, Working Memory (minor)
L3: ",L2
CyberGym,https://www.cybergym.io/,https://arxiv.org/abs/2506.02548,"CyberGym evaluates cybersecurity agents on tasks spanning vulnerability identification and discovery in real open-source codebases, often under time- and context-limited settings. It stresses technical reasoning about code, attack surfaces, and exploitability, as well as systematic debugging-like iteration.","L1: 
L2: Logical Reasoning, Planning, Attention, Working Memory (minor)
L3: Inhibitory Control (minor)",L2
SpreadsheetBench,https://spreadsheetbench.github.io/,https://arxiv.org/abs/2406.14991,"SpreadsheetBench assesses the ability to navigate, understand, and manipulate complex spreadsheets to solve real-world problems. Agents must track tabular structure, apply transformations, and verify outputs, often requiring tool-based execution and careful error checking.","L1: 
L2: Logical Reasoning, Planning, Working Memory, Attention
L3: Inhibitory Control (minor)",L2
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam (HLE) is a difficult multimodal benchmark at the frontier of academic and professional knowledge, combining hard questions that may require deep reasoning, specialized knowledge, and sometimes tool-augmented verification. It is intended to probe breadth, depth, and reliability on problems that are challenging for both models and many humans.","L1: 
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory, Multisensory Integration (minor), Planning (minor)
L3: ",L2
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,"AIME 2025 consists of problems from a high-level U.S. math competition and is commonly used to assess multi-step mathematical reasoning without relying on external resources. The questions reward careful algebraic and combinatorial thinking, intermediate proof-like structure, and precise final answers.","L1: 
L2: Logical Reasoning, Working Memory, Planning (minor)
L3: Inhibitory Control (minor)",L2
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,"GPQA Diamond is a subset of GPQA containing high-quality, graduate-level multiple-choice science questions that are designed to be difficult to answer by simple web search or shallow pattern matching. It tests deep scientific knowledge, reasoning under uncertainty, and disciplined elimination among options.","L1: 
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Decision-making (minor), Working Memory (minor)
L3: ",L2
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,"MMMLU extends MMLU to multiple languages, evaluating knowledge and reasoning across many academic subjects in non-English settings. It probes whether models preserve competence under multilingual prompts and culturally varied formulations of the same underlying concepts.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning (minor)
L3: Cognitive Flexibility (minor)",L2
MMMU,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2311.16502,"MMMU is a large-scale multimodal understanding benchmark spanning many disciplines, where questions require interpreting images (diagrams, charts, photos) together with text. Performance depends on grounding language in visual evidence and performing structured reasoning over that evidence.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Multisensory Integration, Logical Reasoning (minor), Attention (minor)
L3: ",L2
MMMU-Pro,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2409.02813,"MMMU-Pro is a more challenging, professionally oriented variant of MMMU designed to better reflect real expert workflows and reduce shortcuts. It typically increases the complexity of visual–textual reasoning and rewards more reliable, stepwise integration of evidence.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Multisensory Integration, Logical Reasoning, Working Memory (minor)
L3: ",L2
LAB-Bench FigQA,https://huggingface.co/datasets/futurehouse/lab-bench,https://arxiv.org/abs/2407.10362,"LAB-Bench FigQA evaluates whether models can correctly interpret and reason about scientific figures from biology papers, including plots, microscopy images, and multi-panel diagrams. It targets figure-grounded inference, experimental interpretation, and extracting quantitative/relational information from complex visuals.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Semantic Understanding & Context Recognition, Logical Reasoning (minor), Attention (minor)
L3: ",L2
WebArena,https://webarena.dev/,https://arxiv.org/abs/2307.13854,"WebArena evaluates autonomous web agents performing multi-step tasks across realistic web applications (e-commerce, CMS, forums, code hosting, maps). Agents must navigate dynamic interfaces, maintain goals, and complete workflows while handling partial observability and UI noise.","L1: Visual Perception
L2: Planning, Decision-making, Scene Understanding & Visual Reasoning (minor), Working Memory (minor)
L3: Inhibitory Control",L3
MathArena Apex,https://matharena.ai/?view=problem&comp=apex--apex_2025,https://arxiv.org/abs/2505.23281,"MathArena Apex is a competitive evaluation suite for advanced mathematics problems, typically emphasizing hard multi-step reasoning and solution reliability under time-like constraints. It is often reported as an aggregated score across difficult problem sets and is used to compare frontier mathematical reasoning strength.","L1: 
L2: Logical Reasoning, Working Memory, Planning (minor)
L3: Inhibitory Control (minor)",L2
ScreenShot-Pro,https://gui-agent.github.io/grounding-leaderboard/,https://arxiv.org/abs/2504.07981,"ScreenShot-Pro evaluates understanding of high-resolution GUI screenshots from professional software contexts, requiring models to answer questions or locate information based on the interface layout. It emphasizes spatial and semantic grounding in UIs and robustness to small visual details such as labels, icons, and menu structure.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Visual Attention & Eye Movements, Spatial Representation & Mapping (minor), Working Memory (minor)
L3: ",L2
CharXiv Reasoning,https://charxiv.github.io/,https://arxiv.org/abs/2406.18521,"CharXiv Reasoning evaluates reasoning over scientific figures and charts drawn from research papers, where the model must extract relevant visual evidence and answer questions that may require quantitative or relational inference. It is commonly used to assess whether models can go beyond OCR to perform figure-grounded analysis.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Logical Reasoning, Attention (minor), Semantic Understanding & Context Recognition (minor)
L3: ",L2
OmniDocBench 1.5,https://github.com/opendatalab/OmniDocBench,https://arxiv.org/abs/2412.07626,"OmniDocBench 1.5 evaluates document understanding and OCR across heterogeneous layouts, including text, formulas, tables, and reading order. It stresses faithful extraction and structural reconstruction, where minor layout mistakes can significantly degrade the metric.","L1: Visual Perception
L2: Attention, Scene Understanding & Visual Reasoning, Working Memory (minor)
L3: ",L2
Video-MMMU,https://videommmu.github.io/,https://arxiv.org/abs/2501.13826,"Video-MMMU extends multimodal understanding to video, requiring models to integrate information across frames and time to answer questions about events, actions, and temporal relations. It targets temporal grounding, cross-frame evidence integration, and robust multimodal reasoning under longer contexts.","L1: 
L2: Multisensory Integration, Working Memory, Attention, Scene Understanding & Visual Reasoning (minor)
L3: Cognitive Timing & Predictive Modeling (minor)",L2
LiveCodeBench Pro,https://livecodebenchpro.com/projects/livecodebench-pro/leaderboard,https://arxiv.org/abs/2506.11928,"LiveCodeBench Pro evaluates code generation and problem solving under settings meant to reflect realistic, continuously updated coding tasks, often scored with an ELO-like scheme. It focuses on producing correct, executable solutions and maintaining performance as tasks evolve, reducing the value of static memorization.","L1: 
L2: Logical Reasoning, Planning, Working Memory, Adaptive Error Correction (minor)
L3: Cognitive Flexibility (minor)",L2
FACTS Benchmark Suite,https://deepmind.google/blog/facts-benchmark-suite-systematically-evaluating-the-factuality-of-large-language-models/,https://arxiv.org/abs/2512.10791,"The FACTS Benchmark Suite systematically evaluates factuality across a collection of tasks designed to elicit and measure errors such as unsupported claims, incorrect attributions, and inconsistencies. It aims to provide a more comprehensive view of factual reliability than any single QA set.","L1: Language Comprehension (minor)
L2: Semantic Understanding & Context Recognition
L3: Inhibitory Control, Self-reflection (minor)",L3
SimpleQA Verified,https://www.kaggle.com/benchmarks/deepmind/simpleqa-verified,https://arxiv.org/abs/2509.07968,"SimpleQA Verified is a short-form factual question answering benchmark with verified ground truth and standardized evaluation to reduce ambiguity. It emphasizes precise recall and resisting plausible but incorrect completions, often revealing hallucination tendencies.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition
L3: Inhibitory Control, Self-reflection (minor)",L3
Global PIQA,https://huggingface.co/datasets/mrlbenchmarks/global-piqa-nonparallel,https://arxiv.org/abs/2510.24081,"Global PIQA evaluates multilingual physical commonsense reasoning, asking models to select or generate plausible actions/solutions in everyday situations across many languages. It emphasizes grounded “how the world works” knowledge and transferring commonsense across linguistic contexts.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning (minor)
L3: Cognitive Flexibility (minor)",L2
MRCR v2 (8-needle),https://huggingface.co/datasets/openai/mrcr,https://arxiv.org/abs/2409.12640,"MRCR v2 (8-needle) tests long-context, multi-round coreference resolution by embedding multiple near-duplicate “needle” interactions inside long “haystacks” and asking the model to reproduce the response associated with a specific needle. It probes whether models can reliably retrieve the correct binding of entities and context across very long documents.","L1: Language Comprehension (minor)
L2: Working Memory, Episodic Memory, Attention
L3: ",L2
GDPval,https://openai.com/index/gdpval/,https://arxiv.org/abs/2510.04374,"GDPval measures performance on well-specified professional knowledge-work tasks across many occupations, judged by expert humans comparing model outputs to professional baselines. Tasks often require producing realistic work artifacts (e.g., slides, plans, schedules, analyses) with correct structure, constraints, and rationale.","L1: Language Production
L2: Planning, Decision-making, Working Memory, Semantic Understanding & Context Recognition (minor)
L3: Cognitive Flexibility (minor)",L2
SWE-Lancer,https://openai.com/index/swe-lancer/,https://arxiv.org/abs/2502.12115,"SWE-Lancer evaluates agentic software engineering on realistic repository tasks that often require deeper project understanding, iterative debugging, and integration across multiple files or components. It targets end-to-end engineering competence closer to “shipping fixes” than isolated coding puzzles.","L1: 
L2: Planning, Logical Reasoning, Working Memory, Decision-making (minor), Adaptive Error Correction (minor)
L3: ",L2
Graphwalks,https://huggingface.co/datasets/openai/graphwalks,,"Graphwalks evaluates multi-step reasoning over graph-structured data, such as following edges through a graph to answer reachability, parent/ancestor, or path-related queries in long contexts. It stresses maintaining and updating intermediate states over many hops without losing track of identifiers.","L1: 
L2: Logical Reasoning, Working Memory, Attention, Planning (minor), Spatial Representation & Mapping (minor)
L3: ",L2
Toolathon,https://toolathlon.xyz,https://arxiv.org/abs/2510.25726,"Toolathon evaluates general tool-use competence across a wide range of APIs and tasks, emphasizing correct tool selection, parameterization, and multi-step composition of tool calls. It is designed to reflect real agent workflows where success depends on robust orchestration rather than pure text generation.","L1: 
L2: Planning, Decision-making, Working Memory
L3: Cognitive Flexibility, Inhibitory Control (minor)",L3
HMMT,https://matharena.ai/?view=problem&comp=hmmt--hmmt_feb_2025,https://arxiv.org/abs/2505.23281,"HMMT consists of high-difficulty competition mathematics problems (from Harvard–MIT Mathematics Tournament settings) used to assess advanced problem solving and proof-like multi-step reasoning. It typically rewards creative decomposition, symbolic manipulation, and careful bookkeeping to avoid small errors.","L1: 
L2: Logical Reasoning, Working Memory, Planning (minor)
L3: Inhibitory Control (minor)",L2
FrontierMath,https://epoch.ai/frontiermath,https://arxiv.org/abs/2411.04872,"FrontierMath is an expert-level mathematics benchmark aimed at measuring progress on problems closer to the research frontier, often requiring non-routine insights and extended derivations. It is intended to be difficult to solve by memorization, emphasizing deep reasoning and sustained correctness over long solutions.","L1: 
L2: Logical Reasoning, Planning, Working Memory
L3: Cognitive Flexibility (minor), Inhibitory Control (minor)",L2
