Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
FACTS Benchmark Suite,https://deepmind.google/blog/facts-benchmark-suite-systematically-evaluating-the-factuality-of-large-language-models/,https://arxiv.org/abs/2512.10791,"FACTS Benchmark Suite is a collection designed to systematically evaluate factuality-related behavior of language models across multiple tasks, such as truthfulness, grounding, and resisting unsupported claims. It focuses on whether models produce accurate statements and appropriately handle uncertainty.","L1: Language Comprehension, Language Production
L2: Semantic Understanding & Context Recognition
L3: Inhibitory Control, Self-reflection (minor)",L3
SimpleQA Verified,https://www.kaggle.com/benchmarks/deepmind/simpleqa-verified,https://arxiv.org/abs/2509.07968,"SimpleQA Verified is a short-form factual question answering benchmark where answers are verified, aiming to provide clean measurement of basic factual accuracy. It is commonly used to quantify hallucination propensity and precision on straightforward information-seeking queries.","L1: Language Comprehension, Language Production (minor)
L2: Semantic Understanding & Context Recognition
L3: Inhibitory Control (minor)",L2
Global PIQA,https://huggingface.co/datasets/mrlbenchmarks/global-piqa-nonparallel,https://arxiv.org/abs/2510.24081,"Global PIQA evaluates physical commonsense reasoning across multiple languages, focusing on everyday interactions with objects and plausible actions in the world. It probes whether models can generalize commonsense affordances and constraints beyond English-only formulations.","L1: Language Comprehension
L2: Logical Reasoning, Semantic Understanding & Context Recognition
L3: Cognitive Flexibility (minor)",L2
MRCR v2 (8-needle),https://huggingface.co/datasets/openai/mrcr,https://arxiv.org/abs/2409.12640,MRCR v2 (8-needle) tests long-context multi-round coreference resolution by embedding multiple similar “needle” requests in a long “haystack” dialogue and asking the model to recover the correct referenced response. It emphasizes maintaining and retrieving precise context bindings under extreme distractor pressure.,"L1: Language Comprehension
L2: Working Memory, Attention, Episodic Memory (minor)
L3: Inhibitory Control (minor)",L2
GDPval,https://openai.com/index/gdpval/,https://arxiv.org/abs/2510.04374,"GDPval evaluates economically valuable, well-specified professional knowledge-work tasks across many occupations, often judged by expert human raters via comparisons to professional outputs. It includes producing real work artifacts (e.g., spreadsheets, presentations, plans) and tests end-to-end task execution quality.","L1: Language Production
L2: Planning, Decision-making, Semantic Understanding & Context Recognition, Working Memory
L3: Social Reasoning & Theory of Mind (minor)",L2
SWE-Lancer,https://openai.com/index/swe-lancer/,https://arxiv.org/abs/2502.12115,"SWE-Lancer evaluates agentic software engineering with an emphasis on end-to-end work that resembles real developer workflows, such as making correct changes in repositories under constraints. Compared with unit-problem coding benchmarks, it is intended to better reflect practical engineering effectiveness and robustness.","L1: 
L2: Planning, Logical Reasoning, Decision-making, Working Memory, Adaptive Error Correction (minor)
L3: Self-reflection (minor)",L2
Graphwalks,https://huggingface.co/datasets/openai/graphwalks,,"Graphwalks measures structured reasoning over graph-encoded problems presented in text, such as following edges, performing BFS-like traversals, or answering relational queries. It stresses maintaining intermediate states and applying consistent traversal rules under long contexts and distractors.","L1: 
L2: Logical Reasoning, Working Memory, Attention, Spatial Representation & Mapping (minor), Planning (minor)
L3: ",L2
Toolathon,https://toolathlon.xyz,https://arxiv.org/abs/2510.25726,"Toolathon evaluates general tool-using ability across diverse tool APIs and multi-step tasks, emphasizing correct function selection, parameterization, and composition. It is designed to capture agent reliability: choosing the right tool at the right time and integrating tool outputs into a correct final result.","L1: 
L2: Planning, Decision-making, Working Memory, Logical Reasoning
L3: Inhibitory Control (minor), Self-reflection (minor)",L2
HMMT,https://matharena.ai/?view=problem&comp=hmmt--hmmt_feb_2025,https://arxiv.org/abs/2505.23281,"HMMT is a competition-math benchmark based on problems from the Harvard-MIT Mathematics Tournament, generally requiring creative multi-step solutions and careful algebraic/number-theoretic reasoning. It probes robustness on challenging contest-style questions beyond typical high-school sets.","L1: 
L2: Logical Reasoning, Working Memory, Planning, Attention (minor)
L3: ",L2
FrontierMath,https://epoch.ai/frontiermath,https://arxiv.org/abs/2411.04872,"FrontierMath is an expert-level mathematics evaluation intended to measure capabilities near the research frontier, with problems that require deep reasoning and often benefit from computation support. It is designed to be difficult for current models and to reduce gains from memorization by using carefully curated items and grading.","L1: 
L2: Logical Reasoning, Planning, Working Memory
L3: Cognitive Flexibility (minor), Self-reflection (minor)",L2
