Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
FinanceAgent,https://www.vals.ai/benchmarks/finance_agent,,"FinanceAgent tests agentic performance on tasks representative of entry-level financial analysis, such as interpreting filings, performing calculations, building structured analyses, and producing professional outputs. It emphasizes correct quantitative reasoning, domain-appropriate framing, and integration of information across documents and tools.","L1: Language Production (minor)
L2: Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory, Planning, Decision-making
L3: ",L2
CyberGym,https://www.cybergym.io/,https://arxiv.org/abs/2506.02548,"CyberGym evaluates cybersecurity agents on tasks including identifying known vulnerabilities in real repositories and discovering new ones, often under realistic constraints and codebase scale. It measures the ability to reason about program behavior, search for attack surfaces, and iteratively test hypotheses with tooling feedback.","L1: 
L2: Logical Reasoning, Planning, Working Memory, Adaptive Error Correction, Attention (minor)
L3: Inhibitory Control (minor)",L2
SpreadsheetBench,https://spreadsheetbench.github.io/,https://arxiv.org/abs/2406.14991,"SpreadsheetBench evaluates whether models can navigate and manipulate complex spreadsheets to solve practical problems (e.g., cleaning, modeling, formula editing, and producing correct outputs). Performance depends on executing precise, multi-step transformations while preserving consistency across many dependent cells and sheets.","L1: 
L2: Working Memory, Logical Reasoning, Planning, Attention, Semantic Understanding & Context Recognition (minor), Adaptive Error Correction (minor)
L3: ",L2
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam is a broad, frontier-level benchmark spanning difficult questions intended to probe advanced reasoning and knowledge, including multimodal items. It emphasizes combining domain knowledge with multi-step inference, and in tool-enabled settings also measures effective search and computation use.","L1: 
L2: Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory, Planning (minor), Multisensory Integration (minor), Scene Understanding & Visual Reasoning (minor)
L3: ",L2
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,"AIME 2025 uses problems from the American Invitational Mathematics Examination to evaluate competition-style mathematical reasoning. The tasks typically require multi-step symbolic manipulation, clever decomposition, and careful constraint tracking, often with a single numeric final answer.","L1: 
L2: Logical Reasoning, Working Memory, Planning, Attention (minor)
L3: Cognitive Flexibility (minor)",L2
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,"GPQA Diamond is a subset of GPQA consisting of especially high-quality, difficult multiple-choice science questions designed to be “Google-proof” for non-experts. It evaluates deep scientific knowledge plus reasoning under distractors, rewarding precise understanding over shallow pattern matching.","L1: 
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory (minor), Attention (minor), Decision-making (minor)
L3: ",L2
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,"MMMLU extends MMLU to many languages, testing broad academic knowledge and reasoning across dozens of subjects in multilingual settings. It measures whether models maintain performance under language shifts, translation variance, and culturally specific phrasing.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning (minor)
L3: Cognitive Flexibility (minor)",L2
MMMU,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2311.16502,"MMMU is a multimodal benchmark that tests expert-level understanding and reasoning over combined text-and-image inputs across diverse disciplines. Questions often require interpreting diagrams, charts, or figures and integrating them with textual context to answer correctly.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Multisensory Integration, Attention, Working Memory (minor), Logical Reasoning (minor)
L3: ",L2
MMMU-Pro,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2409.02813,"MMMU-Pro is a harder, more diagnostic variant of MMMU that increases difficulty and aims to better separate strong multimodal reasoning from superficial recognition. It stresses precise interpretation of visual evidence (often in scientific/technical formats) and tighter grounding between image content and answers.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Multisensory Integration, Attention, Working Memory (minor), Logical Reasoning (minor)
L3: ",L2
LAB-Bench FigQA,https://huggingface.co/datasets/futurehouse/lab-bench,https://arxiv.org/abs/2407.10362,"LAB-Bench FigQA evaluates whether models can answer questions about complex scientific figures from biology papers, requiring extraction of values, trends, and relationships from plots and diagrams. It targets figure-grounded reasoning rather than general biology trivia alone.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Attention, Working Memory (minor), Logical Reasoning (minor), Semantic Understanding & Context Recognition (minor)
L3: ",L2
WebArena,https://webarena.dev/,https://arxiv.org/abs/2307.13854,"WebArena evaluates autonomous web agents on realistic tasks across multiple web apps (e-commerce, forums, GitLab-like tools, CMS), requiring navigation, form filling, and goal completion. It stresses robust perception of web state, planning over many steps, and recovery from UI and execution errors.","L1: Visual Perception
L2: Planning, Decision-making, Working Memory, Scene Understanding & Visual Reasoning, Visual Attention & Eye Movements (minor), Adaptive Error Correction (minor)
L3: Inhibitory Control (minor)",L2
MathArena Apex,https://matharena.ai/?view=problem&comp=apex--apex_2025,https://arxiv.org/abs/2505.23281,"MathArena Apex is a curated set of difficult math problems used to compare advanced mathematical reasoning across leading models, often emphasizing multi-step derivations and proof-like decomposition. The evaluation is intended to differentiate top-end capability where simpler competition sets saturate.","L1: 
L2: Logical Reasoning, Working Memory, Planning
L3: Cognitive Flexibility (minor)",L2
ScreenShot-Pro,https://gui-agent.github.io/grounding-leaderboard/,https://arxiv.org/abs/2504.07981,"ScreenShot-Pro evaluates models on understanding high-resolution screenshots of graphical user interfaces and answering questions that require reading, spatially grounding, and reasoning about on-screen elements. It targets practical vision-for-work tasks such as interpreting dashboards, settings pages, and software workflows.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Visual Attention & Eye Movements, Spatial Representation & Mapping (minor), Working Memory (minor)
L3: ",L2
CharXiv Reasoning,https://charxiv.github.io/,https://arxiv.org/abs/2406.18521,"CharXiv Reasoning evaluates reasoning over figures and charts drawn from scientific papers (arXiv), often requiring quantitative interpretation of plots and linking visual evidence to textual questions. It emphasizes careful extraction of trends, comparisons, and numerical relationships rather than generic image captioning.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Logical Reasoning, Attention, Working Memory (minor)
L3: ",L2
OmniDocBench 1.5,https://github.com/opendatalab/OmniDocBench,https://arxiv.org/abs/2412.07626,"OmniDocBench 1.5 evaluates document understanding and OCR-like capabilities across mixed-content pages including text, formulas, tables, and reading order. It measures whether models can accurately parse structured documents and preserve layout-sensitive information needed for downstream use.","L1: Visual Perception, Language Comprehension (minor)
L2: Attention, Scene Understanding & Visual Reasoning, Working Memory (minor)
L3: ",L2
Video-MMMU,https://videommmu.github.io/,https://arxiv.org/abs/2501.13826,"Video-MMMU extends multimodal understanding to videos, requiring models to integrate information across time (multiple frames) and modalities to answer questions. It stresses temporal coherence, event understanding, and using visual evidence that may be distributed across a clip rather than present in one frame.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Multisensory Integration, Working Memory, Attention
L3: Cognitive Timing & Predictive Modeling (minor)",L2
LiveCodeBench Pro,https://livecodebenchpro.com/projects/livecodebench-pro/leaderboard,https://arxiv.org/abs/2506.11928,"LiveCodeBench Pro evaluates coding ability on competitive-programming and practical coding tasks with an emphasis on up-to-date problem sets and robust scoring (often including Elo-style comparisons). It targets algorithmic reasoning, correct implementation, and the ability to produce executable code under specification constraints.","L1: 
L2: Logical Reasoning, Working Memory, Planning, Semantic Understanding & Context Recognition (minor), Adaptive Error Correction (minor)
L3: ",L2
FACTS Benchmark Suite,https://deepmind.google/blog/facts-benchmark-suite-systematically-evaluating-the-factuality-of-large-language-models/,https://arxiv.org/abs/2512.10791,"FACTS Benchmark Suite systematically evaluates factuality and grounding, measuring whether model outputs are correct, supported, and appropriately calibrated rather than merely fluent. It is designed to surface hallucinations, unsupported claims, and brittleness across varied factuality-related tasks.","L1: 
L2: Semantic Understanding & Context Recognition, Working Memory (minor), Attention (minor)
L3: Inhibitory Control, Self-reflection (minor)",L3
SimpleQA Verified,https://www.kaggle.com/benchmarks/deepmind/simpleqa-verified,https://arxiv.org/abs/2509.07968,"SimpleQA Verified evaluates short-form factual question answering with verified ground truth and an emphasis on reliability over verbosity. It is commonly used to assess whether models can produce correct, concise answers and avoid confident fabrication when uncertain.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Decision-making (minor)
L3: Inhibitory Control (minor)",L2
Global PIQA,https://huggingface.co/datasets/mrlbenchmarks/global-piqa-nonparallel,https://arxiv.org/abs/2510.24081,"Global PIQA evaluates practical, everyday physical commonsense reasoning across languages and locales, aiming to test whether models can choose plausible actions or explanations in real-world situations. It stresses robustness to linguistic variation and culturally diverse framing while keeping the core “what works in the physical world” premise.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Spatial Representation & Mapping (minor)
L3: Cognitive Flexibility (minor)",L2
MRCR v2 (8-needle),https://huggingface.co/datasets/openai/mrcr,https://arxiv.org/abs/2409.12640,"MRCR v2 (8-needle) is a long-context evaluation where multiple similar “needle” requests are embedded in a long “haystack” of content, and the model must retrieve the correct referenced item. It measures context tracking, interference resistance among near-duplicates, and accurate retrieval from far back in context.","L1: 
L2: Working Memory, Attention, Episodic Memory (minor), Planning (minor)
L3: Inhibitory Control (minor)",L2
GDPval,https://openai.com/index/gdpval/,https://arxiv.org/abs/2510.04374,"GDPval evaluates economically relevant knowledge work by asking models to produce real professional artifacts (e.g., presentations, spreadsheets, plans) across many occupations and judging outputs against human professionals. It emphasizes end-to-end task completion quality, adherence to specifications, and usefulness under realistic workplace criteria.","L1: Language Production
L2: Planning, Decision-making, Working Memory, Semantic Understanding & Context Recognition
L3: Self-reflection (minor), Inhibitory Control (minor)",L2
SWE-Lancer,https://openai.com/index/swe-lancer/,https://arxiv.org/abs/2502.12115,"SWE-Lancer evaluates agentic software engineering beyond single patches, often emphasizing longer-horizon development workflows such as coordinating changes, handling multi-file edits, and meeting broader task specifications. It targets practical autonomy in engineering tasks where planning, iteration, and integration matter as much as local bug fixes.","L1: 
L2: Planning, Decision-making, Logical Reasoning, Working Memory, Adaptive Error Correction (minor)
L3: Inhibitory Control (minor)",L2
Graphwalks,https://huggingface.co/datasets/openai/graphwalks,,"Graphwalks evaluates reasoning over graph-structured data by requiring models to follow edges, track paths, and answer queries such as reachability or parent/neighbor relationships. It emphasizes systematic multi-step traversal and resistance to distractor structures in large contexts.","L1: 
L2: Logical Reasoning, Working Memory, Attention, Spatial Representation & Mapping, Planning (minor)
L3: ",L2
Toolathon,https://toolathlon.xyz,https://arxiv.org/abs/2510.25726,"Toolathon evaluates tool-using agents across diverse environments where success depends on selecting appropriate tools, calling them correctly, and composing multi-step workflows under constraints. It targets practical action reliability, including recovery from tool errors and integration of tool outputs into final answers.","L1: 
L2: Planning, Decision-making, Working Memory, Adaptive Error Correction, Logical Reasoning (minor)
L3: Inhibitory Control (minor)",L2
HMMT,https://matharena.ai/?view=problem&comp=hmmt--hmmt_feb_2025,https://arxiv.org/abs/2505.23281,"HMMT evaluates high-difficulty competition mathematics (from the Harvard-MIT Mathematics Tournament), typically requiring multi-step reasoning, creative problem decomposition, and careful case analysis. Compared with easier contest sets, it is intended to separate very strong mathematical solvers on non-routine problems.","L1: 
L2: Logical Reasoning, Working Memory, Planning, Attention (minor)
L3: Cognitive Flexibility (minor)",L2
FrontierMath,https://epoch.ai/frontiermath,https://arxiv.org/abs/2411.04872,"FrontierMath is a challenging mathematics benchmark designed to probe expert-level problem solving closer to research-grade difficulty, with tiered subsets to separate capability at the frontier. It emphasizes sustained multi-step reasoning, precise symbolic/quantitative manipulation, and robust solution verification rather than pattern completion.","L1: 
L2: Logical Reasoning, Planning, Working Memory
L3: Cognitive Flexibility (minor), Self-reflection (minor)",L2
