Benchmark,Website,Paper,Description,Cognitive Functions
MathArena Apex,https://matharena.ai/?view=problem&comp=apex--apex_2025,https://arxiv.org/abs/2505.23281,MathArena Apex aggregates hard mathematics problems (often competition or olympiad style) and evaluates stepwise mathematical reasoning quality under strict scoring. It targets robust symbolic/quantitative reasoning across diverse topics rather than narrow template solving.,"Logical Reasoning, Working Memory, Planning, Cognitive Flexibility, Attention"
CharXiv Reasoning,https://charxiv.github.io/,https://arxiv.org/abs/2406.18521,"CharXiv Reasoning evaluates scientific-figure reasoning, requiring models to interpret complex charts/figures (often from papers) and answer questions that depend on precise visual extraction plus scientific context. Performance depends on linking visual signals to claims, quantities, and relationships described in text.","Visual Perception, Scene Understanding & Visual Reasoning, Multisensory Integration, Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory, Attention"
OmniDocBench 1.5,https://github.com/opendatalab/OmniDocBench,https://arxiv.org/abs/2412.07626,"OmniDocBench 1.5 measures document understanding and OCR robustness across diverse document elements such as text blocks, formulas, tables, and reading order. It emphasizes faithful extraction and structural reconstruction, which is crucial for downstream reasoning over documents.","Visual Perception, Visual Attention & Eye Movements, Attention, Semantic Understanding & Context Recognition, Working Memory, Language Comprehension"
Video-MMMU,https://videommmu.github.io/,https://arxiv.org/abs/2501.13826,"Video-MMMU evaluates multimodal reasoning over videos, where answers may require integrating information across frames and aligning it with textual prompts. It probes temporal understanding, event comprehension, and multi-step inference grounded in dynamic visual evidence.","Visual Perception, Scene Understanding & Visual Reasoning, Multisensory Integration, Working Memory, Attention, Cognitive Timing & Predictive Modeling, Logical Reasoning"
LiveCodeBench Pro,https://livecodebenchpro.com/projects/livecodebench-pro/leaderboard,https://arxiv.org/abs/2506.11928,"LiveCodeBench Pro evaluates coding competence on programming problems under conditions meant to reduce contamination, often emphasizing practical correctness and generalization. It probes algorithmic reasoning, writing executable solutions, and debugging through iterative refinement.","Logical Reasoning, Planning, Adaptive Error Correction, Working Memory, Language Production, Language Comprehension, Decision-making"
FACTS Benchmark Suite,https://deepmind.google/blog/facts-benchmark-suite-systematically-evaluating-the-factuality-of-large-language-models/,https://arxiv.org/abs/2512.10791,"FACTS Benchmark Suite systematically evaluates factuality and grounding behavior across a collection of factuality-focused tasks, targeting hallucination and unsupported claims. It measures whether models can stay faithful to provided evidence, admit uncertainty, and avoid confidently stating incorrect information.","Semantic Understanding & Context Recognition, Language Comprehension, Language Production, Inhibitory Control, Self-reflection, Working Memory"
Global PIQA,https://huggingface.co/datasets/mrlbenchmarks/global-piqa-nonparallel,https://arxiv.org/abs/2510.24081,"Global PIQA is a multilingual commonsense/practical reasoning benchmark intended to test physical and everyday interaction understanding across languages and cultures. It emphasizes selecting plausible actions or explanations in context, stressing generalization beyond English-centric priors.","Language Comprehension, Semantic Understanding & Context Recognition, Logical Reasoning, Cognitive Flexibility, Working Memory"
MRCR v2 (8-needle),https://huggingface.co/datasets/openai/mrcr,https://arxiv.org/abs/2409.12640,MRCR v2 (8-needle) is a long-context multi-round co-reference/retrieval evaluation where multiple similar “needle” interactions are embedded in large “haystack” transcripts and the model must reproduce the correct response for a specified needle. It targets accurate retention and disambiguation under high interference over long contexts.,"Working Memory, Attention, Language Comprehension, Semantic Understanding & Context Recognition, Inhibitory Control"
GDPval,https://openai.com/index/gdpval/,https://arxiv.org/abs/2510.04374,"GDPval evaluates economically valuable, well-specified knowledge-work tasks across many occupations, often requiring production of professional artifacts (e.g., spreadsheets, plans, analyses). It emphasizes end-to-end task execution quality judged against expert human outputs, including instruction following, correctness, and presentation.","Planning, Decision-making, Language Production, Semantic Understanding & Context Recognition, Working Memory, Self-reflection"
SWE-Lancer,https://openai.com/index/swe-lancer/,https://arxiv.org/abs/2502.12115,"SWE-Lancer evaluates software engineering agents on realistic repository-level tasks, focusing on producing correct patches and completing engineering objectives under constraints. It emphasizes reliable action selection, debugging, and coordinating multiple steps that mirror professional development workflows.","Planning, Decision-making, Adaptive Error Correction, Working Memory, Logical Reasoning, Language Comprehension, Language Production"
Graphwalks,https://huggingface.co/datasets/openai/graphwalks,,"Graphwalks tests long-context reasoning over graph-structured data, where the model must follow traversal instructions or answer queries that require multi-step navigation through nodes and edges. It probes whether models can maintain structured state and perform consistent multi-hop reasoning without losing track.","Spatial Representation & Mapping, Working Memory, Logical Reasoning, Attention, Planning"
Toolathon,https://toolathlon.xyz,https://arxiv.org/abs/2510.25726,"Toolathon evaluates general tool-use competence across diverse APIs/tools, emphasizing correct tool selection, argument construction, and multi-step workflows. It targets agentic reliability in chaining calls, handling failures, and integrating tool outputs into coherent final answers.","Planning, Decision-making, Adaptive Error Correction, Working Memory, Language Comprehension, Language Production, Attention"
FrontierMath,https://epoch.ai/frontiermath,https://arxiv.org/abs/2411.04872,"FrontierMath evaluates advanced, research-adjacent mathematical problem solving intended to be difficult for both humans and models, emphasizing novel reasoning over memorization. It probes deep multi-step inference, rigorous manipulation of abstractions, and robustness on problems near the edge of current capabilities.","Logical Reasoning, Working Memory, Planning, Cognitive Flexibility, Attention"
