Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
ScreenShot-Pro,https://gui-agent.github.io/grounding-leaderboard/,https://arxiv.org/abs/2504.07981,ScreenShot-Pro evaluates vision-enabled agents on understanding high-resolution screenshots from software interfaces and professional applications. Tasks require correctly grounding text instructions in UI elements and reasoning about layout to identify or act on the right targets.,"L1: Visual Perception
L2: Visual Attention & Eye Movements, Scene Understanding & Visual Reasoning, Sensorimotor Coordination, Planning, Working Memory
L3: ",L2
CharXiv Reasoning,https://charxiv.github.io/,https://arxiv.org/abs/2406.18521,"CharXiv Reasoning tests reasoning over scientific documents and figures (commonly drawn from arXiv-style papers), where correct answers depend on interpreting charts, plots, or technical visuals. It stresses extracting quantitative/structural information from figures and integrating it with textual context.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory, Attention
L3: ",L2
Video-MMMU,https://videommmu.github.io/,https://arxiv.org/abs/2501.13826,"Video-MMMU extends multimodal academic reasoning to videos, requiring models to integrate information across time (multiple frames) along with text questions. It tests whether models can track events, spatial relations, and procedural steps in dynamic visual content.","L1: Visual Perception
L2: Attention, Working Memory, Scene Understanding & Visual Reasoning, Multisensory Integration
L3: Cognitive Timing & Predictive Modeling",L3
MRCR v2 (8-needle),https://huggingface.co/datasets/openai/mrcr,https://arxiv.org/abs/2409.12640,"MRCR v2 is a long-context evaluation where multiple similar “needle” items are embedded in a large “haystack,” and the model must retrieve and reproduce the correct referenced content; the 8-needle variant increases ambiguity and interference. It stresses robust retrieval, disambiguation, and consistency over long documents and multi-round context.","L1: 
L2: Working Memory, Episodic Memory, Attention, Semantic Understanding & Context Recognition, Logical Reasoning
L3: Inhibitory Control",L3
GDPval,https://openai.com/index/gdpval/,https://arxiv.org/abs/2510.04374,"GDPval evaluates economically valuable, well-specified knowledge-work tasks spanning many occupations (e.g., drafting artifacts like presentations/spreadsheets, structured analysis, and planning deliverables), often judged by expert humans. It emphasizes end-to-end task execution quality, adherence to requirements, and usefulness of produced work products.","L1: Language Comprehension, Language Production
L2: Planning, Decision-making, Semantic Understanding & Context Recognition, Working Memory
L3: Self-reflection",L3
SWE-Lancer,https://openai.com/index/swe-lancer/,https://arxiv.org/abs/2502.12115,"SWE-Lancer evaluates software-engineering capability on more agentic, end-to-end coding tasks, typically emphasizing realistic workflows beyond isolated bug fixes. Models must plan changes across a codebase, implement them correctly, and validate behavior with tests and tooling under practical constraints.","L1: Language Comprehension, Language Production
L2: Planning, Logical Reasoning, Working Memory, Adaptive Error Correction, Decision-making
L3: ",L2
Graphwalks,https://huggingface.co/datasets/openai/graphwalks,,"Graphwalks tests long-context structured reasoning by embedding graph descriptions and querying for traversal-based outputs (e.g., reaching nodes, parents, BFS-like properties) that require following edges through the structure. It stresses faithful multi-step navigation through symbolic structure rather than surface-level pattern matching.","L1: 
L2: Spatial Representation & Mapping, Working Memory, Attention, Logical Reasoning, Planning
L3: ",L2
Toolathon,https://toolathlon.xyz,https://arxiv.org/abs/2510.25726,"Toolathon evaluates general tool-use competence across diverse tasks that require selecting, sequencing, and correctly parameterizing tool calls, then synthesizing results. It is intended to probe robust agent behavior under tool errors, partial information, and multi-step workflows.","L1: Language Comprehension, Language Production
L2: Planning, Decision-making, Adaptive Error Correction, Working Memory
L3: ",L2
HMMT,https://matharena.ai/?view=problem&comp=hmmt--hmmt_feb_2025,https://arxiv.org/abs/2505.23281,"HMMT problems are advanced competition mathematics questions that often require deeper proofs, creative constructions, and careful reasoning than standard exam-style items. As an evaluation set, it is used to measure high-end mathematical problem-solving and consistency under difficult constraints.","L1: 
L2: Logical Reasoning, Working Memory, Planning, Attention
L3: Cognitive Flexibility",L3
FrontierMath,https://epoch.ai/frontiermath,https://arxiv.org/abs/2411.04872,"FrontierMath is designed to test expert-level mathematics, including problems intended to be challenging even for strong solvers, often spanning multiple tiers of difficulty. It emphasizes rigorous multi-step reasoning, precise symbolic manipulation, and, in tool-enabled settings, effective verification or computation support.","L1: 
L2: Logical Reasoning, Working Memory, Planning, Attention, Adaptive Error Correction
L3: Cognitive Flexibility",L3
