Benchmark,Website,Paper,Description,Cognitive Functions
MMMU-Pro,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2409.02813,"MMMU-Pro is a challenging multimodal benchmark that requires models to answer expert-style questions by combining textual context with images such as diagrams, charts, figures, and problem setups across disciplines. It stresses visual grounding, cross-modal integration, and multi-step reasoning beyond simple captioning.","Visual Perception, Scene Understanding & Visual Reasoning, Multisensory Integration, Spatial Representation & Mapping, Language Comprehension, Logical Reasoning, Working Memory, Visual Attention & Eye Movements"
ScreenShot-Pro,https://gui-agent.github.io/grounding-leaderboard/,https://arxiv.org/abs/2504.07981,"ScreenShot-Pro evaluates models on understanding high-resolution screenshots from real software interfaces, requiring precise grounding in layout and UI semantics. Tasks often involve identifying relevant regions or controls and answering questions that depend on spatial relationships and interface conventions.","Visual Perception, Visual Attention & Eye Movements, Scene Understanding & Visual Reasoning, Spatial Representation & Mapping, Multisensory Integration, Language Comprehension, Working Memory"
CharXiv Reasoning,https://charxiv.github.io/,https://arxiv.org/abs/2406.18521,"CharXiv Reasoning tests scientific figure and chart understanding drawn from research-paper contexts, requiring models to read visual encodings, legends, and annotations and then reason about trends or claims. It targets faithful extraction from dense scientific visuals and correct quantitative/structural interpretation rather than generic image description.","Visual Perception, Scene Understanding & Visual Reasoning, Visual Attention & Eye Movements, Multisensory Integration, Language Comprehension, Logical Reasoning, Working Memory, Semantic Understanding & Context Recognition"
Video-MMMU,https://videommmu.github.io/,https://arxiv.org/abs/2501.13826,"Video-MMMU extends multimodal understanding to the temporal domain by asking questions that depend on events across video frames, audio/visual cues, and narrative context. It stresses integrating information over time, tracking entities/actions, and answering with coherent reasoning about dynamic scenes.","Visual Perception, Scene Understanding & Visual Reasoning, Multisensory Integration, Working Memory, Attention, Cognitive Timing & Predictive Modeling, Language Comprehension, Logical Reasoning, Spatial Representation & Mapping"
MRCR v2 (8-needle),https://huggingface.co/datasets/openai/mrcr,https://arxiv.org/abs/2409.12640,"MRCR v2 (8-needle) evaluates long-context retrieval and multi-round co-reference by embedding multiple similar “needle” interactions inside long “haystacks” and asking the model to reproduce the correct response for a specified needle. The 8-needle variant increases interference and distractor similarity, stressing robustness to confusion over long spans.","Working Memory, Episodic Memory, Attention, Semantic Understanding & Context Recognition, Logical Reasoning, Inhibitory Control"
GDPval,https://openai.com/index/gdpval/,https://arxiv.org/abs/2510.04374,"GDPval measures performance on well-specified professional knowledge-work tasks across many occupations, judged by expert humans via head-to-head comparisons against human-produced artifacts. It emphasizes producing usable work products (e.g., spreadsheets, plans, analyses) with correct reasoning, appropriate structure, and practical completeness.","Planning, Decision-making, Language Comprehension, Language Production, Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory, Adaptive Error Correction, Self-reflection, Social Reasoning & Theory of Mind"
SWE-Lancer,https://openai.com/index/swe-lancer/,https://arxiv.org/abs/2502.12115,"SWE-Lancer evaluates advanced, agentic software engineering on realistic tasks where models must understand a codebase, implement changes, and satisfy project-specific constraints and tests. It targets higher-level engineering competence such as coordinating multi-step edits, handling ambiguous requirements, and delivering patches that integrate cleanly.","Planning, Decision-making, Logical Reasoning, Working Memory, Adaptive Error Correction, Semantic Understanding & Context Recognition"
Graphwalks,https://huggingface.co/datasets/openai/graphwalks,,"Graphwalks tests structured reasoning over graph descriptions, typically requiring multi-hop traversal (e.g., BFS-style walks) and correct tracking of visited nodes/paths under distracting context. It emphasizes precise state tracking and systematic exploration rather than world knowledge.","Logical Reasoning, Working Memory, Attention, Spatial Representation & Mapping, Planning, Inhibitory Control"
Toolathon,https://toolathlon.xyz,https://arxiv.org/abs/2510.25726,"Toolathon evaluates tool-using agents on tasks that require selecting appropriate tools, composing multi-step calls, and recovering from failures to reach a correct end result. It stresses reliable orchestration across heterogeneous tools and consistent integration of intermediate outputs into final answers.","Planning, Decision-making, Working Memory, Adaptive Error Correction, Language Comprehension, Language Production, Semantic Understanding & Context Recognition"
HMMT,https://matharena.ai/?view=problem&comp=hmmt--hmmt_feb_2025,https://arxiv.org/abs/2505.23281,"HMMT problems (e.g., Feb 2025 set) reflect high-difficulty competition mathematics from the Harvard-MIT Math Tournament, often requiring creative construction and non-routine proof or computation strategies. Success depends on sustained multi-step reasoning and careful verification of corner cases.","Logical Reasoning, Working Memory, Planning, Cognitive Flexibility, Adaptive Error Correction, Attention"
FrontierMath,https://epoch.ai/frontiermath,https://arxiv.org/abs/2411.04872,"FrontierMath is an expert-level mathematics benchmark designed to be difficult and relatively contamination-resistant, with tiered problem difficulty reaching beyond standard contest math. It probes whether models can perform long-horizon mathematical reasoning, maintain correctness across many steps, and avoid subtle logical or algebraic errors.","Logical Reasoning, Working Memory, Planning, Adaptive Error Correction, Cognitive Flexibility, Attention"
