Benchmark,Website,Paper,Description,Cognitive Functions
MMMU-Pro,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2409.02813,"MMMU-Pro is a harder, more evaluation-robust variant of MMMU that tests expert-level multimodal understanding across many disciplines using images paired with text questions. It emphasizes reasoning over diagrams, charts, scientific figures, and other visuals that require structured interpretation.","Visual Perception, Scene Understanding & Visual Reasoning, Multisensory Integration, Visual Attention & Eye Movements, Language Comprehension, Logical Reasoning, Working Memory, Attention"
ScreenShot-Pro,https://gui-agent.github.io/grounding-leaderboard/,https://arxiv.org/abs/2504.07981,"ScreenShot-Pro evaluates screenshot understanding for software/UI contexts, requiring models to interpret high-resolution interface images and answer questions that depend on layout, controls, and visual affordances. It targets visually grounded reasoning that is critical for computer-use agents and GUI automation.","Visual Perception, Visual Attention & Eye Movements, Spatial Representation & Mapping, Scene Understanding & Visual Reasoning, Decision-making, Planning, Working Memory, Attention"
CharXiv Reasoning,https://charxiv.github.io/,https://arxiv.org/abs/2406.18521,"CharXiv Reasoning evaluates scientific figure understanding and reasoning over charts and visual elements from arXiv-style papers, often requiring quantitative interpretation and linking captions/text to visual evidence. It is designed to measure faithful, grounded reasoning about complex academic visuals, sometimes with optional computation tools.","Visual Perception, Scene Understanding & Visual Reasoning, Multisensory Integration, Logical Reasoning, Working Memory, Language Comprehension, Semantic Understanding & Context Recognition, Attention"
Video-MMMU,https://videommmu.github.io/,https://arxiv.org/abs/2501.13826,"Video-MMMU extends multimodal reasoning to the temporal domain by asking questions that require understanding events and context across video clips (often with accompanying text). It stresses integrating information across time, tracking entities, and reasoning about changes and causality.","Visual Perception, Multisensory Integration, Working Memory, Attention, Cognitive Timing & Predictive Modeling, Scene Understanding & Visual Reasoning, Language Comprehension"
MRCR v2 (8-needle),https://huggingface.co/datasets/openai/mrcr,https://arxiv.org/abs/2409.12640,"MRCR v2 (8-needle) is a long-context retrieval and co-reference benchmark where multiple similar “needle” requests are embedded in a long “haystack” of text, and the model must recover the correct referenced answer. The 8-needle variant increases interference, testing robust context tracking rather than short-window pattern matching.","Working Memory, Attention, Episodic Memory, Language Comprehension, Semantic Understanding & Context Recognition, Inhibitory Control"
GDPval,https://openai.com/index/gdpval/,https://arxiv.org/abs/2510.04374,"GDPval evaluates well-specified professional knowledge-work tasks across many occupations by having models produce real work artifacts (e.g., spreadsheets, presentations, plans) judged against human professional performance. It targets practical, end-to-end execution quality, not just question answering, under constraints typical of workplace deliverables.","Planning, Decision-making, Language Production, Language Comprehension, Working Memory, Semantic Understanding & Context Recognition, Adaptive Error Correction, Self-reflection, Social Reasoning & Theory of Mind"
SWE-Lancer,https://openai.com/index/swe-lancer/,https://arxiv.org/abs/2502.12115,"SWE-Lancer evaluates agentic software engineering in a “freelance” style setting where models must complete coding tasks that resemble paid engineering work, often involving ambiguous requirements and iterative refinement. It emphasizes realistic development behaviors like understanding requirements, implementing changes, and validating via tests or tooling.","Planning, Decision-making, Logical Reasoning, Working Memory, Adaptive Error Correction, Language Comprehension, Language Production, Semantic Understanding & Context Recognition"
Graphwalks,https://huggingface.co/datasets/openai/graphwalks,,"Graphwalks tests long-context reasoning over graph-structured data encoded in text, requiring models to follow edges, perform traversals (e.g., BFS-like queries), and answer reachability or parent/ancestor questions. Performance depends on reliably maintaining state over many hops and resisting distractors.","Spatial Representation & Mapping, Working Memory, Logical Reasoning, Attention, Semantic Understanding & Context Recognition, Inhibitory Control"
Toolathon,https://toolathlon.xyz,https://arxiv.org/abs/2510.25726,"Toolathon evaluates tool-using agents on multi-step tasks that require selecting appropriate tools, calling them correctly, handling failures, and integrating tool outputs into final answers. It emphasizes reliability under tool friction (errors, missing fields, retries) and correct orchestration over extended interaction traces.","Planning, Decision-making, Working Memory, Adaptive Error Correction, Attention, Language Comprehension, Language Production, Semantic Understanding & Context Recognition"
HMMT,https://matharena.ai/?view=problem&comp=hmmt--hmmt_feb_2025,https://arxiv.org/abs/2505.23281,"HMMT is a high-difficulty mathematics competition benchmark that probes multi-step problem solving, creative decomposition, and careful verification under strict answer formats. Compared with many standard math sets, problems often require deeper insight and longer chains of reasoning.","Logical Reasoning, Working Memory, Planning, Cognitive Flexibility, Attention"
FrontierMath,https://epoch.ai/frontiermath,https://arxiv.org/abs/2411.04872,"FrontierMath is an expert-level mathematics benchmark aimed at measuring progress on problems closer to current research and advanced olympiad-style reasoning, often requiring substantial derivations and proof-like thinking. It is designed to be difficult for models and to better reflect genuine mathematical problem-solving ability.","Logical Reasoning, Planning, Working Memory, Cognitive Flexibility, Attention, Self-reflection"
