Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
MMMU-Pro,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2409.02813,"MMMU-Pro evaluates multimodal, multi-discipline understanding and reasoning using images (e.g., diagrams, charts, figures) paired with text questions, often at expert level. Compared to simpler vision QA, it emphasizes cross-modal grounding and higher-level reasoning over visual evidence.","L1: Visual Perception, Language Comprehension
L2: Scene Understanding & Visual Reasoning, Multisensory Integration, Logical Reasoning, Attention, Working Memory
L3: ",L2
ScreenShot-Pro,https://gui-agent.github.io/grounding-leaderboard/,https://arxiv.org/abs/2504.07981,"ScreenShot-Pro tests GUI understanding from high-resolution screenshots, requiring models to interpret interface layout, identify relevant elements, and answer questions or take actions grounded in the screen. It is used as a proxy for computer-use competence and precise visual grounding in professional software contexts.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Visual Attention & Eye Movements, Spatial Representation & Mapping, Decision-making, Attention
L3: ",L2
CharXiv Reasoning,https://charxiv.github.io/,https://arxiv.org/abs/2406.18521,"CharXiv Reasoning evaluates reasoning over scientific figures (often charts/plots) from arXiv-style papers, requiring extracting quantitative/relational information from visuals and integrating it with the question. It is commonly used to measure chart/figure comprehension and multi-step inference from scientific visual evidence.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Logical Reasoning, Attention, Working Memory, Multisensory Integration, Semantic Understanding & Context Recognition
L3: ",L2
Video-MMMU,https://videommmu.github.io/,https://arxiv.org/abs/2501.13826,"Video-MMMU extends multimodal understanding to video, requiring models to integrate information across frames and time to answer questions about events, procedures, and visual evidence. It stresses temporal integration, robust perception, and reasoning grounded in dynamic scenes.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Attention, Working Memory, Multisensory Integration, Logical Reasoning
L3: Cognitive Timing & Predictive Modeling",L3
MRCR v2 (8-needle),https://huggingface.co/datasets/openai/mrcr,https://arxiv.org/abs/2409.12640,"MRCR v2 (8-needle) is a long-context evaluation where multiple similar “needle” turns are embedded in a large “haystack” of dialogue, and the model must retrieve the correct referenced response/attribute for a specified needle. It probes whether models can maintain and use precise referential information across very long contexts under strong distractor interference.","L1: Language Comprehension
L2: Working Memory, Attention, Semantic Understanding & Context Recognition
L3: Inhibitory Control",L3
GDPval,https://openai.com/index/gdpval/,https://arxiv.org/abs/2510.04374,"GDPval evaluates economically valuable knowledge-work tasks across many occupations, where models produce real work artifacts (e.g., analyses, plans, documents, spreadsheets/slides) judged against professional baselines. It emphasizes end-to-end task completion quality, instruction following, and practical decision-making rather than only short-form Q&A.","L1: Language Comprehension, Language Production
L2: Planning, Decision-making, Working Memory, Semantic Understanding & Context Recognition
L3: Self-reflection",L3
SWE-Lancer,https://openai.com/index/swe-lancer/,https://arxiv.org/abs/2502.12115,"SWE-Lancer is an agentic software-engineering benchmark focused on completing realistic engineering work beyond isolated bug fixes, often involving larger codebases, multi-step changes, and evaluation via tests or task-specific criteria. It targets reliability in end-to-end implementation and debugging under constraints closer to real development workflows.","L1: Language Comprehension
L2: Planning, Decision-making, Logical Reasoning, Working Memory, Adaptive Error Correction
L3: Cognitive Flexibility",L3
Graphwalks,https://huggingface.co/datasets/openai/graphwalks,,"Graphwalks evaluates long-context reasoning by placing graph descriptions/edges in context and asking traversal queries (e.g., reachability, BFS-like steps, parent/neighbor relationships) that require systematic navigation rather than surface pattern matching. It stresses consistent multi-step computation over structured data embedded in text.","L1: 
L2: Spatial Representation & Mapping, Logical Reasoning, Working Memory, Attention, Planning
L3: ",L2
Toolathon,https://toolathlon.xyz,https://arxiv.org/abs/2510.25726,"Toolathon evaluates general tool-use competence across diverse APIs/tools, requiring models to select appropriate tools, sequence calls, and synthesize outputs into correct final answers. It emphasizes workflow reliability, error recovery, and the ability to coordinate heterogeneous tools under time/step constraints.","L1: Language Comprehension, Language Production
L2: Planning, Decision-making, Working Memory, Adaptive Error Correction, Attention
L3: ",L2
HMMT,https://matharena.ai/?view=problem&comp=hmmt--hmmt_feb_2025,https://arxiv.org/abs/2505.23281,"HMMT uses problems from the Harvard-MIT Mathematics Tournament, typically harder and more proof/insight-oriented than many standard school exams. It tests deep mathematical reasoning, careful constraint handling, and sustained multi-step derivations under competition conditions.","L1: 
L2: Logical Reasoning, Working Memory, Attention
L3: Cognitive Flexibility",L3
FrontierMath,https://epoch.ai/frontiermath,https://arxiv.org/abs/2411.04872,"FrontierMath is a frontier-level mathematics benchmark designed to probe expert and research-adjacent problem solving, often with hidden or carefully controlled sets and tiered difficulty. It emphasizes long-horizon reasoning, precise symbolic manipulation, and robustness against shallow pattern matching.","L1: 
L2: Logical Reasoning, Working Memory, Attention, Planning
L3: Cognitive Flexibility",L3
