Benchmark,Website,Paper,Description,Cognitive Functions
SpreadsheetBench,https://spreadsheetbench.github.io/,https://arxiv.org/abs/2406.14991,"SpreadsheetBench measures the ability to understand, edit, and compute over complex spreadsheets derived from realistic scenarios. Agents must navigate tables, formulas, formatting constraints, and sometimes use programming tools to transform or validate spreadsheet contents.","Logical Reasoning, Working Memory, Planning, Decision-making, Adaptive Error Correction, Semantic Understanding & Context Recognition, Attention"
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam is a frontier, multi-domain benchmark intended to probe advanced academic reasoning and knowledge across difficult questions, often spanning modalities and requiring careful synthesis. It stresses deep understanding, multi-step problem solving, and producing justified answers under ambiguity.","Language Comprehension, Language Production, Logical Reasoning, Working Memory, Semantic Understanding & Context Recognition, Scene Understanding & Visual Reasoning, Planning"
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,"AIME 2025 evaluates competition-style mathematics problem solving on the American Invitational Mathematics Examination questions. It emphasizes multi-step symbolic reasoning, careful constraint handling, and avoiding algebraic/arithmetical errors under time-like pressure.","Logical Reasoning, Working Memory, Planning, Adaptive Error Correction, Attention"
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,"GPQA Diamond is a hard subset of graduate-level science multiple-choice questions designed to be “Google-proof,” requiring genuine reasoning rather than easy retrieval. It tests whether models can integrate scientific concepts and avoid superficial pattern matching.","Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory, Attention, Language Comprehension"
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,"MMMLU extends broad academic knowledge testing across many subjects and languages, evaluating both multilingual understanding and reasoning. It probes whether models can generalize their competence beyond English while maintaining accuracy across domains.","Language Comprehension, Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory, Cognitive Flexibility"
MMMU,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2311.16502,"MMMU is a multimodal benchmark requiring models to answer expert-level questions that combine images (e.g., diagrams, charts, screenshots) with text. It stresses extracting visual evidence and integrating it with domain knowledge and reasoning.","Visual Perception, Scene Understanding & Visual Reasoning, Multisensory Integration, Visual Attention & Eye Movements, Language Comprehension, Logical Reasoning, Working Memory"
LAB-Bench FigQA,https://huggingface.co/datasets/futurehouse/lab-bench,https://arxiv.org/abs/2407.10362,"LAB-Bench FigQA tests whether models can interpret complex scientific figures from biology papers and answer questions grounded in the visual evidence. It emphasizes fine-grained chart/figure understanding, cross-referencing captions/labels, and drawing correct scientific inferences from visuals.","Visual Perception, Scene Understanding & Visual Reasoning, Visual Attention & Eye Movements, Language Comprehension, Logical Reasoning, Working Memory, Semantic Understanding & Context Recognition"
CharXiv Reasoning,https://charxiv.github.io/,https://arxiv.org/abs/2406.18521,"CharXiv Reasoning evaluates visual-and-text reasoning over scientific paper figures and related context, often requiring quantitative interpretation and stepwise analysis. It stresses figure-grounded inference, extracting structured information, and composing a coherent explanation or answer.","Visual Perception, Scene Understanding & Visual Reasoning, Language Comprehension, Logical Reasoning, Working Memory, Attention, Multisensory Integration"
Video-MMMU,https://videommmu.github.io/,https://arxiv.org/abs/2501.13826,"Video-MMMU extends multimodal understanding to videos, requiring temporal integration of visual events and accompanying text prompts/questions. It probes whether models can track evolving state, identify key moments, and reason over dynamic scenes.","Visual Perception, Visual Attention & Eye Movements, Scene Understanding & Visual Reasoning, Working Memory, Cognitive Timing & Predictive Modeling, Multisensory Integration, Language Comprehension"
FACTS Benchmark Suite,https://deepmind.google/blog/facts-benchmark-suite-systematically-evaluating-the-factuality-of-large-language-models/,https://arxiv.org/abs/2512.10791,"FACTS Benchmark Suite systematically evaluates factuality and grounding by checking whether model outputs remain consistent with available evidence and avoid unsupported claims. It emphasizes calibration, error detection, and resisting hallucination across diverse factuality settings.","Semantic Understanding & Context Recognition, Language Comprehension, Language Production, Inhibitory Control, Adaptive Error Correction, Self-reflection, Attention"
Global PIQA,https://huggingface.co/datasets/mrlbenchmarks/global-piqa-nonparallel,https://arxiv.org/abs/2510.24081,"Global PIQA evaluates physical commonsense reasoning across many languages, aiming to test whether models can select plausible actions/solutions in everyday situations without relying on English-only cues. It stresses transfer of commonsense reasoning and robust multilingual comprehension.","Language Comprehension, Logical Reasoning, Semantic Understanding & Context Recognition, Cognitive Flexibility, Spatial Representation & Mapping"
MRCR v2 (8-needle),https://huggingface.co/datasets/openai/mrcr,https://arxiv.org/abs/2409.12640,"MRCR v2 (8-needle) evaluates multi-round coreference and retrieval over long contexts by embedding multiple similar “needle” turns in a large “haystack” and asking the model to reproduce a specific referenced response. It stresses long-context retention, interference robustness, and precise retrieval under ambiguity.","Working Memory, Episodic Memory, Attention, Semantic Understanding & Context Recognition, Inhibitory Control, Logical Reasoning"
GDPval,https://openai.com/index/gdpval/,https://arxiv.org/abs/2510.04374,"GDPval evaluates economically valuable, well-specified professional tasks across many occupations, judged by expert humans via comparative scoring. It emphasizes producing real work artifacts (e.g., slides, spreadsheets, plans) with correctness, clarity, and adherence to constraints.","Planning, Decision-making, Language Production, Language Comprehension, Working Memory, Semantic Understanding & Context Recognition, Adaptive Error Correction"
Graphwalks,https://huggingface.co/datasets/openai/graphwalks,,"Graphwalks evaluates structured reasoning over graph problems (e.g., traversals and parent relationships) often presented in text/sequence form, requiring the model to follow rules across many steps. It stresses maintaining intermediate state, avoiding drift, and executing algorithmic reasoning reliably.","Logical Reasoning, Working Memory, Planning, Spatial Representation & Mapping, Attention, Adaptive Error Correction"
Toolathon,https://toolathlon.xyz,https://arxiv.org/abs/2510.25726,"Toolathon measures general tool-using competence across many heterogeneous tools and tasks, requiring the agent to select tools, call them correctly, and compose results. It emphasizes orchestration, robustness to tool errors, and end-to-end task completion rather than isolated QA.","Planning, Decision-making, Working Memory, Adaptive Error Correction, Attention, Semantic Understanding & Context Recognition, Language Comprehension"
FrontierMath,https://epoch.ai/frontiermath,https://arxiv.org/abs/2411.04872,"FrontierMath evaluates extremely difficult, research-level mathematics designed to be challenging even for strong models, often requiring multi-stage derivations and careful checking. It emphasizes deep abstraction, long-horizon proof-like reasoning, and high precision under complex constraints.","Logical Reasoning, Working Memory, Planning, Adaptive Error Correction, Attention, Cognitive Flexibility"
