Benchmark,Website,Paper,Description,Cognitive Functions
FinanceAgent,https://www.vals.ai/benchmarks/finance_agent,,"FinanceAgent evaluates agent performance on tasks typical of entry-level financial analysis, such as interpreting financial documents, building analyses, and producing structured outputs with appropriate assumptions. It stresses numeracy and domain reasoning while also requiring careful synthesis and consistency across multi-part deliverables.","Logical Reasoning, Semantic Understanding & Context Recognition, Planning, Decision-making, Working Memory, Language Comprehension"
CyberGym,https://www.cybergym.io/,https://arxiv.org/abs/2506.02548,"CyberGym evaluates AI agents on cybersecurity tasks at scale, including identifying known vulnerabilities and discovering new ones in real open-source projects. It emphasizes systematic exploration, precise technical reasoning, and iterative debugging in adversarially complex codebases and environments.","Logical Reasoning, Planning, Decision-making, Adaptive Error Correction, Working Memory, Language Comprehension"
SpreadsheetBench,https://spreadsheetbench.github.io/,https://arxiv.org/abs/2406.14991,"SpreadsheetBench measures an agent’s ability to navigate, edit, and compute with complex spreadsheets, often requiring formula creation, data transformation, and multi-sheet consistency. The benchmark stresses executing structured operations correctly while maintaining bookkeeping-like accuracy across many cells and constraints.","Planning, Decision-making, Logical Reasoning, Working Memory, Adaptive Error Correction"
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam is a difficult, expert-facing benchmark spanning many domains, designed to test frontier reasoning and knowledge and, in some settings, multimodal understanding. Tasks often require integrating scattered evidence, performing multi-step inference, and resisting shallow pattern-matching on unfamiliar questions.","Language Comprehension, Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory, Scene Understanding & Visual Reasoning, Visual Perception"
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,"AIME 2025 consists of competition-style math problems requiring multi-step derivations and exact numeric answers. It probes symbolic and quantitative reasoning under tight problem statements, where small logical slips can invalidate the final result.","Logical Reasoning, Working Memory, Planning, Attention"
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,"GPQA Diamond is a high-quality subset of graduate-level, “Google-proof” science multiple-choice questions curated to be difficult for non-experts. It emphasizes deep conceptual understanding and careful elimination reasoning rather than surface recall.","Language Comprehension, Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory, Decision-making"
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,"MMMLU extends MMLU to multiple languages, testing knowledge and reasoning across many subjects under multilingual prompts. It evaluates whether models can transfer conceptual understanding across languages and maintain consistent performance under linguistic variation.","Language Comprehension, Semantic Understanding & Context Recognition, Logical Reasoning, Cognitive Flexibility, Working Memory"
MMMU,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2311.16502,"MMMU is a multimodal benchmark covering many disciplines where questions require jointly reasoning over images and text (e.g., diagrams, charts, and technical figures). It tests visual interpretation, cross-modal grounding, and multi-step reasoning to arrive at precise answers.","Multisensory Integration, Visual Perception, Scene Understanding & Visual Reasoning, Language Comprehension, Logical Reasoning, Working Memory, Attention"
LAB-Bench FigQA,https://huggingface.co/datasets/futurehouse/lab-bench,https://arxiv.org/abs/2407.10362,LAB-Bench FigQA evaluates whether models can correctly interpret complex scientific figures from biology papers and answer questions grounded in those visuals. It stresses extracting quantitative/relational information from plots and schematics and mapping it to domain-specific scientific claims.,"Visual Perception, Scene Understanding & Visual Reasoning, Language Comprehension, Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory"
WebArena,https://webarena.dev/,https://arxiv.org/abs/2307.13854,"WebArena evaluates autonomous web agents on realistic tasks across multiple web applications (e-commerce, CMS, forums, code hosting, maps), requiring navigation and form-based interactions. It probes end-to-end planning and action selection under dynamic page states, with error recovery when earlier actions lead to dead ends.","Planning, Decision-making, Adaptive Error Correction, Working Memory, Language Comprehension, Visual Perception, Sensorimotor Coordination, Attention"
