Benchmark,Website,Paper,Description,Cognitive Functions
FinanceAgent,https://www.vals.ai/benchmarks/finance_agent,,"FinanceAgent assesses an agent’s ability to complete tasks typical of an entry-level financial analyst, such as extracting facts from documents, performing calculations, building structured outputs, and producing analyst-style explanations. It often requires chaining quantitative reasoning with domain knowledge and clear reporting aligned to task constraints.","Language Comprehension, Language Production, Logical Reasoning, Planning, Decision-making, Working Memory, Semantic Understanding & Context Recognition, Adaptive Error Correction"
CyberGym,https://www.cybergym.io/,https://arxiv.org/abs/2506.02548,"CyberGym evaluates cybersecurity agent capabilities on large-scale, real-world vulnerability tasks, including identifying known weaknesses and discovering new vulnerabilities in open-source projects. Agents must reason about code behavior, craft exploits or fixes, and validate outcomes within a controlled evaluation harness.","Logical Reasoning, Planning, Decision-making, Working Memory, Adaptive Error Correction, Language Comprehension, Language Production, Inhibitory Control, Semantic Understanding & Context Recognition"
SpreadsheetBench,https://spreadsheetbench.github.io/,https://arxiv.org/abs/2406.14991,"SpreadsheetBench evaluates whether models can navigate and manipulate complex spreadsheets to solve realistic business/data tasks, often involving formula edits, restructuring, and verification of computed outputs. It probes structured reasoning over tabular artifacts and iterative correction when intermediate spreadsheet states are inconsistent or incorrect.","Logical Reasoning, Planning, Decision-making, Working Memory, Adaptive Error Correction, Semantic Understanding & Context Recognition, Sensorimotor Coordination, Language Comprehension, Language Production"
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam is a difficult multimodal benchmark spanning frontier academic and professional questions, designed to stress broad knowledge plus multi-step reasoning under ambiguity. Tasks often require integrating textual prompts with figures/diagrams and producing concise, correct answers that reflect expert-level synthesis.","Language Comprehension, Language Production, Logical Reasoning, Working Memory, Semantic Understanding & Context Recognition, Scene Understanding & Visual Reasoning, Multisensory Integration"
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,"AIME 2025 (as used in modern model leaderboards) evaluates competitive mathematics problem solving from the American Invitational Mathematics Examination, requiring precise symbolic manipulation and multi-step derivations. It is typically scored by exact-answer matching, rewarding correctness and robustness over short, dense problem statements.","Logical Reasoning, Working Memory, Planning, Adaptive Error Correction"
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,"GPQA Diamond is a high-quality subset of graduate-level, Google-resistant multiple-choice science questions where non-experts tend to fail and experts reliably succeed. It targets deep domain understanding and careful reasoning under distractors, emphasizing correctness over verbosity.","Language Comprehension, Logical Reasoning, Working Memory, Decision-making, Semantic Understanding & Context Recognition"
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,"MMMLU extends broad academic knowledge testing to many non-English languages across a wide range of subjects, probing whether models retain reasoning and factual competence beyond English. It stresses multilingual understanding, cross-lingual generalization, and consistent subject-matter reasoning under varied linguistic forms.","Language Comprehension, Logical Reasoning, Working Memory, Semantic Understanding & Context Recognition, Cognitive Flexibility, Language Production"
MMMU,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2311.16502,"MMMU is a multidisciplinary multimodal benchmark where questions require reasoning over both text and images (e.g., charts, diagrams, scientific figures) across expert domains. It probes integrated visual–textual understanding and multi-step inference rather than isolated perception or isolated language recall.","Multisensory Integration, Visual Perception, Scene Understanding & Visual Reasoning, Visual Attention & Eye Movements, Language Comprehension, Logical Reasoning, Working Memory, Semantic Understanding & Context Recognition"
LAB-Bench FigQA,https://huggingface.co/datasets/futurehouse/lab-bench,https://arxiv.org/abs/2407.10362,"LAB-Bench FigQA focuses on scientific figure question answering from biology papers, requiring models to interpret complex plots and experimental diagrams and connect them to biological concepts. It stresses careful visual parsing, linking figure evidence to claims, and drawing correct inferences under domain constraints.","Visual Perception, Scene Understanding & Visual Reasoning, Language Comprehension, Language Production, Logical Reasoning, Working Memory, Semantic Understanding & Context Recognition, Multisensory Integration"
WebArena,https://webarena.dev/,https://arxiv.org/abs/2307.13854,"WebArena evaluates autonomous web agents in realistic, self-hosted web applications (e-commerce, CMS, forums, code hosting, maps), requiring multi-step navigation and form interactions to achieve goals. Agents must perceive changing pages, plan action sequences, recover from mistakes, and maintain task state across long trajectories.","Visual Perception, Visual Attention & Eye Movements, Planning, Decision-making, Working Memory, Sensorimotor Coordination, Adaptive Error Correction, Language Comprehension, Language Production"
